platform,platform_label,device_kind,energy_domain,session_number,problem_size,num_threads,configuration,runtime_per_op_s,total_energy_per_op_j,edp_total_j_s,throughput_gflops,energy_efficiency_gflop_per_j,avg_power_w,temp_c,sm_clock_mhz
3090,RTX 3090,GPU,GPU board NVML TotalEnergyConsumption,1,1,-1,gpu_resident,0.0003102849536951855,0.10584636614535418,3.285217465986337e-05,23845.024419744972,69.90086893341707,341.103421387955,56.0,1620.0
3090,RTX 3090,GPU,GPU board NVML TotalEnergyConsumption,1,2,-1,gpu_resident,0.00028932608064516124,0.09855472350230414,2.8496230885576215e-05,12786.183171417651,37.53626459583161,340.7428271196545,63.0,1710.0
3090,RTX 3090,GPU,GPU board NVML TotalEnergyConsumption,1,3,-1,gpu_resident,0.00023877503742550659,0.07968021454112038,1.9032094884563636e-05,15493.14438059698,46.42780208469798,333.51459338478406,62.5,1725.0
3090,RTX 3090,GPU,GPU board NVML TotalEnergyConsumption,1,4,-1,gpu_resident,0.00030601871352258853,0.10009264346764346,3.063022190582772e-05,12088.7251827295,36.9595224557023,327.0801402818447,62.0,1845.0
3090,RTX 3090,GPU,GPU board NVML TotalEnergyConsumption,1,5,-1,gpu_resident,0.0004733076907677815,0.15900188412623645,7.522636486843753e-05,15957.68054811591,47.50191219669477,335.9792905321294,59.0,1620.0
3090,RTX 3090,GPU,GPU board NVML TotalEnergyConsumption,1,6,-1,gpu_resident,0.0007517900052356021,0.2585901271503366,0.00019443380188939393,17496.02591980529,50.865644852643904,344.06104886889045,63.0,1455.0
3090,RTX 3090,GPU,GPU board NVML TotalEnergyConsumption,2,1,-1,gpu_resident,0.0003124439581525108,0.10711407315561067,3.346714764932023e-05,23680.253926479207,69.07387510320214,342.82648778516904,61.0,1612.0
3090,RTX 3090,GPU,GPU board NVML TotalEnergyConsumption,2,2,-1,gpu_resident,0.0002899841917531719,0.09832482698961938,2.851610272583151e-05,12757.164826267634,37.624053061303115,339.0285172553895,63.0,1702.0
3090,RTX 3090,GPU,GPU board NVML TotalEnergyConsumption,2,3,-1,gpu_resident,0.0002372934103684459,0.07847484648086916,1.8624658672285805e-05,15589.881466210092,47.140916220792896,331.43452204395624,58.5,1725.0
3090,RTX 3090,GPU,GPU board NVML TotalEnergyConsumption,2,4,-1,gpu_resident,0.00030272245934835564,0.1000491778319123,3.026554875761248e-05,12220.355866654634,36.9755785860507,330.3589096578569,56.0,1860.0
3090,RTX 3090,GPU,GPU board NVML TotalEnergyConsumption,2,5,-1,gpu_resident,0.0004729195023596036,0.15860051911278905,7.500652762161848e-05,15970.779219524997,47.62212627168262,335.270425305666,60.0,1635.0
3090,RTX 3090,GPU,GPU board NVML TotalEnergyConsumption,2,6,-1,gpu_resident,0.0007497810979805535,0.2594184741959611,0.000194530431811355,17542.90542053663,50.703166154527125,345.85058839269095,62.0,1425.0
3090,RTX 3090,GPU,GPU board NVML TotalEnergyConsumption,3,1,-1,gpu_resident,0.00031176603001237626,0.10706358292079209,3.3403584559959796e-05,23731.746326106484,69.10618870245264,343.4968442979882,60.0,1590.0
3090,RTX 3090,GPU,GPU board NVML TotalEnergyConsumption,3,2,-1,gpu_resident,0.00028930701872119814,0.09798516705069125,2.8346523125624988e-05,12787.0251647826,37.75447020705474,338.70446509467223,63.0,1710.0
3090,RTX 3090,GPU,GPU board NVML TotalEnergyConsumption,3,3,-1,gpu_resident,0.00023803481423529413,0.07836776470588236,1.8652604101657136e-05,15541.323829752284,47.20537031243144,329.2573612070339,58.0,1725.0
3090,RTX 3090,GPU,GPU board NVML TotalEnergyConsumption,3,4,-1,gpu_resident,0.00030624479185727355,0.10012946020128088,3.067337682275305e-05,12079.800980829914,36.945960126450636,326.8603557208677,62.0,1860.0
3090,RTX 3090,GPU,GPU board NVML TotalEnergyConsumption,3,5,-1,gpu_resident,0.0004708557237827715,0.15726661985018725,7.404988346349288e-05,16040.7797291409,48.02610660695176,334.1178772507156,55.0,1650.0
3090,RTX 3090,GPU,GPU board NVML TotalEnergyConsumption,3,6,-1,gpu_resident,0.0007474163896627566,0.2526645894428152,0.00018885888823845927,17598.406358241613,52.05854039199496,338.0269819394153,62.0,1440.0
3090,RTX 3090,GPU,GPU board NVML TotalEnergyConsumption,4,1,-1,gpu_resident,0.0003114451813407476,0.10657707754093296,3.318029078511065e-05,23756.194603481297,69.42169819262313,341.94324152206013,58.0,1623.5
3090,RTX 3090,GPU,GPU board NVML TotalEnergyConsumption,4,2,-1,gpu_resident,0.0002885922603388857,0.09770218265364733,2.8188476737973017e-05,12818.694873916884,37.86380238092569,338.62452487560347,60.5,1706.0
3090,RTX 3090,GPU,GPU board NVML TotalEnergyConsumption,4,3,-1,gpu_resident,0.00023896345176274415,0.07939483087184374,1.897531711196409e-05,15480.928597733775,46.594711975713764,332.1463388222776,62.0,1713.5
3090,RTX 3090,GPU,GPU board NVML TotalEnergyConsumption,4,4,-1,gpu_resident,0.00030698188560490046,0.10033950995405819,3.0788644213076226e-05,12050.796212118403,36.86863240946345,327.0043278489277,64.0,1830.0
3090,RTX 3090,GPU,GPU board NVML TotalEnergyConsumption,4,5,-1,gpu_resident,0.00047559835717680607,0.15974809885931557,7.596897604628812e-05,15880.822157273615,47.280036602582584,335.88419546366026,63.0,1605.0
3090,RTX 3090,GPU,GPU board NVML TotalEnergyConsumption,4,6,-1,gpu_resident,0.0007364217845821327,0.24991390489913545,0.00018390270982390387,17861.147326700593,52.63147462982401,339.9150058830869,54.5,1507.0
3090,RTX 3090,GPU,GPU board NVML TotalEnergyConsumption,5,1,-1,gpu_resident,0.0003094766104454685,0.10599354838709676,3.274171188538101e-05,23907.30675633394,69.80380054433789,342.6201933508904,55.0,1627.0
3090,RTX 3090,GPU,GPU board NVML TotalEnergyConsumption,5,2,-1,gpu_resident,0.00028784089965596326,0.09742302178899082,2.8045537678471997e-05,12852.155952649504,37.97247319932666,338.44117889307944,60.0,1713.5
3090,RTX 3090,GPU,GPU board NVML TotalEnergyConsumption,5,3,-1,gpu_resident,0.00023747840464403584,0.07823255539839699,1.85724979498897e-05,15577.736995880306,47.2869677676805,329.53760267609516,58.5,1725.0
