timestamp,run_id_global,run_id_per_size,device_name,num_threads,problem_size,batches,batch_count,gpu_e2e_time_s,gpu_kernel_time_s,wall_time_s,total_energy_j,energy_per_batch_j,energy_per_second_j,energy_per_flop_j,time_per_gemm_ms_kernel,time_per_gemm_ms_e2e,flops_total,gflops_per_s,avg_power_w,below_target,pcie_gen,pcie_width,sm_clock_mhz,mem_clock_mhz,temp_c,throttle_reasons
2025-11-11T18:44:29,1,1,RTX 3090,,64,16384,512,1.045894e+00,1.045855e+00,1.049327e+00,3.373300e+02,2.058899e-02,3.214727e+02,7.669996e-11,0.000125,0.000125,4.398047e+12,4205.22,321.47,f,4,16,1755,9501,53,0x4
2025-11-11T18:44:30,2,2,RTX 3090,,64,16384,512,1.040475e+00,1.040451e+00,1.045589e+00,3.673910e+02,2.242377e-02,3.513724e+02,8.353504e-11,0.000124,0.000124,4.398047e+12,4227.06,351.37,f,4,16,1770,9501,54,0x4
2025-11-11T18:44:31,3,3,RTX 3090,,64,16384,512,1.046948e+00,1.046923e+00,1.051552e+00,3.330280e+02,2.032642e-02,3.167013e+02,7.572180e-11,0.000125,0.000125,4.398047e+12,4200.93,316.70,f,4,16,1755,9501,54,0x4
2025-11-11T18:44:32,4,4,RTX 3090,,64,16384,512,1.042871e+00,1.042847e+00,1.046075e+00,3.712970e+02,2.266217e-02,3.549432e+02,8.442316e-11,0.000124,0.000124,4.398047e+12,4217.35,354.94,f,4,16,1755,9501,55,0x4
2025-11-11T18:44:33,5,5,RTX 3090,,64,16384,512,1.043639e+00,1.043614e+00,1.048651e+00,3.340630e+02,2.038959e-02,3.185647e+02,7.595713e-11,0.000124,0.000124,4.398047e+12,4214.25,318.56,f,4,16,1755,9501,55,0x4
2025-11-11T18:44:35,6,6,RTX 3090,,64,16384,512,1.044856e+00,1.044834e+00,1.048043e+00,3.711830e+02,2.265521e-02,3.541678e+02,8.439724e-11,0.000125,0.000125,4.398047e+12,4209.32,354.17,f,4,16,1740,9501,55,0x4
2025-11-11T18:44:36,7,7,RTX 3090,,64,16384,512,1.044266e+00,1.044245e+00,1.048070e+00,3.339080e+02,2.038013e-02,3.185931e+02,7.592189e-11,0.000124,0.000124,4.398047e+12,4211.70,318.59,f,4,16,1755,9501,55,0x4
2025-11-11T18:44:37,8,8,RTX 3090,,64,16384,512,1.045338e+00,1.045311e+00,1.048794e+00,3.714010e+02,2.266852e-02,3.541220e+02,8.444681e-11,0.000125,0.000125,4.398047e+12,4207.41,354.12,f,4,16,1755,9501,56,0x4
2025-11-11T18:44:38,9,9,RTX 3090,,64,16384,512,1.044101e+00,1.044083e+00,1.047452e+00,3.341220e+02,2.039319e-02,3.189854e+02,7.597055e-11,0.000124,0.000124,4.398047e+12,4212.35,318.99,f,4,16,1755,9501,56,0x4
2025-11-11T18:44:39,10,10,RTX 3090,,64,16384,512,1.045669e+00,1.045644e+00,1.048792e+00,3.703830e+02,2.260638e-02,3.531520e+02,8.421534e-11,0.000125,0.000125,4.398047e+12,4206.07,353.15,f,4,16,1755,9501,56,0x4
2025-11-11T18:44:40,11,11,RTX 3090,,64,16384,512,1.045777e+00,1.045757e+00,1.053347e+00,3.327700e+02,2.031067e-02,3.159167e+02,7.566314e-11,0.000125,0.000125,4.398047e+12,4205.61,315.92,f,4,16,1755,9501,56,0x4
2025-11-11T18:44:41,12,12,RTX 3090,,64,16384,512,1.046579e+00,1.046557e+00,1.050507e+00,3.683490e+02,2.248224e-02,3.506392e+02,8.375287e-11,0.000125,0.000125,4.398047e+12,4202.40,350.64,f,4,16,1755,9501,56,0x4
2025-11-11T18:44:42,13,13,RTX 3090,,64,16384,512,1.046743e+00,1.046719e+00,1.050020e+00,3.702180e+02,2.259631e-02,3.525817e+02,8.417783e-11,0.000125,0.000125,4.398047e+12,4201.74,352.58,f,4,16,1740,9501,56,0x4
2025-11-11T18:44:43,14,14,RTX 3090,,64,16384,512,1.046187e+00,1.046159e+00,1.053706e+00,3.386350e+02,2.066864e-02,3.213751e+02,7.699668e-11,0.000125,0.000125,4.398047e+12,4203.99,321.38,f,4,16,1740,9501,56,0x4
2025-11-11T18:44:44,15,15,RTX 3090,,64,16384,512,1.045976e+00,1.045954e+00,1.049780e+00,3.684840e+02,2.249048e-02,3.510106e+02,8.378356e-11,0.000125,0.000125,4.398047e+12,4204.82,351.01,f,4,16,1725,9501,56,0x4
2025-11-11T18:44:45,16,16,RTX 3090,,64,16384,512,1.046915e+00,1.046890e+00,1.050100e+00,3.370210e+02,2.057013e-02,3.209417e+02,7.662970e-11,0.000125,0.000125,4.398047e+12,4201.06,320.94,f,4,16,1740,9501,56,0x4
2025-11-11T18:44:46,17,17,RTX 3090,,64,16384,512,1.046668e+00,1.046651e+00,1.052289e+00,3.658810e+02,2.233160e-02,3.477003e+02,8.319171e-11,0.000125,0.000125,4.398047e+12,4202.02,347.70,f,4,16,1740,9501,57,0x4
2025-11-11T18:44:47,18,18,RTX 3090,,64,16384,512,1.047009e+00,1.046988e+00,1.051276e+00,3.352520e+02,2.046216e-02,3.189001e+02,7.622748e-11,0.000125,0.000125,4.398047e+12,4200.66,318.90,f,4,16,1740,9501,57,0x4
2025-11-11T18:44:48,19,19,RTX 3090,,64,16384,512,1.046493e+00,1.046472e+00,1.049640e+00,3.700490e+02,2.258600e-02,3.525486e+02,8.413940e-11,0.000125,0.000125,4.398047e+12,4202.74,352.55,f,4,16,1755,9501,57,0x4
2025-11-11T18:44:49,20,20,RTX 3090,,64,16384,512,1.046937e+00,1.046917e+00,1.051957e+00,3.324880e+02,2.029346e-02,3.160662e+02,7.559902e-11,0.000125,0.000125,4.398047e+12,4200.95,316.07,f,4,16,1755,9501,57,0x4
2025-11-11T18:44:50,21,21,RTX 3090,,64,16384,512,1.047113e+00,1.047093e+00,1.050243e+00,3.683940e+02,2.248499e-02,3.507703e+02,8.376310e-11,0.000125,0.000125,4.398047e+12,4200.25,350.77,f,4,16,1755,9501,57,0x4
2025-11-11T18:44:51,22,22,RTX 3090,,64,16384,512,1.046818e+00,1.046791e+00,1.050731e+00,3.372870e+02,2.058636e-02,3.210024e+02,7.669018e-11,0.000125,0.000125,4.398047e+12,4201.46,321.00,f,4,16,1755,9501,57,0x4
2025-11-11T18:44:52,23,23,RTX 3090,,64,16384,512,1.047407e+00,1.047383e+00,1.053440e+00,3.666750e+02,2.238007e-02,3.480739e+02,8.337224e-11,0.000125,0.000125,4.398047e+12,4199.08,348.07,f,4,16,1740,9501,57,0x4
2025-11-11T18:44:53,24,24,RTX 3090,,64,16384,512,1.046791e+00,1.046768e+00,1.049834e+00,3.353600e+02,2.046875e-02,3.194409e+02,7.625204e-11,0.000125,0.000125,4.398047e+12,4201.55,319.44,f,4,16,1725,9501,57,0x4
2025-11-11T18:44:55,25,25,RTX 3090,,64,16384,512,1.047472e+00,1.047451e+00,1.054602e+00,3.709790e+02,2.264276e-02,3.517717e+02,8.435086e-11,0.000125,0.000125,4.398047e+12,4198.81,351.77,f,4,16,1725,9501,57,0x4
2025-11-11T18:44:56,26,26,RTX 3090,,64,16384,512,1.047060e+00,1.047041e+00,1.050315e+00,3.375280e+02,2.060107e-02,3.213589e+02,7.674498e-11,0.000125,0.000125,4.398047e+12,4200.45,321.36,f,4,16,1740,9501,57,0x4
2025-11-11T18:44:57,27,27,RTX 3090,,64,16384,512,1.047102e+00,1.047081e+00,1.054364e+00,3.389360e+02,2.068701e-02,3.214601e+02,7.706512e-11,0.000125,0.000125,4.398047e+12,4200.29,321.46,f,4,16,1740,9501,58,0x4
2025-11-11T18:44:58,28,28,RTX 3090,,64,16384,512,1.047099e+00,1.047082e+00,1.050336e+00,3.681880e+02,2.247241e-02,3.505429e+02,8.371626e-11,0.000125,0.000125,4.398047e+12,4200.29,350.54,f,4,16,1740,9501,58,0x4
2025-11-11T18:44:59,29,29,RTX 3090,,64,16384,512,1.047495e+00,1.047471e+00,1.054106e+00,3.371600e+02,2.057861e-02,3.198539e+02,7.666131e-11,0.000125,0.000125,4.398047e+12,4198.73,319.85,f,4,16,1755,9501,58,0x4
2025-11-11T18:45:00,30,30,RTX 3090,,64,16384,512,1.047029e+00,1.047011e+00,1.050215e+00,3.712390e+02,2.265863e-02,3.534886e+02,8.440998e-11,0.000125,0.000125,4.398047e+12,4200.57,353.49,f,4,16,1755,9501,58,0x4
2025-11-11T18:45:01,31,31,RTX 3090,,64,16384,512,1.050667e+00,1.050641e+00,1.056986e+00,3.325470e+02,2.029706e-02,3.146182e+02,7.561243e-11,0.000125,0.000125,4.398047e+12,4186.06,314.62,f,4,16,1740,9501,58,0x4
2025-11-11T18:45:02,32,32,RTX 3090,,64,16384,512,1.050746e+00,1.050724e+00,1.057514e+00,3.677950e+02,2.244843e-02,3.477921e+02,8.362690e-11,0.000125,0.000125,4.398047e+12,4185.73,347.79,f,4,16,1755,9501,58,0x4
2025-11-11T18:45:03,33,33,RTX 3090,,64,16384,512,1.051082e+00,1.051061e+00,1.054102e+00,3.336170e+02,2.036237e-02,3.164941e+02,7.585572e-11,0.000125,0.000125,4.398047e+12,4184.39,316.49,f,4,16,1755,9501,58,0x4
2025-11-11T18:45:04,34,34,RTX 3090,,64,16384,512,1.051374e+00,1.051347e+00,1.054426e+00,3.695460e+02,2.255530e-02,3.504712e+02,8.402503e-11,0.000125,0.000125,4.398047e+12,4183.25,350.47,f,4,16,1725,9501,58,0x4
2025-11-11T18:45:05,35,35,RTX 3090,,64,16384,512,1.049888e+00,1.049868e+00,1.052892e+00,3.711500e+02,2.265320e-02,3.525054e+02,8.438974e-11,0.000125,0.000125,4.398047e+12,4189.14,352.51,f,4,16,1740,9501,58,0x4
2025-11-11T18:45:06,36,36,RTX 3090,,64,16384,512,1.050325e+00,1.050303e+00,1.056491e+00,3.377070e+02,2.061200e-02,3.196497e+02,7.678568e-11,0.000125,0.000125,4.398047e+12,4187.41,319.65,f,4,16,1755,9501,58,0x4
2025-11-11T18:45:07,37,37,RTX 3090,,64,16384,512,1.051805e+00,1.051783e+00,1.057459e+00,3.715560e+02,2.267798e-02,3.513669e+02,8.448205e-11,0.000125,0.000125,4.398047e+12,4181.51,351.37,f,4,16,1740,9501,58,0x4
2025-11-11T18:45:08,38,38,RTX 3090,,64,16384,512,1.051761e+00,1.051736e+00,1.057338e+00,3.376460e+02,2.060828e-02,3.193358e+02,7.677181e-11,0.000125,0.000125,4.398047e+12,4181.70,319.34,f,4,16,1740,9501,58,0x4
2025-11-11T18:45:09,39,39,RTX 3090,,64,16384,512,1.052842e+00,1.052822e+00,1.057238e+00,3.728550e+02,2.275726e-02,3.526689e+02,8.477741e-11,0.000126,0.000126,4.398047e+12,4177.39,352.67,f,4,16,1740,9501,58,0x4
2025-11-11T18:45:10,40,40,RTX 3090,,64,16384,512,1.052124e+00,1.052102e+00,1.058012e+00,3.723170e+02,2.272443e-02,3.519023e+02,8.465508e-11,0.000125,0.000125,4.398047e+12,4180.25,351.90,f,4,16,1740,9501,58,0x4
2025-11-11T18:45:11,41,41,RTX 3090,,64,16384,512,1.052322e+00,1.052303e+00,1.056458e+00,3.375780e+02,2.060413e-02,3.195376e+02,7.675635e-11,0.000125,0.000125,4.398047e+12,4179.45,319.54,f,4,16,1740,9501,58,0x4
