schema_version,timestamp,session_id,sequence_index,run_id_global,repetition,workload,implementation,execution_mode,device_name,num_threads,problem_size,problem_spec,batches,e2e_time_s,kernel_time_s,wall_time_s,device_energy_j,total_energy_j,dram_energy_j,energy_per_op_j,energy_per_second_j,energy_per_flop_j,time_per_op_ms_kernel,time_per_op_ms_e2e,flops_total,gflops_per_s,logical_bytes_per_op,avg_power_w,runtime_status,pcie_gen,pcie_width,sm_clock_mhz,clock_before_mhz,clock_after_mhz,mem_clock_mhz,temp_c,temp_before_c,temp_after_c,throttle_reasons,cpu_cycles,cpu_instructions,cpu_ipc,cpu_cache_misses,checksum_ok
cpu-gpu-v2,2026-07-19T03:39:57,"20260718_092807_session5",1,1,1,"STRIDED_GEMM","openblas_sgemm_ld2n",cpu_native,"Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz",16,2048,"N=2048;ld=4096",5,1.080398,1.080398,1.080398,48.886227,48.894688,0.008461,9.778938e+00,45.256190,5.692091e-10,216.079559,216.079559,8.589935e+10,79.51,5.033165e+07,45.26,in_range,,,,1529,1685,,77,77,74,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-19T03:39:58,"20260718_092807_session5",2,2,2,"STRIDED_GEMM","openblas_sgemm_ld2n",cpu_native,"Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz",16,2048,"N=2048;ld=4096",5,1.069771,1.069771,1.069771,48.013244,48.023586,0.010342,9.604717e+00,44.891466,5.590681e-10,213.954190,213.954190,8.589935e+10,80.30,5.033165e+07,44.89,in_range,,,,1814,1530,,75,74,75,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-19T03:39:59,"20260718_092807_session5",3,3,3,"STRIDED_GEMM","openblas_sgemm_ld2n",cpu_native,"Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz",16,2048,"N=2048;ld=4096",5,1.079545,1.079545,1.079545,48.547789,48.564864,0.017075,9.712973e+00,44.986407,5.653694e-10,215.909060,215.909060,8.589935e+10,79.57,5.033165e+07,44.99,in_range,,,,1680,1530,,75,75,75,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-19T03:40:00,"20260718_092807_session5",4,4,4,"STRIDED_GEMM","openblas_sgemm_ld2n",cpu_native,"Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz",16,2048,"N=2048;ld=4096",5,1.064510,1.064510,1.064510,48.036376,48.057154,0.020778,9.611431e+00,45.144847,5.594589e-10,212.902058,212.902058,8.589935e+10,80.69,5.033165e+07,45.14,in_range,,,,1530,1529,,76,75,76,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-19T03:40:01,"20260718_092807_session5",5,5,5,"STRIDED_GEMM","openblas_sgemm_ld2n",cpu_native,"Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz",16,2048,"N=2048;ld=4096",5,1.080594,1.080594,1.080594,48.184874,48.200740,0.015866,9.640148e+00,44.605797,5.611305e-10,216.118726,216.118726,8.589935e+10,79.49,5.033165e+07,44.61,in_range,,,,1684,1530,,76,76,76,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-19T03:40:02,"20260718_092807_session5",6,6,6,"STRIDED_GEMM","openblas_sgemm_ld2n",cpu_native,"Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz",16,2048,"N=2048;ld=4096",5,1.070943,1.070943,1.070943,48.250609,48.267760,0.017151,9.653552e+00,45.070353,5.619107e-10,214.188516,214.188516,8.589935e+10,80.21,5.033165e+07,45.07,in_range,,,,1529,1660,,76,76,74,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-19T03:40:03,"20260718_092807_session5",7,7,7,"STRIDED_GEMM","openblas_sgemm_ld2n",cpu_native,"Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz",16,2048,"N=2048;ld=4096",5,1.089889,1.089889,1.089889,48.498899,48.518682,0.019783,9.703736e+00,44.517080,5.648318e-10,217.977826,217.977826,8.589935e+10,78.81,5.033165e+07,44.52,in_range,,,,1765,1671,,75,74,75,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-19T03:40:05,"20260718_092807_session5",8,8,8,"STRIDED_GEMM","openblas_sgemm_ld2n",cpu_native,"Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz",16,2048,"N=2048;ld=4096",5,1.085745,1.085745,1.085745,50.187554,50.195464,0.007910,1.003909e+01,46.231352,5.843521e-10,217.149021,217.149021,8.589935e+10,79.12,5.033165e+07,46.23,in_range,,,,1679,1666,,75,75,75,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-19T03:40:06,"20260718_092807_session5",9,9,9,"STRIDED_GEMM","openblas_sgemm_ld2n",cpu_native,"Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz",16,2048,"N=2048;ld=4096",5,1.086604,1.086604,1.086604,50.244989,50.253818,0.008829,1.005076e+01,46.248515,5.850314e-10,217.320785,217.320785,8.589935e+10,79.05,5.033165e+07,46.25,in_range,,,,1656,1530,,75,75,75,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-19T03:40:07,"20260718_092807_session5",10,10,10,"STRIDED_GEMM","openblas_sgemm_ld2n",cpu_native,"Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz",16,2048,"N=2048;ld=4096",5,1.097816,1.097816,1.097816,48.768979,48.777302,0.008323,9.755460e+00,44.431205,5.678425e-10,219.563266,219.563266,8.589935e+10,78.25,5.033165e+07,44.43,in_range,,,,1530,1530,,75,75,75,,-1,-1,-1.000000,-1,t
