timestamp,run_id_global,run_id_per_size,device_name,num_threads,problem_size,batches,gpu_e2e_time_s,gpu_kernel_time_s,wall_time_s,total_energy_j,energy_per_batch_j,energy_per_second_j,energy_per_flop_j,time_per_gemm_ms_kernel,time_per_gemm_ms_e2e,flops_total,gflops_per_s,avg_power_w,below_target,pcie_gen,pcie_width,sm_clock_mhz,mem_clock_mhz,temp_c,throttle_reasons
2025-11-17T14:04:25,1,1,Ryzen Threadripper 3970X 32-Core Processor,1,1000000,10791,1.006233,1.006233,1.006233,56.512657,5.237018e-03,56.162609,5.237018e-09,0.093247,0.093247,1.079100e+10,10.72,56.16,f,,,3701,,40,
2025-11-17T14:04:26,2,2,Ryzen Threadripper 3970X 32-Core Processor,1,1000000,10791,0.955758,0.955758,0.955758,53.828591,4.988286e-03,56.320333,4.988286e-09,0.088570,0.088570,1.079100e+10,11.29,56.32,f,,,3701,,40,
2025-11-17T14:04:27,3,3,Ryzen Threadripper 3970X 32-Core Processor,1,1000000,10791,0.965165,0.965165,0.965165,54.293853,5.031401e-03,56.253467,5.031401e-09,0.089442,0.089442,1.079100e+10,11.18,56.25,f,,,3701,,40,
2025-11-17T14:04:28,4,4,Ryzen Threadripper 3970X 32-Core Processor,1,1000000,10791,0.990372,0.990372,0.990372,55.641318,5.156271e-03,56.182262,5.156271e-09,0.091778,0.091778,1.079100e+10,10.90,56.18,f,,,3701,,40,
2025-11-17T14:04:29,5,5,Ryzen Threadripper 3970X 32-Core Processor,1,1000000,10791,0.982415,0.982415,0.982415,55.268824,5.121752e-03,56.258107,5.121752e-09,0.091040,0.091040,1.079100e+10,10.98,56.26,f,,,3701,,40,
2025-11-17T14:04:30,6,6,Ryzen Threadripper 3970X 32-Core Processor,1,1000000,10791,0.980784,0.980784,0.980784,55.166840,5.112301e-03,56.247683,5.112301e-09,0.090889,0.090889,1.079100e+10,11.00,56.25,f,,,3701,,40,
2025-11-17T14:04:31,7,7,Ryzen Threadripper 3970X 32-Core Processor,1,1000000,10791,0.979610,0.979610,0.979610,55.095433,5.105684e-03,56.242197,5.105684e-09,0.090780,0.090780,1.079100e+10,11.02,56.24,f,,,3701,,40,
2025-11-17T14:04:32,8,8,Ryzen Threadripper 3970X 32-Core Processor,1,1000000,10791,0.978107,0.978107,0.978107,54.983439,5.095305e-03,56.214138,5.095305e-09,0.090641,0.090641,1.079100e+10,11.03,56.21,f,,,3701,,40,
2025-11-17T14:04:33,9,9,Ryzen Threadripper 3970X 32-Core Processor,1,1000000,10791,0.959648,0.959648,0.959648,53.962770,5.000720e-03,56.231813,5.000720e-09,0.088930,0.088930,1.079100e+10,11.24,56.23,f,,,3701,,40,
2025-11-17T14:04:34,10,10,Ryzen Threadripper 3970X 32-Core Processor,1,1000000,10791,0.961027,0.961027,0.961027,54.148567,5.017938e-03,56.344505,5.017938e-09,0.089058,0.089058,1.079100e+10,11.23,56.34,f,,,3701,,40,
