schema_version,timestamp,session_id,sequence_index,run_id_global,repetition,workload,implementation,execution_mode,device_name,num_threads,problem_size,problem_spec,batches,e2e_time_s,kernel_time_s,wall_time_s,device_energy_j,total_energy_j,dram_energy_j,energy_per_op_j,energy_per_second_j,energy_per_flop_j,time_per_op_ms_kernel,time_per_op_ms_e2e,flops_total,gflops_per_s,logical_bytes_per_op,avg_power_w,runtime_status,pcie_gen,pcie_width,sm_clock_mhz,clock_before_mhz,clock_after_mhz,mem_clock_mhz,temp_c,temp_before_c,temp_after_c,throttle_reasons,cpu_cycles,cpu_instructions,cpu_ipc,cpu_cache_misses,checksum_ok
cpu-gpu-v2,2026-07-20T11:52:24,"20260720_114819_session3",1,1,1,"STRIDED_GEMM","cublas_gemm_ex_fp32_pedantic_ld2n",gpu_resident,"NVIDIA GeForce RTX 5060 Ti",-1,16384,"N=16384;ld=32768",1,1.792061,1.792053,1.792061,292.423000,292.423000,-1.000000,2.924230000e+02,1.631769360e+02,3.324464615e-11,1.792053223e+03,1.792060858e+03,8.796093022e+12,4908.388273,3221225472.000000,163.176936,above,4,8,2730,2730,2730,13801,71,71,71,"0x0",-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-20T11:52:26,"20260720_114819_session3",2,2,2,"STRIDED_GEMM","cublas_gemm_ex_fp32_pedantic_ld2n",gpu_resident,"NVIDIA GeForce RTX 5060 Ti",-1,16384,"N=16384;ld=32768",1,1.792214,1.792200,1.792214,291.180000,291.180000,-1.000000,2.911800000e+02,1.624694648e+02,3.310333341e-11,1.792199585e+03,1.792213696e+03,8.796093022e+12,4907.987423,3221225472.000000,162.469465,above,4,8,2730,2730,2730,13801,71,71,71,"0x0",-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-20T11:52:28,"20260720_114819_session3",3,3,3,"STRIDED_GEMM","cublas_gemm_ex_fp32_pedantic_ld2n",gpu_resident,"NVIDIA GeForce RTX 5060 Ti",-1,16384,"N=16384;ld=32768",1,1.792234,1.792224,1.792234,292.027000,292.027000,-1.000000,2.920270000e+02,1.629402424e+02,3.319962616e-11,1.792224487e+03,1.792233740e+03,8.796093022e+12,4907.919228,3221225472.000000,162.940242,above,4,8,2730,2730,2730,13801,71,71,71,"0x0",-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-20T11:52:29,"20260720_114819_session3",4,4,4,"STRIDED_GEMM","cublas_gemm_ex_fp32_pedantic_ld2n",gpu_resident,"NVIDIA GeForce RTX 5060 Ti",-1,16384,"N=16384;ld=32768",1,1.792246,1.792238,1.792246,293.087000,293.087000,-1.000000,2.930870000e+02,1.635305257e+02,3.332013421e-11,1.792238159e+03,1.792246425e+03,8.796093022e+12,4907.881789,3221225472.000000,163.530526,above,4,8,2730,2730,2730,13801,72,71,72,"0x0",-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-20T11:52:31,"20260720_114819_session3",5,5,5,"STRIDED_GEMM","cublas_gemm_ex_fp32_pedantic_ld2n",gpu_resident,"NVIDIA GeForce RTX 5060 Ti",-1,16384,"N=16384;ld=32768",1,1.792285,1.792276,1.792285,293.480000,293.480000,-1.000000,2.934800000e+02,1.637462583e+02,3.336481313e-11,1.792276123e+03,1.792285229e+03,8.796093022e+12,4907.777830,3221225472.000000,163.746258,above,4,8,2730,2730,2730,13801,72,72,72,"0x0",-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-20T11:52:33,"20260720_114819_session3",6,6,6,"STRIDED_GEMM","cublas_gemm_ex_fp32_pedantic_ld2n",gpu_resident,"NVIDIA GeForce RTX 5060 Ti",-1,16384,"N=16384;ld=32768",1,1.792006,1.791997,1.792006,277.733000,277.733000,-1.000000,2.777330000e+02,1.549844482e+02,3.157458650e-11,1.791997192e+03,1.792005606e+03,8.796093022e+12,4908.541743,3221225472.000000,154.984448,above,4,8,2730,2730,2730,13801,72,72,72,"0x0",-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-20T11:52:35,"20260720_114819_session3",7,7,7,"STRIDED_GEMM","cublas_gemm_ex_fp32_pedantic_ld2n",gpu_resident,"NVIDIA GeForce RTX 5060 Ti",-1,16384,"N=16384;ld=32768",1,1.791998,1.791988,1.791998,278.567000,278.567000,-1.000000,2.785670000e+02,1.554505301e+02,3.166940132e-11,1.791988281e+03,1.791997749e+03,8.796093022e+12,4908.566152,3221225472.000000,155.450530,above,4,8,2730,2730,2730,13801,72,72,72,"0x0",-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-20T11:52:37,"20260720_114819_session3",8,8,8,"STRIDED_GEMM","cublas_gemm_ex_fp32_pedantic_ld2n",gpu_resident,"NVIDIA GeForce RTX 5060 Ti",-1,16384,"N=16384;ld=32768",1,1.792200,1.792192,1.792200,279.026000,279.026000,-1.000000,2.790260000e+02,1.556890886e+02,3.172158358e-11,1.792192139e+03,1.792200099e+03,8.796093022e+12,4908.007815,3221225472.000000,155.689089,above,4,8,2730,2730,2730,13801,72,72,72,"0x0",-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-20T11:52:38,"20260720_114819_session3",9,9,9,"STRIDED_GEMM","cublas_gemm_ex_fp32_pedantic_ld2n",gpu_resident,"NVIDIA GeForce RTX 5060 Ti",-1,16384,"N=16384;ld=32768",1,1.792184,1.792175,1.792184,292.458000,292.458000,-1.000000,2.924580000e+02,1.631852804e+02,3.324862519e-11,1.792175293e+03,1.792183702e+03,8.796093022e+12,4908.053948,3221225472.000000,163.185280,above,4,8,2730,2730,2730,13801,72,72,72,"0x0",-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-20T11:52:40,"20260720_114819_session3",10,10,10,"STRIDED_GEMM","cublas_gemm_ex_fp32_pedantic_ld2n",gpu_resident,"NVIDIA GeForce RTX 5060 Ti",-1,16384,"N=16384;ld=32768",1,1.792221,1.792201,1.792221,293.281000,293.281000,-1.000000,2.932810000e+02,1.636410476e+02,3.334218945e-11,1.792200928e+03,1.792221477e+03,8.796093022e+12,4907.983746,3221225472.000000,163.641048,above,4,8,2730,2730,2730,13801,72,72,72,"0x0",-1,-1,-1.000000,-1,t
