source_file,session_number,sequence_index,problem_size,configuration,num_threads,repetition,runtime_per_op_s,primary_energy_per_op_j,checksum_ok,runtime_outlier,energy_outlier
reduction_3090_20260722_191930_session1.csv,1,41,1000000,gpu_resident,-1,1,5.66158044133593e-06,0.0012181246345381981,True,True,False
reduction_3090_20260722_191930_session1.csv,1,50,1000000,gpu_resident,-1,10,5.705409254770163e-06,0.0013318818940998144,True,False,True
reduction_3090_20260722_191930_session1.csv,1,78,16000000,gpu_resident,-1,8,7.691951272783203e-05,0.026815811735753287,True,True,False
reduction_3090_20260722_191930_session1.csv,1,61,32000000,gpu_resident,-1,1,0.0001487830160666468,0.05172567688188039,True,True,False
reduction_3090_20260722_191930_session2.csv,2,81,1000000,gpu_resident,-1,1,5.617917434700706e-06,0.0012328731689487445,True,True,False
reduction_3090_20260722_191930_session2.csv,2,86,1000000,gpu_resident,-1,6,5.66606155706132e-06,0.0013223887311271684,True,False,True
reduction_3090_20260722_191930_session2.csv,2,89,1000000,gpu_resident,-1,9,5.6716666404251135e-06,0.0012098968144628448,True,True,False
reduction_3090_20260722_191930_session2.csv,2,90,1000000,gpu_resident,-1,10,5.675359681727444e-06,0.001216920178817443,True,True,False
reduction_3090_20260722_191930_session2.csv,2,11,4000000,gpu_resident,-1,1,2.2850882295141904e-05,0.0072939765093003065,True,True,False
reduction_3090_20260722_191930_session2.csv,2,71,8000000,gpu_resident,-1,1,4.1176455698287224e-05,0.015261075428194994,True,False,True
reduction_3090_20260722_191930_session2.csv,2,27,128000000,gpu_resident,-1,7,0.0005805102321532211,0.22746140452698782,True,False,True
reduction_3090_20260722_191930_session3.csv,3,83,1000000,gpu_resident,-1,3,5.676476011008763e-06,0.0013391541226690632,True,False,True
reduction_3090_20260722_191930_session3.csv,3,21,4000000,gpu_resident,-1,1,2.2842160392873458e-05,0.00728654636820466,True,True,False
reduction_3090_20260722_191930_session3.csv,3,51,16000000,gpu_resident,-1,1,7.690273538911103e-05,0.026679944632420797,True,True,False
reduction_3090_20260722_191930_session3.csv,3,1,32000000,gpu_resident,-1,1,0.00014881146734116948,0.05202737687844071,True,True,False
reduction_3090_20260722_191930_session3.csv,3,61,256000000,gpu_resident,-1,1,0.001154829362586605,0.40851039260969974,True,True,False
reduction_3090_20260722_191930_session3.csv,3,69,256000000,gpu_resident,-1,9,0.0011549161154734413,0.45106351039260967,True,False,True
reduction_3090_20260722_191930_session4.csv,4,21,1000000,gpu_resident,-1,1,5.631156128785277e-06,0.0012157643177634282,True,True,False
reduction_3090_20260722_191930_session4.csv,4,89,8000000,gpu_resident,-1,9,4.1171590918447166e-05,0.01519344613231238,True,False,True
reduction_3090_20260722_191930_session4.csv,4,61,64000000,gpu_resident,-1,1,0.0002924867821637427,0.10270555555555555,True,True,False
reduction_3090_20260722_191930_session4.csv,4,66,64000000,gpu_resident,-1,6,0.00029250395643274854,0.10261432748538012,True,True,False
reduction_3090_20260722_191930_session4.csv,4,17,128000000,gpu_resident,-1,7,0.0005799950579710145,0.2260376811594203,True,False,True
reduction_3090_20260722_191930_session5.csv,5,31,1000000,gpu_resident,-1,1,5.603902517287837e-06,0.0012257229585818663,True,True,False
reduction_3090_20260722_191930_session5.csv,5,33,1000000,gpu_resident,-1,3,5.659127189280144e-06,0.0013306518786022148,True,True,True
reduction_3090_20260722_191930_session5.csv,5,68,4000000,gpu_resident,-1,8,2.281136158127652e-05,0.008016720653314477,True,False,True
reduction_3090_20260722_191930_session5.csv,5,19,8000000,gpu_resident,-1,9,4.126257053265668e-05,0.015238189544910673,True,False,True
reduction_3090_20260722_191930_session5.csv,5,82,32000000,gpu_resident,-1,2,0.00014873231970260223,0.052037323420074354,True,True,False
reduction_3090_20260722_191930_session5.csv,5,4,64000000,gpu_resident,-1,4,0.0002925243849078678,0.11400643463000877,True,False,True
reduction_3090_20260722_191930_session5.csv,5,45,128000000,gpu_resident,-1,5,0.0005799774092753623,0.22643072463768116,True,False,True
reduction_3090_20260722_191930_session5.csv,5,23,256000000,gpu_resident,-1,3,0.001155598606235566,0.4090554272517321,True,True,False
reduction_3090_20260722_191930_session5.csv,5,26,256000000,gpu_resident,-1,6,0.0011556010184757505,0.41219399538106233,True,True,False
