problem_size,configuration,num_threads,runtime_per_op_s_session_cv_pct,primary_energy_per_op_j_session_cv_pct,logical_bandwidth_gb_s_session_cv_pct,primary_power_w_session_cv_pct,runtime_stable_5pct,energy_stable_5pct,bandwidth_stable_5pct
1000000,gpu_resident,-1,0.8080120674575985,0.8803145639031439,0.7993460260249875,1.124746367258606,True,True,True
2000000,gpu_resident,-1,0.0005407935497443322,0.7179777234993406,0.0005407922071125137,0.7174893251136032,True,True,True
4000000,gpu_resident,-1,0.0006731382627804485,0.20138927700557716,0.0006731393775152374,0.20090953359468963,True,True,True
8000000,gpu_resident,-1,0.08526104877760139,1.234646273603122,0.08534893430427373,1.1871959288154417,True,True,True
16000000,gpu_resident,-1,0.02081279628862912,3.189901170489374,0.02081420465442273,3.184873777067994,True,True,True
32000000,gpu_resident,-1,0.020141629406279716,0.33477277443427783,0.020140255288444958,0.3406501233127283,True,True,True
64000000,gpu_resident,-1,0.036139007847004224,1.6883341679399149,0.036156158129121346,1.7247285722308145,True,True,True
128000000,gpu_resident,-1,0.00189142681982017,0.6019138419985195,0.0018914537266181749,0.602330429834548,True,True,True
256000000,gpu_resident,-1,0.012251982883535939,0.47147975712926865,0.012250973442911477,0.4829613451423352,True,True,True
