source_file,session_number,sequence_index,problem_size,configuration,num_threads,repetition,runtime_per_op_s,primary_energy_per_op_j,checksum_ok,runtime_outlier,energy_outlier
reduction_5060ti_20260722_050953_session1.csv,1,86,2000000,gpu_resident,-1,6,8.196223004483202e-06,0.0007250002048995582,True,True,False
reduction_5060ti_20260722_050953_session1.csv,1,5,4000000,gpu_resident,-1,5,1.2284740369023634e-05,0.0011078325389415754,True,True,True
reduction_5060ti_20260722_050953_session1.csv,1,62,16000000,gpu_resident,-1,2,0.00015785185903345725,0.01236193308550186,True,False,True
reduction_5060ti_20260722_050953_session1.csv,1,65,16000000,gpu_resident,-1,5,0.0001578455064684015,0.012254275092936803,True,False,True
reduction_5060ti_20260722_050953_session1.csv,1,68,16000000,gpu_resident,-1,8,0.00015784160728624536,0.012327732342007434,True,False,True
reduction_5060ti_20260722_050953_session1.csv,1,70,16000000,gpu_resident,-1,10,0.00015785176847583644,0.012264981412639405,True,False,True
reduction_5060ti_20260722_050953_session1.csv,1,60,32000000,gpu_resident,-1,10,0.0003080955029257776,0.028203880505081616,True,False,True
reduction_5060ti_20260722_050953_session1.csv,1,45,64000000,gpu_resident,-1,5,0.0006080739073383084,0.04755597014925373,True,False,True
reduction_5060ti_20260722_050953_session1.csv,1,50,64000000,gpu_resident,-1,10,0.0006080247736318408,0.04749689054726368,True,False,True
reduction_5060ti_20260722_050953_session1.csv,1,21,128000000,gpu_resident,-1,1,0.0012090409722222222,0.10195048309178745,True,False,True
reduction_5060ti_20260722_050953_session1.csv,1,22,128000000,gpu_resident,-1,2,0.0012091005446859904,0.10168236714975845,True,True,True
reduction_5060ti_20260722_050953_session2.csv,2,49,1000000,gpu_resident,-1,9,6.179872689496622e-06,0.00039862061334759437,True,True,False
reduction_5060ti_20260722_050953_session2.csv,2,50,1000000,gpu_resident,-1,10,6.293421598096889e-06,0.0004387912540493358,True,True,True
reduction_5060ti_20260722_050953_session2.csv,2,31,2000000,gpu_resident,-1,1,8.196016506708412e-06,0.000724410094171837,True,True,False
reduction_5060ti_20260722_050953_session2.csv,2,35,2000000,gpu_resident,-1,5,8.196454762275533e-06,0.0007242133905959299,True,True,False
reduction_5060ti_20260722_050953_session2.csv,2,37,2000000,gpu_resident,-1,7,8.196087041332339e-06,0.0007237134356738327,True,True,False
reduction_5060ti_20260722_050953_session2.csv,2,12,16000000,gpu_resident,-1,2,0.00015786083348174533,0.012255120213713269,True,False,True
reduction_5060ti_20260722_050953_session2.csv,2,15,16000000,gpu_resident,-1,5,0.00015785724220837046,0.012290590679726921,True,False,True
reduction_5060ti_20260722_050953_session2.csv,2,18,16000000,gpu_resident,-1,8,0.0001578543407539329,0.0122895517957851,True,False,True
reduction_5060ti_20260722_050953_session2.csv,2,20,16000000,gpu_resident,-1,10,0.0001578454677945978,0.01217304838230929,True,False,True
reduction_5060ti_20260722_050953_session2.csv,2,21,64000000,gpu_resident,-1,1,0.0006084895231143553,0.050531630170316304,True,True,False
reduction_5060ti_20260722_050953_session3.csv,3,20,1000000,gpu_resident,-1,10,6.147816782537604e-06,0.0004054376356181729,True,True,False
reduction_5060ti_20260722_050953_session3.csv,3,1,2000000,gpu_resident,-1,1,8.196040160313415e-06,0.0007247051495356976,True,False,True
reduction_5060ti_20260722_050953_session3.csv,3,2,2000000,gpu_resident,-1,2,8.196052200211456e-06,0.0007228200735999213,True,False,True
reduction_5060ti_20260722_050953_session3.csv,3,3,2000000,gpu_resident,-1,3,8.19609791740089e-06,0.0007231397169107703,True,True,True
reduction_5060ti_20260722_050953_session3.csv,3,35,4000000,gpu_resident,-1,5,1.2284743292712888e-05,0.0010201709989681098,True,True,False
reduction_5060ti_20260722_050953_session3.csv,3,80,64000000,gpu_resident,-1,10,0.0006084951107055962,0.05117639902676399,True,True,False
reduction_5060ti_20260722_050953_session4.csv,4,63,1000000,gpu_resident,-1,3,6.14759766659905e-06,0.00040519175564448216,True,True,False
reduction_5060ti_20260722_050953_session4.csv,4,66,1000000,gpu_resident,-1,6,6.147387174900573e-06,0.0004073370584149348,True,True,False
reduction_5060ti_20260722_050953_session4.csv,4,22,16000000,gpu_resident,-1,2,0.0001577872659267143,0.013876539455678882,True,False,True
reduction_5060ti_20260722_050953_session4.csv,4,24,16000000,gpu_resident,-1,4,0.00015778982499619885,0.013866048350311693,True,False,True
reduction_5060ti_20260722_050953_session4.csv,4,27,16000000,gpu_resident,-1,7,0.0001577832317165881,0.013864984035274442,True,False,True
reduction_5060ti_20260722_050953_session4.csv,4,29,16000000,gpu_resident,-1,9,0.00015779426623080433,0.01388611829101414,True,False,True
reduction_5060ti_20260722_050953_session4.csv,4,8,256000000,gpu_resident,-1,8,0.002411365540865385,0.20312019230769232,True,True,False
reduction_5060ti_20260722_050953_session5.csv,5,51,1000000,gpu_resident,-1,1,6.1477379718590365e-06,0.00041135719598478005,True,True,False
reduction_5060ti_20260722_050953_session5.csv,5,56,1000000,gpu_resident,-1,6,6.158187004013991e-06,0.00041045973408080846,True,True,False
reduction_5060ti_20260722_050953_session5.csv,5,10,4000000,gpu_resident,-1,10,1.2284714731462828e-05,0.0010143727580954253,True,True,True
reduction_5060ti_20260722_050953_session5.csv,5,42,16000000,gpu_resident,-1,2,0.00015779009682254197,0.012457883693045563,True,False,True
reduction_5060ti_20260722_050953_session5.csv,5,44,16000000,gpu_resident,-1,4,0.00015779857748800957,0.012529076738609111,True,False,True
reduction_5060ti_20260722_050953_session5.csv,5,47,16000000,gpu_resident,-1,7,0.0001578055112410072,0.012504346522781776,True,False,True
reduction_5060ti_20260722_050953_session5.csv,5,49,16000000,gpu_resident,-1,9,0.00015779648261390888,0.012424460431654676,True,False,True
reduction_5060ti_20260722_050953_session5.csv,5,79,64000000,gpu_resident,-1,9,0.0006085330632603406,0.051105839416058396,True,True,False
reduction_5060ti_20260722_050953_session5.csv,5,67,128000000,gpu_resident,-1,7,0.0012090839166666665,0.1112632850241546,True,False,True
