timestamp,run_id_global,run_id_per_size,device_name,num_threads,problem_size,batches,gpu_e2e_time_s,gpu_kernel_time_s,wall_time_s,total_energy_j,energy_per_batch_j,energy_per_second_j,energy_per_flop_j,time_per_gemm_ms_kernel,time_per_gemm_ms_e2e,flops_total,gflops_per_s,avg_power_w,below_target,pcie_gen,pcie_width,sm_clock_mhz,mem_clock_mhz,temp_c,throttle_reasons
2025-11-03T18:02:15,1,1,RTX 3090,,64,250000,1.134496,1.134456,1.141200,188.847000,7.553880e-04,165.481011,1.440788e-09,0.004538,0.004538,1.310720e+11,115.54,165.48,f,3,16,1980,9501,50,0x0
2025-11-03T18:02:16,2,2,RTX 3090,,64,250000,1.130042,1.130021,1.132824,188.641000,7.545640e-04,166.522787,1.439217e-09,0.004520,0.004520,1.310720e+11,115.99,166.52,f,3,16,1980,9501,50,0x0
2025-11-03T18:02:17,3,3,RTX 3090,,64,250000,1.133441,1.133423,1.138287,188.628000,7.545120e-04,165.712222,1.439117e-09,0.004534,0.004534,1.310720e+11,115.64,165.71,f,3,16,1980,9501,50,0x0
2025-11-03T18:02:19,4,4,RTX 3090,,64,250000,1.132153,1.132134,1.134780,205.937000,8.237480e-04,181.477402,1.571175e-09,0.004529,0.004529,1.310720e+11,115.77,181.48,f,3,16,1980,9501,50,0x0
2025-11-03T18:02:20,5,5,RTX 3090,,64,250000,1.133272,1.133254,1.139241,186.635000,7.465400e-04,163.824005,1.423912e-09,0.004533,0.004533,1.310720e+11,115.66,163.82,f,3,16,1980,9501,50,0x0
2025-11-03T18:02:21,6,6,RTX 3090,,64,250000,1.130454,1.130436,1.136720,185.395000,7.415800e-04,163.096478,1.414452e-09,0.004522,0.004522,1.310720e+11,115.95,163.10,f,3,16,1980,9501,50,0x0
2025-11-03T18:02:22,7,7,RTX 3090,,64,250000,1.132135,1.132117,1.134949,203.214000,8.128560e-04,179.051279,1.550400e-09,0.004528,0.004529,1.310720e+11,115.78,179.05,f,3,16,1980,9501,50,0x0
2025-11-03T18:02:23,8,8,RTX 3090,,64,250000,1.133562,1.133544,1.136260,186.819000,7.472760e-04,164.415658,1.425316e-09,0.004534,0.004534,1.310720e+11,115.63,164.42,f,3,16,1980,9501,50,0x0
2025-11-03T18:02:24,9,9,RTX 3090,,64,250000,1.124400,1.124381,1.127123,187.550000,7.502000e-04,166.397102,1.430893e-09,0.004498,0.004498,1.310720e+11,116.57,166.40,f,3,16,1980,9501,50,0x0
2025-11-03T18:02:25,10,10,RTX 3090,,64,250000,1.131944,1.131925,1.134680,203.386000,8.135440e-04,179.245301,1.551712e-09,0.004528,0.004528,1.310720e+11,115.80,179.25,f,3,16,1980,9501,49,0x0
2025-11-03T18:02:27,11,11,RTX 3090,,64,250000,1.132326,1.132307,1.135043,186.879000,7.475160e-04,164.644877,1.425774e-09,0.004529,0.004529,1.310720e+11,115.76,164.64,f,3,16,1980,9501,49,0x0
2025-11-03T18:02:28,12,12,RTX 3090,,64,250000,1.131618,1.131600,1.137296,187.647000,7.505880e-04,164.993939,1.431633e-09,0.004526,0.004526,1.310720e+11,115.83,164.99,f,3,16,1980,9501,49,0x0
2025-11-03T18:02:29,13,13,RTX 3090,,64,250000,1.128618,1.128600,1.131365,204.719000,8.188760e-04,180.948686,1.561882e-09,0.004514,0.004514,1.310720e+11,116.14,180.95,f,3,16,1980,9501,49,0x0
2025-11-03T18:02:30,14,14,RTX 3090,,64,250000,1.132558,1.132539,1.136045,185.466000,7.418640e-04,163.255843,1.414993e-09,0.004530,0.004530,1.310720e+11,115.73,163.26,f,3,16,1980,9501,49,0x0
2025-11-03T18:02:31,15,15,RTX 3090,,64,250000,1.132822,1.132804,1.135427,203.479000,8.139160e-04,179.209232,1.552422e-09,0.004531,0.004531,1.310720e+11,115.71,179.21,f,3,16,1980,9501,49,0x0
2025-11-03T18:02:32,16,16,RTX 3090,,64,250000,1.131590,1.131572,1.135049,188.021000,7.520840e-04,165.650085,1.434486e-09,0.004526,0.004526,1.310720e+11,115.83,165.65,f,3,16,1980,9501,49,0x0
2025-11-03T18:02:33,17,17,RTX 3090,,64,250000,1.132913,1.132895,1.135629,187.718000,7.508720e-04,165.298763,1.432175e-09,0.004532,0.004532,1.310720e+11,115.70,165.30,f,3,16,1980,9501,49,0x0
2025-11-03T18:02:34,18,18,RTX 3090,,64,250000,1.133578,1.133559,1.139138,201.364000,8.054560e-04,176.768697,1.536285e-09,0.004534,0.004534,1.310720e+11,115.63,176.77,f,3,16,1980,9501,49,0x0
2025-11-03T18:02:36,19,19,RTX 3090,,64,250000,1.132189,1.132171,1.137823,185.391000,7.415640e-04,162.934869,1.414421e-09,0.004529,0.004529,1.310720e+11,115.77,162.93,f,3,16,1980,9501,49,0x0
2025-11-03T18:02:37,20,20,RTX 3090,,64,250000,1.129620,1.129602,1.132287,184.663000,7.386520e-04,163.088558,1.408867e-09,0.004518,0.004518,1.310720e+11,116.03,163.09,f,3,16,1980,9501,49,0x0
