timestamp,host,gpu_name,matrix_size,mode,batches,seconds_target,seconds_gpu,seconds_wall,energy_j,avg_power_w,below_target,workload,impl,dtype,N,passes_kernel,passes_e2e,seconds_kernel,energy_kernel_j,avg_power_w_kernel,avg_power_w_e2e,bytes_total,bw_gb_s,time_mode,energy_mode,includes_transfer,device_name,driver_version,pcie_gen_current,pcie_width_current,pcie_rx_kbs,pcie_tx_kbs,clocks_sm_mhz,clocks_mem_mhz,temp_c,throttle_reasons,notes,energy_batch_j,kWh_batch,seconds_batch,M,K,flops_batch,joule_per_gflop,gflops,flops_per_watt
2025-10-12T16:27:57,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,0,kernel,3332,1.0,1.0322,1.0322,35.691,34.6,0,reduction,openblas,fp32,0,3332,135,1.0322,35.691,34.6,34.9,26656000000,25.82,kernel,kernel,0,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,,,,0,0,,,50.0,0,OPENBLAS_NUM_THREADS=4; e2e_host_memcpy=1; e2e_bw=mixed,0.010711584633853542,2.9754401760704282e-09,0.00030978391356542616,0,0,,,,
2025-10-12T16:27:57,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,0,e2e,135,1.0,1.0322,0.0846,2.953,34.9,0,reduction,openblas,fp32,0,3332,135,1.0322,35.691,34.6,34.9,540000000,6.38,e2e,e2e,0,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,,,,0,0,,,50.0,0,OPENBLAS_NUM_THREADS=4; e2e_host_memcpy=1; e2e_bw=mixed,0.021874074074074074,6.076131687242798e-09,0.0006266666666666666,0,0,0.0,,0.0,0.0
2025-10-12T16:28:01,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,0,kernel,1085,1.0,0.511,0.511,17.741,34.7,1,reduction,openblas,fp32,0,1085,154,0.511,17.741,34.7,35.3,13020000000,25.48,kernel,kernel,0,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,,,,0,0,,,50.0,0,OPENBLAS_NUM_THREADS=4; e2e_host_memcpy=1; e2e_bw=mixed,0.01635115207373272,4.5419866871479775e-09,0.0004709677419354839,0,0,,,,
2025-10-12T16:28:01,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,0,e2e,154,1.0,0.511,0.154,5.43,35.3,1,reduction,openblas,fp32,0,1085,154,0.511,17.741,34.7,35.3,924000000,6.0,e2e,e2e,0,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,,,,0,0,,,50.0,0,OPENBLAS_NUM_THREADS=4; e2e_host_memcpy=1; e2e_bw=mixed,0.035259740259740255,9.794372294372293e-09,0.001,0,0,0.0,,0.0,0.0
2025-10-12T16:28:06,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,0,kernel,1018,1.0,0.6558,0.6558,22.919,35.0,1,reduction,openblas,fp32,0,1018,210,0.6558,22.919,35.0,34.9,16288000000,24.84,kernel,kernel,0,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,,,,0,0,,,49.0,0,OPENBLAS_NUM_THREADS=4; e2e_host_memcpy=1; e2e_bw=mixed,0.022513752455795677,6.2538201266099105e-09,0.000644204322200393,0,0,,,,
2025-10-12T16:28:06,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,0,e2e,210,1.0,0.6558,0.3251,11.344,34.9,1,reduction,openblas,fp32,0,1018,210,0.6558,22.919,35.0,34.9,1680000000,5.17,e2e,e2e,0,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,,,,0,0,,,49.0,0,OPENBLAS_NUM_THREADS=4; e2e_host_memcpy=1; e2e_bw=mixed,0.05401904761904762,1.5005291005291006e-08,0.0015480952380952382,0,0,0.0,,0.0,0.0
2025-10-12T16:28:12,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,0,kernel,651,1.0,0.7175,0.7175,25.162,35.1,1,reduction,openblas,fp32,0,651,223,0.7175,25.162,35.1,33.8,15624000000,21.78,kernel,kernel,0,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,,,,0,0,,,49.0,0,OPENBLAS_NUM_THREADS=4; e2e_host_memcpy=1; e2e_bw=mixed,0.038651305683563744,1.0736473800989928e-08,0.0011021505376344087,0,0,,,,
2025-10-12T16:28:12,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,0,e2e,223,1.0,0.7175,0.5448,18.421,33.8,1,reduction,openblas,fp32,0,651,223,0.7175,25.162,35.1,33.8,2676000000,4.91,e2e,e2e,0,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,,,,0,0,,,49.0,0,OPENBLAS_NUM_THREADS=4; e2e_host_memcpy=1; e2e_bw=mixed,0.08260538116591928,2.2945939212755356e-08,0.0024430493273542597,0,0,0.0,,0.0,0.0
2025-10-12T16:28:19,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,0,kernel,505,1.0,0.8106,0.8106,28.31,34.9,1,reduction,openblas,fp32,0,505,182,0.8106,28.31,34.9,33.7,16160000000,19.94,kernel,kernel,0,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,,,,0,0,,,49.0,0,OPENBLAS_NUM_THREADS=4; e2e_host_memcpy=1; e2e_bw=mixed,0.056059405940594054,1.557205720572057e-08,0.001605148514851485,0,0,,,,
2025-10-12T16:28:19,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,0,e2e,182,1.0,0.8106,0.6083,20.517,33.7,1,reduction,openblas,fp32,0,505,182,0.8106,28.31,34.9,33.7,2912000000,4.79,e2e,e2e,0,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,,,,0,0,,,49.0,0,OPENBLAS_NUM_THREADS=4; e2e_host_memcpy=1; e2e_bw=mixed,0.11273076923076923,3.1314102564102566e-08,0.003342307692307692,0,0,0.0,,0.0,0.0
2025-10-12T16:28:27,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,0,kernel,377,1.0,0.9867,0.9867,33.508,34.0,1,reduction,openblas,fp32,0,377,110,0.9867,33.508,34.0,33.7,18096000000,18.34,kernel,kernel,0,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,,,,0,0,,,49.0,0,OPENBLAS_NUM_THREADS=4; e2e_host_memcpy=1; e2e_bw=mixed,0.08888063660477455,2.4689065723548485e-08,0.002617241379310345,0,0,,,,
