schema_version,timestamp,session_id,sequence_index,run_id_global,repetition,workload,implementation,execution_mode,device_name,num_threads,problem_size,problem_spec,batches,e2e_time_s,kernel_time_s,wall_time_s,device_energy_j,total_energy_j,dram_energy_j,energy_per_op_j,energy_per_second_j,energy_per_flop_j,time_per_op_ms_kernel,time_per_op_ms_e2e,flops_total,gflops_per_s,logical_bytes_per_op,avg_power_w,runtime_status,pcie_gen,pcie_width,sm_clock_mhz,clock_before_mhz,clock_after_mhz,mem_clock_mhz,temp_c,temp_before_c,temp_after_c,throttle_reasons,cpu_cycles,cpu_instructions,cpu_ipc,cpu_cache_misses,checksum_ok,source_file,session_number,checksum_bool,platform,platform_label,device_kind,energy_domain,configuration,runtime_per_op_s,kernel_runtime_per_op_s,primary_energy_per_op_j,total_energy_per_op_j,dram_energy_per_op_j,edp_total_j_s,logical_flops_per_op,logical_bytes_expected,throughput_gflops,energy_efficiency_gflop_per_j,operational_intensity_flop_per_byte,temperature_rise_c,clock_change_pct
cpu-gpu-v2,2026-07-29T10:09:28,conv2d_5060ti_20260729_100925_session1,1,1,1,CONV2D,cudnn_convolution_fwd_fp32,gpu_resident,NVIDIA GeForce RTX 5060 Ti,-1,1,shape_id=1;N=32;C=64;H=56;W=56;K=64;R=3;S=3;stride=1;pad=1;Hout=56;Wout=56;layout=NCHW;conv=cross_correlation;dtype=f32;math=FMA;algo=fft_tiling;workspace_bytes=53477376,1403,1.001572272,1.0015599975585938,1.001572272,163.556,163.556,-1,0.116575908766928,163.29924916292012,1.575615789437889e-11,0.7138702762356335,0.713879024946543,10380449415168,10364.28116185892,51527680,163.29924916292012,in_range,4,8,2745,2745,2745,13801,61,61,61,0x0,-1,-1,-1.0,-1,t,conv2d_5060ti_20260729_100925_session1.csv,1,True,5060ti,RTX 5060 Ti,GPU,GPU board NVML TotalEnergyConsumption,gpu_resident,0.0007138790249465431,0.0007138702762356336,0.11657590876692801,0.11657590876692801,,8.322109608279174e-05,7398752256.0,51527680.0,10364.154145800872,63.467249230648825,143.5879173290938,0,0.0
cpu-gpu-v2,2026-07-29T10:09:29,conv2d_5060ti_20260729_100925_session1,2,2,2,CONV2D,cudnn_convolution_fwd_fp32,gpu_resident,NVIDIA GeForce RTX 5060 Ti,-1,1,shape_id=1;N=32;C=64;H=56;W=56;K=64;R=3;S=3;stride=1;pad=1;Hout=56;Wout=56;layout=NCHW;conv=cross_correlation;dtype=f32;math=FMA;algo=fft_tiling;workspace_bytes=53477376,1403,1.001498445,1.0014865112304687,1.001498445,164.087,164.087,-1,0.1169543834640056,163.8414925347188,1.5807311748972515e-11,0.7138178982398208,0.7138264041339984,10380449415168,10365.041664329698,51527680,163.8414925347188,in_range,4,8,2745,2745,2745,13801,62,61,62,0x0,-1,-1,-1.0,-1,t,conv2d_5060ti_20260729_100925_session1.csv,1,True,5060ti,RTX 5060 Ti,GPU,GPU board NVML TotalEnergyConsumption,gpu_resident,0.0007138264041339986,0.0007138178982398209,0.11695438346400569,0.11695438346400569,,8.348512699581997e-05,7398752256.0,51527680.0,10364.918155382658,63.26186361605734,143.5879173290938,1,0.0
cpu-gpu-v2,2026-07-29T10:09:30,conv2d_5060ti_20260729_100925_session1,3,3,3,CONV2D,cudnn_convolution_fwd_fp32,gpu_resident,NVIDIA GeForce RTX 5060 Ti,-1,1,shape_id=1;N=32;C=64;H=56;W=56;K=64;R=3;S=3;stride=1;pad=1;Hout=56;Wout=56;layout=NCHW;conv=cross_correlation;dtype=f32;math=FMA;algo=fft_tiling;workspace_bytes=53477376,1403,1.001770988,1.0017599487304687,1.001770988,164.114,164.114,-1,0.1169736279401283,163.82386989230716,1.5809912792426428e-11,0.7140127931079606,0.7140206614397719,10380449415168,10362.212452517346,51527680,163.82386989230716,in_range,4,8,2741,2745,2737,13801,63,62,63,0x0,-1,-1,-1.0,-1,t,conv2d_5060ti_20260729_100925_session1.csv,1,True,5060ti,RTX 5060 Ti,GPU,GPU board NVML TotalEnergyConsumption,gpu_resident,0.000714020661439772,0.0007140127931079606,0.1169736279401283,0.1169736279401283,,8.352158719282021e-05,7398752256.0,51527680.0,10362.098263488539,63.25145578785478,143.5879173290938,1,-0.29143897996357016
cpu-gpu-v2,2026-07-29T10:09:31,conv2d_5060ti_20260729_100925_session1,4,4,4,CONV2D,cudnn_convolution_fwd_fp32,gpu_resident,NVIDIA GeForce RTX 5060 Ti,-1,1,shape_id=1;N=32;C=64;H=56;W=56;K=64;R=3;S=3;stride=1;pad=1;Hout=56;Wout=56;layout=NCHW;conv=cross_correlation;dtype=f32;math=FMA;algo=fft_tiling;workspace_bytes=53477376,1403,1.003247445,1.0032363891601563,1.003247445,163.798,163.798,-1,0.1167483962936564,163.2677968095897,1.577947095052137e-11,0.7150651383892775,0.7150730185317176,10380449415168,10346.96261751214,51527680,163.2677968095897,in_range,4,8,2733,2737,2730,13801,64,63,64,0x0,-1,-1,-1.0,-1,t,conv2d_5060ti_20260729_100925_session1.csv,1,True,5060ti,RTX 5060 Ti,GPU,GPU board NVML TotalEnergyConsumption,gpu_resident,0.0007150730185317177,0.0007150651383892775,0.11674839629365645,0.11674839629365645,,8.348362814644213e-05,7398752256.0,51527680.0,10346.848593437484,63.37348084328258,143.5879173290938,1,-0.2557544757033248
cpu-gpu-v2,2026-07-29T10:09:32,conv2d_5060ti_20260729_100925_session1,5,5,5,CONV2D,cudnn_convolution_fwd_fp32,gpu_resident,NVIDIA GeForce RTX 5060 Ti,-1,1,shape_id=1;N=32;C=64;H=56;W=56;K=64;R=3;S=3;stride=1;pad=1;Hout=56;Wout=56;layout=NCHW;conv=cross_correlation;dtype=f32;math=FMA;algo=fft_tiling;workspace_bytes=53477376,1403,1.002697474,1.0026859130859376,1.002697474,166.057,166.057,-1,0.1183585174625801,165.610270600921,1.599709158616544e-11,0.71467278195719,0.7146810220955097,10380449415168,10352.643115549905,51527680,165.610270600921,in_range,4,8,2737,2730,2745,13801,65,64,65,0x0,-1,-1,-1.0,-1,t,conv2d_5060ti_20260729_100925_session1.csv,1,True,5060ti,RTX 5060 Ti,GPU,GPU board NVML TotalEnergyConsumption,gpu_resident,0.0007146810220955097,0.00071467278195719,0.11835851746258018,0.11835851746258018,,8.458858623386603e-05,7398752256.0,51527680.0,10352.523751513909,62.51136305707077,143.5879173290938,1,0.5494505494505495
cpu-gpu-v2,2026-07-29T10:09:33,conv2d_5060ti_20260729_100925_session1,6,6,6,CONV2D,cudnn_convolution_fwd_fp32,gpu_resident,NVIDIA GeForce RTX 5060 Ti,-1,1,shape_id=1;N=32;C=64;H=56;W=56;K=64;R=3;S=3;stride=1;pad=1;Hout=56;Wout=56;layout=NCHW;conv=cross_correlation;dtype=f32;math=FMA;algo=fft_tiling;workspace_bytes=53477376,1403,1.00344484,1.0034336547851563,1.00344484,165.769,165.769,-1,0.1181532430506058,165.19991273262215,1.5969347122657035e-11,0.7152057411155783,0.7152137134711332,10380449415168,10344.9285019153,51527680,165.19991273262215,in_range,4,8,2730,2745,2715,13801,65,65,65,0x0,-1,-1,-1.0,-1,t,conv2d_5060ti_20260729_100925_session1.csv,1,True,5060ti,RTX 5060 Ti,GPU,GPU board NVML TotalEnergyConsumption,gpu_resident,0.0007152137134711333,0.0007152057411155783,0.11815324305060584,0.11815324305060584,,8.450481972088118e-05,7398752256.0,51527680.0,10344.813188902343,62.619967636699265,143.5879173290938,0,-1.092896174863388
cpu-gpu-v2,2026-07-29T10:09:34,conv2d_5060ti_20260729_100925_session1,7,7,7,CONV2D,cudnn_convolution_fwd_fp32,gpu_resident,NVIDIA GeForce RTX 5060 Ti,-1,1,shape_id=1;N=32;C=64;H=56;W=56;K=64;R=3;S=3;stride=1;pad=1;Hout=56;Wout=56;layout=NCHW;conv=cross_correlation;dtype=f32;math=FMA;algo=fft_tiling;workspace_bytes=53477376,1403,1.004414964,1.004403991699219,1.004414964,165.433,165.433,-1,0.1179137562366357,164.7058296913227,1.5936978581897226e-11,0.7158973568775614,0.7159051774768354,10380449415168,10334.934449639815,51527680,164.7058296913227,in_range,4,8,2715,2715,2715,13801,66,65,66,0x0,-1,-1,-1.0,-1,t,conv2d_5060ti_20260729_100925_session1.csv,1,True,5060ti,RTX 5060 Ti,GPU,GPU board NVML TotalEnergyConsumption,gpu_resident,0.0007159051774768353,0.0007158973568775616,0.11791375623663577,0.11791375623663577,,8.441506858554902e-05,7398752256.0,51527680.0,10334.821550077982,62.74715090198449,143.5879173290938,1,0.0
cpu-gpu-v2,2026-07-29T10:09:35,conv2d_5060ti_20260729_100925_session1,8,8,8,CONV2D,cudnn_convolution_fwd_fp32,gpu_resident,NVIDIA GeForce RTX 5060 Ti,-1,1,shape_id=1;N=32;C=64;H=56;W=56;K=64;R=3;S=3;stride=1;pad=1;Hout=56;Wout=56;layout=NCHW;conv=cross_correlation;dtype=f32;math=FMA;algo=fft_tiling;workspace_bytes=53477376,1403,1.004807499,1.004796142578125,1.004807499,164.912,164.912,-1,0.1175424091233072,164.1229789428552,1.5886788076730977e-11,0.7161768657007306,0.716184960085531,10380449415168,10330.900941293072,51527680,164.1229789428552,in_range,4,8,2715,2715,2715,13801,67,66,67,0x0,-1,-1,-1.0,-1,t,conv2d_5060ti_20260729_100925_session1.csv,1,True,5060ti,RTX 5060 Ti,GPU,GPU board NVML TotalEnergyConsumption,gpu_resident,0.000716184960085531,0.0007161768657007306,0.1175424091233072,0.1175424091233072,,8.418210558633292e-05,7398752256.0,51527680.0,10330.784180550787,62.94538550965363,143.5879173290938,1,0.0
cpu-gpu-v2,2026-07-29T10:09:36,conv2d_5060ti_20260729_100925_session1,9,9,9,CONV2D,cudnn_convolution_fwd_fp32,gpu_resident,NVIDIA GeForce RTX 5060 Ti,-1,1,shape_id=1;N=32;C=64;H=56;W=56;K=64;R=3;S=3;stride=1;pad=1;Hout=56;Wout=56;layout=NCHW;conv=cross_correlation;dtype=f32;math=FMA;algo=fft_tiling;workspace_bytes=53477376,1403,1.004973509,1.0049434204101562,1.004973509,166.989,166.989,-1,0.1190228082679971,166.16258886879774,1.6086875752796818e-11,0.7162818392089495,0.71630328510335,10380449415168,10329.386913077493,51527680,166.16258886879774,in_range,4,8,2715,2715,2715,13801,67,67,67,0x0,-1,-1,-1.0,-1,t,conv2d_5060ti_20260729_100925_session1.csv,1,True,5060ti,RTX 5060 Ti,GPU,GPU board NVML TotalEnergyConsumption,gpu_resident,0.00071630328510335,0.0007162818392089495,0.11902280826799715,0.11902280826799715,,8.525642856459252e-05,7398752256.0,51527680.0,10329.077654491688,62.16247426577799,143.5879173290938,0,0.0
cpu-gpu-v2,2026-07-29T10:09:37,conv2d_5060ti_20260729_100925_session1,10,10,10,CONV2D,cudnn_convolution_fwd_fp32,gpu_resident,NVIDIA GeForce RTX 5060 Ti,-1,1,shape_id=1;N=32;C=64;H=56;W=56;K=64;R=3;S=3;stride=1;pad=1;Hout=56;Wout=56;layout=NCHW;conv=cross_correlation;dtype=f32;math=FMA;algo=fft_tiling;workspace_bytes=53477376,1403,1.005096796,1.0050853271484377,1.005096796,166.395,166.395,-1,0.1185994297933,165.55121920814483,1.6029652796810726e-11,0.7163829844251158,0.7163911589451175,10380449415168,10327.928519878738,51527680,165.55121920814483,in_range,4,8,2715,2715,2715,13801,67,67,67,0x0,-1,-1,-1.0,-1,t,conv2d_5060ti_20260729_100925_session1.csv,1,True,5060ti,RTX 5060 Ti,GPU,GPU board NVML TotalEnergyConsumption,gpu_resident,0.0007163911589451175,0.000716382984425116,0.11859942979330008,0.11859942979330008,,8.496358295985234e-05,7398752256.0,51527680.0,10327.810671051031,62.38438303535562,143.5879173290938,0,0.0
