schema_version,timestamp,session_id,sequence_index,run_id_global,repetition,workload,implementation,execution_mode,device_name,num_threads,problem_size,problem_spec,batches,e2e_time_s,kernel_time_s,wall_time_s,total_energy_j,device_energy_j,dram_energy_j,energy_per_op_j,energy_per_second_j,energy_per_flop_j,time_per_op_ms_kernel,time_per_op_ms_e2e,flops_total,gflops_per_s,logical_bytes_per_op,avg_power_w,runtime_status,pcie_gen,pcie_width,sm_clock_mhz,clock_before_mhz,clock_after_mhz,mem_clock_mhz,temp_c,temp_before_c,temp_after_c,throttle_reasons,cpu_cycles,cpu_instructions,cpu_ipc,cpu_cache_misses,checksum_ok
cpu-gpu-v2,2026-07-22T05:11:53,reduction_5060ti_20260722_050953_session2,1,1,1,REDUCTION,cub_device_reduce_sum_fp32,gpu_resident,NVIDIA GeForce RTX 5060 Ti,-1,8000000,elements=8000000,48856,1.000036305,1.00003485107,1.000036305,88.745,88.745,-1,0.00181646061896,88.7417782297,2.27057605752e-10,0.0204690283911,0.0204690581505,390847951144,390.834330148,32000004,88.7417782297,in_range,4,8,2775,2775,2775,13801,57,57,57,0x0,-1,-1,-1,-1,true
cpu-gpu-v2,2026-07-22T05:11:54,reduction_5060ti_20260722_050953_session2,2,2,2,REDUCTION,cub_device_reduce_sum_fp32,gpu_resident,NVIDIA GeForce RTX 5060 Ti,-1,8000000,elements=8000000,48856,1.000014182,1.00001544189,1.000014182,88.786,88.786,-1,0.00181729981988,88.7847408548,2.2716250588e-10,0.0204686311179,0.0204686053299,390847951144,390.841915804,32000004,88.7847408548,in_range,4,8,2775,2775,2775,13801,57,57,57,0x0,-1,-1,-1,-1,true
cpu-gpu-v2,2026-07-22T05:11:55,reduction_5060ti_20260722_050953_session2,3,3,3,REDUCTION,cub_device_reduce_sum_fp32,gpu_resident,NVIDIA GeForce RTX 5060 Ti,-1,8000000,elements=8000000,48856,1.000028639,1.00002990723,1.000028639,88.65,88.65,-1,0.00181451612903,88.6474612254,2.26814544481e-10,0.0204689271988,0.0204689012404,390847951144,390.836262315,32000004,88.6474612254,in_range,4,8,2775,2775,2775,13801,57,57,57,0x0,-1,-1,-1,-1,true
cpu-gpu-v2,2026-07-22T05:11:56,reduction_5060ti_20260722_050953_session2,4,4,4,REDUCTION,cub_device_reduce_sum_fp32,gpu_resident,NVIDIA GeForce RTX 5060 Ti,-1,8000000,elements=8000000,48856,1.000055158,1.00004278564,1.000055158,88.532,88.532,-1,0.00181210086786,88.5271170213,2.26512636796e-10,0.0204691907984,0.0204694440396,390847951144,390.831229178,32000004,88.5271170213,in_range,4,8,2775,2775,2775,13801,57,57,57,0x0,-1,-1,-1,-1,true
cpu-gpu-v2,2026-07-22T05:11:57,reduction_5060ti_20260722_050953_session2,5,5,5,REDUCTION,cub_device_reduce_sum_fp32,gpu_resident,NVIDIA GeForce RTX 5060 Ti,-1,8000000,elements=8000000,48856,1.000046254,1.00004797363,1.000046254,88.452,88.452,-1,0.00181046340265,88.4479089304,2.2630795362e-10,0.0204692969877,0.0204692617897,390847951144,390.829201647,32000004,88.4479089304,in_range,4,8,2775,2775,2775,13801,57,57,57,0x0,-1,-1,-1,-1,true
cpu-gpu-v2,2026-07-22T05:11:58,reduction_5060ti_20260722_050953_session2,6,6,6,REDUCTION,cub_device_reduce_sum_fp32,gpu_resident,NVIDIA GeForce RTX 5060 Ti,-1,8000000,elements=8000000,48856,1.00003025,1.00003240967,1.00003025,88.42,88.42,-1,0.00180980841657,88.4173253759,2.2622608035e-10,0.0204689784196,0.0204689342148,390847951144,390.835284302,32000004,88.4173253759,in_range,4,8,2775,2775,2775,13801,57,57,57,0x0,-1,-1,-1,-1,true
cpu-gpu-v2,2026-07-22T05:11:59,reduction_5060ti_20260722_050953_session2,7,7,7,REDUCTION,cub_device_reduce_sum_fp32,gpu_resident,NVIDIA GeForce RTX 5060 Ti,-1,8000000,elements=8000000,48856,1.000031568,1.00003295898,1.000031568,88.31,88.31,-1,0.00180755690192,88.3072123179,2.25944640983e-10,0.0204689896632,0.0204689611921,390847951144,390.835069617,32000004,88.3072123179,in_range,4,8,2775,2775,2775,13801,57,57,57,0x0,-1,-1,-1,-1,true
cpu-gpu-v2,2026-07-22T05:12:00,reduction_5060ti_20260722_050953_session2,8,8,8,REDUCTION,cub_device_reduce_sum_fp32,gpu_resident,NVIDIA GeForce RTX 5060 Ti,-1,8000000,elements=8000000,48856,1.000021775,1.00002368164,1.000021775,88.248,88.248,-1,0.00180628786638,88.2460784416,2.25786011521e-10,0.0204687997716,0.0204687607459,390847951144,390.838695442,32000004,88.2460784416,in_range,4,8,2775,2775,2775,13801,57,57,57,0x0,-1,-1,-1,-1,true
cpu-gpu-v2,2026-07-22T05:12:01,reduction_5060ti_20260722_050953_session2,9,9,9,REDUCTION,cub_device_reduce_sum_fp32,gpu_resident,NVIDIA GeForce RTX 5060 Ti,-1,8000000,elements=8000000,48856,1.000082543,1.00008435059,1.000082543,88.149,88.149,-1,0.00180426150319,88.1417245176,2.25532716091e-10,0.0204700415627,0.0204700045644,390847951144,390.814985671,32000004,88.1417245176,in_range,4,8,2775,2775,2775,13801,57,57,57,0x0,-1,-1,-1,-1,true
cpu-gpu-v2,2026-07-22T05:12:02,reduction_5060ti_20260722_050953_session2,10,10,10,REDUCTION,cub_device_reduce_sum_fp32,gpu_resident,NVIDIA GeForce RTX 5060 Ti,-1,8000000,elements=8000000,48856,1.0000478,1.00004949951,1.0000478,87.97,87.97,-1,0.0018005976748,87.965795235,2.25074737484e-10,0.0204693282199,0.0204692934338,390847951144,390.828605319,32000004,87.965795235,in_range,4,8,2775,2775,2775,13801,57,57,57,0x0,-1,-1,-1,-1,true
