schema_version,timestamp,session_id,sequence_index,run_id_global,repetition,workload,implementation,execution_mode,device_name,num_threads,problem_size,problem_spec,batches,e2e_time_s,kernel_time_s,wall_time_s,total_energy_j,device_energy_j,dram_energy_j,energy_per_op_j,energy_per_second_j,energy_per_flop_j,time_per_op_ms_kernel,time_per_op_ms_e2e,flops_total,gflops_per_s,logical_bytes_per_op,avg_power_w,runtime_status,pcie_gen,pcie_width,sm_clock_mhz,clock_before_mhz,clock_after_mhz,mem_clock_mhz,temp_c,temp_before_c,temp_after_c,throttle_reasons,cpu_cycles,cpu_instructions,cpu_ipc,cpu_cache_misses,checksum_ok
cpu-gpu-v2,2026-07-22T05:15:26,reduction_5060ti_20260722_050953_session4,1,1,1,REDUCTION,cub_device_reduce_sum_fp32,gpu_resident,NVIDIA GeForce RTX 5060 Ti,-1,256000000,elements=256000000,416,1.002994708,1.00262371826,1.002994708,83.996,83.996,-1,0.201913461538,83.745207557,7.88724462216e-10,2.4101531689,2.41104497115,106495999584,106.217315274,1024000004,83.745207557,in_range,4,8,2790,2790,2790,13801,54,54,54,0x0,-1,-1,-1,-1,true
cpu-gpu-v2,2026-07-22T05:15:27,reduction_5060ti_20260722_050953_session4,2,2,2,REDUCTION,cub_device_reduce_sum_fp32,gpu_resident,NVIDIA GeForce RTX 5060 Ti,-1,256000000,elements=256000000,416,1.002988674,1.00263720703,1.002988674,83.807,83.807,-1,0.201459134615,83.5572745461,7.86949747665e-10,2.41018559383,2.41103046635,106495999584,106.215886302,1024000004,83.5572745461,in_range,4,8,2790,2790,2790,13801,54,54,54,0x0,-1,-1,-1,-1,true
cpu-gpu-v2,2026-07-22T05:15:28,reduction_5060ti_20260722_050953_session4,3,3,3,REDUCTION,cub_device_reduce_sum_fp32,gpu_resident,NVIDIA GeForce RTX 5060 Ti,-1,256000000,elements=256000000,416,1.00300807,1.00265484619,1.00300807,84.503,84.503,-1,0.203132211538,84.2495713918,7.93485204422e-10,2.41022799565,2.41107709135,106495999584,106.214017704,1024000004,84.2495713918,in_range,4,8,2790,2790,2790,13801,54,54,54,0x0,-1,-1,-1,-1,true
cpu-gpu-v2,2026-07-22T05:15:29,reduction_5060ti_20260722_050953_session4,4,4,4,REDUCTION,cub_device_reduce_sum_fp32,gpu_resident,NVIDIA GeForce RTX 5060 Ti,-1,256000000,elements=256000000,416,1.002989176,1.00263793945,1.002989176,84.398,84.398,-1,0.202879807692,84.1464713872,7.92499251894e-10,2.41018735445,2.41103167308,106495999584,106.215808712,1024000004,84.1464713872,in_range,4,8,2790,2790,2790,13801,54,54,54,0x0,-1,-1,-1,-1,true
cpu-gpu-v2,2026-07-22T05:15:30,reduction_5060ti_20260722_050953_session4,5,5,5,REDUCTION,cub_device_reduce_sum_fp32,gpu_resident,NVIDIA GeForce RTX 5060 Ti,-1,256000000,elements=256000000,416,1.002983722,1.00262890625,1.002983722,84.175,84.175,-1,0.20234375,83.9245923475,7.90405276525e-10,2.41016564002,2.4110185625,106495999584,106.216765665,1024000004,83.9245923475,in_range,4,8,2790,2790,2790,13801,54,54,54,0x0,-1,-1,-1,-1,true
cpu-gpu-v2,2026-07-22T05:15:31,reduction_5060ti_20260722_050953_session4,6,6,6,REDUCTION,cub_device_reduce_sum_fp32,gpu_resident,NVIDIA GeForce RTX 5060 Ti,-1,256000000,elements=256000000,416,1.002985358,1.00263128662,1.002985358,84.044,84.044,-1,0.202028846154,83.7938453734,7.89175183371e-10,2.41017136207,2.41102249519,106495999584,106.216513493,1024000004,83.7938453734,in_range,4,8,2790,2790,2790,13801,54,54,54,0x0,-1,-1,-1,-1,true
cpu-gpu-v2,2026-07-22T05:15:32,reduction_5060ti_20260722_050953_session4,7,7,7,REDUCTION,cub_device_reduce_sum_fp32,gpu_resident,NVIDIA GeForce RTX 5060 Ti,-1,256000000,elements=256000000,416,1.002934553,1.00260552979,1.002934553,84.709,84.709,-1,0.203627403846,84.4611442956,7.95419549381e-10,2.4101094466,2.41090036779,106495999584,106.219242185,1024000004,84.4611442956,in_range,4,8,2790,2790,2790,13801,54,54,54,0x0,-1,-1,-1,-1,true
cpu-gpu-v2,2026-07-22T05:15:33,reduction_5060ti_20260722_050953_session4,8,8,8,REDUCTION,cub_device_reduce_sum_fp32,gpu_resident,NVIDIA GeForce RTX 5060 Ti,-1,256000000,elements=256000000,416,1.003128065,1.00269274902,1.003128065,84.498,84.498,-1,0.203120192308,84.2345089807,7.93438254301e-10,2.41031910823,2.41136554087,106495999584,106.210002703,1024000004,84.2345089807,in_range,4,8,2790,2790,2790,13801,54,54,54,0x0,-1,-1,-1,-1,true
cpu-gpu-v2,2026-07-22T05:15:34,reduction_5060ti_20260722_050953_session4,9,9,9,REDUCTION,cub_device_reduce_sum_fp32,gpu_resident,NVIDIA GeForce RTX 5060 Ti,-1,256000000,elements=256000000,416,1.003030828,1.00262738037,1.003030828,84.316,84.316,-1,0.202682692308,84.0612248859,7.9172926992e-10,2.41016197205,2.41113179808,106495999584,106.216927314,1024000004,84.0612248859,in_range,4,8,2790,2790,2790,13801,54,54,54,0x0,-1,-1,-1,-1,true
cpu-gpu-v2,2026-07-22T05:15:35,reduction_5060ti_20260722_050953_session4,10,10,10,REDUCTION,cub_device_reduce_sum_fp32,gpu_resident,NVIDIA GeForce RTX 5060 Ti,-1,256000000,elements=256000000,416,1.002962202,1.00262249756,1.002962202,84.153,84.153,-1,0.202290865385,83.9044580466,7.90198695995e-10,2.41015023452,2.41096683173,106495999584,106.217444595,1024000004,83.9044580466,in_range,4,8,2790,2790,2790,13801,54,54,54,0x0,-1,-1,-1,-1,true
cpu-gpu-v2,2026-07-22T05:15:39,reduction_5060ti_20260722_050953_session4,11,11,1,REDUCTION,cub_device_reduce_sum_fp32,gpu_resident,NVIDIA GeForce RTX 5060 Ti,-1,2000000,elements=2000000,122011,1.000019882,1.00000836182,1.000019882,90.212,90.212,-1,0.000739375957905,90.2102064407,3.69688163797e-10,0.00819605086276,0.00819614528198,244021877989,244.01983754,8000004,90.2102064407,in_range,4,8,2745,2745,2745,13801,60,60,60,0x0,-1,-1,-1,-1,true
cpu-gpu-v2,2026-07-22T05:15:40,reduction_5060ti_20260722_050953_session4,12,12,2,REDUCTION,cub_device_reduce_sum_fp32,gpu_resident,NVIDIA GeForce RTX 5060 Ti,-1,2000000,elements=2000000,122011,1.000022348,1.00001159668,1.000022348,90.181,90.181,-1,0.000739121882453,90.1789846801,3.69561126007e-10,0.00819607737564,0.00819616549328,244021877989,244.019048178,8000004,90.1789846801,in_range,4,8,2745,2745,2745,13801,60,60,60,0x0,-1,-1,-1,-1,true
cpu-gpu-v2,2026-07-22T05:15:41,reduction_5060ti_20260722_050953_session4,13,13,3,REDUCTION,cub_device_reduce_sum_fp32,gpu_resident,NVIDIA GeForce RTX 5060 Ti,-1,2000000,elements=2000000,122011,1.000019104,1.0000088501,1.000019104,90.179,90.179,-1,0.000739105490489,90.1772772533,3.69552930021e-10,0.00819605486471,0.00819613890551,244021877989,244.019718391,8000004,90.1772772533,in_range,4,8,2745,2745,2745,13801,60,60,60,0x0,-1,-1,-1,-1,true
