schema_version,timestamp,session_id,sequence_index,run_id_global,repetition,workload,implementation,execution_mode,device_name,num_threads,problem_size,problem_spec,batches,e2e_time_s,kernel_time_s,wall_time_s,total_energy_j,device_energy_j,dram_energy_j,energy_per_op_j,energy_per_second_j,energy_per_flop_j,time_per_op_ms_kernel,time_per_op_ms_e2e,flops_total,gflops_per_s,logical_bytes_per_op,avg_power_w,runtime_status,pcie_gen,pcie_width,sm_clock_mhz,clock_before_mhz,clock_after_mhz,mem_clock_mhz,temp_c,temp_before_c,temp_after_c,throttle_reasons,cpu_cycles,cpu_instructions,cpu_ipc,cpu_cache_misses,checksum_ok
cpu-gpu-v2,2026-07-22T05:10:06,reduction_5060ti_20260722_050953_session1,1,1,1,REDUCTION,cub_device_reduce_sum_fp32,gpu_resident,NVIDIA GeForce RTX 5060 Ti,-1,4000000,elements=4000000,81404,1.000006402,1.00000720215,1.000006402,81.752,81.752,-1,0.0010042749742,81.751476627,2.51068806318e-10,0.0122844971027,0.0122844872734,325615918596,325.613573479,16000004,81.751476627,in_range,4,8,2767,2767,2767,13801,54,53,54,0x0,-1,-1,-1,-1,true
cpu-gpu-v2,2026-07-22T05:10:07,reduction_5060ti_20260722_050953_session1,2,2,2,REDUCTION,cub_device_reduce_sum_fp32,gpu_resident,NVIDIA GeForce RTX 5060 Ti,-1,4000000,elements=4000000,81404,1.000006248,1.00000799561,1.000006248,81.852,81.852,-1,0.00100550341507,81.8514885919,2.5137591661e-10,0.0122845068499,0.0122844853816,325615918596,325.61331512,16000004,81.8514885919,in_range,4,8,2767,2767,2767,13801,54,54,54,0x0,-1,-1,-1,-1,true
cpu-gpu-v2,2026-07-22T05:10:08,reduction_5060ti_20260722_050953_session1,3,3,3,REDUCTION,cub_device_reduce_sum_fp32,gpu_resident,NVIDIA GeForce RTX 5060 Ti,-1,4000000,elements=4000000,81404,1.000007513,1.00000897217,1.000007513,81.807,81.807,-1,0.00100495061668,81.8063853886,2.51237716979e-10,0.0122845188463,0.0122845009213,325615918596,325.612997141,16000004,81.8063853886,in_range,4,8,2767,2767,2767,13801,54,54,54,0x0,-1,-1,-1,-1,true
cpu-gpu-v2,2026-07-22T05:10:09,reduction_5060ti_20260722_050953_session1,4,4,4,REDUCTION,cub_device_reduce_sum_fp32,gpu_resident,NVIDIA GeForce RTX 5060 Ti,-1,4000000,elements=4000000,81404,1.000006619,1.00000775146,1.000006619,81.983,81.983,-1,0.0010071126726,81.9824573581,2.51778231094e-10,0.0122845038507,0.0122844899391,325615918596,325.613394615,16000004,81.9824573581,in_range,4,8,2767,2767,2767,13801,55,54,55,0x0,-1,-1,-1,-1,true
cpu-gpu-v2,2026-07-22T05:10:10,reduction_5060ti_20260722_050953_session1,5,5,5,REDUCTION,cub_device_reduce_sum_fp32,gpu_resident,NVIDIA GeForce RTX 5060 Ti,-1,4000000,elements=4000000,81404,1.000027005,1.00002838135,1.000027005,90.182,90.182,-1,0.00110783253894,90.1795647009,2.76958203975e-10,0.0122847572766,0.012284740369,325615918596,325.60667744,16000004,90.1795647009,in_range,4,8,2767,2767,2767,13801,55,55,55,0x0,-1,-1,-1,-1,true
cpu-gpu-v2,2026-07-22T05:10:11,reduction_5060ti_20260722_050953_session1,6,6,6,REDUCTION,cub_device_reduce_sum_fp32,gpu_resident,NVIDIA GeForce RTX 5060 Ti,-1,4000000,elements=4000000,81404,1.0000067,1.00000805664,1.0000067,82.908,82.908,-1,0.00101847575058,82.9074445201,2.54619001299e-10,0.0122845075996,0.0122844909341,325615918596,325.613295247,16000004,82.9074445201,in_range,4,8,2767,2767,2767,13801,55,55,55,0x0,-1,-1,-1,-1,true
cpu-gpu-v2,2026-07-22T05:10:12,reduction_5060ti_20260722_050953_session1,7,7,7,REDUCTION,cub_device_reduce_sum_fp32,gpu_resident,NVIDIA GeForce RTX 5060 Ti,-1,4000000,elements=4000000,81404,1.000007077,1.00000848389,1.000007077,83.067,83.067,-1,0.00102042897155,83.066412139,2.55107306664e-10,0.0122845128481,0.0122844955653,325615918596,325.613156131,16000004,83.066412139,in_range,4,8,2767,2767,2767,13801,56,55,56,0x0,-1,-1,-1,-1,true
cpu-gpu-v2,2026-07-22T05:10:13,reduction_5060ti_20260722_050953_session1,8,8,8,REDUCTION,cub_device_reduce_sum_fp32,gpu_resident,NVIDIA GeForce RTX 5060 Ti,-1,4000000,elements=4000000,81404,1.000007112,1.00000744629,1.000007112,83.09,83.09,-1,0.00102071151295,83.0894090681,2.55177942031e-10,0.0122845001018,0.0122844959953,325615918596,325.613493984,16000004,83.0894090681,in_range,4,8,2767,2767,2767,13801,56,56,56,0x0,-1,-1,-1,-1,true
cpu-gpu-v2,2026-07-22T05:10:14,reduction_5060ti_20260722_050953_session1,9,9,9,REDUCTION,cub_device_reduce_sum_fp32,gpu_resident,NVIDIA GeForce RTX 5060 Ti,-1,4000000,elements=4000000,81404,1.000007347,1.00000860596,1.000007347,83.136,83.136,-1,0.00102127659574,83.1353892043,2.55319212766e-10,0.0122845143477,0.0122844988821,325615918596,325.613116384,16000004,83.1353892043,in_range,4,8,2767,2767,2767,13801,56,56,56,0x0,-1,-1,-1,-1,true
cpu-gpu-v2,2026-07-22T05:10:15,reduction_5060ti_20260722_050953_session1,10,10,10,REDUCTION,cub_device_reduce_sum_fp32,gpu_resident,NVIDIA GeForce RTX 5060 Ti,-1,4000000,elements=4000000,81404,1.000008494,1.00000842285,1.000008494,83.207,83.207,-1,0.00102214878876,83.2062932457,2.55537261074e-10,0.0122845120983,0.0122845129723,325615918596,325.613176005,16000004,83.2062932457,in_range,4,8,2767,2767,2767,13801,56,56,56,0x0,-1,-1,-1,-1,true
