platform,platform_label,device_kind,energy_domain,problem_size,num_threads,configuration,session_count,runtime_per_op_s_median,runtime_per_op_s_min,runtime_per_op_s_max,runtime_per_op_s_robust_cv_pct,total_energy_per_op_j_median,total_energy_per_op_j_min,total_energy_per_op_j_max,total_energy_per_op_j_robust_cv_pct,edp_total_j_s_median,edp_total_j_s_min,edp_total_j_s_max,edp_total_j_s_robust_cv_pct,throughput_gflops_median,throughput_gflops_min,throughput_gflops_max,throughput_gflops_robust_cv_pct,energy_efficiency_gflop_per_j_median,energy_efficiency_gflop_per_j_min,energy_efficiency_gflop_per_j_max,energy_efficiency_gflop_per_j_robust_cv_pct,avg_power_w_median,avg_power_w_min,avg_power_w_max,avg_power_w_robust_cv_pct,temp_c_median,temp_c_min,temp_c_max,temp_c_robust_cv_pct,sm_clock_mhz_median,sm_clock_mhz_min,sm_clock_mhz_max,sm_clock_mhz_robust_cv_pct
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,1,1,1T,5,0.058018885416666666,0.05801516555555555,0.0581754355,0.009505639489156243,4.513918666666667,4.486186416666667,4.543865027777777,0.7929449035265377,0.26292956573545495,0.2605059641022819,0.26362768629919986,0.3936543024034026,127.52319329275122,127.18000741987368,127.53136490783416,0.009500418087994093,1.6390987373552943,1.6282963683804401,1.6492299817530287,0.7888482632746467,77.48862506815888,77.270132325003,78.31768735115799,0.41804502366375623,74.0,73.0,75.0,1.0017567567567567,-1.0,-1.0,-1.0,0.0
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,1,2,2T,5,0.029196006085714286,0.029142556328571427,0.029465616750000003,0.2714227751129905,2.8118081,2.8045184857142855,2.828553838235294,0.35111409558853285,0.08206932902499461,0.0818134033654036,0.08332679975375215,0.423355694938083,253.41659305113419,251.0978247254022,253.88137601744373,0.27191874752711387,2.631317461777913,2.615738021853006,2.6381542130803375,0.3517993387004331,96.10978708190312,96.01935069020467,96.68773945851575,0.13950815874543065,75.0,73.5,76.0,0.9884,-1.0,-1.0,-1.0,0.0
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,1,4,4T,5,0.014366088678571427,0.01428426971830986,0.014663443264705884,0.7487323358266945,1.9024574859154928,1.8894892605633804,1.9706547279411764,0.42387945633535234,0.02725273020686296,0.027012912645349628,0.02890513907245055,1.2081737497607097,515.015728537481,504.57471331645587,517.9650760043819,0.7451569567149012,3.8890502252790258,3.7546266983123484,3.915741915877633,0.42508704662984287,132.16346908958172,131.88421769179718,134.10362959015822,0.3132621481619451,74.0,72.0,75.5,2.0035135135135134,-1.0,-1.0,-1.0,0.0
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,1,8,8T,5,0.007198861827338129,0.0071788566985815615,0.007462504669117647,0.21849150493873487,1.436976713768116,1.4338982517730496,1.4526180882352941,0.07494567934736876,0.010351242021569545,0.010292275922744482,0.010840378165138293,0.14378315946327644,1027.7669912113033,991.4569734254014,1030.631016038571,0.21816855617747072,5.1488324289637175,5.093391247736157,5.159886518147293,0.07490873427923767,199.58041933818768,194.6593214286245,199.6911385425788,0.08224869602670594,78.0,77.0,80.0,1.9007692307692305,-1.0,-1.0,-1.0,0.0
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,1,10,10T,5,0.0058883297836257315,0.005870007590643276,0.005893993441520468,0.1426030725739322,1.3504036666666668,1.3501271470588234,1.351070736842105,0.02369203755566744,0.007947723364279461,0.007929114796313017,0.007959115762620858,0.1508489252372053,1256.5115183729167,1255.3037865378215,1260.4335303457503,0.14250432188882095,5.478918969464542,5.476213863433473,5.480041127517589,0.023701802412377185,229.28844278433377,229.12275639337287,230.01987479667312,0.10713433274510178,81.0,78.0,83.0,1.8303703703703702,-1.0,-1.0,-1.0,0.0
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,1,16,16T,5,0.0037927238890977447,0.0037770876254681644,0.0038580443110687026,0.4587549429879916,1.0872644022556393,1.083281168539326,1.1069941354961832,0.4195478111088104,0.004123400746393504,0.004091043741461159,0.004270832414082994,0.8576207281781953,1950.7753720521478,1917.746870912542,1958.8511407763715,0.4604503127750696,6.804924832382298,6.683641784562575,6.829946772206899,0.42080619841285494,286.791495932691,286.69366332944367,286.9021553319085,0.05057563408664319,85.0,83.5,87.0,1.7442352941176469,-1.0,-1.0,-1.0,0.0
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,1,20,20T,5,0.003141410581504702,0.0031185019617737003,0.0031749605747663553,1.0544353068362704,0.9009298228840126,0.8949713119266055,0.9105097881619938,0.9805523272803279,0.002830190632194321,0.0027909710996863657,0.002890833299508122,2.0545216366295356,2355.2326524646396,2330.345751419155,2372.535218113012,1.046987856422766,8.212351702758117,8.125945535023003,8.267031149217619,0.9871441245463425,286.95788617950575,286.8582663627435,286.9849694569715,0.013992878085811447,81.0,77.5,84.0,1.8303703703703702,-1.0,-1.0,-1.0,0.0
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,1,32,32T,5,0.0021982584226579523,0.0021745035450733757,0.0022574656166666667,0.39668631129121157,0.5786336383442265,0.570695501048218,0.6025998933333333,0.491691503939778,0.0012720885942809133,0.0012417572818275318,0.0013607995767663359,0.8989105176587464,3365.7336117265077,3277.459595482553,3403.0918734311485,0.39775162495135696,12.786592043884733,12.278051385612606,12.96679459464804,0.4933605698225654,263.16936510167466,261.3509721353185,266.96275147402923,0.3824139364054096,67.0,62.0,68.0,2.2128358208955223,-1.0,-1.0,-1.0,0.0
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,1,64,64T,5,0.0022112709112554114,0.0022079526612554115,0.0022258045065502185,0.2224800871281186,0.5902663311688312,0.5890114761904761,0.5940676484716158,0.31518788937618103,0.001304829734536207,0.0013004936858841522,0.001322278595260823,0.4926792792487554,3345.928148168002,3324.080135288764,3350.9561422257752,0.2227933075650901,12.534600576376342,12.454397382725281,12.561305019544713,0.31586173967159503,266.8463417738949,266.68041887907714,267.0059794801922,0.04605108700042158,70.0,68.5,72.0,2.118,-1.0,-1.0,-1.0,0.0
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,2,1,1T,5,0.033796265783333335,0.033102716935483875,0.034767999189655174,2.906328305687952,2.5258530500000003,2.467677564516129,2.6131245517241375,2.2312269508587734,0.0853674391548843,0.08166018325893679,0.09084679938812561,5.441295732680368,109.46110151336194,106.40175537701164,111.7544561592836,2.8504627618348573,1.4646054486008,1.4156907353937505,1.4991327621445807,2.198074187249594,74.65409722663824,74.2778435261633,75.1673605926797,0.3193903266275548,70.5,68.0,71.5,1.0514893617021277,-1.0,-1.0,-1.0,0.0
