platform,platform_label,device_kind,energy_domain,session_number,problem_size,num_threads,configuration,runtime_per_op_s,total_energy_per_op_j,edp_total_j_s,throughput_gflops,energy_efficiency_gflop_per_j,avg_power_w,temp_c,sm_clock_mhz
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,1,1,1,1T,0.05801516555555555,4.486186416666667,0.2605059641022819,127.53136490783416,1.6492299817530287,77.270132325003,73.0,-1.0
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,1,1,2,2T,0.029196006085714286,2.8045184857142855,0.08186444101864329,253.41659305113419,2.6381542130803375,96.06404059764188,73.5,-1.0
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,1,1,4,4T,0.014296607654929575,1.8894892605633804,0.027012912645349628,517.5180320537424,3.915741915877633,132.16346908958172,73.0,-1.0
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,1,1,8,8T,0.007462504669117647,1.4526180882352941,0.010840378165138293,991.4569734254014,5.093391247736157,194.6593214286245,78.0,-1.0
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,1,1,10,10T,0.0058887851382352936,1.3501271470588234,0.007947723364279461,1256.4140472503357,5.480041127517589,229.28844278433377,82.0,-1.0
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,1,1,16,16T,0.0038580443110687026,1.1069941354961832,0.004270832414082994,1917.746870912542,6.683641784562575,286.9021553319085,84.0,-1.0
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,1,1,20,20T,0.003163752509404389,0.9077118369905955,0.002872232640472067,2338.600384919915,8.15099337119777,286.87733098266665,84.0,-1.0
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,1,1,32,32T,0.0021982584226579523,0.5786336383442265,0.0012720885942809133,3365.7336117265077,12.786592043884733,262.99900680851687,67.0,-1.0
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,1,1,64,64T,0.002211074307359307,0.5899119956709957,0.0013043194964256484,3346.228483058392,12.54213731264678,266.92922700322697,69.0,-1.0
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,1,2,1,1T,0.033102716935483875,2.467677564516129,0.08166018325893679,111.7544561592836,1.4991327621445807,74.52441142425225,70.0,-1.0
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,1,2,2,2T,0.016117947137096772,1.5094129112903225,0.024316196995729296,229.51908966777262,2.4508722565143897,93.5500015772172,74.0,-1.0
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,1,2,4,4T,0.007469601192592592,0.955321351851852,0.0071367155789688625,495.25756861297793,3.872389244669774,127.90018720203557,72.5,-1.0
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,1,2,8,8T,0.0038183167622641507,0.7276963679245283,0.002777510543458361,968.8502679492838,5.083681088832568,190.58044471875968,78.0,-1.0
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,1,2,10,10T,0.0031099920869565216,0.6817055,0.0021216440558077016,1189.5130356141133,5.426651005834332,219.5064286386562,81.0,-1.0
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,1,2,16,16T,0.001999979592519685,0.5726117303149607,0.0011450699887862186,1849.707396477338,6.460531531856172,286.42611040856315,88.0,-1.0
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,1,2,20,20T,0.0016507638390804596,0.4735883768472906,0.0007817825502721361,2241.010143258477,7.811380897647291,286.92661230465166,83.5,-1.0
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,1,2,32,32T,0.0011487157757644395,0.3122353233295583,0.00035861434660409226,3220.445990564818,11.848038500979893,271.84287902798474,68.0,-1.0
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,1,2,64,64T,0.0011953703208333333,0.3040798785714286,0.00036352889541496755,3094.753230437057,12.16580410903142,254.3251383528488,69.0,-1.0
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,1,3,1,1T,0.03088896981818182,2.358396212121212,0.07286254985980406,119.76366437884732,1.5685991267484456,76.35326773485343,73.0,-1.0
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,1,3,2,2T,0.01489501411764706,1.4193148676470586,0.021140717928950826,248.36343990786787,2.6064522653416837,95.31353483895356,73.0,-1.0
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,1,3,4,4T,0.007419726681481482,0.9714143,0.007206892475808654,498.586665635869,3.808237272913682,130.86562594611507,75.0,-1.0
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,1,3,8,8T,0.00374821644486692,0.7368489657794677,0.0027613637448329134,986.9697210729946,5.020535149326106,196.55056168316793,81.0,-1.0
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,1,3,10,10T,0.003096321013975155,0.6970049145962733,0.0021617186553368212,1194.7651741431423,5.30753297410351,225.08036924169437,80.0,-1.0
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,1,3,16,16T,0.001979654570158103,0.5679677262845849,0.0011245750034373373,1868.6978142828946,6.5133562476119184,286.83448900393535,87.0,-1.0
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,1,3,20,20T,0.0016623558677685952,0.47715757024793387,0.0007931820186265301,2225.3815847221913,7.752944442450014,286.9763724169022,81.0,-1.0
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,1,3,32,32T,0.0011533112657502865,0.3083508442153493,0.0003556245036189175,3207.6129298366714,11.997298616198119,267.4524123092307,68.0,-1.0
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,1,3,64,64T,0.0011760749632867132,0.29806216666666663,0.00035061137484179933,3145.5276002498576,12.411427648945988,253.30326772326163,65.5,-1.0
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,1,4,1,1T,0.03047242296969697,2.316502606060606,0.07058649006829436,121.40080096528429,1.5969663070847278,76.06053207516692,77.0,-1.0
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,1,4,2,2T,0.015168728947761194,1.4200666194029852,0.021541368759530728,243.88184512233568,2.60507227126668,93.58179649738535,74.0,-1.0
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,1,4,4,4T,0.007555430845864661,0.9625348120300752,0.0072712084172379295,489.6313949281839,3.8433686573722774,127.37112734045257,75.0,-1.0
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,1,4,8,8T,0.0038647400077220077,0.7299727065637065,0.002820670339001364,957.2122796281652,5.067828070409991,188.8515654322137,80.0,-1.0
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,1,4,10,10T,0.003151696463836478,0.683762606918239,0.0021550900523326696,1173.7729787889411,5.410322371900859,217.00384362466352,82.0,-1.0
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,1,4,16,16T,0.002091580921875,0.5996521614583332,0.0012539730135963064,1768.6985429068088,6.169205976512764,286.773451592755,87.0,-1.0
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,1,4,20,20T,0.0016804768855721392,0.48210595024875624,0.0008102145847592036,2201.38471826986,7.673367522989299,286.8913704954379,82.5,-1.0
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,1,4,32,32T,0.0011664167407834103,0.3191648220046083,0.00037227921049815427,3171.573507253889,11.590801962390472,273.64112986615106,71.0,-1.0
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,1,4,64,64T,0.0011916002511820332,0.2895560803782506,0.00034528554016279077,3104.5450119520383,12.776027543374934,242.7598340169043,67.0,-1.0
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,1,5,1,1T,0.09875491881818182,7.168661954545454,0.7078144167951153,76.48118473199858,1.0535993240013621,72.6033860399301,72.0,-1.0
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,1,5,2,2T,0.049465898333333334,4.139881928571429,0.2048383554482504,152.68888636540413,1.8244257488084497,83.54212436915256,70.0,-1.0
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,1,5,4,4T,0.0257072899875,2.713870075,0.06971239911231032,293.80354991283343,2.783071383336558,105.47331909656191,67.0,-1.0
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,1,5,8,8T,0.011591291091954023,1.7969279080459772,0.020831732618461732,651.6007249997219,4.203225954492604,155.0633939729296,75.0,-1.0
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,1,5,10,10T,0.009847502019417476,1.692836218446602,0.016683563319915502,766.9858729661228,4.461680755019776,171.99649447225624,71.0,-1.0
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,1,5,16,16T,0.005796583705714286,1.38809376,0.008054612465017479,1302.9905018672587,5.441198581721257,239.22123679141828,83.0,-1.0
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,1,5,20,20T,0.005171725597938144,1.367540012886598,0.007076170229507048,1460.4203090779852,5.522977697458258,264.4724789483839,84.0,-1.0
AMD,AMD Threadripper 3970X,CPU,CPU package RAPL plus DRAM RAPL when available,1,5,32,32T,0.0030880684435975613,0.8864298841463414,0.0027373561969683356,2445.8308342562786,8.520575884854495,286.8909379473375,72.0,-1.0
