timestamp,host,gpu_name,matrix_size,mode,batches,seconds_target,seconds_gpu,seconds_wall,energy_j,avg_power_w,below_target,workload,impl,dtype,N,passes_kernel,passes_e2e,seconds_kernel,energy_kernel_j,avg_power_w_kernel,avg_power_w_e2e,bytes_total,bw_gb_s,time_mode,energy_mode,includes_transfer,device_name,driver_version,pcie_gen_current,pcie_width_current,pcie_rx_kbs,pcie_tx_kbs,clocks_sm_mhz,clocks_mem_mhz,temp_c,throttle_reasons,notes,rows,cols,nnz,op,sp_algo,num_rhs,backend,library,library_version,matrix_id,pattern,permuted,band_width,block_size,avg_nnz_per_row,std_nnz_per_row
2025-10-15T15:08:09,rock-tobefilledbyoem,NVIDIA GeForce RTX 5050,1024,kernel,10,1.10,1.1675,1.1675,64.401,55.2,0,spmv,cusparse,fp32,1024,151157,151157,1.1675,64.401,55.2,55.2,7894627796,6.76,kernel,kernel,0,NVIDIA GeForce RTX 5050,13000,4,8,339,403,2925,9801,50,0,sweep;repeats=50;passes=151157;dtype=fp32;byte_model=csr_theoretical;calibration_adjusted=1;passes=151157,1024,1024,4992,N,spmv_alg_default,0,cuda,cusparse,12102,synthetic:STENCIL_5PT_2D,STENCIL_5PT_2D,0,1,0,4.88,0.34
2025-10-15T15:08:10,rock-tobefilledbyoem,NVIDIA GeForce RTX 5050,1024,kernel,11,1.10,1.1672,1.1672,64.629,55.4,0,spmv,cusparse,fp32,1024,151157,151157,1.1672,64.629,55.4,55.4,7894627796,6.76,kernel,kernel,0,NVIDIA GeForce RTX 5050,13000,4,8,340,405,2925,9801,50,0,sweep;repeats=50;passes=151157;dtype=fp32;byte_model=csr_theoretical;calibration_adjusted=1;passes=151157,1024,1024,4992,N,spmv_alg_default,0,cuda,cusparse,12102,synthetic:STENCIL_5PT_2D,STENCIL_5PT_2D,0,1,0,4.88,0.34
2025-10-15T15:08:11,rock-tobefilledbyoem,NVIDIA GeForce RTX 5050,1024,kernel,12,1.10,1.1677,1.1677,64.496,55.2,0,spmv,cusparse,fp32,1024,151157,151157,1.1677,64.496,55.2,55.2,7894627796,6.76,kernel,kernel,0,NVIDIA GeForce RTX 5050,13000,4,8,341,1152,2925,9801,50,0,sweep;repeats=50;passes=151157;dtype=fp32;byte_model=csr_theoretical;calibration_adjusted=1;passes=151157,1024,1024,4992,N,spmv_alg_default,0,cuda,cusparse,12102,synthetic:STENCIL_5PT_2D,STENCIL_5PT_2D,0,1,0,4.88,0.34
2025-10-15T15:08:12,rock-tobefilledbyoem,NVIDIA GeForce RTX 5050,1024,kernel,13,1.10,1.1671,1.1671,64.808,55.5,0,spmv,cusparse,fp32,1024,151157,151157,1.1671,64.808,55.5,55.5,7894627796,6.76,kernel,kernel,0,NVIDIA GeForce RTX 5050,13000,4,8,383,1126,2925,9801,51,0,sweep;repeats=50;passes=151157;dtype=fp32;byte_model=csr_theoretical;calibration_adjusted=1;passes=151157,1024,1024,4992,N,spmv_alg_default,0,cuda,cusparse,12102,synthetic:STENCIL_5PT_2D,STENCIL_5PT_2D,0,1,0,4.88,0.34
2025-10-15T15:08:13,rock-tobefilledbyoem,NVIDIA GeForce RTX 5050,1024,kernel,14,1.10,1.1656,1.1656,64.555,55.4,0,spmv,cusparse,fp32,1024,151157,151157,1.1656,64.555,55.4,55.4,7894627796,6.77,kernel,kernel,0,NVIDIA GeForce RTX 5050,13000,4,8,340,1163,2925,9801,51,0,sweep;repeats=50;passes=151157;dtype=fp32;byte_model=csr_theoretical;calibration_adjusted=1;passes=151157,1024,1024,4992,N,spmv_alg_default,0,cuda,cusparse,12102,synthetic:STENCIL_5PT_2D,STENCIL_5PT_2D,0,1,0,4.88,0.34
2025-10-15T15:08:15,rock-tobefilledbyoem,NVIDIA GeForce RTX 5050,1024,kernel,15,1.10,1.1670,1.1670,64.362,55.2,0,spmv,cusparse,fp32,1024,151157,151157,1.1670,64.362,55.2,55.2,7894627796,6.76,kernel,kernel,0,NVIDIA GeForce RTX 5050,13000,4,8,371,405,2925,9801,51,0,sweep;repeats=50;passes=151157;dtype=fp32;byte_model=csr_theoretical;calibration_adjusted=1;passes=151157,1024,1024,4992,N,spmv_alg_default,0,cuda,cusparse,12102,synthetic:STENCIL_5PT_2D,STENCIL_5PT_2D,0,1,0,4.88,0.34
2025-10-15T15:08:16,rock-tobefilledbyoem,NVIDIA GeForce RTX 5050,1024,kernel,16,1.10,1.1668,1.1668,59.750,51.2,0,spmv,cusparse,fp32,1024,151157,151157,1.1668,59.750,51.2,51.2,7894627796,6.77,kernel,kernel,0,NVIDIA GeForce RTX 5050,13000,4,8,373,403,2925,9801,51,0,sweep;repeats=50;passes=151157;dtype=fp32;byte_model=csr_theoretical;calibration_adjusted=1;passes=151157,1024,1024,4992,N,spmv_alg_default,0,cuda,cusparse,12102,synthetic:STENCIL_5PT_2D,STENCIL_5PT_2D,0,1,0,4.88,0.34
2025-10-15T15:08:17,rock-tobefilledbyoem,NVIDIA GeForce RTX 5050,1024,kernel,17,1.10,1.1666,1.1667,59.519,51.0,0,spmv,cusparse,fp32,1024,151157,151157,1.1666,59.519,51.0,51.0,7894627796,6.77,kernel,kernel,0,NVIDIA GeForce RTX 5050,13000,4,8,340,404,2925,9801,51,0,sweep;repeats=50;passes=151157;dtype=fp32;byte_model=csr_theoretical;calibration_adjusted=1;passes=151157,1024,1024,4992,N,spmv_alg_default,0,cuda,cusparse,12102,synthetic:STENCIL_5PT_2D,STENCIL_5PT_2D,0,1,0,4.88,0.34
2025-10-15T15:08:18,rock-tobefilledbyoem,NVIDIA GeForce RTX 5050,1024,kernel,18,1.10,1.1664,1.1664,59.579,51.1,0,spmv,cusparse,fp32,1024,151157,151157,1.1664,59.579,51.1,51.1,7894627796,6.77,kernel,kernel,0,NVIDIA GeForce RTX 5050,13000,4,8,384,404,2925,9801,51,0,sweep;repeats=50;passes=151157;dtype=fp32;byte_model=csr_theoretical;calibration_adjusted=1;passes=151157,1024,1024,4992,N,spmv_alg_default,0,cuda,cusparse,12102,synthetic:STENCIL_5PT_2D,STENCIL_5PT_2D,0,1,0,4.88,0.34
2025-10-15T15:08:19,rock-tobefilledbyoem,NVIDIA GeForce RTX 5050,1024,kernel,19,1.10,1.1665,1.1665,59.396,50.9,0,spmv,cusparse,fp32,1024,151157,151157,1.1665,59.396,50.9,50.9,7894627796,6.77,kernel,kernel,0,NVIDIA GeForce RTX 5050,13000,4,8,341,404,2925,9801,51,0,sweep;repeats=50;passes=151157;dtype=fp32;byte_model=csr_theoretical;calibration_adjusted=1;passes=151157,1024,1024,4992,N,spmv_alg_default,0,cuda,cusparse,12102,synthetic:STENCIL_5PT_2D,STENCIL_5PT_2D,0,1,0,4.88,0.34
2025-10-15T15:08:21,rock-tobefilledbyoem,NVIDIA GeForce RTX 5050,1024,kernel,20,1.10,1.1675,1.1675,64.844,55.5,0,spmv,cusparse,fp32,1024,151157,151157,1.1675,64.844,55.5,55.5,7894627796,6.76,kernel,kernel,0,NVIDIA GeForce RTX 5050,13000,4,8,339,402,2925,9801,51,0,sweep;repeats=50;passes=151157;dtype=fp32;byte_model=csr_theoretical;calibration_adjusted=1;passes=151157,1024,1024,4992,N,spmv_alg_default,0,cuda,cusparse,12102,synthetic:STENCIL_5PT_2D,STENCIL_5PT_2D,0,1,0,4.88,0.34
2025-10-15T15:08:22,rock-tobefilledbyoem,NVIDIA GeForce RTX 5050,1024,kernel,21,1.10,1.1665,1.1665,64.627,55.4,0,spmv,cusparse,fp32,1024,151157,151157,1.1665,64.627,55.4,55.4,7894627796,6.77,kernel,kernel,0,NVIDIA GeForce RTX 5050,13000,4,8,369,405,2925,9801,51,0,sweep;repeats=50;passes=151157;dtype=fp32;byte_model=csr_theoretical;calibration_adjusted=1;passes=151157,1024,1024,4992,N,spmv_alg_default,0,cuda,cusparse,12102,synthetic:STENCIL_5PT_2D,STENCIL_5PT_2D,0,1,0,4.88,0.34
2025-10-15T15:08:23,rock-tobefilledbyoem,NVIDIA GeForce RTX 5050,1024,kernel,22,1.10,1.1672,1.1672,64.722,55.5,0,spmv,cusparse,fp32,1024,151157,151157,1.1672,64.722,55.5,55.5,7894627796,6.76,kernel,kernel,0,NVIDIA GeForce RTX 5050,13000,4,8,339,403,2925,9801,51,0,sweep;repeats=50;passes=151157;dtype=fp32;byte_model=csr_theoretical;calibration_adjusted=1;passes=151157,1024,1024,4992,N,spmv_alg_default,0,cuda,cusparse,12102,synthetic:STENCIL_5PT_2D,STENCIL_5PT_2D,0,1,0,4.88,0.34
2025-10-15T15:08:24,rock-tobefilledbyoem,NVIDIA GeForce RTX 5050,1024,kernel,23,1.10,1.1664,1.1664,64.645,55.4,0,spmv,cusparse,fp32,1024,151157,151157,1.1664,64.645,55.4,55.4,7894627796,6.77,kernel,kernel,0,NVIDIA GeForce RTX 5050,13000,4,8,321,404,2925,9801,51,0,sweep;repeats=50;passes=151157;dtype=fp32;byte_model=csr_theoretical;calibration_adjusted=1;passes=151157,1024,1024,4992,N,spmv_alg_default,0,cuda,cusparse,12102,synthetic:STENCIL_5PT_2D,STENCIL_5PT_2D,0,1,0,4.88,0.34
2025-10-15T15:08:25,rock-tobefilledbyoem,NVIDIA GeForce RTX 5050,1024,kernel,24,1.10,1.1669,1.1669,64.331,55.1,0,spmv,cusparse,fp32,1024,151157,151157,1.1669,64.331,55.1,55.1,7894627796,6.77,kernel,kernel,0,NVIDIA GeForce RTX 5050,13000,4,8,340,1153,2925,9801,51,0,sweep;repeats=50;passes=151157;dtype=fp32;byte_model=csr_theoretical;calibration_adjusted=1;passes=151157,1024,1024,4992,N,spmv_alg_default,0,cuda,cusparse,12102,synthetic:STENCIL_5PT_2D,STENCIL_5PT_2D,0,1,0,4.88,0.34
2025-10-15T15:08:27,rock-tobefilledbyoem,NVIDIA GeForce RTX 5050,1024,kernel,25,1.10,1.1654,1.1655,64.684,55.5,0,spmv,cusparse,fp32,1024,151157,151157,1.1654,64.684,55.5,55.5,7894627796,6.77,kernel,kernel,0,NVIDIA GeForce RTX 5050,13000,4,8,319,1150,2925,9801,51,0,sweep;repeats=50;passes=151157;dtype=fp32;byte_model=csr_theoretical;calibration_adjusted=1;passes=151157,1024,1024,4992,N,spmv_alg_default,0,cuda,cusparse,12102,synthetic:STENCIL_5PT_2D,STENCIL_5PT_2D,0,1,0,4.88,0.34
2025-10-15T15:08:28,rock-tobefilledbyoem,NVIDIA GeForce RTX 5050,1024,kernel,26,1.10,1.1661,1.1661,64.482,55.3,0,spmv,cusparse,fp32,1024,151157,151157,1.1661,64.482,55.3,55.3,7894627796,6.77,kernel,kernel,0,NVIDIA GeForce RTX 5050,13000,4,8,322,1152,2925,9801,51,0,sweep;repeats=50;passes=151157;dtype=fp32;byte_model=csr_theoretical;calibration_adjusted=1;passes=151157,1024,1024,4992,N,spmv_alg_default,0,cuda,cusparse,12102,synthetic:STENCIL_5PT_2D,STENCIL_5PT_2D,0,1,0,4.88,0.34
2025-10-15T15:08:29,rock-tobefilledbyoem,NVIDIA GeForce RTX 5050,1024,kernel,27,1.10,1.1651,1.1652,64.790,55.6,0,spmv,cusparse,fp32,1024,151157,151157,1.1651,64.790,55.6,55.6,7894627796,6.78,kernel,kernel,0,NVIDIA GeForce RTX 5050,13000,4,8,355,405,2925,9801,51,0,sweep;repeats=50;passes=151157;dtype=fp32;byte_model=csr_theoretical;calibration_adjusted=1;passes=151157,1024,1024,4992,N,spmv_alg_default,0,cuda,cusparse,12102,synthetic:STENCIL_5PT_2D,STENCIL_5PT_2D,0,1,0,4.88,0.34
2025-10-15T15:08:30,rock-tobefilledbyoem,NVIDIA GeForce RTX 5050,1024,kernel,28,1.10,1.1658,1.1658,59.625,51.1,0,spmv,cusparse,fp32,1024,151157,151157,1.1658,59.625,51.1,51.1,7894627796,6.77,kernel,kernel,0,NVIDIA GeForce RTX 5050,13000,4,8,372,404,2925,9801,51,0,sweep;repeats=50;passes=151157;dtype=fp32;byte_model=csr_theoretical;calibration_adjusted=1;passes=151157,1024,1024,4992,N,spmv_alg_default,0,cuda,cusparse,12102,synthetic:STENCIL_5PT_2D,STENCIL_5PT_2D,0,1,0,4.88,0.34
2025-10-15T15:08:31,rock-tobefilledbyoem,NVIDIA GeForce RTX 5050,1024,kernel,29,1.10,1.1655,1.1655,59.457,51.0,0,spmv,cusparse,fp32,1024,151157,151157,1.1655,59.457,51.0,51.0,7894627796,6.77,kernel,kernel,0,NVIDIA GeForce RTX 5050,13000,4,8,371,404,2925,9801,51,0,sweep;repeats=50;passes=151157;dtype=fp32;byte_model=csr_theoretical;calibration_adjusted=1;passes=151157,1024,1024,4992,N,spmv_alg_default,0,cuda,cusparse,12102,synthetic:STENCIL_5PT_2D,STENCIL_5PT_2D,0,1,0,4.88,0.34
2025-10-15T15:08:33,rock-tobefilledbyoem,NVIDIA GeForce RTX 5050,1024,kernel,30,1.10,1.1643,1.1643,59.470,51.1,0,spmv,cusparse,fp32,1024,151157,151157,1.1643,59.470,51.1,51.1,7894627796,6.78,kernel,kernel,0,NVIDIA GeForce RTX 5050,13000,4,8,340,405,2925,9801,51,0,sweep;repeats=50;passes=151157;dtype=fp32;byte_model=csr_theoretical;calibration_adjusted=1;passes=151157,1024,1024,4992,N,spmv_alg_default,0,cuda,cusparse,12102,synthetic:STENCIL_5PT_2D,STENCIL_5PT_2D,0,1,0,4.88,0.34
2025-10-15T15:08:34,rock-tobefilledbyoem,NVIDIA GeForce RTX 5050,1024,kernel,31,1.10,1.1649,1.1649,59.395,51.0,0,spmv,cusparse,fp32,1024,151157,151157,1.1649,59.395,51.0,51.0,7894627796,6.78,kernel,kernel,0,NVIDIA GeForce RTX 5050,13000,4,8,340,404,2925,9801,51,0,sweep;repeats=50;passes=151157;dtype=fp32;byte_model=csr_theoretical;calibration_adjusted=1;passes=151157,1024,1024,4992,N,spmv_alg_default,0,cuda,cusparse,12102,synthetic:STENCIL_5PT_2D,STENCIL_5PT_2D,0,1,0,4.88,0.34
2025-10-15T15:08:35,rock-tobefilledbyoem,NVIDIA GeForce RTX 5050,1024,kernel,32,1.10,1.1648,1.1648,59.200,50.8,0,spmv,cusparse,fp32,1024,151157,151157,1.1648,59.200,50.8,50.8,7894627796,6.78,kernel,kernel,0,NVIDIA GeForce RTX 5050,13000,4,8,340,406,2925,9801,51,0,sweep;repeats=50;passes=151157;dtype=fp32;byte_model=csr_theoretical;calibration_adjusted=1;passes=151157,1024,1024,4992,N,spmv_alg_default,0,cuda,cusparse,12102,synthetic:STENCIL_5PT_2D,STENCIL_5PT_2D,0,1,0,4.88,0.34
2025-10-15T15:08:36,rock-tobefilledbyoem,NVIDIA GeForce RTX 5050,1024,kernel,33,1.10,1.1648,1.1648,64.702,55.5,0,spmv,cusparse,fp32,1024,151157,151157,1.1648,64.702,55.5,55.5,7894627796,6.78,kernel,kernel,0,NVIDIA GeForce RTX 5050,13000,4,8,339,805,2925,9801,51,0,sweep;repeats=50;passes=151157;dtype=fp32;byte_model=csr_theoretical;calibration_adjusted=1;passes=151157,1024,1024,4992,N,spmv_alg_default,0,cuda,cusparse,12102,synthetic:STENCIL_5PT_2D,STENCIL_5PT_2D,0,1,0,4.88,0.34
2025-10-15T15:08:38,rock-tobefilledbyoem,NVIDIA GeForce RTX 5050,1024,kernel,34,1.10,1.1646,1.1646,64.567,55.4,0,spmv,cusparse,fp32,1024,151157,151157,1.1646,64.567,55.4,55.4,7894627796,6.78,kernel,kernel,0,NVIDIA GeForce RTX 5050,13000,4,8,339,405,2925,9801,51,0,sweep;repeats=50;passes=151157;dtype=fp32;byte_model=csr_theoretical;calibration_adjusted=1;passes=151157,1024,1024,4992,N,spmv_alg_default,0,cuda,cusparse,12102,synthetic:STENCIL_5PT_2D,STENCIL_5PT_2D,0,1,0,4.88,0.34
2025-10-15T15:08:39,rock-tobefilledbyoem,NVIDIA GeForce RTX 5050,1024,kernel,35,1.10,1.1643,1.1643,64.614,55.5,0,spmv,cusparse,fp32,1024,151157,151157,1.1643,64.614,55.5,55.5,7894627796,6.78,kernel,kernel,0,NVIDIA GeForce RTX 5050,13000,4,8,341,405,2925,9801,51,0,sweep;repeats=50;passes=151157;dtype=fp32;byte_model=csr_theoretical;calibration_adjusted=1;passes=151157,1024,1024,4992,N,spmv_alg_default,0,cuda,cusparse,12102,synthetic:STENCIL_5PT_2D,STENCIL_5PT_2D,0,1,0,4.88,0.34
2025-10-15T15:08:40,rock-tobefilledbyoem,NVIDIA GeForce RTX 5050,1024,kernel,36,1.10,1.1637,1.1638,64.663,55.6,0,spmv,cusparse,fp32,1024,151157,151157,1.1637,64.663,55.6,55.6,7894627796,6.78,kernel,kernel,0,NVIDIA GeForce RTX 5050,13000,4,8,324,405,2925,9801,51,0,sweep;repeats=50;passes=151157;dtype=fp32;byte_model=csr_theoretical;calibration_adjusted=1;passes=151157,1024,1024,4992,N,spmv_alg_default,0,cuda,cusparse,12102,synthetic:STENCIL_5PT_2D,STENCIL_5PT_2D,0,1,0,4.88,0.34
2025-10-15T15:08:41,rock-tobefilledbyoem,NVIDIA GeForce RTX 5050,1024,kernel,37,1.10,1.1639,1.1639,64.412,55.3,0,spmv,cusparse,fp32,1024,151157,151157,1.1639,64.412,55.3,55.3,7894627796,6.78,kernel,kernel,0,NVIDIA GeForce RTX 5050,13000,4,8,340,405,2925,9801,51,0,sweep;repeats=50;passes=151157;dtype=fp32;byte_model=csr_theoretical;calibration_adjusted=1;passes=151157,1024,1024,4992,N,spmv_alg_default,0,cuda,cusparse,12102,synthetic:STENCIL_5PT_2D,STENCIL_5PT_2D,0,1,0,4.88,0.34
2025-10-15T15:08:42,rock-tobefilledbyoem,NVIDIA GeForce RTX 5050,1024,kernel,38,1.10,1.1646,1.1646,64.302,55.2,0,spmv,cusparse,fp32,1024,151157,151157,1.1646,64.302,55.2,55.2,7894627796,6.78,kernel,kernel,0,NVIDIA GeForce RTX 5050,13000,4,8,345,405,2925,9801,51,0,sweep;repeats=50;passes=151157;dtype=fp32;byte_model=csr_theoretical;calibration_adjusted=1;passes=151157,1024,1024,4992,N,spmv_alg_default,0,cuda,cusparse,12102,synthetic:STENCIL_5PT_2D,STENCIL_5PT_2D,0,1,0,4.88,0.34
2025-10-15T15:08:44,rock-tobefilledbyoem,NVIDIA GeForce RTX 5050,1024,kernel,39,1.10,1.1620,1.1620,64.606,55.6,0,spmv,cusparse,fp32,1024,151157,151157,1.1620,64.606,55.6,55.6,7894627796,6.79,kernel,kernel,0,NVIDIA GeForce RTX 5050,13000,4,8,341,406,2925,9801,51,0,sweep;repeats=50;passes=151157;dtype=fp32;byte_model=csr_theoretical;calibration_adjusted=1;passes=151157,1024,1024,4992,N,spmv_alg_default,0,cuda,cusparse,12102,synthetic:STENCIL_5PT_2D,STENCIL_5PT_2D,0,1,0,4.88,0.34
2025-10-15T15:08:45,rock-tobefilledbyoem,NVIDIA GeForce RTX 5050,1024,kernel,40,1.10,1.1627,1.1627,64.609,55.6,0,spmv,cusparse,fp32,1024,151157,151157,1.1627,64.609,55.6,55.6,7894627796,6.79,kernel,kernel,0,NVIDIA GeForce RTX 5050,13000,4,8,340,1152,2925,9801,51,0,sweep;repeats=50;passes=151157;dtype=fp32;byte_model=csr_theoretical;calibration_adjusted=1;passes=151157,1024,1024,4992,N,spmv_alg_default,0,cuda,cusparse,12102,synthetic:STENCIL_5PT_2D,STENCIL_5PT_2D,0,1,0,4.88,0.34
2025-10-15T15:08:46,rock-tobefilledbyoem,NVIDIA GeForce RTX 5050,1024,kernel,41,1.10,1.1622,1.1623,64.428,55.4,0,spmv,cusparse,fp32,1024,151157,151157,1.1622,64.428,55.4,55.4,7894627796,6.79,kernel,kernel,0,NVIDIA GeForce RTX 5050,13000,4,8,342,1152,2925,9801,51,0,sweep;repeats=50;passes=151157;dtype=fp32;byte_model=csr_theoretical;calibration_adjusted=1;passes=151157,1024,1024,4992,N,spmv_alg_default,0,cuda,cusparse,12102,synthetic:STENCIL_5PT_2D,STENCIL_5PT_2D,0,1,0,4.88,0.34
2025-10-15T15:08:47,rock-tobefilledbyoem,NVIDIA GeForce RTX 5050,1024,kernel,42,1.10,1.1629,1.1629,64.411,55.4,0,spmv,cusparse,fp32,1024,151157,151157,1.1629,64.411,55.4,55.4,7894627796,6.79,kernel,kernel,0,NVIDIA GeForce RTX 5050,13000,4,8,341,1149,2925,9801,51,0,sweep;repeats=50;passes=151157;dtype=fp32;byte_model=csr_theoretical;calibration_adjusted=1;passes=151157,1024,1024,4992,N,spmv_alg_default,0,cuda,cusparse,12102,synthetic:STENCIL_5PT_2D,STENCIL_5PT_2D,0,1,0,4.88,0.34
