problem_size,sessions,runtime_per_op_s_median,runtime_per_op_s_ci95_low,runtime_per_op_s_ci95_high,runtime_per_op_s_session_cv_pct,device_energy_per_op_j_median,device_energy_per_op_j_ci95_low,device_energy_per_op_j_ci95_high,device_energy_per_op_j_session_cv_pct,gflops_per_s_median,gflops_per_s_ci95_low,gflops_per_s_ci95_high,gflops_per_s_session_cv_pct,avg_power_w_median,avg_power_w_ci95_low,avg_power_w_ci95_high,avg_power_w_session_cv_pct,temp_c_median,temp_c_ci95_low,temp_c_ci95_high,temp_c_session_cv_pct,sm_clock_mhz_median,sm_clock_mhz_ci95_low,sm_clock_mhz_ci95_high,sm_clock_mhz_session_cv_pct,edp_j_s_median,edp_j_s_ci95_low,edp_j_s_ci95_high,edp_j_s_session_cv_pct,run_runtime_cv_pct,run_energy_cv_pct,in_range_share,batch_median,serious_throttle_rows,stable_runtime,stable_energy,stable_throughput
64,5,9.9198e-06,9.769017892877015e-06,1.0075756380418918e-05,1.1016885909169611,0.0003328180970606997,0.0003295783996954404,0.000336495,0.7999913726496615,52.852748500000004,52.0342435,53.668523,1.1012262149832606,33.558896000000004,33.203019,33.869034,0.7438881235224098,48.5,48.0,48.5,0.4619975160123533,2797.0,2797.0,2797.0,0.0,3.3050627654863255e-09,3.2217173522333057e-09,3.3867404294002133e-09,1.8281729343378403,1.5673998023378828,3.732353754829678,1.0,101763.0,0,True,True,True
128,5,9.920571233570831e-06,9.78786126601135e-06,1.003193120060518e-05,0.8919178741576653,0.0004186242111759202,0.00040704165930809837,0.0004407619205195289,3.325144844055117,422.7861855,418.096856,428.52079449999997,0.8913111063351047,41.7281745,41.3126315,44.03391499999999,2.7433886815367194,50.0,49.0,51.0,2.0,2790.0,2782.0,2790.0,0.15723340247026443,4.203116042249507e-09,3.989367232476502e-09,4.358447073998479e-09,3.6946004725197077,1.20365330548203,4.502560253481466,1.0,100591.0,0,True,True,True
256,5,1.637327853013903e-05,1.6368196554886038e-05,1.637607250458475e-05,0.019600812422396755,0.0012479899127188173,0.001237965024888656,0.0012592353037497953,0.7779566046460777,2049.3384884999996,2048.9873385,2049.9834945000002,0.019847462552426243,76.18963600000001,75.625178,76.934031,0.7865456973162315,57.0,57.0,59.0,1.8952337629936542,2775.0,2771.0,2775.0,0.06448181032369087,2.0442138841265857e-08,2.0265174286858566e-08,2.0616127933464482e-08,0.7752336734440649,0.032771563146916954,0.9840628868139466,1.0,61070.0,0,True,True,True
512,5,6.959931792873051e-05,6.763384043272482e-05,6.959977032293987e-05,1.3520591005167746,0.007487158964365256,0.007253144016227181,0.007569738307349666,1.6399165693911866,3856.8562675,3856.8263715000003,3968.974233,1.3633668186583672,107.57513750000001,106.750324,108.78785,0.7819326323079041,66.0,63.0,67.5,2.7227616164381,2737.0,2733.0,2767.0,0.503317203026731,5.211011571438021e-07,4.916087365876382e-07,5.267219821636394e-07,2.7534601042039895,1.2193461533317325,2.25546983453409,1.0,14368.0,0,True,True,True
1024,5,0.00044873501788908764,0.0004486943455031166,0.0004507767012167643,0.20430667118635099,0.05534481216457961,0.05500623330365093,0.056784587652095535,1.2953334023022733,4785.640885,4763.9301395,4786.100237,0.2040881472070917,123.33503350000001,122.6031485,125.97029649999999,1.094008090130548,67.0,66.0,70.0,2.3104468104447236,2745.0,2730.0,2745.0,0.24464638703498795,2.4835180034446093e-05,2.46786959652819e-05,2.5597220271444065e-05,1.4992519044598225,0.20423448805909938,2.540699297223874,1.0,2238.0,0,True,True,True
2048,5,0.003510524475524476,0.003510294117647059,0.003527040350877193,0.233941791536061,0.47147395833333333,0.46651379310344826,0.4812526315789474,1.19940482308988,4893.825021,4870.885446,4894.1300065,0.2337382559832206,133.729569,132.89958000000001,136.44840699999997,1.0610594488789216,68.0,66.0,71.0,2.667533351627746,2745.0,2730.0,2745.0,0.24464638703498795,0.0016621508297526041,0.0016375904525445897,0.0016973746570760233,1.3126607663009549,0.46160772432653546,3.585796770900128,1.0,288.0,0,True,True,True
4096,5,0.02813541666666667,0.028007581081081083,0.028137430555555558,0.20320536865546884,3.898097222222222,3.7849324324324325,3.9579583333333335,1.6122339701377637,4884.8846885,4884.537958999999,4907.209665,0.20392384345496928,138.55651749999998,134.969799,140.66791899999998,1.4857807058684112,70.0,67.5,72.0,2.5939217809093447,2730.0,2730.0,2745.0,0.2404664943497601,0.10953701648572531,0.10614900017092768,0.11136463305092592,1.7357904088387817,0.18820009527514067,4.155469903582843,1.0,36.0,0,True,True,True
8192,5,0.22447450000000002,0.22447089999999997,0.22447689999999998,0.0010267441863734698,31.161099999999998,30.910600000000002,31.1857,0.36819918878329555,4898.1433605,4898.0911545,4898.256035,0.0012852520642521223,138.82007299999998,137.8195865,138.931492,0.33068238312561166,70.0,69.0,71.0,1.0101525445522108,2730.0,2730.0,2730.0,0.0,6.9947694311,6.93525658862,7.000197978039999,0.3892809516380247,0.07213225054989884,3.930239165347437,1.0,5.0,0,True,True,True
16384,5,1.79322,1.7931895,1.793286,0.002013991306369375,298.9525,298.19500000000005,302.8565,0.615831715853744,4905.1729545,4904.976623500001,4905.269957500001,0.0022930119259722236,166.717081,166.29058750000002,168.893031,0.6167677490922944,72.5,72.0,75.0,1.7078051574744486,2730.0,2730.0,2730.0,0.0,536.0733924875001,534.728049285,543.077882754,0.6149146025869215,0.004386639930048111,1.3029159184026455,0.0,1.0,0,True,True,True
