session_number,rows,median_gflops,median_power_w,median_temp_c,max_temp_c,median_sm_clock_mhz,serious_throttle_rows,in_range_share
1,90,4785.640885,123.33503350000001,66.0,73,2745.0,0,0.8888888888888888
2,90,4785.6786225,122.6031485,66.0,74,2745.0,0,0.8888888888888888
3,90,4785.5772314999995,123.696892,68.0,75,2737.0,0,0.8888888888888888
4,90,4763.9301395,125.97029649999999,67.5,73,2745.0,0,0.8888888888888888
5,90,4785.6628055,122.786329,67.0,74,2737.0,0,0.8888888888888888
