problem_size,num_threads,intel_runtime_s,intel_energy_j,intel_power_w,intel_gflops,intel_edp_j_s,intel_runtime_session_cv,intel_energy_session_cv,amd_runtime_s,amd_energy_j,amd_power_w,amd_gflops,amd_edp_j_s,amd_runtime_session_cv,amd_energy_session_cv,intel_over_amd_runtime_ratio,intel_over_amd_energy_ratio,intel_over_amd_power_ratio,intel_over_amd_edp_ratio,tradeoff_class
64,1,2.27955353191567e-06,0.0001302476983123,57.41033191136852,230.02,2.955619710912405e-10,0.0111962432115569,0.0879543242129169,6.141290389648509e-06,0.0004489162576312,73.10533894163612,85.375,2.7544620769462603e-09,0.001077064277025,0.0137714837878233,0.371184781582383,0.2901380738573877,0.785309701623875,0.1073029734426098,Intel dominant
64,2,2.3341587456962664e-06,0.0001422062872677,61.11752635352188,224.615,3.315061385578318e-10,0.0768232749707876,0.2330572641012501,6.159581298579428e-06,0.000451306826107,73.31500632371731,85.11500000000001,2.7809819007266395e-09,0.0011459548255468,0.0033146181265746,0.3789476317545461,0.3150989062017647,0.8336291493130573,0.1192047091249363,Intel dominant
64,4,2.495490320994838e-06,0.0001533466426762,60.86617984688321,210.095,3.8794209340223957e-10,0.05004749398929,0.0335754282009286,6.150596234245028e-06,0.0004517064495809,73.20037635337508,85.24,2.778044956810056e-09,0.0020880160325555,0.0115605432234241,0.4057314487822422,0.3394829602688208,0.8315009140533857,0.1396457218776263,Intel dominant
64,8,2.3804675770358197e-06,0.0001511939551011,60.75489305707059,220.245,3.5991294544620287e-10,0.0678564912541707,0.0424559439049656,6.127075280692067e-06,0.0004459453095281,72.75567523662829,85.57,2.7324931305866e-09,0.0026080821457683,0.0106975741665531,0.388516130124476,0.3390414740792495,0.8350536622672151,0.1317159561784289,Intel dominant
64,10,2.2824659460891084e-06,0.0001300904409313,57.03151408365595,229.705,2.967401140859297e-10,0.040423601777808,0.1994398125389384,6.172419863974154e-06,0.0004541538549446,73.44997515925976,84.94,2.804459982261312e-09,0.0007059299127207,0.0035781675326002,0.3697846219779883,0.2864457485387319,0.7764674386886575,0.1058100725140888,Intel dominant
64,16,2.2546644398164424e-06,0.0001226988152536,54.97036828195608,232.53500000000005,2.7486604971657544e-10,0.0140966571983839,0.2484923981718205,6.1467178740935855e-06,0.0004476439363255,72.88295674166744,85.295,2.7529329016632667e-09,0.0016648456565349,0.0028939778718359,0.3668078616913782,0.2740991339249732,0.7542280217417323,0.0998448053530497,Intel dominant
64,20,2.305018734654989e-06,0.0001247672184763,55.193678515235504,227.455,2.864891299663444e-10,0.0368685966593874,0.074498244221645,6.173973482929481e-06,0.0004533963301336,73.33371377934698,84.92,2.799909293554025e-09,0.0032955335930958,0.0114371127233512,0.3733444500576772,0.2751835649828306,0.7526371660558085,0.1023208611171447,Intel dominant
128,1,2.717564386971107e-05,0.0016505662807055,60.8473368895535,154.34,4.506482591140831e-08,0.0242628201566137,0.0321034164081396,3.946580300632912e-05,0.0029427126186708,74.51417589577596,106.275,1.1617693374288114e-07,0.0056851935903546,0.0154259365957874,0.6885871260582972,0.5608995830014318,0.8165873963990629,0.387898220925199,Intel dominant
128,2,2.1257476139978797e-05,0.0014973233556518,71.70039034289941,197.31,3.274268078996925e-08,0.0209955255255216,0.0283434046983008,2.514937415171166e-05,0.0022271713668124,88.44757697720928,166.78,5.599104980874006e-08,0.0049580622507157,0.0059037906472409,0.8452487132182578,0.6722982245388768,0.8106540935697402,0.5847841914344355,Intel dominant
128,4,1.3199319247906131e-05,0.0012227639253655,92.53256844533075,317.765,1.60855323067685e-08,0.0098612456859735,0.0533743862834425,1.4477002407821068e-05,0.0016263004085608,112.42009865792488,289.72,2.349205040563893e-08,0.0025711694833522,0.0074570424476332,0.911743942293974,0.7518684241416133,0.8230963106240596,0.6847223647582246,Intel dominant
128,8,1.2722437863895323e-05,0.0014828760522532,119.34317653722177,329.69,1.845036680450878e-08,0.0031241625574716,0.0869111523634608,1.851245028841675e-05,0.002191258630499,119.4795415659128,226.57,4.0671802495355374e-08,0.0203721351804622,0.013968088149669,0.6872368414599206,0.6767234280854867,0.9988586746575704,0.4536402537511282,Intel dominant
