metric,policy,lower_is_better,problem_size,platform_a,platform_a_label,platform_b,platform_b_label,a_median,b_median,a_over_b_ratio,ratio_ci95_low,ratio_ci95_high,classification,probability_a_better,cliffs_delta_a_minus_b,a_configuration,b_configuration,a_selection_status,b_selection_status,energy_domain_a,energy_domain_b,inference_scope
edp_j_s,edp_opt,True,2048,INTEL,Intel CPU,5060ti,RTX 5060 Ti,0.0300952732327889,0.0016621508297526,18.10622278922087,17.179507056987607,18.800927759783608,clear_5060ti,0.0,1.0,8T,gpu_resident,clear_leader,single_configuration,CPU package RAPL,GPU board NVML,descriptive_native_best_post_selection
edp_j_s,edp_opt,True,2048,INTEL,Intel CPU,AMD,AMD CPU,0.0300952732327889,0.017877733615508,1.6833942086866551,1.5972344438974462,1.7595065085229566,clear_AMD,0.0,1.0,8T,64T,clear_leader,clear_leader,CPU package RAPL,CPU package RAPL,descriptive_native_best_post_selection
edp_j_s,edp_opt,True,4096,3090,RTX 3090,5060ti,RTX 5060 Ti,0.0095613850675,0.1095370164857253,0.0872890770102911,0.08585656689702985,0.09007513073230718,clear_3090,1.0,-1.0,gpu_resident,gpu_resident,single_configuration,single_configuration,GPU board NVML,GPU board NVML,descriptive_native_best_post_selection
edp_j_s,edp_opt,True,4096,AMD,AMD CPU,3090,RTX 3090,0.8068935694201573,0.0095613850675,84.39086635709928,82.49299166578261,92.5074701562517,clear_3090,0.0,1.0,64T,gpu_resident,tie_or_uncertain,single_configuration,CPU package RAPL,GPU board NVML,descriptive_native_best_post_selection
edp_j_s,edp_opt,True,4096,AMD,AMD CPU,5060ti,RTX 5060 Ti,0.8068935694201573,0.1095370164857253,7.366400832410024,7.192283733663646,8.08587954681436,clear_5060ti,0.0,1.0,64T,gpu_resident,tie_or_uncertain,single_configuration,CPU package RAPL,GPU board NVML,descriptive_native_best_post_selection
edp_j_s,edp_opt,True,4096,INTEL,Intel CPU,3090,RTX 3090,1.75826401362441,0.0095613850675,183.89218729417206,179.87408697836398,185.87454122999873,clear_3090,0.0,1.0,10T,gpu_resident,clear_leader,single_configuration,CPU package RAPL,GPU board NVML,descriptive_native_best_post_selection
edp_j_s,edp_opt,True,4096,INTEL,Intel CPU,5060ti,RTX 5060 Ti,1.75826401362441,0.1095370164857253,16.05177929831186,15.685118210814027,16.564112811172464,clear_5060ti,0.0,1.0,10T,gpu_resident,clear_leader,single_configuration,CPU package RAPL,GPU board NVML,descriptive_native_best_post_selection
edp_j_s,edp_opt,True,4096,INTEL,Intel CPU,AMD,AMD CPU,1.75826401362441,0.8068935694201573,2.1790531989093904,1.9878631096879535,2.239637024436363,clear_AMD,0.0,1.0,10T,64T,clear_leader,tie_or_uncertain,CPU package RAPL,CPU package RAPL,descriptive_native_best_post_selection
edp_j_s,edp_opt,True,8192,3090,RTX 3090,5060ti,RTX 5060 Ti,0.5482763006675347,6.9947694311,0.07838375604345155,0.07810422804081887,0.07905638294150448,clear_3090,1.0,-1.0,gpu_resident,gpu_resident,single_configuration,single_configuration,GPU board NVML,GPU board NVML,descriptive_native_best_post_selection
edp_j_s,edp_opt,True,8192,AMD,AMD CPU,3090,RTX 3090,57.321049020204,0.5482763006675347,104.54774162300058,100.61804849183385,105.18994953432171,clear_3090,0.0,1.0,64T,gpu_resident,clear_leader,single_configuration,CPU package RAPL,GPU board NVML,descriptive_native_best_post_selection
