platform,platform_label,device_kind,energy_domain,problem_size,policy,optimized_metric,lower_is_better,exact_configuration,leader_configurations,leader_count,selection_status,gap_to_second_pct,practical_gap_gt_tolerance,ci_separated_from_all,exact_num_threads,selected_runtime_s_median,selected_runtime_s_ci95_low,selected_runtime_s_ci95_high,selected_runtime_s_session_cv_pct,selected_energy_j_median,selected_energy_j_ci95_low,selected_energy_j_ci95_high,selected_energy_j_session_cv_pct,selected_power_w_median,selected_power_w_ci95_low,selected_power_w_ci95_high,selected_power_w_session_cv_pct,selected_throughput_gflops_median,selected_throughput_gflops_ci95_low,selected_throughput_gflops_ci95_high,selected_throughput_gflops_session_cv_pct,selected_efficiency_gflop_per_j_median,selected_efficiency_gflop_per_j_ci95_low,selected_efficiency_gflop_per_j_ci95_high,selected_efficiency_gflop_per_j_session_cv_pct,selected_edp_j_s_median,selected_edp_j_s_ci95_low,selected_edp_j_s_ci95_high,selected_edp_j_s_session_cv_pct,selected_temperature_c_median,selected_temperature_c_ci95_low,selected_temperature_c_ci95_high,selected_temperature_c_session_cv_pct,selected_clock_mhz_median,selected_clock_mhz_ci95_low,selected_clock_mhz_ci95_high,selected_clock_mhz_session_cv_pct
INTEL,Intel CPU,CPU,CPU package RAPL,16384,efficiency_opt,efficiency_gflop_per_j,False,8T,"8T,10T",2,tie_or_uncertain,0.5664041104221473,False,False,8,7.072073,6.7321455,7.2131175,2.6683436538411245,1081.9571905,1022.945593,1101.426807,2.8474943550863796,152.19881035028442,147.18233985007527,163.36178459315863,4.24150802776599,1243.7785953578252,1219.4578865806636,1306.5809439513748,2.7053001186807752,8.129797647671348,7.986089467139689,8.598788716036827,2.8955964162570322,7598.59318094877,7095.315150857066,7727.119721761852,3.3377500127897175,99.0,80.5,99.5,8.718465919077351,,,,
3090,RTX 3090,GPU,GPU board NVML,16384,energy_opt,energy_j,True,gpu_resident,gpu_resident,1,single_configuration,,False,True,-1,0.33249425,0.331504875,0.333069375,0.18463947990626517,103.623875,103.080375,104.2845,0.4464049467358322,311.1984275,310.739581,314.5210985,0.5022087264410979,26454.872594662913,26409.19184541659,26533.827058223505,0.1846914970170662,84.88481078523651,84.34707959675696,85.33237313317883,0.445582524873521,34.50502702403125,34.18336661315625,34.562527668875,0.46755345532043835,63.0,62.0,65.0,2.1094980919809334,1597.0,1590.0,1601.0,0.34720880253653513
5060ti,RTX 5060 Ti,GPU,GPU board NVML,16384,energy_opt,energy_j,True,gpu_resident,gpu_resident,1,single_configuration,,False,True,-1,1.79322,1.7931895,1.793286,0.002013991306369615,298.9525,298.19500000000005,302.8565,0.615831715853744,166.717081,166.29058750000002,168.893031,0.6167677490922944,4905.194578583776,4905.014048070414,4905.278010053037,0.0020139601573068355,29.423045541375306,29.04376502471633,29.497788434440544,0.612614317825053,536.0733924875001,534.728049285,543.077882754,0.6149146025869215,72.5,72.0,75.0,1.7078051574744486,2730.0,2730.0,2730.0,0.0
AMD,AMD CPU,CPU,CPU package RAPL,16384,energy_opt,energy_j,True,64T,64T,1,clear_leader,8.764814783946129,True,True,64,3.8223485,3.6976105,3.865012,1.6905805084436625,954.040491,920.866684,966.8331945,1.7987550709574789,249.41643262495097,248.77284958904207,249.96795809931763,0.1925318586766728,2301.227379504511,2275.82554005214,2378.858731120544,1.7200181790091382,9.219831972737518,9.097839288355132,9.551972261609151,1.8252680529376413,3650.454205423579,3406.0035178617627,3732.6934711303625,3.404513757913328,79.5,79.0,82.5,1.8221724671391566,,,,
INTEL,Intel CPU,CPU,CPU package RAPL,16384,energy_opt,energy_j,True,8T,"8T,10T",2,tie_or_uncertain,0.5664041104221473,False,False,8,7.072073,6.7321455,7.2131175,2.6683436538411245,1081.9571905,1022.945593,1101.426807,2.8474943550863796,152.19881035028442,147.18233985007527,163.36178459315863,4.24150802776599,1243.7785953578252,1219.4578865806636,1306.5809439513748,2.7053001186807752,8.129797647671348,7.986089467139689,8.598788716036827,2.8955964162570322,7598.59318094877,7095.315150857066,7727.119721761852,3.3377500127897175,99.0,80.5,99.5,8.718465919077351,,,,
3090,RTX 3090,GPU,GPU board NVML,16384,runtime_opt,runtime_s,True,gpu_resident,gpu_resident,1,single_configuration,,False,True,-1,0.33249425,0.331504875,0.333069375,0.18463947990626517,103.623875,103.080375,104.2845,0.4464049467358322,311.1984275,310.739581,314.5210985,0.5022087264410979,26454.872594662913,26409.19184541659,26533.827058223505,0.1846914970170662,84.88481078523651,84.34707959675696,85.33237313317883,0.445582524873521,34.50502702403125,34.18336661315625,34.562527668875,0.46755345532043835,63.0,62.0,65.0,2.1094980919809334,1597.0,1590.0,1601.0,0.34720880253653513
5060ti,RTX 5060 Ti,GPU,GPU board NVML,16384,runtime_opt,runtime_s,True,gpu_resident,gpu_resident,1,single_configuration,,False,True,-1,1.79322,1.7931895,1.793286,0.002013991306369615,298.9525,298.19500000000005,302.8565,0.615831715853744,166.717081,166.29058750000002,168.893031,0.6167677490922944,4905.194578583776,4905.014048070414,4905.278010053037,0.0020139601573068355,29.423045541375306,29.04376502471633,29.497788434440544,0.612614317825053,536.0733924875001,534.728049285,543.077882754,0.6149146025869215,72.5,72.0,75.0,1.7078051574744486,2730.0,2730.0,2730.0,0.0
AMD,AMD CPU,CPU,CPU package RAPL,16384,runtime_opt,runtime_s,True,32T,32T,1,clear_leader,5.047004385903442,True,True,32,3.638703,3.5695495,3.6672485,1.091909890417787,1037.6603730000002,1016.6718875,1045.817841,1.1458483336426835,285.1688950059115,284.81796601930773,285.1839408274607,0.054272991967931505,2417.370426277715,2398.5538537156676,2464.2025617540817,1.098903161163403,8.476851628030705,8.41073146523994,8.651850346563261,1.1536865931247025,3775.738286032194,3629.0622110159447,3835.274289804605,2.2302348852165634,84.0,80.0,86.0,2.852410128151331,,,,
INTEL,Intel CPU,CPU,CPU package RAPL,16384,runtime_opt,runtime_s,True,10T,"8T,10T",2,tie_or_uncertain,8.264315289620129,True,False,10,6.532229,6.5039305,6.982886499999999,3.3357498573363142,1088.0854405,1034.2696905,1112.246207,3.180555019807575,161.89787916859024,148.06244682460152,170.74908774509498,5.7188010036792924,1346.5683799830042,1259.6643268092644,1352.4272779679916,3.285294391327996,8.084009485657667,7.908404602190745,8.504641587201187,3.2120070757417505,7227.848157785047,6857.4352150891855,7437.619499021732,2.922785404639796,98.5,86.0,99.5,5.910273257956757,,,,
3090,RTX 3090,GPU,GPU board NVML,16384,throughput_opt,throughput_gflops,False,gpu_resident,gpu_resident,1,single_configuration,,False,True,-1,0.33249425,0.331504875,0.333069375,0.18463947990626517,103.623875,103.080375,104.2845,0.4464049467358322,311.1984275,310.739581,314.5210985,0.5022087264410979,26454.872594662913,26409.19184541659,26533.827058223505,0.1846914970170662,84.88481078523651,84.34707959675696,85.33237313317883,0.445582524873521,34.50502702403125,34.18336661315625,34.562527668875,0.46755345532043835,63.0,62.0,65.0,2.1094980919809334,1597.0,1590.0,1601.0,0.34720880253653513
5060ti,RTX 5060 Ti,GPU,GPU board NVML,16384,throughput_opt,throughput_gflops,False,gpu_resident,gpu_resident,1,single_configuration,,False,True,-1,1.79322,1.7931895,1.793286,0.002013991306369615,298.9525,298.19500000000005,302.8565,0.615831715853744,166.717081,166.29058750000002,168.893031,0.6167677490922944,4905.194578583776,4905.014048070414,4905.278010053037,0.0020139601573068355,29.423045541375306,29.04376502471633,29.497788434440544,0.612614317825053,536.0733924875001,534.728049285,543.077882754,0.6149146025869215,72.5,72.0,75.0,1.7078051574744486,2730.0,2730.0,2730.0,0.0
AMD,AMD CPU,CPU,CPU package RAPL,16384,throughput_opt,throughput_gflops,False,32T,32T,1,clear_leader,5.047004385903464,True,True,32,3.638703,3.5695495,3.6672485,1.091909890417787,1037.6603730000002,1016.6718875,1045.817841,1.1458483336426835,285.1688950059115,284.81796601930773,285.1839408274607,0.054272991967931505,2417.370426277715,2398.5538537156676,2464.2025617540817,1.098903161163403,8.476851628030705,8.41073146523994,8.651850346563261,1.1536865931247025,3775.738286032194,3629.0622110159447,3835.274289804605,2.2302348852165634,84.0,80.0,86.0,2.852410128151331,,,,
INTEL,Intel CPU,CPU,CPU package RAPL,16384,throughput_opt,throughput_gflops,False,10T,"8T,10T",2,tie_or_uncertain,8.264315289620106,True,False,10,6.532229,6.5039305,6.982886499999999,3.3357498573363142,1088.0854405,1034.2696905,1112.246207,3.180555019807575,161.89787916859024,148.06244682460152,170.74908774509498,5.7188010036792924,1346.5683799830042,1259.6643268092644,1352.4272779679916,3.285294391327996,8.084009485657667,7.908404602190745,8.504641587201187,3.2120070757417505,7227.848157785047,6857.4352150891855,7437.619499021732,2.922785404639796,98.5,86.0,99.5,5.910273257956757,,,,
