platform,platform_label,problem_size,configuration,num_threads,runtime_s_session_cv_pct,energy_j_session_cv_pct,throughput_gflops_session_cv_pct,power_w_session_cv_pct,temperature_c_session_cv_pct,runtime_stable_5pct,energy_stable_5pct,throughput_stable_5pct
AMD,AMD CPU,1024,8T,8,0.9897587198373846,0.527191906890435,0.9879587045613782,0.5271488131388267,2.892176993271693,True,True,True
AMD,AMD CPU,1024,10T,10,1.1904543676503452,0.791050575698642,1.1911971159199486,0.5095470075105848,2.8489551181702732,True,True,True
AMD,AMD CPU,1024,16T,16,1.1444765381724178,0.6386222832920541,1.1446701797159613,0.5481422426645196,3.1515730175336576,True,True,True
AMD,AMD CPU,1024,20T,20,4.395358902578592,1.8699302966861302,4.2241247853514485,2.5248089312495003,4.593425706346411,True,True,True
AMD,AMD CPU,1024,32T,32,4.013301738363831,2.0480078191791566,3.9975493261484227,1.9762365969303184,5.020765440883116,True,True,True
AMD,AMD CPU,1024,64T,64,4.280923544140973,4.273879289296107,4.086350339226229,0.011546656056188036,3.1327515622188815,True,True,True
INTEL,Intel CPU,1024,1T,1,3.7966795246418643,9.631586946835817,3.877370017137012,6.698167480032351,4.717180835231276,True,False,True
INTEL,Intel CPU,1024,2T,2,3.506096879934906,10.471346593092438,3.5148433266359667,8.642586059440758,10.113533531017572,True,False,True
INTEL,Intel CPU,1024,4T,4,2.668486212021803,4.47610759334846,2.66675076511083,5.30171223801147,6.005812561130324,True,True,True
INTEL,Intel CPU,1024,8T,8,3.952191771635359,1.316977812893221,3.890769225290767,3.520064859063908,2.696249460438682,True,True,True
INTEL,Intel CPU,1024,10T,10,3.4704977619740234,2.5545339530722444,3.328287665982118,2.488287331849596,4.187648662183485,True,True,True
INTEL,Intel CPU,1024,16T,16,4.444765311003335,2.6381316339520042,4.492280821299086,3.7929797856586305,5.030009765336951,True,True,True
INTEL,Intel CPU,1024,20T,20,3.4443871814071843,1.8045129399561208,3.4766169659702073,3.8523320584722764,3.986418954932091,True,True,True
3090,RTX 3090,2048,gpu_resident,-1,0.09038584049513222,0.5920147302715508,0.09034460789832277,0.5526603297467325,3.0411214804396143,True,True,True
5060ti,RTX 5060 Ti,2048,gpu_resident,-1,0.2339417915362291,1.1994048230898828,0.23370586371013075,1.061059448878919,2.667533351627746,True,True,True
AMD,AMD CPU,2048,1T,1,1.1735568443220836,2.5354167717279004,1.170179956686091,1.6504483944498973,2.996375368811572,True,True,True
AMD,AMD CPU,2048,2T,2,0.7549067928600295,1.0965917891265917,0.7612707096583046,0.5488711252684809,2.6163786029804266,True,True,True
AMD,AMD CPU,2048,4T,4,0.608347760193547,0.7566373087082631,0.6073031101243159,0.2225201724735947,2.3517305584982147,True,True,True
AMD,AMD CPU,2048,8T,8,0.5276086220920595,0.5050690840363192,0.5274094303364509,0.22085785345094108,1.8808856799377278,True,True,True
AMD,AMD CPU,2048,10T,10,0.7242951281217498,0.48530689217656126,0.7196113792604186,0.5236797233480647,4.393605038095879,True,True,True
AMD,AMD CPU,2048,16T,16,1.6677942144876694,0.9440720267468985,1.7035527003273578,0.7565918544662297,2.3554993276763536,True,True,True
AMD,AMD CPU,2048,20T,20,1.280867460116332,0.805305080207331,1.2848104932549882,0.5496020308608254,3.5355339059327378,True,True,True
AMD,AMD CPU,2048,32T,32,2.4479458998617947,2.438193616317881,2.449799316183004,0.011487742517495712,4.977314420869573,True,True,True
AMD,AMD CPU,2048,64T,64,0.9515587087869867,1.872930341445404,0.9529412328343194,1.058500591634626,5.510828054942153,True,True,True
INTEL,Intel CPU,2048,1T,1,2.6429317793954388,9.29493840808524,2.6508254931365816,7.243652320275667,2.310047229116688,True,False,True
INTEL,Intel CPU,2048,2T,2,3.160946570804183,5.541058175842027,3.239171916562521,3.263574524582538,1.410003752592643,True,False,True
INTEL,Intel CPU,2048,4T,4,3.6615150996347627,2.086867631389238,3.608890741939664,4.372184866628892,3.870696597120076,True,True,True
INTEL,Intel CPU,2048,8T,8,4.4319661907396055,2.411837184166456,4.348414404724942,6.042092315429395,0.4481098151302184,True,True,True
INTEL,Intel CPU,2048,10T,10,3.164252480502916,2.424697059406388,3.0977083058923482,5.366480720860366,1.8032806270159594,True,True,True
INTEL,Intel CPU,2048,16T,16,1.3707968554036538,2.449059564530267,1.3723984198199524,2.0207831652690267,5.421374141540664,True,True,True
INTEL,Intel CPU,2048,20T,20,1.1294135499300932,3.449052988201045,1.115395930808103,2.651480079730689,4.901699279659093,True,True,True
3090,RTX 3090,4096,gpu_resident,-1,0.14918587228183078,0.3737570365917182,0.14910864222477255,0.3930672751363171,2.3248271119422137,True,True,True
5060ti,RTX 5060 Ti,4096,gpu_resident,-1,0.20320536865552846,1.6122339701377588,0.2037591458767325,1.4857807058684112,2.5939217809093447,True,True,True
AMD,AMD CPU,4096,1T,1,1.2978173419124182,1.7825504741116793,1.3008508074407756,0.7702949561600982,1.930350942899558,True,True,True
AMD,AMD CPU,4096,2T,2,0.8613867906494473,0.848125676807484,0.8618771192203337,1.1293417135633967,1.5130373418785257,True,True,True
AMD,AMD CPU,4096,4T,4,1.2120364062368323,0.8209885123311502,1.2057552006839758,0.6087664148671907,3.7902454727631634,True,True,True
AMD,AMD CPU,4096,8T,8,1.1617106382704325,0.7037301963534901,1.1608611466765257,0.5031943764869132,3.468208092485549,True,True,True
AMD,AMD CPU,4096,10T,10,0.6356291360917197,0.4575906045961387,0.6321252199103069,0.38492333526445893,2.049088639175065,True,True,True
AMD,AMD CPU,4096,16T,16,0.8816031607122968,0.6179258570609857,0.8801161004751902,0.3075967917999023,2.8846028341604635,True,True,True
AMD,AMD CPU,4096,20T,20,0.6825492001441987,0.667204729045255,0.6819745250245477,0.042283586934900294,1.8823081310526069,True,True,True
AMD,AMD CPU,4096,32T,32,2.3100376322464684,1.715608013988154,2.293067002425095,0.8934282945337649,5.271859625786726,True,True,True
AMD,AMD CPU,4096,64T,64,3.1333902454938087,2.1271067216590556,3.091260807100762,1.0007204847721622,8.91743426326559,True,True,True
INTEL,Intel CPU,4096,1T,1,3.508677156414578,13.577225124224055,3.5045580837724715,10.24211192154224,7.190734474557197,True,False,True
INTEL,Intel CPU,4096,2T,2,3.5436150740892134,5.8184070647900645,3.5720159964233598,4.664261923892066,3.9067991384888408,True,False,True
INTEL,Intel CPU,4096,4T,4,5.120351303242314,6.2702069528238855,4.948014678461584,2.960295721868669,7.293249574894728,False,False,True
INTEL,Intel CPU,4096,8T,8,4.6997161369655425,1.8424110631674027,4.667714989269927,6.278085029987774,0.6558553727568056,True,True,True
INTEL,Intel CPU,4096,10T,10,2.301306082657014,1.7129266615531464,2.2680643559210445,3.7422458550971647,2.8402122672490493,True,True,True
INTEL,Intel CPU,4096,16T,16,2.1098972621636896,2.3130598934728677,2.1222405723775415,0.7772273865498034,6.9439049920329445,True,True,True
INTEL,Intel CPU,4096,20T,20,1.9552611038291103,4.057685080260307,1.9428759424185458,3.8187802185571016,6.943904992032945,True,True,True
3090,RTX 3090,8192,gpu_resident,-1,0.07629847535582182,0.3589434259531408,0.07625172724953604,0.3726805291247151,1.3845622151701487,True,True,True
5060ti,RTX 5060 Ti,8192,gpu_resident,-1,0.0010267441863771715,0.3681991887833019,0.0010267491251836226,0.33068238312561166,1.0101525445522108,True,True,True
AMD,AMD CPU,8192,1T,1,1.214314862696963,1.7573567575240188,1.2073871086234855,1.3512205345184112,0.8980192680722046,True,True,True
AMD,AMD CPU,8192,2T,2,0.9847938362874704,1.136400422794016,0.9858848053382688,0.9502619521188842,0.9399491111654832,True,True,True
AMD,AMD CPU,8192,4T,4,1.1316530684066533,0.8204309606563587,1.1342985863888702,0.3794328207278817,1.7967486705502156,True,True,True
AMD,AMD CPU,8192,8T,8,0.7163248139578704,0.30702981184064915,0.7143209868976333,0.3839293992609653,2.5223171740810657,True,True,True
AMD,AMD CPU,8192,10T,10,0.5871518337485561,0.7843297419619587,0.5888178426696573,0.49170522297042346,2.811034760133298,True,True,True
AMD,AMD CPU,8192,16T,16,0.8834034106119285,0.9221664226195697,0.8840113425521441,0.1007929427269315,3.2037362635099322,True,True,True
AMD,AMD CPU,8192,20T,20,2.034276795480181,1.9565341841522612,2.0107795049742636,0.06006825458093019,2.004149829325282,True,True,True
AMD,AMD CPU,8192,32T,32,2.340058570271298,2.5073607355246312,2.2983096950607638,0.17238350703980782,2.9859570514192835,True,True,True
AMD,AMD CPU,8192,64T,64,1.1940741423652654,0.953805684670102,1.2012458931907626,0.6440259176685548,5.453003337879091,True,True,True
INTEL,Intel CPU,8192,1T,1,2.9055642354120295,9.291629940878755,2.887122479854943,6.8966119225867955,3.5377062898697567,True,False,True
INTEL,Intel CPU,8192,2T,2,4.0064963829929585,5.487545391008798,3.9218085610068325,3.25049112097036,4.6691870545325616,True,False,True
INTEL,Intel CPU,8192,4T,4,2.9548747767460672,6.264770517198895,2.92918577021836,5.949482163063906,5.3753763391519405,True,False,True
INTEL,Intel CPU,8192,8T,8,5.132805222222212,2.874825722205285,5.0865849225035,6.652675647612955,6.030888735995283,False,True,False
INTEL,Intel CPU,8192,10T,10,3.7626809576953986,2.203729544461992,3.7227406333257784,4.66361610830067,3.7878707362626467,True,True,True
INTEL,Intel CPU,8192,16T,16,2.146532566088043,1.665850004092152,2.1553461482570992,1.2246385109341782,2.9670155079068867,True,True,True
INTEL,Intel CPU,8192,20T,20,1.6091997623102656,1.437915374111991,1.589171642465194,0.8497907302486932,0.4481098151302184,True,True,True
3090,RTX 3090,16384,gpu_resident,-1,0.18463947990626517,0.4464049467358322,0.1846914970170662,0.5022087264410979,2.1094980919809334,True,True,True
5060ti,RTX 5060 Ti,16384,gpu_resident,-1,0.002013991306369615,0.615831715853744,0.0020139601573068355,0.6167677490922944,1.7078051574744486,True,True,True
AMD,AMD CPU,16384,1T,1,1.1325405261031636,0.7962317280865229,1.1330109820728855,0.36381911291211366,0.8505172717997146,True,True,True
AMD,AMD CPU,16384,2T,2,1.0613241426104252,1.6342211307488244,1.0559766735798164,1.0873991771758793,1.1831047499998888,True,True,True
AMD,AMD CPU,16384,4T,4,1.1427483107246268,0.8790662200986449,1.1377536462315578,0.306207580886052,0.9706032790418511,True,True,True
AMD,AMD CPU,16384,8T,8,0.8425240232698159,0.5929814092176842,0.8412571082484845,0.2948793536565071,1.4782771893883555,True,True,True
AMD,AMD CPU,16384,10T,10,0.6474518460664341,0.4148269893198876,0.6459445891245388,0.2860648953493775,1.272517215512431,True,True,True
AMD,AMD CPU,16384,16T,16,0.8639493924033445,0.7907219061796915,0.8605013464676099,0.14028045732149444,2.142125653407223,True,True,True
AMD,AMD CPU,16384,20T,20,1.0579504458469662,1.0971092553647246,1.0603862569606792,0.08411852646289751,2.060315014550851,True,True,True
AMD,AMD CPU,16384,32T,32,1.091909890417787,1.1458483336426835,1.098903161163403,0.054272991967931505,2.852410128151331,True,True,True
AMD,AMD CPU,16384,64T,64,1.6905805084436625,1.7987550709574789,1.7200181790091382,0.1925318586766728,1.8221724671391566,True,True,True
INTEL,Intel CPU,16384,1T,1,1.2433439329305662,4.436475277474193,1.2523741348472894,4.448170863916673,10.624849881652517,True,True,True
INTEL,Intel CPU,16384,2T,2,1.589544013857402,5.6705176980552405,1.5939845672953186,5.024860497588288,5.481754186977324,True,False,True
INTEL,Intel CPU,16384,4T,4,1.169011739947738,1.8727534013829354,1.1744964660785289,1.8934837820648258,0.0,True,True,True
INTEL,Intel CPU,16384,8T,8,2.6683436538411245,2.8474943550863796,2.7053001186807752,4.24150802776599,8.718465919077351,True,True,True
INTEL,Intel CPU,16384,10T,10,3.3357498573363142,3.180555019807575,3.285294391327996,5.7188010036792924,5.910273257956757,True,True,True
INTEL,Intel CPU,16384,16T,16,2.2574293942922212,2.805789801536912,2.2598891790405538,5.172113774258963,0.27606983745220065,True,True,True
INTEL,Intel CPU,16384,20T,20,0.980111696800027,2.366447190245575,0.976273577040331,2.4509687034743153,0.22563753557011,True,True,True
