metric,policy,lower_is_better,problem_size,exact_winner,exact_winner_label,exact_winner_value,leader_platforms,leader_count,selection_status,gap_to_second_pct,practical_gap_gt_tolerance,ci_separated_from_all,ratio_ci_clear_against_all,marginal_ci_separated_from_all,practical_tolerance_pct,inference_scope
edp_j_s,edp_opt,True,64,INTEL,Intel CPU,2.7486604971657544e-10,INTEL,1,clear_leader,894.1180925778847,True,True,True,True,2.0,descriptive_native_best_post_selection
edp_j_s,edp_opt,True,128,5060ti,RTX 5060 Ti,4.203116042249507e-09,5060ti,1,clear_leader,13.33492546768027,True,True,True,True,2.0,descriptive_native_best_post_selection
edp_j_s,edp_opt,True,256,3090,RTX 3090,1.4299542522828053e-08,3090,1,clear_leader,42.95659325206837,True,True,True,True,2.0,descriptive_native_best_post_selection
edp_j_s,edp_opt,True,512,3090,RTX 3090,1.6351774961251068e-07,3090,1,clear_leader,218.6817078749308,True,True,True,True,2.0,descriptive_native_best_post_selection
edp_j_s,edp_opt,True,1024,3090,RTX 3090,4.834098283702735e-06,3090,1,clear_leader,413.7500021084241,True,True,True,True,2.0,descriptive_native_best_post_selection
edp_j_s,edp_opt,True,2048,3090,RTX 3090,0.0001885706667215,3090,1,clear_leader,781.4471829849499,True,True,True,True,2.0,descriptive_native_best_post_selection
edp_j_s,edp_opt,True,4096,3090,RTX 3090,0.0095613850675,3090,1,clear_leader,1045.6187122726744,True,True,True,True,2.0,descriptive_native_best_post_selection
edp_j_s,edp_opt,True,8192,3090,RTX 3090,0.5482763006675347,3090,1,clear_leader,1175.7745360475662,True,True,True,True,2.0,descriptive_native_best_post_selection
edp_j_s,edp_opt,True,16384,3090,RTX 3090,34.50502702403125,3090,1,clear_leader,1453.609542499846,True,True,True,True,2.0,descriptive_native_best_post_selection
efficiency_gflop_per_j,efficiency_opt,False,64,INTEL,Intel CPU,4.272967093580941,INTEL,1,clear_leader,171.2480119491904,True,True,True,True,2.0,descriptive_native_best_post_selection
efficiency_gflop_per_j,efficiency_opt,False,128,5060ti,RTX 5060 Ti,10.019258055377051,5060ti,1,clear_leader,120.4831756306302,True,True,True,True,2.0,descriptive_native_best_post_selection
efficiency_gflop_per_j,efficiency_opt,False,256,5060ti,RTX 5060 Ti,26.886781421894845,5060ti,1,clear_leader,59.58431761807448,True,True,True,True,2.0,descriptive_native_best_post_selection
efficiency_gflop_per_j,efficiency_opt,False,512,3090,RTX 3090,37.21339537958258,"3090,5060ti",2,tie_or_uncertain,3.7950094084099772,True,False,False,True,2.0,descriptive_native_best_post_selection
efficiency_gflop_per_j,efficiency_opt,False,1024,3090,RTX 3090,53.80481159794101,3090,1,clear_leader,38.66541867324336,True,True,True,True,2.0,descriptive_native_best_post_selection
efficiency_gflop_per_j,efficiency_opt,False,2048,3090,RTX 3090,68.58931702378482,3090,1,clear_leader,88.23238087692127,True,True,True,True,2.0,descriptive_native_best_post_selection
efficiency_gflop_per_j,efficiency_opt,False,4096,3090,RTX 3090,79.97895901952354,3090,1,clear_leader,126.83944406906784,True,True,True,True,2.0,descriptive_native_best_post_selection
efficiency_gflop_per_j,efficiency_opt,False,8192,3090,RTX 3090,83.65652324599601,3090,1,clear_leader,137.0897424517176,True,True,True,True,2.0,descriptive_native_best_post_selection
efficiency_gflop_per_j,efficiency_opt,False,16384,3090,RTX 3090,84.88481078523651,3090,1,clear_leader,188.49770383514414,True,True,True,True,2.0,descriptive_native_best_post_selection
energy_j,energy_opt,True,64,INTEL,Intel CPU,0.0001226988152536,INTEL,1,clear_leader,171.24801194919036,True,True,True,True,2.0,descriptive_native_best_post_selection
energy_j,energy_opt,True,128,5060ti,RTX 5060 Ti,0.0004186242111759,5060ti,1,clear_leader,120.48317563063024,True,True,True,True,2.0,descriptive_native_best_post_selection
energy_j,energy_opt,True,256,5060ti,RTX 5060 Ti,0.0012479899127188,5060ti,1,clear_leader,59.58431761807448,True,True,True,True,2.0,descriptive_native_best_post_selection
energy_j,energy_opt,True,512,3090,RTX 3090,0.0072134093990058,"3090,5060ti",2,tie_or_uncertain,3.7950094084099772,True,False,False,True,2.0,descriptive_native_best_post_selection
energy_j,energy_opt,True,1024,3090,RTX 3090,0.0399124833676061,3090,1,clear_leader,38.66541867324331,True,True,True,True,2.0,descriptive_native_best_post_selection
energy_j,energy_opt,True,2048,3090,RTX 3090,0.250474416854778,3090,1,clear_leader,88.2323808769213,True,True,True,True,2.0,descriptive_native_best_post_selection
energy_j,energy_opt,True,4096,3090,RTX 3090,1.7184388888888886,3090,1,clear_leader,126.83944406906788,True,True,True,True,2.0,descriptive_native_best_post_selection
energy_j,energy_opt,True,8192,3090,RTX 3090,13.143166666666668,3090,1,clear_leader,137.08974245171763,True,True,True,True,2.0,descriptive_native_best_post_selection
energy_j,energy_opt,True,16384,3090,RTX 3090,103.623875,3090,1,clear_leader,188.49770383514416,True,True,True,True,2.0,descriptive_native_best_post_selection
runtime_s,runtime_opt,True,64,INTEL,Intel CPU,2.2546644398164424e-06,INTEL,1,clear_leader,131.38829681679445,True,True,True,True,2.0,descriptive_native_best_post_selection
runtime_s,runtime_opt,True,128,3090,RTX 3090,5.161102740856931e-06,3090,1,clear_leader,92.21805361548867,True,True,True,True,2.0,descriptive_native_best_post_selection
runtime_s,runtime_opt,True,256,3090,RTX 3090,7.180509782803805e-06,3090,1,clear_leader,128.0239011629852,True,True,True,True,2.0,descriptive_native_best_post_selection
runtime_s,runtime_opt,True,512,3090,RTX 3090,2.269167419792137e-05,3090,1,clear_leader,206.71742120775747,True,True,True,True,2.0,descriptive_native_best_post_selection
runtime_s,runtime_opt,True,1024,3090,RTX 3090,0.0001209905795373,3090,1,clear_leader,270.88426190293615,True,True,True,True,2.0,descriptive_native_best_post_selection
runtime_s,runtime_opt,True,2048,3090,RTX 3090,0.0007522031602708,3090,1,clear_leader,366.6989798687603,True,True,True,True,2.0,descriptive_native_best_post_selection
runtime_s,runtime_opt,True,4096,3090,RTX 3090,0.0055513555555555,3090,1,clear_leader,406.8206564162546,True,True,True,True,2.0,descriptive_native_best_post_selection
runtime_s,runtime_opt,True,8192,3090,RTX 3090,0.0417390208333333,3090,1,clear_leader,437.8049017880455,True,True,True,True,2.0,descriptive_native_best_post_selection
runtime_s,runtime_opt,True,16384,3090,RTX 3090,0.33249425,3090,1,clear_leader,439.3236123632214,True,True,True,True,2.0,descriptive_native_best_post_selection
throughput_gflops,throughput_opt,False,64,INTEL,Intel CPU,232.5348245802305,INTEL,1,clear_leader,131.38829681679448,True,True,True,True,2.0,descriptive_native_best_post_selection
