timestamp,host,gpu_name,matrix_size,mode,batches,seconds_target,seconds_gpu,seconds_wall,energy_j,avg_power_w,below_target,workload,impl,dtype,N,passes_kernel,passes_e2e,seconds_kernel,energy_kernel_j,avg_power_w_kernel,avg_power_w_e2e,bytes_total,bw_gb_s,time_mode,energy_mode,includes_transfer,device_name,driver_version,pcie_gen_current,pcie_width_current,pcie_rx_kbs,pcie_tx_kbs,clocks_sm_mhz,clocks_mem_mhz,temp_c,throttle_reasons,notes,energy_batch_j,kWh_batch,seconds_batch,M,K,flops_batch,joule_per_gflop,gflops,flops_per_watt
2025-10-12T11:00:33,rock-ms7a95,NVIDIA GeForce RTX 3090,0,kernel,41222,1.0,0.5953,0.5953,167.252,281.0,1,reduction,cublas,fp32,0,41222,2912,0.5953,167.252,281.0,161.8,329776000000,553.97,kernel,kernel,0,NVIDIA GeForce RTX 3090,580.65.06,3,16,350,400,1980,9501,50,0,,0.004057348018048615,1.1270411161246153e-09,1.4441317742952793e-05,0,0,,,,
2025-10-12T11:00:33,rock-ms7a95,NVIDIA GeForce RTX 3090,0,e2e,2912,1.0,0.5953,1.0282,166.389,161.8,1,reduction,cublas,fp32,0,41222,2912,0.5953,167.252,281.0,161.8,11648000000,11.33,e2e,e2e,1,NVIDIA GeForce RTX 3090,580.65.06,3,16,350,400,1980,9501,50,0,,0.057139079670329676,1.5871966575091577e-08,0.00035309065934065935,0,0,0.0,,0.0,0.0
2025-10-12T11:00:43,rock-ms7a95,NVIDIA GeForce RTX 3090,0,kernel,44103,1.0,0.8366,0.8366,274.17,327.7,1,reduction,cublas,fp32,0,44103,2016,0.8366,274.17,327.7,157.0,529236000000,632.61,kernel,kernel,0,NVIDIA GeForce RTX 3090,580.65.06,3,16,350,400,1980,9501,52,0,,0.006216583905856745,1.7268288627379848e-09,1.896923111806453e-05,0,0,,,,
2025-10-12T11:00:43,rock-ms7a95,NVIDIA GeForce RTX 3090,0,e2e,2016,1.0,0.8366,1.0508,164.99,157.0,1,reduction,cublas,fp32,0,44103,2016,0.8366,274.17,327.7,157.0,12096000000,11.51,e2e,e2e,1,NVIDIA GeForce RTX 3090,580.65.06,3,16,350,400,1980,9501,52,0,,0.08184027777777778,2.273341049382716e-08,0.0005212301587301587,0,0,0.0,,0.0,0.0
2025-10-12T11:00:51,rock-ms7a95,NVIDIA GeForce RTX 3090,0,kernel,31221,1.0,0.7371,0.7371,225.207,305.5,1,reduction,cublas,fp32,0,31221,1262,0.7371,225.207,305.5,183.7,499536000000,677.69,kernel,kernel,0,NVIDIA GeForce RTX 3090,580.65.06,3,16,350,400,1965,9501,52,0,,0.007213317959066013,2.0036994330738922e-09,2.3609109253387143e-05,0,0,,,,
2025-10-12T11:00:51,rock-ms7a95,NVIDIA GeForce RTX 3090,0,e2e,1262,1.0,0.7371,0.8679,159.464,183.7,1,reduction,cublas,fp32,0,31221,1262,0.7371,225.207,305.5,183.7,10096000000,11.63,e2e,e2e,1,NVIDIA GeForce RTX 3090,580.65.06,3,16,350,400,1965,9501,52,0,,0.1263581616481775,3.509948934671597e-08,0.0006877179080824089,0,0,0.0,,0.0,0.0
2025-10-12T11:01:00,rock-ms7a95,NVIDIA GeForce RTX 3090,0,kernel,25260,1.0,0.8242,0.8242,268.845,326.2,1,reduction,cublas,fp32,0,25260,1033,0.8242,268.845,326.2,161.7,606240000000,735.59,kernel,kernel,0,NVIDIA GeForce RTX 3090,580.65.06,3,16,450,400,1965,9501,53,0,,0.01064311163895487,2.956419899709686e-09,3.262866191607284e-05,0,0,,,,
2025-10-12T11:01:00,rock-ms7a95,NVIDIA GeForce RTX 3090,0,e2e,1033,1.0,0.8242,1.0495,169.647,161.7,1,reduction,cublas,fp32,0,25260,1033,0.8242,268.845,326.2,161.7,12396000000,11.81,e2e,e2e,1,NVIDIA GeForce RTX 3090,580.65.06,3,16,450,400,1965,9501,53,0,,0.16422749273959342,4.5618747983220395e-08,0.001015972894482091,0,0,0.0,,0.0,0.0
2025-10-12T11:01:10,rock-ms7a95,NVIDIA GeForce RTX 3090,0,kernel,22661,1.0,0.9429,0.9429,332.182,352.3,1,reduction,cublas,fp32,0,22661,776,0.9429,332.182,352.3,161.2,725152000000,769.07,kernel,kernel,0,NVIDIA GeForce RTX 3090,580.65.06,3,16,400,350,1965,9501,53,0,,0.014658752923525,4.071875812090278e-09,4.1608931644675874e-05,0,0,,,,
2025-10-12T11:01:10,rock-ms7a95,NVIDIA GeForce RTX 3090,0,e2e,776,1.0,0.9429,1.0478,168.856,161.2,1,reduction,cublas,fp32,0,22661,776,0.9429,332.182,352.3,161.2,12416000000,11.85,e2e,e2e,1,NVIDIA GeForce RTX 3090,580.65.06,3,16,400,350,1965,9501,53,0,,0.2175979381443299,6.04438717067583e-08,0.001350257731958763,0,0,0.0,,0.0,0.0
