OpenBLAS backend=pthreads | config=OpenBLAS 0.3.30 NO_LAPACKE DYNAMIC_ARCH NO_AFFINITY Zen MAX_THREADS=128
STRIDED_GEMM(ld=2N) | AMD Ryzen Threadripper 3970X 32-Core Processor | session=strided_gemm_amd_20260719_175453_session1 | reps=10 | configs=81 | DRAM-RAPL=no
[OpenBLAS] requested=64 active=64
[STRIDED_GEMM] N=512 threads=64 rep=1 batches=2000 time=1.125 s | package=274.804 J | dram=NA | total=274.804 J | power=244.4 W | runtime=in_range | checksum=OK
[STRIDED_GEMM] N=512 threads=64 rep=2 batches=2000 time=1.147 s | package=277.678 J | dram=NA | total=277.678 J | power=242.0 W | runtime=in_range | checksum=OK
[STRIDED_GEMM] N=512 threads=64 rep=3 batches=2000 time=1.160 s | package=279.665 J | dram=NA | total=279.665 J | power=241.1 W | runtime=in_range | checksum=OK
[STRIDED_GEMM] N=512 threads=64 rep=4 batches=2000 time=1.227 s | package=294.648 J | dram=NA | total=294.648 J | power=240.2 W | runtime=in_range | checksum=OK
[STRIDED_GEMM] N=512 threads=64 rep=5 batches=2000 time=1.223 s | package=293.900 J | dram=NA | total=293.900 J | power=240.2 W | runtime=in_range | checksum=OK
[STRIDED_GEMM] N=512 threads=64 rep=6 batches=2000 time=1.025 s | package=249.553 J | dram=NA | total=249.553 J | power=243.5 W | runtime=in_range | checksum=OK
[STRIDED_GEMM] N=512 threads=64 rep=7 batches=2000 time=1.268 s | package=305.633 J | dram=NA | total=305.633 J | power=241.0 W | runtime=above | checksum=OK
[STRIDED_GEMM] N=512 threads=64 rep=8 batches=2000 time=1.273 s | package=303.351 J | dram=NA | total=303.351 J | power=238.3 W | runtime=above | checksum=OK
[STRIDED_GEMM] N=512 threads=64 rep=9 batches=2000 time=1.232 s | package=297.213 J | dram=NA | total=297.213 J | power=241.2 W | runtime=in_range | checksum=OK
[STRIDED_GEMM] N=512 threads=64 rep=10 batches=2000 time=1.302 s | package=313.471 J | dram=NA | total=313.471 J | power=240.7 W | runtime=above | checksum=OK
[OpenBLAS] requested=16 active=16
