schema_version,timestamp,session_id,sequence_index,run_id_global,repetition,workload,implementation,execution_mode,device_name,num_threads,problem_size,problem_spec,batches,e2e_time_s,kernel_time_s,wall_time_s,device_energy_j,total_energy_j,dram_energy_j,energy_per_op_j,energy_per_second_j,energy_per_flop_j,time_per_op_ms_kernel,time_per_op_ms_e2e,flops_total,gflops_per_s,logical_bytes_per_op,avg_power_w,runtime_status,pcie_gen,pcie_width,sm_clock_mhz,clock_before_mhz,clock_after_mhz,mem_clock_mhz,temp_c,temp_before_c,temp_after_c,throttle_reasons,cpu_cycles,cpu_instructions,cpu_ipc,cpu_cache_misses,checksum_ok
cpu-gpu-v2,2026-07-19T20:32:22,"strided_gemm_amd_20260719_175453_session4",1,1,1,"STRIDED_GEMM","openblas_sgemm_ld2n",cpu_native,"AMD Ryzen Threadripper 3970X 32-Core Processor",16,1024,"N=1024;ld=2048",544,1.013157,1.013157,1.013157,240.798887,240.798887,-1.000000,4.426450e-01,237.671794,2.061226e-10,1.862421,1.862421,1.168231e+12,1153.06,1.258291e+07,237.67,in_range,,,,2345,2339,,74,73,74,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-19T20:32:23,"strided_gemm_amd_20260719_175453_session4",2,2,2,"STRIDED_GEMM","openblas_sgemm_ld2n",cpu_native,"AMD Ryzen Threadripper 3970X 32-Core Processor",16,1024,"N=1024;ld=2048",544,1.019744,1.019744,1.019744,241.281193,241.281193,-1.000000,4.435316e-01,236.609499,2.065355e-10,1.874530,1.874530,1.168231e+12,1145.61,1.258291e+07,236.61,in_range,,,,2339,2339,,76,74,76,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-19T20:32:24,"strided_gemm_amd_20260719_175453_session4",3,3,3,"STRIDED_GEMM","openblas_sgemm_ld2n",cpu_native,"AMD Ryzen Threadripper 3970X 32-Core Processor",16,1024,"N=1024;ld=2048",544,1.016444,1.016444,1.016444,241.054398,241.054398,-1.000000,4.431147e-01,237.154627,2.063414e-10,1.868463,1.868463,1.168231e+12,1149.33,1.258291e+07,237.15,in_range,,,,2347,2339,,76,76,76,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-19T20:32:25,"strided_gemm_amd_20260719_175453_session4",4,4,4,"STRIDED_GEMM","openblas_sgemm_ld2n",cpu_native,"AMD Ryzen Threadripper 3970X 32-Core Processor",16,1024,"N=1024;ld=2048",544,1.016274,1.016274,1.016274,241.180734,241.180734,-1.000000,4.433469e-01,237.318574,2.064495e-10,1.868151,1.868151,1.168231e+12,1149.52,1.258291e+07,237.32,in_range,,,,2375,2339,,76,76,76,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-19T20:32:26,"strided_gemm_amd_20260719_175453_session4",5,5,5,"STRIDED_GEMM","openblas_sgemm_ld2n",cpu_native,"AMD Ryzen Threadripper 3970X 32-Core Processor",16,1024,"N=1024;ld=2048",544,1.026258,1.026258,1.026258,242.224183,242.224183,-1.000000,4.452650e-01,236.026483,2.073427e-10,1.886505,1.886505,1.168231e+12,1138.34,1.258291e+07,236.03,in_range,,,,2338,2405,,78,76,78,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-19T20:32:27,"strided_gemm_amd_20260719_175453_session4",6,6,6,"STRIDED_GEMM","openblas_sgemm_ld2n",cpu_native,"AMD Ryzen Threadripper 3970X 32-Core Processor",16,1024,"N=1024;ld=2048",544,1.019272,1.019272,1.019272,241.172556,241.172556,-1.000000,4.433319e-01,236.612547,2.064425e-10,1.873662,1.873662,1.168231e+12,1146.14,1.258291e+07,236.61,in_range,,,,2441,2334,,79,77,79,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-19T20:32:28,"strided_gemm_amd_20260719_175453_session4",7,7,7,"STRIDED_GEMM","openblas_sgemm_ld2n",cpu_native,"AMD Ryzen Threadripper 3970X 32-Core Processor",16,1024,"N=1024;ld=2048",544,1.020387,1.020387,1.020387,241.122555,241.122555,-1.000000,4.432400e-01,236.305076,2.063997e-10,1.875711,1.875711,1.168231e+12,1144.89,1.258291e+07,236.31,in_range,,,,2328,2338,,79,79,78,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-19T20:32:29,"strided_gemm_amd_20260719_175453_session4",8,8,8,"STRIDED_GEMM","openblas_sgemm_ld2n",cpu_native,"AMD Ryzen Threadripper 3970X 32-Core Processor",16,1024,"N=1024;ld=2048",544,1.020175,1.020175,1.020175,241.183252,241.183252,-1.000000,4.433516e-01,236.413682,2.064517e-10,1.875321,1.875321,1.168231e+12,1145.13,1.258291e+07,236.41,in_range,,,,2370,2377,,79,78,79,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-19T20:32:30,"strided_gemm_amd_20260719_175453_session4",9,9,9,"STRIDED_GEMM","openblas_sgemm_ld2n",cpu_native,"AMD Ryzen Threadripper 3970X 32-Core Processor",16,1024,"N=1024;ld=2048",544,1.020742,1.020742,1.020742,241.184350,241.184350,-1.000000,4.433536e-01,236.283340,2.064526e-10,1.876364,1.876364,1.168231e+12,1144.49,1.258291e+07,236.28,in_range,,,,2397,2330,,80,79,80,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-19T20:32:31,"strided_gemm_amd_20260719_175453_session4",10,10,10,"STRIDED_GEMM","openblas_sgemm_ld2n",cpu_native,"AMD Ryzen Threadripper 3970X 32-Core Processor",16,1024,"N=1024;ld=2048",544,1.021403,1.021403,1.021403,241.166605,241.166605,-1.000000,4.433210e-01,236.113182,2.064374e-10,1.877578,1.877578,1.168231e+12,1143.75,1.258291e+07,236.11,in_range,,,,2372,2335,,80,80,79,,-1,-1,-1.000000,-1,t
