"timestamp","host","gpu_name","matrix_size","mode","batches","seconds_target","seconds_gpu","seconds_wall","energy_j","avg_power_w","below_target","workload","impl","dtype","N","passes_kernel","passes_e2e","seconds_kernel","energy_kernel_j","avg_power_w_kernel","avg_power_w_e2e","bytes_total","bw_gb_s","time_mode","energy_mode","includes_transfer","device_name","driver_version","pcie_gen_current","pcie_width_current","pcie_rx_kbs","pcie_tx_kbs","clocks_sm_mhz","clocks_mem_mhz","temp_c","throttle_reasons","notes","rows","cols","nnz","op","sp_algo","num_rhs","backend","library","library_version","matrix_id","pattern","permuted","band_width","block_size","avg_nnz_per_row","std_nnz_per_row","kWh_e2e","energy_per_pass_j","kWh_per_pass","seconds_per_pass","gb_per_s_kernel","j_per_gb_kernel","M","K","flops_per_pass","joule_per_gflop","gflops","flops_per_watt","market_area","de_price_eur_kwh_run","de_eur_job","de_price_sync","de_eur_job_sync","fr_price_eur_kwh_run","fr_eur_job","fr_price_sync","fr_eur_job_sync","pl_price_eur_kwh_run","pl_eur_job","pl_price_sync","pl_eur_job_sync","price_eur_kwh_run","eur_job","price_sync","eur_job_sync","de_ci_g_per_kwh","de_co2_job_kg","fr_ci_g_per_kwh","fr_co2_job_kg","pl_ci_g_per_kwh","pl_co2_job_kg","de_co2_per_pass_kg","de_co2_job_from_passes_kg","fr_co2_per_pass_kg","fr_co2_job_from_passes_kg","pl_co2_per_pass_kg","pl_co2_job_from_passes_kg"
"2024-09-15 15:07:57+02:00","rock-tobefilledbyoem","NVIDIA GeForce RTX 5050","1024","kernel","0","1.1","1.1109","1,1109","59,013","53.1","0","spmv","cusparse","fp32","1024","151157","151157","1.1109","59.013","53.1","53.1","7894627796","7.11","kernel","kernel","0","NVIDIA GeForce RTX 5050","13000","4","8","343","1153","2925","9801","49","0","sweep;repeats=50;passes=151157;dtype=fp32;byte_model=csr_theoretical;calibration_adjusted=1;passes=151157","1024","1024","4992","N","spmv_alg_default","0","cuda","cusparse","12102","synthetic:STENCIL_5PT_2D","STENCIL_5PT_2D","0","1","0","4.88","0.34","1,63925e-05","0.0003904086479620527","1,0844684665612575e-10","7.3493123044252e-06","7.1065152542983165","7.475083249637219","1024","1024","","","","","DE","-0,00027","-4,425975e-09","0,0783099722222222","1,2836962196527778e-06","-0,00451","-7,3930175e-08","0,0950131388888888","1,557502879236111e-06","-0,00451","-7,3930175e-08","0,0950131388888888","1,557502879236111e-06","-0,00027","-4,425975e-09","0,0783099722222222","1,2836962196527778e-06","188,47","3,0894944749999998e-06","24,09","3,94895325e-07","542,92","8,8998161e-06","2,0438977189280017e-11","0,0","2,6124845359460693e-12","0,0","5,887796198654378e-11","0,0"
"2024-09-15 15:07:58+02:00","rock-tobefilledbyoem","NVIDIA GeForce RTX 5050","1024","kernel","1","1.1","1.1206","1,1206","58,599","52.3","0","spmv","cusparse","fp32","1024","151157","151157","1.1206","58.599","52.3","52.3","7894627796","7.04","kernel","kernel","0","NVIDIA GeForce RTX 5050","13000","4","8","325","404","2925","9801","49","0","sweep;repeats=50;passes=151157;dtype=fp32;byte_model=csr_theoretical;calibration_adjusted=1;passes=151157","1024","1024","4992","N","spmv_alg_default","0","cuda","cusparse","12102","synthetic:STENCIL_5PT_2D","STENCIL_5PT_2D","0","1","0","4.88","0.34","1,6277499999999998e-05","0.0003876697738113352","1,0768604828092643e-10","7.41348399346375e-06","7.04500071033375","7.422642525299365","1024","1024","","","","","DE","-0,00027","-4,394925e-09","0,0783099722222222","1,2746905728472222e-06","-0,00451","-7,341152499999999e-08","0,0950131388888888","1,5465763682638884e-06","-0,00451","-7,341152499999999e-08","0,0950131388888888","1,5465763682638884e-06","-0,00027","-4,394925e-09","0,0783099722222222","1,2746905728472222e-06","188,47","3,067820425e-06","24,09","3,9212497499999993e-07","542,92","8,837380299999998e-06","2,0295589519506205e-11","2,0295589519506205e-11","2,5941569030875176e-12","2,5941569030875176e-12","5,846490933268057e-11","5,846490933268057e-11"
"2024-09-15 15:07:59+02:00","rock-tobefilledbyoem","NVIDIA GeForce RTX 5050","1024","kernel","2","1.1","1.1302","1,1302","58,954","52.2","0","spmv","cusparse","fp32","1024","151157","151157","1.1302","58.954","52.2","52.2","7894627796","6.99","kernel","kernel","0","NVIDIA GeForce RTX 5050","13000","4","8","354","404","2925","9801","50","0","sweep;repeats=50;passes=151157;dtype=fp32;byte_model=csr_theoretical;calibration_adjusted=1;passes=151157","1024","1024","4992","N","spmv_alg_default","0","cuda","cusparse","12102","synthetic:STENCIL_5PT_2D","STENCIL_5PT_2D","0","1","0","4.88","0.34","1,6376111111111113e-05","0.00039001832531738523","1,0833842369927367e-10","7.476994118697779e-06","6.98515996814723","7.467609813076994","1024","1024","","","","","DE","-0,00027","-4,42155e-09","0,0783099722222222","1,2824128062191362e-06","-0,00451","-7,385626111111114e-08","0,0950131388888888","1,5559457194598766e-06","-0,00451","-7,385626111111114e-08","0,0950131388888888","1,5559457194598766e-06","-0,00027","-4,42155e-09","0,0783099722222222","1,2824128062191362e-06","188,47","3,0864056611111116e-06","24,09","3,945005166666667e-07","542,92","8,890918244444445e-06","2,0418542714602107e-11","4,0837085429204215e-11","2,6098726269155027e-12","5,219745253831005e-12","5,881909699480966e-11","1,1763819398961932e-10"
"2024-09-15 15:08:00+02:00","rock-tobefilledbyoem","NVIDIA GeForce RTX 5050","1024","kernel","3","1.1","1.1367","1,1367","59,222","52.1","0","spmv","cusparse","fp32","1024","151157","151157","1.1367","59.222","52.1","52.1","7894627796","6.95","kernel","kernel","0","NVIDIA GeForce RTX 5050","13000","4","8","339","1149","2925","9801","50","0","sweep;repeats=50;passes=151157;dtype=fp32;byte_model=csr_theoretical;calibration_adjusted=1;passes=151157","1024","1024","4992","N","spmv_alg_default","0","cuda","cusparse","12102","synthetic:STENCIL_5PT_2D","STENCIL_5PT_2D","0","1","0","4.88","0.34","1,6450555555555556e-05","0.00039179131631350187","1,0883092119819495e-10","7.519995765991652e-06","6.945216676343802","7.501556948638697","1024","1024","","","","","DE","-0,00027","-4,44165e-09","0,0783099722222222","1,2882425485956793e-06","-0,00451","-7,419200555555555e-08","0,0950131388888888","1,5630189197993825e-06","-0,00451","-7,419200555555555e-08","0,0950131388888888","1,5630189197993825e-06","-0,00027","-4,44165e-09","0,0783099722222222","1,2882425485956793e-06","188,47","3,1004362055555553e-06","24,09","3,962938833333333e-07","542,92","8,931335622222222e-06","2,0511363718223804e-11","6,153409115467141e-11","2,6217368916645162e-12","7,865210674993549e-12","5,9086483736924e-11","1,7725945121077197e-10"
"2024-09-15 15:08:01+02:00","rock-tobefilledbyoem","NVIDIA GeForce RTX 5050","1024","kernel","4","1.1","1.1379","1,1379","64,119","56.3","0","spmv","cusparse","fp32","1024","151157","151157","1.1379","64.119","56.3","56.3","7894627796","6.94","kernel","kernel","0","NVIDIA GeForce RTX 5050","13000","4","8","341","403","2925","9801","50","0","sweep;repeats=50;passes=151157;dtype=fp32;byte_model=csr_theoretical;calibration_adjusted=1;passes=151157","1024","1024","4992","N","spmv_alg_default","0","cuda","cusparse","12102","synthetic:STENCIL_5PT_2D","STENCIL_5PT_2D","0","1","0","4.88","0.34","1,7810833333333332e-05","0.00042418809582090144","1,1783002661691706e-10","7.527934531645904e-06","6.937892429914756","8.121852183137426","1024","1024","","","","","DE","-0,00027","-4,8089249999999995e-09","0,0783099722222222","1,394765863587963e-06","-0,00451","-8,032685833333334e-08","0,0950131388888888","1,6922631812268516e-06","-0,00451","-8,032685833333334e-08","0,0950131388888888","1,6922631812268516e-06","-0,00027","-4,8089249999999995e-09","0,0783099722222222","1,394765863587963e-06","188,47","3,356807758333333e-06","24,09","4,29062975e-07","542,92","9,669857633333332e-06","2,220742511649036e-11","8,882970046596144e-11","2,838525341201532e-12","1,1354101364806128e-11","6,39722780508566e-11","2,558891122034264e-10"
"2024-09-15 15:08:03+02:00","rock-tobefilledbyoem","NVIDIA GeForce RTX 5050","1024","kernel","5","1.1","1.1388","1,1388","64,118","56.3","0","spmv","cusparse","fp32","1024","151157","151157","1.1388","64.118","56.3","56.3","7894627796","6.93","kernel","kernel","0","NVIDIA GeForce RTX 5050","13000","4","8","341","402","2925","9801","50","0","sweep;repeats=50;passes=151157;dtype=fp32;byte_model=csr_theoretical;calibration_adjusted=1;passes=151157","1024","1024","4992","N","spmv_alg_default","0","cuda","cusparse","12102","synthetic:STENCIL_5PT_2D","STENCIL_5PT_2D","0","1","0","4.88","0.34","1,7810555555555553e-05","0.0004241814801828562","1,1782818893968228e-10","7.533888605886595e-06","6.9324093747804705","8.121725514721149","1024","1024","","","","","DE","-0,00027","-4,8088499999999996e-09","0,0783099722222222","1,3947441108179012e-06","-0,00451","-8,032560555555554e-08","0,0950131388888888","1,6922367886882711e-06","-0,00451","-8,032560555555554e-08","0,0950131388888888","1,6922367886882711e-06","-0,00027","-4,8088499999999996e-09","0,0783099722222222","1,3947441108179012e-06","188,47","3,356755405555555e-06","24,09","4,2905628333333327e-07","542,92","9,669706822222219e-06","2,2207078769461917e-11","1,1103539384730958e-10","2,838481071556946e-12","1,419240535778473e-11","6,397128033913229e-11","3,198564016956615e-10"
"2024-09-15 15:08:04+02:00","rock-tobefilledbyoem","NVIDIA GeForce RTX 5050","1024","kernel","6","1.1","1.1342","1,1342","58,86","51.9","0","spmv","cusparse","fp32","1024","151157","151157","1.1342","58.86","51.9","51.9","7894627796","6.96","kernel","kernel","0","NVIDIA GeForce RTX 5050","13000","4","8","341","408","2925","9801","50","0","sweep;repeats=50;passes=151157;dtype=fp32;byte_model=csr_theoretical;calibration_adjusted=1;passes=151157","1024","1024","4992","N","spmv_alg_default","0","cuda","cusparse","12102","synthetic:STENCIL_5PT_2D","STENCIL_5PT_2D","0","1","0","4.88","0.34","1,635e-05","0.00038939645534113537","1,0816568203920428e-10","7.503456670878624e-06","6.960525300652442","7.455702981947143","1024","1024","","","","","DE","-0,00027","-4,4145e-09","0,0783099722222222","1,2803680458333335e-06","-0,00451","-7,373850000000002e-08","0,0950131388888888","1,5534648208333331e-06","-0,00451","-7,373850000000002e-08","0,0950131388888888","1,5534648208333331e-06","-0,00027","-4,4145e-09","0,0783099722222222","1,2803680458333335e-06","188,47","3,0814845e-06","24,09","3,938715e-07","542,92","8,876742e-06","2,038598609392883e-11","1,2231591656357298e-10","2,605711280324431e-12","1,5634267681946586e-11","5,872531209272478e-11","3,5235187255634873e-10"
"2024-09-15 15:08:05+02:00","rock-tobefilledbyoem","NVIDIA GeForce RTX 5050","1024","kernel","7","1.1","1.1314","1,1314","59,139","52.3","0","spmv","cusparse","fp32","1024","151157","151157","1.1314","59.139","52.3","52.3","7894627796","6.98","kernel","kernel","0","NVIDIA GeForce RTX 5050","13000","4","8","370","405","2925","9801","50","0","sweep;repeats=50;passes=151157;dtype=fp32;byte_model=csr_theoretical;calibration_adjusted=1;passes=151157","1024","1024","4992","N","spmv_alg_default","0","cuda","cusparse","12102","synthetic:STENCIL_5PT_2D","STENCIL_5PT_2D","0","1","0","4.88","0.34","1,64275e-05","0.0003912422183557493","1,0867839398770813e-10","7.484932884352031e-06","6.977751278062577","7.491043470087871","1024","1024","","","","","DE","-0,00027","-4,435425e-09","0,0783099722222222","1,286437068680556e-06","-0,00451","-7,4088025e-08","0,0950131388888888","1,5608283390972222e-06","-0,00451","-7,4088025e-08","0,0950131388888888","1,5608283390972222e-06","-0,00027","-4,435425e-09","0,0783099722222222","1,286437068680556e-06","188,47","3,0960909250000003e-06","24,09","3,9573847500000005e-07","542,92","8,9188183e-06","2,048261691486335e-11","1,4337831840404345e-10","2,618062511163889e-12","1,832643757814722e-11","5,900367366380649e-11","4,1302571564664545e-10"
"2024-09-15 15:08:06+02:00","rock-tobefilledbyoem","NVIDIA GeForce RTX 5050","1024","kernel","8","1.1","1.1315","1,1316","59,709","52.8","0","spmv","cusparse","fp32","1024","151157","151157","1.1315","59.709","52.8","52.8","7894627796","6.98","kernel","kernel","0","NVIDIA GeForce RTX 5050","13000","4","8","339","404","2925","9801","50","0","sweep;repeats=50;passes=151157;dtype=fp32;byte_model=csr_theoretical;calibration_adjusted=1;passes=151157","1024","1024","4992","N","spmv_alg_default","0","cuda","cusparse","12102","synthetic:STENCIL_5PT_2D","STENCIL_5PT_2D","0","1","0","4.88","0.34","1,6585833333333333e-05","0.00039501313204151975","1,0972587001153325e-10","7.486256011961073e-06","6.977134596553248","7.563244467364628","1024","1024","","","","","DE","-0,00027","-4,478175e-09","0,0783099722222222","1,298836147615741e-06","-0,00451","-7,480210833333333e-08","0,0950131388888888","1,5758720860879629e-06","-0,00451","-7,480210833333333e-08","0,0950131388888888","1,5758720860879629e-06","-0,00027","-4,478175e-09","0,0783099722222222","1,298836147615741e-06","188,47","3,1259320083333334e-06","24,09","3,99552725e-07","542,92","9,004780633333332e-06","2,068003472107367e-11","1,6544027776858937e-10","2,643296208577836e-12","2,1146369668622688e-11","5,957236934666162e-11","4,76578954773293e-10"
"2024-09-15 15:08:07+02:00","rock-tobefilledbyoem","NVIDIA GeForce RTX 5050","1024","kernel","9","1.1","1.1317","1,1317","64,497","57.0","0","spmv","cusparse","fp32","1024","151157","151157","1.1317","64.497","57.0","57.0","7894627796","6.98","kernel","kernel","0","NVIDIA GeForce RTX 5050","13000","4","8","321","801","2925","9801","50","0","sweep;repeats=50;passes=151157;dtype=fp32;byte_model=csr_theoretical;calibration_adjusted=1;passes=151157","1024","1024","4992","N","spmv_alg_default","0","cuda","cusparse","12102","synthetic:STENCIL_5PT_2D","STENCIL_5PT_2D","0","1","0","4.88","0.34","1,7915833333333332e-05","0.0004266888070019913","1,1852466861166426e-10","7.486917575765594e-06","6.975901560484228","8.16973284448938","1024","1024","","","","","DE","-0,00027","-4,837275e-09","0,0783099722222222","1,4029884106712963e-06","-0,00451","-8,080040833333333e-08","0,0950131388888888","1,7022395608101848e-06","-0,00451","-8,080040833333333e-08","0,0950131388888888","1,7022395608101848e-06","-0,00027","-4,837275e-09","0,0783099722222222","1,4029884106712963e-06","188,47","3,376597108333333e-06","24,09","4,3159242499999997e-07","542,92","9,726864233333331e-06","2,2338344293240362e-11","2,0104509863916325e-10","2,855259266854992e-12","2,569733340169493e-11","6,434941308264476e-11","5,791447177438028e-10"
