timestamp,host,gpu_name,matrix_size,mode,batches,seconds_target,seconds_gpu,seconds_wall,energy_j,avg_power_w,below_target,pcie_gen_current,pcie_width_current,clocks_sm_mhz,clocks_mem_mhz,temp_c,throttle_reasons
2025-10-08T20:34:59,rock-ms7a95,NVIDIA GeForce RTX 3090,64,e2e,250000,1,1.0583,1.0626,179.506,168.9,0,3,16,1965,9501,47,0
2025-10-08T20:35:00,rock-ms7a95,NVIDIA GeForce RTX 3090,64,e2e,250000,1.0,1.0587,1.0626,179.295,168.7,0,3,16,1965,9501,47,0
2025-10-08T20:35:01,rock-ms7a95,NVIDIA GeForce RTX 3090,64,e2e,250000,1.0,1.0582,1.0610,165.331,155.8,0,3,16,1965,9501,48,0
2025-10-08T20:35:02,rock-ms7a95,NVIDIA GeForce RTX 3090,64,e2e,250000,1.0,1.0584,1.0612,181.751,171.3,0,3,16,1965,9501,48,0
2025-10-08T20:35:03,rock-ms7a95,NVIDIA GeForce RTX 3090,64,e2e,250000,1.0,1.0588,1.0615,181.807,171.3,0,3,16,1965,9501,48,0
2025-10-08T20:35:07,rock-ms7a95,NVIDIA GeForce RTX 3090,96,e2e,250000,1.0,1.1637,1.1684,209.567,179.4,0,3,16,1965,9501,50,0
2025-10-08T20:35:08,rock-ms7a95,NVIDIA GeForce RTX 3090,96,e2e,250000,1.0,1.1637,1.1664,208.684,178.9,0,3,16,1965,9501,50,0
2025-10-08T20:35:09,rock-ms7a95,NVIDIA GeForce RTX 3090,96,e2e,250000,1.0,1.1637,1.1726,206.808,176.4,0,3,16,1965,9501,51,0
2025-10-08T20:35:11,rock-ms7a95,NVIDIA GeForce RTX 3090,96,e2e,250000,1.0,1.1636,1.1663,192.460,165.0,0,3,16,1965,9501,51,0
2025-10-08T20:35:12,rock-ms7a95,NVIDIA GeForce RTX 3090,96,e2e,250000,1.0,1.1636,1.1706,207.485,177.2,0,3,16,1965,9501,51,0
2025-10-08T20:35:16,rock-ms7a95,NVIDIA GeForce RTX 3090,128,e2e,250000,1.0,1.2580,1.2610,227.342,180.3,0,3,16,1980,9501,53,0
2025-10-08T20:35:17,rock-ms7a95,NVIDIA GeForce RTX 3090,128,e2e,250000,1.0,1.2579,1.2616,250.000,198.2,0,3,16,1980,9501,53,0
2025-10-08T20:35:18,rock-ms7a95,NVIDIA GeForce RTX 3090,128,e2e,250000,1.0,1.2580,1.2607,247.595,196.4,0,3,16,1980,9501,54,0
2025-10-08T20:35:19,rock-ms7a95,NVIDIA GeForce RTX 3090,128,e2e,250000,1.0,1.2579,1.2628,229.319,181.6,0,3,16,1980,9501,54,0
2025-10-08T20:35:21,rock-ms7a95,NVIDIA GeForce RTX 3090,128,e2e,250000,1.0,1.2578,1.2611,250.944,199.0,0,3,16,1980,9501,54,0
2025-10-08T20:35:25,rock-ms7a95,NVIDIA GeForce RTX 3090,160,e2e,250000,1.0,1.3805,1.3835,296.534,214.3,0,3,16,1980,9501,55,0
2025-10-08T20:35:26,rock-ms7a95,NVIDIA GeForce RTX 3090,160,e2e,250000,1.0,1.3800,1.3860,295.364,213.1,0,3,16,1980,9501,55,0
2025-10-08T20:35:28,rock-ms7a95,NVIDIA GeForce RTX 3090,160,e2e,250000,1.0,1.3798,1.3826,298.507,215.9,0,3,16,1980,9501,55,0
2025-10-08T20:35:29,rock-ms7a95,NVIDIA GeForce RTX 3090,160,e2e,250000,1.0,1.3801,1.3828,297.733,215.3,0,3,16,1980,9501,55,0
2025-10-08T20:35:30,rock-ms7a95,NVIDIA GeForce RTX 3090,160,e2e,250000,1.0,1.3817,1.3881,297.813,214.5,0,3,16,1980,9501,55,0
2025-10-08T20:35:36,rock-ms7a95,NVIDIA GeForce RTX 3090,192,e2e,250000,1.0,1.7686,1.7734,478.607,269.9,0,3,16,1965,9501,56,0
2025-10-08T20:35:38,rock-ms7a95,NVIDIA GeForce RTX 3090,192,e2e,250000,1.0,1.7732,1.7760,505.684,284.7,0,3,16,1965,9501,57,0
2025-10-08T20:35:39,rock-ms7a95,NVIDIA GeForce RTX 3090,192,e2e,250000,1.0,1.7725,1.7753,505.814,284.9,0,3,16,1965,9501,57,0
2025-10-08T20:35:41,rock-ms7a95,NVIDIA GeForce RTX 3090,192,e2e,250000,1.0,1.7721,1.7749,506.448,285.3,0,3,16,1965,9501,57,0
2025-10-08T20:35:43,rock-ms7a95,NVIDIA GeForce RTX 3090,192,e2e,250000,1.0,1.7742,1.7771,478.816,269.4,0,3,16,1965,9501,57,0
2025-10-08T20:35:48,rock-ms7a95,NVIDIA GeForce RTX 3090,224,e2e,250000,1.0,1.6585,1.6616,441.712,265.8,0,3,16,1965,9501,58,0
2025-10-08T20:35:50,rock-ms7a95,NVIDIA GeForce RTX 3090,224,e2e,250000,1.0,1.6589,1.6619,467.192,281.1,0,3,16,1965,9501,58,0
2025-10-08T20:35:51,rock-ms7a95,NVIDIA GeForce RTX 3090,224,e2e,250000,1.0,1.6591,1.6620,438.709,264.0,0,3,16,1965,9501,59,0
2025-10-08T20:35:53,rock-ms7a95,NVIDIA GeForce RTX 3090,224,e2e,250000,1.0,1.6592,1.6646,464.269,278.9,0,3,16,1965,9501,59,0
2025-10-08T20:35:55,rock-ms7a95,NVIDIA GeForce RTX 3090,224,e2e,250000,1.0,1.6595,1.6623,468.567,281.9,0,3,16,1965,9501,59,0
2025-10-08T20:36:00,rock-ms7a95,NVIDIA GeForce RTX 3090,256,e2e,250000,1.0,1.8517,1.8547,578.367,311.8,0,3,16,1965,9501,60,4
2025-10-08T20:36:02,rock-ms7a95,NVIDIA GeForce RTX 3090,256,e2e,250000,1.0,1.8511,1.8542,610.104,329.0,0,3,16,1965,9501,61,4
2025-10-08T20:36:04,rock-ms7a95,NVIDIA GeForce RTX 3090,256,e2e,250000,1.0,1.8500,1.8528,580.210,313.2,0,3,16,1965,9501,61,4
2025-10-08T20:36:06,rock-ms7a95,NVIDIA GeForce RTX 3090,256,e2e,250000,1.0,1.8501,1.8559,607.314,327.2,0,3,16,1965,9501,61,4
