schema_version,timestamp,session_id,sequence_index,run_id_global,repetition,workload,implementation,execution_mode,device_name,num_threads,problem_size,problem_spec,batches,e2e_time_s,kernel_time_s,wall_time_s,device_energy_j,total_energy_j,dram_energy_j,energy_per_op_j,energy_per_second_j,energy_per_flop_j,time_per_op_ms_kernel,time_per_op_ms_e2e,flops_total,gflops_per_s,logical_bytes_per_op,avg_power_w,runtime_status,pcie_gen,pcie_width,sm_clock_mhz,clock_before_mhz,clock_after_mhz,mem_clock_mhz,temp_c,temp_before_c,temp_after_c,throttle_reasons,cpu_cycles,cpu_instructions,cpu_ipc,cpu_cache_misses,checksum_ok
cpu-gpu-v2,2026-07-19T20:18:52,"strided_gemm_intel_20260719_175326_session5",1,1,1,"STRIDED_GEMM","openblas_sgemm_ld2n",cpu_native,"Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz",10,1024,"N=1024;ld=2048",539,1.003149,1.003149,1.003149,164.518256,164.605038,0.086782,3.053897e-01,164.088282,1.422082e-10,1.861130,1.861130,1.157494e+12,1153.86,1.258291e+07,164.09,in_range,,,,2355,2249,,100,99,100,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-19T20:18:53,"strided_gemm_intel_20260719_175326_session5",2,2,2,"STRIDED_GEMM","openblas_sgemm_ld2n",cpu_native,"Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz",10,1024,"N=1024;ld=2048",539,1.004626,1.004626,1.004626,164.519111,164.603628,0.084517,3.053871e-01,163.845749,1.422069e-10,1.863869,1.863869,1.157494e+12,1152.16,1.258291e+07,163.85,in_range,,,,2249,2355,,100,100,99,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-19T20:18:54,"strided_gemm_intel_20260719_175326_session5",3,3,3,"STRIDED_GEMM","openblas_sgemm_ld2n",cpu_native,"Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz",10,1024,"N=1024;ld=2048",539,1.004217,1.004217,1.004217,164.635199,164.723756,0.088557,3.056099e-01,164.032106,1.423107e-10,1.863110,1.863110,1.157494e+12,1152.63,1.258291e+07,164.03,in_range,,,,2355,2354,,99,99,99,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-19T20:18:55,"strided_gemm_intel_20260719_175326_session5",4,4,4,"STRIDED_GEMM","openblas_sgemm_ld2n",cpu_native,"Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz",10,1024,"N=1024;ld=2048",539,1.005121,1.005121,1.005121,164.718023,164.800581,0.082558,3.057525e-01,163.960961,1.423771e-10,1.864788,1.864788,1.157494e+12,1151.60,1.258291e+07,163.96,in_range,,,,2484,2248,,99,99,99,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-19T20:18:56,"strided_gemm_intel_20260719_175326_session5",5,5,5,"STRIDED_GEMM","openblas_sgemm_ld2n",cpu_native,"Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz",10,1024,"N=1024;ld=2048",539,1.005324,1.005324,1.005324,164.916082,164.997050,0.080968,3.061170e-01,164.123199,1.425468e-10,1.865166,1.865166,1.157494e+12,1151.36,1.258291e+07,164.12,in_range,,,,2248,2355,,99,99,99,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-19T20:18:57,"strided_gemm_intel_20260719_175326_session5",6,6,6,"STRIDED_GEMM","openblas_sgemm_ld2n",cpu_native,"Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz",10,1024,"N=1024;ld=2048",539,1.005621,1.005621,1.005621,164.820196,164.905187,0.084991,3.059465e-01,163.983472,1.424675e-10,1.865716,1.865716,1.157494e+12,1151.02,1.258291e+07,163.98,in_range,,,,2483,2354,,99,99,99,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-19T20:18:58,"strided_gemm_intel_20260719_175326_session5",7,7,7,"STRIDED_GEMM","openblas_sgemm_ld2n",cpu_native,"Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz",10,1024,"N=1024;ld=2048",539,1.004746,1.004746,1.004746,164.691595,164.780504,0.088909,3.057152e-01,164.002148,1.423597e-10,1.864093,1.864093,1.157494e+12,1152.03,1.258291e+07,164.00,in_range,,,,2354,2249,,100,99,100,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-19T20:18:59,"strided_gemm_intel_20260719_175326_session5",8,8,8,"STRIDED_GEMM","openblas_sgemm_ld2n",cpu_native,"Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz",10,1024,"N=1024;ld=2048",539,1.006810,1.006810,1.006810,165.022160,165.106264,0.084104,3.063196e-01,163.989428,1.426412e-10,1.867923,1.867923,1.157494e+12,1149.66,1.258291e+07,163.99,in_range,,,,2249,2460,,100,100,99,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-19T20:19:00,"strided_gemm_intel_20260719_175326_session5",9,9,9,"STRIDED_GEMM","openblas_sgemm_ld2n",cpu_native,"Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz",10,1024,"N=1024;ld=2048",539,1.005714,1.005714,1.005714,164.876654,164.961324,0.084670,3.060507e-01,164.024093,1.425160e-10,1.865889,1.865889,1.157494e+12,1150.92,1.258291e+07,164.02,in_range,,,,2468,2350,,99,99,99,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-19T20:19:01,"strided_gemm_intel_20260719_175326_session5",10,10,10,"STRIDED_GEMM","openblas_sgemm_ld2n",cpu_native,"Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz",10,1024,"N=1024;ld=2048",539,1.005377,1.005377,1.005377,164.836370,164.918439,0.082069,3.059711e-01,164.036464,1.424789e-10,1.865263,1.865263,1.157494e+12,1151.30,1.258291e+07,164.04,in_range,,,,2350,2354,,99,99,99,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-19T20:19:05,"strided_gemm_intel_20260719_175326_session5",11,11,1,"STRIDED_GEMM","openblas_sgemm_ld2n",cpu_native,"Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz",8,128,"N=128;ld=256",85477,1.001086,1.001086,1.001086,122.072259,122.072259,0.000000,1.428130e-03,121.939809,3.404927e-10,0.011712,0.011712,3.585165e+11,358.13,1.966080e+05,121.94,in_range,,,,2235,2235,,93,93,93,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-19T20:19:06,"strided_gemm_intel_20260719_175326_session5",12,12,2,"STRIDED_GEMM","openblas_sgemm_ld2n",cpu_native,"Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz",8,128,"N=128;ld=256",85477,1.003454,1.003454,1.003454,122.275322,122.275322,0.000000,1.430506e-03,121.854396,3.410591e-10,0.011739,0.011739,3.585165e+11,357.28,1.966080e+05,121.85,in_range,,,,2235,2350,,93,93,92,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-19T20:19:07,"strided_gemm_intel_20260719_175326_session5",13,13,3,"STRIDED_GEMM","openblas_sgemm_ld2n",cpu_native,"Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz",8,128,"N=128;ld=256",85477,1.032279,1.032279,1.032279,125.004929,125.004929,0.000000,1.462439e-03,121.096015,3.486727e-10,0.012077,0.012077,3.585165e+11,347.31,1.966080e+05,121.10,in_range,,,,2333,2235,,92,92,92,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-19T20:19:08,"strided_gemm_intel_20260719_175326_session5",14,14,4,"STRIDED_GEMM","openblas_sgemm_ld2n",cpu_native,"Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz",8,128,"N=128;ld=256",85477,1.008589,1.008589,1.008589,123.116079,123.116079,0.000000,1.440342e-03,122.067619,3.434042e-10,0.011800,0.011800,3.585165e+11,355.46,1.966080e+05,122.07,in_range,,,,2235,2349,,92,92,92,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-19T20:19:09,"strided_gemm_intel_20260719_175326_session5",15,15,5,"STRIDED_GEMM","openblas_sgemm_ld2n",cpu_native,"Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz",8,128,"N=128;ld=256",85477,1.008282,1.008282,1.008282,122.609733,122.609733,0.000000,1.434418e-03,121.602589,3.419919e-10,0.011796,0.011796,3.585165e+11,355.57,1.966080e+05,121.60,in_range,,,,2343,2234,,93,92,93,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-19T20:19:10,"strided_gemm_intel_20260719_175326_session5",16,16,6,"STRIDED_GEMM","openblas_sgemm_ld2n",cpu_native,"Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz",8,128,"N=128;ld=256",85477,1.000301,1.000301,1.000301,120.308835,120.308835,0.000000,1.407500e-03,120.272635,3.355740e-10,0.011703,0.011703,3.585165e+11,358.41,1.966080e+05,120.27,in_range,,,,2234,2182,,93,93,91,,-1,-1,-1.000000,-1,t
