schema_version,timestamp,session_id,sequence_index,run_id_global,repetition,workload,implementation,execution_mode,device_name,num_threads,problem_size,problem_spec,batches,e2e_time_s,kernel_time_s,wall_time_s,device_energy_j,total_energy_j,dram_energy_j,energy_per_op_j,energy_per_second_j,energy_per_flop_j,time_per_op_ms_kernel,time_per_op_ms_e2e,flops_total,gflops_per_s,logical_bytes_per_op,avg_power_w,runtime_status,pcie_gen,pcie_width,sm_clock_mhz,clock_before_mhz,clock_after_mhz,mem_clock_mhz,temp_c,temp_before_c,temp_after_c,throttle_reasons,cpu_cycles,cpu_instructions,cpu_ipc,cpu_cache_misses,checksum_ok
cpu-gpu-v2,2026-07-19T17:46:45,"quickcheck_strided_gemm_intel_20260719_174643",1,1,1,"STRIDED_GEMM","openblas_sgemm_ld2n",cpu_native,"Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz",20,4096,"N=4096;ld=8192",6,1.113389,1.113389,1.113389,155.957120,157.645506,1.688386,2.627425e+01,141.590683,1.911703e-10,185.564829,185.564829,8.246337e+11,740.65,2.013266e+08,141.59,in_range,,,,3664,3715,,63,61,63,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-19T17:46:47,"quickcheck_strided_gemm_intel_20260719_174643",2,2,2,"STRIDED_GEMM","openblas_sgemm_ld2n",cpu_native,"Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz",20,4096,"N=4096;ld=8192",6,1.122222,1.122222,1.122222,157.484705,159.159963,1.675258,2.652666e+01,141.825798,1.930069e-10,187.036921,187.036921,8.246337e+11,734.82,2.013266e+08,141.83,in_range,,,,3978,3659,,65,63,65,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-19T17:46:48,"quickcheck_strided_gemm_intel_20260719_174643",3,3,3,"STRIDED_GEMM","openblas_sgemm_ld2n",cpu_native,"Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz",20,4096,"N=4096;ld=8192",6,1.087640,1.087640,1.087640,153.210362,154.912839,1.702477,2.581881e+01,142.430295,1.878565e-10,181.273279,181.273279,8.246337e+11,758.19,2.013266e+08,142.43,in_range,,,,3813,3729,,65,65,62,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-19T17:46:50,"quickcheck_strided_gemm_intel_20260719_174643",4,4,1,"STRIDED_GEMM","openblas_sgemm_ld2n",cpu_native,"Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz",4,4096,"N=4096;ld=8192",5,1.049456,1.049456,1.049456,96.054197,97.079389,1.025192,1.941588e+01,92.504498,1.412691e-10,209.891176,209.891176,6.871948e+11,654.81,2.013266e+08,92.50,in_range,,,,2518,2483,,59,59,57,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-19T17:46:52,"quickcheck_strided_gemm_intel_20260719_174643",5,5,2,"STRIDED_GEMM","openblas_sgemm_ld2n",cpu_native,"Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz",4,4096,"N=4096;ld=8192",5,1.057604,1.057604,1.057604,95.663269,96.662084,0.998815,1.933242e+01,91.397241,1.406618e-10,211.520792,211.520792,6.871948e+11,649.77,2.013266e+08,91.40,in_range,,,,2632,2513,,59,57,59,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-19T17:46:53,"quickcheck_strided_gemm_intel_20260719_174643",6,6,3,"STRIDED_GEMM","openblas_sgemm_ld2n",cpu_native,"Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz",4,4096,"N=4096;ld=8192",5,1.063953,1.063953,1.063953,96.758053,97.770362,1.012309,1.955407e+01,91.893539,1.422746e-10,212.790504,212.790504,6.871948e+11,645.89,2.013266e+08,91.89,in_range,,,,2359,2661,,59,59,59,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-19T17:46:57,"quickcheck_strided_gemm_intel_20260719_174643",7,7,1,"STRIDED_GEMM","openblas_sgemm_ld2n",cpu_native,"Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz",1,4096,"N=4096;ld=8192",2,1.338895,1.338895,1.338895,70.025150,70.139090,0.113940,3.506954e+01,52.385813,2.551645e-10,669.447371,669.447371,2.748779e+11,205.30,2.013266e+08,52.39,above,,,,1768,1618,,58,57,58,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-19T17:46:58,"quickcheck_strided_gemm_intel_20260719_174643",8,8,2,"STRIDED_GEMM","openblas_sgemm_ld2n",cpu_native,"Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz",1,4096,"N=4096;ld=8192",2,1.341931,1.341931,1.341931,70.222599,70.345030,0.122431,3.517252e+01,52.420758,2.559137e-10,670.965403,670.965403,2.748779e+11,204.84,2.013266e+08,52.42,above,,,,1616,2053,,59,58,59,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-19T17:47:00,"quickcheck_strided_gemm_intel_20260719_174643",9,9,3,"STRIDED_GEMM","openblas_sgemm_ld2n",cpu_native,"Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz",1,4096,"N=4096;ld=8192",2,1.342733,1.342733,1.342733,70.632815,70.771846,0.139031,3.538592e+01,52.707319,2.574665e-10,671.366405,671.366405,2.748779e+11,204.72,2.013266e+08,52.71,above,,,,2057,2284,,59,59,56,,-1,-1,-1.000000,-1,t
cpu-gpu-v2,2026-07-19T17:47:02,"quickcheck_strided_gemm_intel_20260719_174643",10,10,1,"STRIDED_GEMM","openblas_sgemm_ld2n",cpu_native,"Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz",10,4096,"N=4096;ld=8192",8,1.004347,1.004347,1.004347,138.993968,140.883977,1.890009,1.761050e+01,140.274251,1.281332e-10,125.543334,125.543334,1.099512e+12,1094.75,2.013266e+08,140.27,in_range,,,,3436,3245,,59,59,58,,-1,-1,-1.000000,-1,t
