OpenBLAS backend=pthreads | config=OpenBLAS 0.3.30 NO_LAPACKE DYNAMIC_ARCH NO_AFFINITY SkylakeX MAX_THREADS=128
STRIDED_GEMM(ld=2N) | Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz | session=strided_gemm_intel_20260719_175326_session4 | reps=10 | configs=63 | DRAM-RAPL=yes
[OpenBLAS] requested=20 active=20
[STRIDED_GEMM] N=2048 threads=20 rep=1 batches=39 time=1.021 s | package=160.383 J | dram=1.285185 | total=161.669 J | power=158.3 W | runtime=in_range | checksum=OK
[STRIDED_GEMM] N=2048 threads=20 rep=2 batches=39 time=1.022 s | package=160.298 J | dram=1.313107 | total=161.611 J | power=158.1 W | runtime=in_range | checksum=OK
[STRIDED_GEMM] N=2048 threads=20 rep=3 batches=39 time=1.022 s | package=160.341 J | dram=1.315233 | total=161.657 J | power=158.2 W | runtime=in_range | checksum=OK
[STRIDED_GEMM] N=2048 threads=20 rep=4 batches=39 time=1.022 s | package=160.021 J | dram=1.318616 | total=161.339 J | power=157.8 W | runtime=in_range | checksum=OK
[STRIDED_GEMM] N=2048 threads=20 rep=5 batches=39 time=1.023 s | package=159.903 J | dram=1.319365 | total=161.222 J | power=157.6 W | runtime=in_range | checksum=OK
[STRIDED_GEMM] N=2048 threads=20 rep=6 batches=39 time=1.023 s | package=159.769 J | dram=1.312755 | total=161.082 J | power=157.4 W | runtime=in_range | checksum=OK
[STRIDED_GEMM] N=2048 threads=20 rep=7 batches=39 time=1.022 s | package=159.521 J | dram=1.305564 | total=160.826 J | power=157.3 W | runtime=in_range | checksum=OK
[STRIDED_GEMM] N=2048 threads=20 rep=8 batches=39 time=1.023 s | package=159.598 J | dram=1.310674 | total=160.909 J | power=157.3 W | runtime=in_range | checksum=OK
[STRIDED_GEMM] N=2048 threads=20 rep=9 batches=39 time=1.023 s | package=158.984 J | dram=1.298833 | total=160.283 J | power=156.7 W | runtime=in_range | checksum=OK
[STRIDED_GEMM] N=2048 threads=20 rep=10 batches=39 time=1.023 s | package=159.390 J | dram=1.309130 | total=160.699 J | power=157.1 W | runtime=in_range | checksum=OK
[OpenBLAS] requested=10 active=10
[STRIDED_GEMM] N=8192 threads=10 rep=1 batches=2 time=1.902 s | package=287.656 J | dram=4.075124 | total=291.731 J | power=153.4 W | runtime=above | checksum=OK
[STRIDED_GEMM] N=8192 threads=10 rep=2 batches=2 time=1.917 s | package=290.179 J | dram=4.121484 | total=294.300 J | power=153.5 W | runtime=above | checksum=OK
[STRIDED_GEMM] N=8192 threads=10 rep=3 batches=2 time=1.918 s | package=289.241 J | dram=4.097707 | total=293.339 J | power=152.9 W | runtime=above | checksum=OK
[STRIDED_GEMM] N=8192 threads=10 rep=4 batches=2 time=1.920 s | package=289.019 J | dram=4.135712 | total=293.155 J | power=152.7 W | runtime=above | checksum=OK
[STRIDED_GEMM] N=8192 threads=10 rep=5 batches=2 time=1.918 s | package=288.394 J | dram=4.136508 | total=292.531 J | power=152.6 W | runtime=above | checksum=OK
[STRIDED_GEMM] N=8192 threads=10 rep=6 batches=2 time=1.924 s | package=289.271 J | dram=4.148748 | total=293.420 J | power=152.5 W | runtime=above | checksum=OK
[STRIDED_GEMM] N=8192 threads=10 rep=7 batches=2 time=1.924 s | package=289.050 J | dram=4.108707 | total=293.158 J | power=152.4 W | runtime=above | checksum=OK
[STRIDED_GEMM] N=8192 threads=10 rep=8 batches=2 time=1.924 s | package=288.112 J | dram=4.199208 | total=292.311 J | power=151.9 W | runtime=above | checksum=OK
[STRIDED_GEMM] N=8192 threads=10 rep=9 batches=2 time=1.925 s | package=287.258 J | dram=4.192965 | total=291.451 J | power=151.4 W | runtime=above | checksum=OK
[STRIDED_GEMM] N=8192 threads=10 rep=10 batches=2 time=1.927 s | package=287.294 J | dram=4.152451 | total=291.446 J | power=151.3 W | runtime=above | checksum=OK
[OpenBLAS] requested=20 active=20
[STRIDED_GEMM] N=1024 threads=20 rep=1 batches=452 time=1.023 s | package=150.693 J | dram=0.397418 | total=151.090 J | power=147.6 W | runtime=in_range | checksum=OK
[STRIDED_GEMM] N=1024 threads=20 rep=2 batches=452 time=1.024 s | package=150.307 J | dram=0.395673 | total=150.702 J | power=147.2 W | runtime=in_range | checksum=OK
[STRIDED_GEMM] N=1024 threads=20 rep=3 batches=452 time=1.027 s | package=150.331 J | dram=0.386616 | total=150.717 J | power=146.8 W | runtime=in_range | checksum=OK
[STRIDED_GEMM] N=1024 threads=20 rep=4 batches=452 time=1.026 s | package=150.290 J | dram=0.400126 | total=150.690 J | power=146.9 W | runtime=in_range | checksum=OK
[STRIDED_GEMM] N=1024 threads=20 rep=5 batches=452 time=1.028 s | package=150.416 J | dram=0.407944 | total=150.824 J | power=146.8 W | runtime=in_range | checksum=OK
[STRIDED_GEMM] N=1024 threads=20 rep=6 batches=452 time=1.028 s | package=150.054 J | dram=0.398795 | total=150.453 J | power=146.4 W | runtime=in_range | checksum=OK
[STRIDED_GEMM] N=1024 threads=20 rep=7 batches=452 time=1.028 s | package=149.903 J | dram=0.409657 | total=150.313 J | power=146.3 W | runtime=in_range | checksum=OK
[STRIDED_GEMM] N=1024 threads=20 rep=8 batches=452 time=1.029 s | package=149.915 J | dram=0.407286 | total=150.322 J | power=146.1 W | runtime=in_range | checksum=OK
[STRIDED_GEMM] N=1024 threads=20 rep=9 batches=452 time=1.028 s | package=150.065 J | dram=0.390747 | total=150.456 J | power=146.3 W | runtime=in_range | checksum=OK
[STRIDED_GEMM] N=1024 threads=20 rep=10 batches=452 time=1.030 s | package=150.077 J | dram=0.404991 | total=150.482 J | power=146.1 W | runtime=in_range | checksum=OK
[OpenBLAS] requested=1 active=1
[STRIDED_GEMM] N=1024 threads=1 rep=1 batches=78 time=1.001 s | package=59.758 J | dram=0.000000 | total=59.758 J | power=59.7 W | runtime=in_range | checksum=OK
[STRIDED_GEMM] N=1024 threads=1 rep=2 batches=78 time=0.999 s | package=59.117 J | dram=0.000123 | total=59.118 J | power=59.2 W | runtime=in_range | checksum=OK
[STRIDED_GEMM] N=1024 threads=1 rep=3 batches=78 time=0.999 s | package=59.823 J | dram=0.000413 | total=59.824 J | power=59.9 W | runtime=in_range | checksum=OK
