OpenBLAS backend=pthreads | config=OpenBLAS 0.3.30 NO_LAPACKE DYNAMIC_ARCH NO_AFFINITY SkylakeX MAX_THREADS=128
STRIDED_GEMM(ld=2N) | Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz | session=strided_gemm_intel_20260719_175326_session1 | reps=10 | configs=63 | DRAM-RAPL=yes
[OpenBLAS] requested=1 active=1
[STRIDED_GEMM] N=2048 threads=1 rep=1 batches=12 time=1.117 s | package=73.539 J | dram=0.085619 | total=73.625 J | power=65.9 W | runtime=in_range | checksum=OK
[STRIDED_GEMM] N=2048 threads=1 rep=2 batches=12 time=1.056 s | package=67.966 J | dram=0.138664 | total=68.105 J | power=64.5 W | runtime=in_range | checksum=OK
[STRIDED_GEMM] N=2048 threads=1 rep=3 batches=12 time=1.214 s | package=109.573 J | dram=0.102525 | total=109.675 J | power=90.3 W | runtime=in_range | checksum=OK
[STRIDED_GEMM] N=2048 threads=1 rep=4 batches=12 time=0.996 s | package=51.756 J | dram=0.035221 | total=51.791 J | power=52.0 W | runtime=in_range | checksum=OK
[STRIDED_GEMM] N=2048 threads=1 rep=5 batches=12 time=0.996 s | package=51.663 J | dram=0.035266 | total=51.698 J | power=51.9 W | runtime=in_range | checksum=OK
[STRIDED_GEMM] N=2048 threads=1 rep=6 batches=12 time=0.995 s | package=51.622 J | dram=0.032941 | total=51.655 J | power=51.9 W | runtime=in_range | checksum=OK
[STRIDED_GEMM] N=2048 threads=1 rep=7 batches=12 time=0.998 s | package=50.669 J | dram=0.041708 | total=50.711 J | power=50.8 W | runtime=in_range | checksum=OK
[STRIDED_GEMM] N=2048 threads=1 rep=8 batches=12 time=0.995 s | package=48.982 J | dram=0.036751 | total=49.019 J | power=49.3 W | runtime=in_range | checksum=OK
[STRIDED_GEMM] N=2048 threads=1 rep=9 batches=12 time=0.996 s | package=49.062 J | dram=0.033354 | total=49.095 J | power=49.3 W | runtime=in_range | checksum=OK
[STRIDED_GEMM] N=2048 threads=1 rep=10 batches=12 time=0.996 s | package=50.421 J | dram=0.034256 | total=50.455 J | power=50.6 W | runtime=in_range | checksum=OK
[OpenBLAS] requested=8 active=8
