"timestamp","host","gpu_name","matrix_size","mode","batches","seconds_target","seconds_gpu","seconds_wall","energy_j","avg_power_w","below_target","workload","impl","dtype","N","passes_kernel","passes_e2e","seconds_kernel","energy_kernel_j","avg_power_w_kernel","avg_power_w_e2e","bytes_total","bw_gb_s","time_mode","energy_mode","includes_transfer","device_name","driver_version","pcie_gen_current","pcie_width_current","pcie_rx_kbs","pcie_tx_kbs","clocks_sm_mhz","clocks_mem_mhz","temp_c","throttle_reasons","notes","energy_batch_j","kWh_batch","seconds_batch","M","K","flops_batch","joule_per_gflop","gflops","flops_per_watt","kWh_e2e","market_area","de_price_eur_kwh_run","de_eur_job","de_price_sync","de_eur_job_sync","fr_price_eur_kwh_run","fr_eur_job","fr_price_sync","fr_eur_job_sync","pl_price_eur_kwh_run","pl_eur_job","pl_price_sync","pl_eur_job_sync","price_eur_kwh_run","eur_job","price_sync","eur_job_sync","de_price_eur_kwh_batch","de_eur_batch","de_eur_batch_sync","de_eur_job_from_batches","fr_price_eur_kwh_batch","fr_eur_batch","fr_eur_batch_sync","fr_eur_job_from_batches","pl_price_eur_kwh_batch","pl_eur_batch","pl_eur_batch_sync","pl_eur_job_from_batches","price_eur_kwh_batch","eur_batch","eur_batch_sync","eur_job_from_batches"
"2024-09-12 11:00:33+02:00","rock-ms7a95","NVIDIA GeForce RTX 3090","0","kernel","41222","1.0","0.5953","0,5953","167,252","281.0","1","reduction","cublas","fp32","0","41222","2912","0.5953","167.252","281.0","161.8","329776000000","553.97","kernel","kernel","0","NVIDIA GeForce RTX 3090","580.65.06","3","16","350","400","1980","9501","50","0","","0.004057348018048615","1,127041116124615e-09","1.4441317742952793e-05","0","0","","","","","4,6458888888888895e-05","DE","0,08041","3,7357592555555558e-06","0,07830997222222223","3,6381942983641984e-06","0,09831","4,567373366666667e-06","0,09501313888888888","4,414204862623457e-06","0,09831","4,567373366666667e-06","0,09501313888888888","4,414204862623457e-06","0,08041","3,7357592555555558e-06","0,07830997222222223","3,6381942983641984e-06","0,08041","9,06253761475803e-11","8,825855849702095e-11","3,735759255555555e-06","0,09831","1,107994121262109e-10","1,0708371409983639e-10","4,567373366666666e-06","0,09831","1,107994121262109e-10","1,0708371409983639e-10","4,567373366666666e-06","0,08041","9,06253761475803e-11","8,825855849702095e-11","3,735759255555555e-06"
"2024-09-12 11:00:33+02:00","rock-ms7a95","NVIDIA GeForce RTX 3090","0","e2e","2912","1.0","0.5953","1,0282","166,389","161.8","1","reduction","cublas","fp32","0","41222","2912","0.5953","167.252","281.0","161.8","11648000000","11.33","e2e","e2e","1","NVIDIA GeForce RTX 3090","580.65.06","3","16","350","400","1980","9501","50","0","","0.057139079670329676","1,5871966575091577e-08","0.00035309065934065935","0","0","0.0","","0.0","0.0","4,6219166666666666e-05","DE","0,08041","3,716483191666666e-06","0,07830997222222223","3,6194216578009265e-06","0,09831","4,543806275e-06","0,09501313888888888","4,391428101828703e-06","0,09831","4,543806275e-06","0,09501313888888888","4,391428101828703e-06","0,08041","3,716483191666666e-06","0,07830997222222223","3,6194216578009265e-06","0,08041","1,2762648323031137e-09","1,2429332616074611e-09","3,716483191666667e-06","0,09831","1,5603730339972528e-09","1,508045364638978e-09","4,5438062750000004e-06","0,09831","1,5603730339972528e-09","1,508045364638978e-09","4,5438062750000004e-06","0,08041","1,2762648323031137e-09","1,2429332616074611e-09","3,716483191666667e-06"
"2024-09-12 11:00:43+02:00","rock-ms7a95","NVIDIA GeForce RTX 3090","0","kernel","44103","1.0","0.8366","0,8366","274,17","327.7","1","reduction","cublas","fp32","0","44103","2016","0.8366","274.17","327.7","157.0","529236000000","632.61","kernel","kernel","0","NVIDIA GeForce RTX 3090","580.65.06","3","16","350","400","1980","9501","52","0","","0.006216583905856745","1,7268288627379846e-09","1.896923111806453e-05","0","0","","","","","7,615833333333333e-05","DE","0,08041","6,123891583333333e-06","0,07830997222222223","5,963956967824074e-06","0,09831","7,4871257499999995e-06","0,09501313888888888","7,236042302546295e-06","0,09831","7,4871257499999995e-06","0,09501313888888888","7,236042302546295e-06","0,08041","6,123891583333333e-06","0,07830997222222223","5,963956967824074e-06","0,08041","1,3885430885276132e-10","1,3522792027354317e-10","6,1238915833333325e-06","0,09831","1,6976454549577127e-10","1,6407143057266615e-10","7,48712575e-06","0,09831","1,6976454549577127e-10","1,6407143057266615e-10","7,48712575e-06","0,08041","1,3885430885276132e-10","1,3522792027354317e-10","6,1238915833333325e-06"
"2024-09-12 11:00:43+02:00","rock-ms7a95","NVIDIA GeForce RTX 3090","0","e2e","2016","1.0","0.8366","1,0508","164,99","157.0","1","reduction","cublas","fp32","0","44103","2016","0.8366","274.17","327.7","157.0","12096000000","11.51","e2e","e2e","1","NVIDIA GeForce RTX 3090","580.65.06","3","16","350","400","1980","9501","52","0","","0.08184027777777778","2,273341049382716e-08","0.0005212301587301587","0","0","0.0","","0.0","0.0","4,583055555555556e-05","DE","0,08041","3,685234972222222e-06","0,07830997222222223","3,5889895324845685e-06","0,09831","4,505601916666667e-06","0,09501313888888888","4,354504940354938e-06","0,09831","4,505601916666667e-06","0,09501313888888888","4,354504940354938e-06","0,08041","3,685234972222222e-06","0,07830997222222223","3,5889895324845685e-06","0,08041","1,8279935378086419e-09","1,7802527442879804e-09","3,685234972222222e-06","0,09831","2,234921585648148e-09","2,159972688668124e-09","4,505601916666666e-06","0,09831","2,234921585648148e-09","2,159972688668124e-09","4,505601916666666e-06","0,08041","1,8279935378086419e-09","1,7802527442879804e-09","3,685234972222222e-06"
"2024-09-12 11:00:51+02:00","rock-ms7a95","NVIDIA GeForce RTX 3090","0","kernel","31221","1.0","0.7371","0,7371","225,207","305.5","1","reduction","cublas","fp32","0","31221","1262","0.7371","225.207","305.5","183.7","499536000000","677.69","kernel","kernel","0","NVIDIA GeForce RTX 3090","580.65.06","3","16","350","400","1965","9501","52","0","","0.007213317959066013","2,003699433073892e-09","2.3609109253387143e-05","0","0","","","","","6,25575e-05","DE","0,08041","5,030248574999999e-06","0,07830997222222223","4,898876087291667e-06","0,09831","6,150027824999999e-06","0,09501313888888888","5,943784436041666e-06","0,09831","6,150027824999999e-06","0,09501313888888888","5,943784436041666e-06","0,08041","5,030248574999999e-06","0,07830997222222223","4,898876087291667e-06","0,08041","1,6111747141347163e-10","1,5690964694569892e-10","5,030248574999998e-06","0,09831","1,9698369126549429e-10","1,903777725262376e-10","6,1500278249999975e-06","0,09831","1,9698369126549429e-10","1,903777725262376e-10","6,1500278249999975e-06","0,08041","1,6111747141347163e-10","1,5690964694569892e-10","5,030248574999998e-06"
"2024-09-12 11:00:51+02:00","rock-ms7a95","NVIDIA GeForce RTX 3090","0","e2e","1262","1.0","0.7371","0,8679","159,464","183.7","1","reduction","cublas","fp32","0","31221","1262","0.7371","225.207","305.5","183.7","10096000000","11.63","e2e","e2e","1","NVIDIA GeForce RTX 3090","580.65.06","3","16","350","400","1965","9501","52","0","","0.1263581616481775","3,509948934671597e-08","0.0006877179080824089","0","0","0.0","","0.0","0.0","4,4295555555555554e-05","DE","0,08041","3,561805622222222e-06","0,07830997222222223","3,468783725123457e-06","0,09831","4,3546960666666665e-06","0,09501313888888888","4,2086597721604935e-06","0,09831","4,3546960666666665e-06","0,09501313888888888","4,2086597721604935e-06","0,08041","3,561805622222222e-06","0,07830997222222223","3,468783725123457e-06","0,08041","2,822349938369431e-09","2,748640035755513e-09","3,561805622222222e-06","0,09831","3,4506307976756472e-09","3,3349126562286e-09","4,3546960666666665e-06","0,09831","3,4506307976756472e-09","3,3349126562286e-09","4,3546960666666665e-06","0,08041","2,822349938369431e-09","2,748640035755513e-09","3,561805622222222e-06"
"2024-09-12 11:01:00+02:00","rock-ms7a95","NVIDIA GeForce RTX 3090","0","kernel","25260","1.0","0.8242","0,8242","268,845","326.2","1","reduction","cublas","fp32","0","25260","1033","0.8242","268.845","326.2","161.7","606240000000","735.59","kernel","kernel","0","NVIDIA GeForce RTX 3090","580.65.06","3","16","450","400","1965","9501","53","0","","0.01064311163895487","2,956419899709686e-09","3.262866191607284e-05","0","0","","","","","7,467916666666667e-05","DE","0,08041","6,004951791666667e-06","0,07830997222222223","5,8481234672453715e-06","0,09831","7,341708875e-06","0,09501313888888888","7,09550203460648e-06","0,09831","7,341708875e-06","0,09501313888888888","7,09550203460648e-06","0,08041","6,004951791666667e-06","0,07830997222222223","5,8481234672453715e-06","0,08041","2,3772572413565587e-10","2,3151716022349056e-10","6,004951791666667e-06","0,09831","2,906456403404592e-10","2,8089873454499135e-10","7,341708875e-06","0,09831","2,906456403404592e-10","2,8089873454499135e-10","7,341708875e-06","0,08041","2,3772572413565587e-10","2,3151716022349056e-10","6,004951791666667e-06"
"2024-09-12 11:01:00+02:00","rock-ms7a95","NVIDIA GeForce RTX 3090","0","e2e","1033","1.0","0.8242","1,0495","169,647","161.7","1","reduction","cublas","fp32","0","25260","1033","0.8242","268.845","326.2","161.7","12396000000","11.81","e2e","e2e","1","NVIDIA GeForce RTX 3090","580.65.06","3","16","450","400","1965","9501","53","0","","0.16422749273959342","4,56187479832204e-08","0.001015972894482091","0","0","0.0","","0.0","0.0","4,7124166666666665e-05","DE","0,08041","3,7892542416666664e-06","0,07830997222222223","3,6902921826620374e-06","0,09831","4,632776824999999e-06","0,09501313888888888","4,477414992523148e-06","0,09831","4,632776824999999e-06","0,09501313888888888","4,477414992523148e-06","0,08041","3,7892542416666664e-06","0,07830997222222223","3,6902921826620374e-06","0,08041","3,6682035253307524e-09","3,572402887378546e-09","3,7892542416666672e-06","0,09831","4,4847791142303976e-09","4,334380438066939e-09","4,632776825000001e-06","0,09831","4,4847791142303976e-09","4,334380438066939e-09","4,632776825000001e-06","0,08041","3,6682035253307524e-09","3,572402887378546e-09","3,7892542416666672e-06"
"2024-09-12 11:01:10+02:00","rock-ms7a95","NVIDIA GeForce RTX 3090","0","kernel","22661","1.0","0.9429","0,9429","332,182","352.3","1","reduction","cublas","fp32","0","22661","776","0.9429","332.182","352.3","161.2","725152000000","769.07","kernel","kernel","0","NVIDIA GeForce RTX 3090","580.65.06","3","16","400","350","1965","9501","53","0","","0.014658752923525","4,071875812090278e-09","4.1608931644675874e-05","0","0","","","","","9,227277777777778e-05","DE","0,08041","7,419654061111111e-06","0,07830997222222223","7,225878664645063e-06","0,09831","9,071336783333333e-06","0,09501313888888888","8,76712625066358e-06","0,09831","9,071336783333333e-06","0,09501313888888888","8,76712625066358e-06","0,08041","7,419654061111111e-06","0,07830997222222223","7,225878664645063e-06","0,08041","3,2741953405017925e-10","3,1886848173712825e-10","7,419654061111112e-06","0,09831","4,003061110865952e-10","3,868817020724408e-10","9,071336783333333e-06","0,09831","4,003061110865952e-10","3,868817020724408e-10","9,071336783333333e-06","0,08041","3,2741953405017925e-10","3,1886848173712825e-10","7,419654061111112e-06"
"2024-09-12 11:01:10+02:00","rock-ms7a95","NVIDIA GeForce RTX 3090","0","e2e","776","1.0","0.9429","1,0478","168,856","161.2","1","reduction","cublas","fp32","0","22661","776","0.9429","332.182","352.3","161.2","12416000000","11.85","e2e","e2e","1","NVIDIA GeForce RTX 3090","580.65.06","3","16","400","350","1965","9501","53","0","","0.2175979381443299","6,04438717067583e-08","0.001350257731958763","0","0","0.0","","0.0","0.0","4,690444444444444e-05","DE","0,08041","3,771586377777777e-06","0,07830997222222223","3,67308574154321e-06","0,09831","4,611175933333333e-06","0,09501313888888888","4,456538494506172e-06","0,09831","4,611175933333333e-06","0,09501313888888888","4,456538494506172e-06","0,08041","3,771586377777777e-06","0,07830997222222223","3,67308574154321e-06","0,08041","4,860291723940435e-09","4,733357914359807e-09","3,7715863777777775e-06","0,09831","5,942237027491408e-09","5,742961977456407e-09","4,611175933333333e-06","0,09831","5,942237027491408e-09","5,742961977456407e-09","4,611175933333333e-06","0,08041","4,860291723940435e-09","4,733357914359807e-09","3,7715863777777775e-06"
