platform,platform_label,problem_size,configuration,num_threads,runtime_s_session_cv_pct,energy_j_session_cv_pct,logical_bandwidth_gb_s_session_cv_pct,power_w_session_cv_pct,temperature_c_session_cv_pct,runtime_stable_5pct,energy_stable_5pct,bandwidth_stable_5pct
3090,RTX 3090,1000000,gpu_resident,-1,0.34224159411816446,0.4375622775411452,0.3412059626038508,0.30191713415931476,0.690144437499935,True,True,True
5060ti,RTX 5060 Ti,1000000,gpu_resident,-1,0.0014337653169848405,1.005261268071046,0.0014337455956134446,1.0075384284032671,0.6416263923959223,True,True,True
AMD,AMD CPU,1000000,1T,1,4.679865627894202,3.906262529157684,4.667407238991321,1.3592278853537096,2.1658479751503816,True,True,True
AMD,AMD CPU,1000000,2T,2,1.3893788385003565,1.0214984125848086,1.3648602914311612,0.588334519553193,0.8102404696821984,True,True,True
AMD,AMD CPU,1000000,4T,4,0.4521497768247544,0.6357404890472329,0.4527688841119082,0.42330400098916376,4.08414242465715,True,True,True
AMD,AMD CPU,1000000,8T,8,0.8631900755275014,0.556378425480623,0.857143048808651,0.45047493700215624,1.9728931563330467,True,True,True
AMD,AMD CPU,1000000,10T,10,0.8011683839471395,0.38993969420134705,0.801878156077978,0.3891824938771442,1.614987644340165,True,True,True
AMD,AMD CPU,1000000,16T,16,1.3032231028316823,0.8814982607371,1.3250471876352317,0.48377992466297853,2.4972153077743133,True,True,True
AMD,AMD CPU,1000000,20T,20,19.864727443627473,13.244825422616401,26.92206104132529,9.215028636226444,2.456759103966963,False,False,False
AMD,AMD CPU,1000000,32T,32,1.9460774334750308,1.7838892752586113,1.944045629913891,0.27805364566997187,1.9576300056498872,True,True,True
AMD,AMD CPU,1000000,64T,64,69.36412172826041,64.63569363170834,96.30489171501236,12.178602247283775,4.745571725741286,False,False,False
INTEL,Intel CPU,1000000,1T,1,0.31990420411373777,3.7078607864746886,0.3189044761792363,3.9789882070493556,5.5620113281551715,True,True,True
INTEL,Intel CPU,1000000,2T,2,1.142685494358262,1.5697202952281792,1.1300329896799144,0.8232626186611824,1.4935913065751085,True,True,True
INTEL,Intel CPU,1000000,4T,4,2.9834953360011283,1.0189908119864757,2.8735458208534106,4.527977195185875,11.042310999998962,True,True,True
INTEL,Intel CPU,1000000,8T,8,2.8743305862302706,3.561107965005227,2.845450572435196,1.6276227847888465,2.630162456976097,True,True,True
INTEL,Intel CPU,1000000,10T,10,4.70836095989186,5.8610247567055,4.480323714751366,2.489296554597761,7.026705383399495,True,False,True
INTEL,Intel CPU,1000000,16T,16,26.022743036995976,23.342215543768226,19.302938301523024,2.4333548596231633,3.0560045113446956,False,False,False
INTEL,Intel CPU,1000000,20T,20,13.898764709798137,13.682542015204808,11.723303259843536,3.6020635337648343,8.91730015763564,False,False,False
3090,RTX 3090,2000000,gpu_resident,-1,0.4622555065654818,0.5068793925357848,0.46317976873009303,0.24987372705773608,4.100127298869591,True,True,True
5060ti,RTX 5060 Ti,2000000,gpu_resident,-1,0.001571427828189706,0.7006948327580464,0.001571429893598643,0.6939359198608969,1.4731391274719738,True,True,True
AMD,AMD CPU,2000000,1T,1,0.9944411966133657,2.3327355100678977,0.9980536008769065,2.0820802802832605,8.472120632999985,True,True,True
AMD,AMD CPU,2000000,2T,2,5.3084103057380965,5.957414920490049,5.253084900610395,3.4760976071859586,2.380802082534723,False,False,False
AMD,AMD CPU,2000000,4T,4,0.6450841701308411,0.6812369815418562,0.6459868889215123,0.6681730916152577,2.3599087016181937,True,True,True
AMD,AMD CPU,2000000,8T,8,0.7299062140896482,0.4961029513001129,0.7332008262339482,0.26957534649887044,2.6350552787298365,True,True,True
AMD,AMD CPU,2000000,10T,10,0.23238104540599763,0.25806171875892314,0.2321301446111182,0.17205264384480023,1.5922167369336222,True,True,True
