platform,platform_label,device_kind,energy_domain,problem_size,policy,optimized_metric,lower_is_better,leader_count,selection_status,gap_to_second_pct,ci_separated_from_all,exact_configuration,leader_configurations,exact_num_threads,selected_runtime_s_median,selected_runtime_s_ci95_low,selected_runtime_s_ci95_high,selected_runtime_s_session_cv_pct,selected_energy_j_median,selected_energy_j_ci95_low,selected_energy_j_ci95_high,selected_energy_j_session_cv_pct,selected_total_energy_j_median,selected_total_energy_j_ci95_low,selected_total_energy_j_ci95_high,selected_total_energy_j_session_cv_pct,selected_power_w_median,selected_power_w_ci95_low,selected_power_w_ci95_high,selected_power_w_session_cv_pct,selected_edp_j_s_median,selected_edp_j_s_ci95_low,selected_edp_j_s_ci95_high,selected_edp_j_s_session_cv_pct,selected_throughput_gflops_median,selected_throughput_gflops_ci95_low,selected_throughput_gflops_ci95_high,selected_throughput_gflops_session_cv_pct,selected_efficiency_gflop_per_j_median,selected_efficiency_gflop_per_j_ci95_low,selected_efficiency_gflop_per_j_ci95_high,selected_efficiency_gflop_per_j_session_cv_pct,selected_logical_bandwidth_gb_s_median,selected_logical_bandwidth_gb_s_ci95_low,selected_logical_bandwidth_gb_s_ci95_high,selected_logical_bandwidth_gb_s_session_cv_pct,selected_logical_gb_per_j_median,selected_logical_gb_per_j_ci95_low,selected_logical_gb_per_j_ci95_high,selected_logical_gb_per_j_session_cv_pct,selected_temperature_c_median,selected_temperature_c_ci95_low,selected_temperature_c_ci95_high,selected_temperature_c_session_cv_pct,selected_clock_mhz_median,selected_clock_mhz_ci95_low,selected_clock_mhz_ci95_high,selected_clock_mhz_session_cv_pct
AMD,AMD CPU,CPU,CPU package RAPL,1000000,edp_opt,edp_j_s,True,4,tie_or_uncertain,1.1561387326563866,False,16T,"10T,16T,20T,64T",16,2.1910510621626327e-05,2.130687980829865e-05,2.1991949890827288e-05,1.3032231028316823,0.0039046152236151,0.0038340479673771,0.0039202104827859,0.8814982607371,0.0039046152236151,0.0038340479673771,0.0039202104827859,0.8814982607371,178.24501032846356,178.0957266678293,180.1252863532187,0.48377992466297853,8.549286313311295e-08,8.16915992201556e-08,8.621307249892336e-08,2.167716237508973,91.28039207018482,90.9423679995828,93.86639517349865,1.3250471876352405,0.5122143631218785,0.5101766879054664,0.5216418826831253,0.8909354258588751,547.6823524211089,545.6542079974969,563.1983710409918,1.3250471876352317,3.073286178731271,3.0610601274327984,3.1298512960987517,0.8909354258588776,65.0,64.0,68.0,2.4972153077743133,2538.0,2458.0,2610.0,2.292986770636986
INTEL,Intel CPU,CPU,CPU package RAPL,1000000,edp_opt,edp_j_s,True,2,tie_or_uncertain,9.330286516905684,False,10T,"10T,20T",10,5.226265657620041e-05,5.098217568947906e-05,5.714782857142858e-05,4.70836095989186,0.0077692344628316,0.0071583908580183,0.0084336419428571,5.8610247567055,0.0077692344628316,0.0071583920071501,0.0084336427999999,5.861023598616496,147.64017935406372,140.47364133913945,149.30843148836982,2.489296554597761,4.0764642321042895e-07,3.6495034037744975e-07,4.819643239832074e-07,10.534863122360449,38.26824220242123,34.99695526489195,39.229396802944414,4.480323714751367,0.2574256201905218,0.2371454720927424,0.2793923997262245,5.823891814749928,229.60945321452738,209.9817315893517,235.37638081766647,4.480323714751366,1.5445537211431308,1.4228728325564541,1.676354398357347,5.823891814749936,90.0,76.0,90.0,7.026705383399495,2519.0,2399.5,2520.0,2.148406378022358
3090,RTX 3090,GPU,GPU board NVML,1000000,energy_opt,energy_j,True,1,clear_leader,,True,gpu_resident,gpu_resident,-1,1.538917117033889e-05,1.5353986374516665e-05,1.5482835740044266e-05,0.34224159411816446,0.0053469386183744,0.0053173818652131,0.0053807478602714,0.4375622775411452,0.0053469386183744,0.0053173818652131,0.0053807478602714,0.4375622775411452,347.3848412608596,345.5401208811676,348.424119322583,0.30191713415931476,8.214436896471797e-08,8.183009970182028e-08,8.330923527917674e-08,0.7254271133130586,129.96151500704616,129.17530312791925,130.2593314345675,0.3412059626038511,0.3740458125191736,0.37169554343308736,0.37612495222211156,0.43689833038323594,779.769090042277,775.0518187675156,781.5559886074052,0.3412059626038508,2.2442748751150416,2.2301732605985243,2.25674971333267,0.4368983303832418,65.0,64.0,65.0,0.690144437499935,1935.0,1920.0,1935.0,0.3472155244564891
5060ti,RTX 5060 Ti,GPU,GPU board NVML,1000000,energy_opt,energy_j,True,1,clear_leader,,True,gpu_resident,gpu_resident,-1,8.18810284123475e-06,8.188016867272578e-06,8.188328011135675e-06,0.0014337653169848405,0.0011669327765495,0.0011522025710308,0.0011807213624826,1.005261268071046,0.0011669327765495,0.0011522025710308,0.0011807213624826,1.005261268071046,142.51507646584383,140.7151929643303,144.19976957440963,1.0075384284032671,9.55494169609149e-09,9.43437201399628e-09,9.667867942850342e-09,1.0059205941152458,244.25682466127938,244.2501078706312,244.2593893515266,0.001433745595615575,1.7138947848510984,1.693879744662851,1.735805881955923,1.008109487600183,1465.5409479676762,1465.5006472237874,1465.5563361091597,0.0014337455956134446,10.28336870910659,10.163278467977106,10.414835291735539,1.0081094876001861,70.0,69.0,70.0,0.6416263923959223,2745.0,2737.0,2745.0,0.1304114880804718
AMD,AMD CPU,CPU,CPU package RAPL,1000000,energy_opt,energy_j,True,5,tie_or_uncertain,1.0255898556078336,False,10T,"8T,10T,16T,20T,64T",10,2.264302467186866e-05,2.2384571912969763e-05,2.2895552764403508e-05,0.8011683839471395,0.0038193342316539,0.0038055064446714,0.0038460212360151,0.38993969420134705,0.0038193342316539,0.0038055064446714,0.0038460212360151,0.38993969420134705,168.782750899182,167.97832372401336,169.824636344706,0.3891824938771442,8.648127923745179e-08,8.518463267601684e-08,8.805678214220013e-08,1.1845829665480094,88.32742219659235,87.35320874669895,89.34725255304915,0.8018781560779789,0.523651473972712,0.5200179295089435,0.5255542275589805,0.38937364352643283,529.9645331795541,524.1192524801937,536.0835153182949,0.801878156077978,3.141908843836272,3.120107577053661,3.1533253653538833,0.389373643526443,64.0,63.0,65.5,1.614987644340165,2299.0,2270.0,2444.5,3.0279560210400667
INTEL,Intel CPU,CPU,CPU package RAPL,1000000,energy_opt,energy_j,True,2,tie_or_uncertain,4.406818352875619,False,10T,"10T,20T",10,5.226265657620041e-05,5.098217568947906e-05,5.714782857142858e-05,4.70836095989186,0.0077692344628316,0.0071583908580183,0.0084336419428571,5.8610247567055,0.0077692344628316,0.0071583920071501,0.0084336427999999,5.861023598616496,147.64017935406372,140.47364133913945,149.30843148836982,2.489296554597761,4.0764642321042895e-07,3.6495034037744975e-07,4.819643239832074e-07,10.534863122360449,38.26824220242123,34.99695526489195,39.229396802944414,4.480323714751367,0.2574256201905218,0.2371454720927424,0.2793923997262245,5.823891814749928,229.60945321452738,209.9817315893517,235.37638081766647,4.480323714751366,1.5445537211431308,1.4228728325564541,1.676354398357347,5.823891814749936,90.0,76.0,90.0,7.026705383399495,2519.0,2399.5,2520.0,2.148406378022358
3090,RTX 3090,GPU,GPU board NVML,1000000,runtime_opt,runtime_s,True,1,clear_leader,,True,gpu_resident,gpu_resident,-1,1.538917117033889e-05,1.5353986374516665e-05,1.5482835740044266e-05,0.34224159411816446,0.0053469386183744,0.0053173818652131,0.0053807478602714,0.4375622775411452,0.0053469386183744,0.0053173818652131,0.0053807478602714,0.4375622775411452,347.3848412608596,345.5401208811676,348.424119322583,0.30191713415931476,8.214436896471797e-08,8.183009970182028e-08,8.330923527917674e-08,0.7254271133130586,129.96151500704616,129.17530312791925,130.2593314345675,0.3412059626038511,0.3740458125191736,0.37169554343308736,0.37612495222211156,0.43689833038323594,779.769090042277,775.0518187675156,781.5559886074052,0.3412059626038508,2.2442748751150416,2.2301732605985243,2.25674971333267,0.4368983303832418,65.0,64.0,65.0,0.690144437499935,1935.0,1920.0,1935.0,0.3472155244564891
5060ti,RTX 5060 Ti,GPU,GPU board NVML,1000000,runtime_opt,runtime_s,True,1,clear_leader,,True,gpu_resident,gpu_resident,-1,8.18810284123475e-06,8.188016867272578e-06,8.188328011135675e-06,0.0014337653169848405,0.0011669327765495,0.0011522025710308,0.0011807213624826,1.005261268071046,0.0011669327765495,0.0011522025710308,0.0011807213624826,1.005261268071046,142.51507646584383,140.7151929643303,144.19976957440963,1.0075384284032671,9.55494169609149e-09,9.43437201399628e-09,9.667867942850342e-09,1.0059205941152458,244.25682466127938,244.2501078706312,244.2593893515266,0.001433745595615575,1.7138947848510984,1.693879744662851,1.735805881955923,1.008109487600183,1465.5409479676762,1465.5006472237874,1465.5563361091597,0.0014337455956134446,10.28336870910659,10.163278467977106,10.414835291735539,1.0081094876001861,70.0,69.0,70.0,0.6416263923959223,2745.0,2737.0,2745.0,0.1304114880804718
AMD,AMD CPU,CPU,CPU package RAPL,1000000,runtime_opt,runtime_s,True,3,tie_or_uncertain,3.3432084851519717,False,16T,"16T,20T,64T",16,2.1910510621626327e-05,2.130687980829865e-05,2.1991949890827288e-05,1.3032231028316823,0.0039046152236151,0.0038340479673771,0.0039202104827859,0.8814982607371,0.0039046152236151,0.0038340479673771,0.0039202104827859,0.8814982607371,178.24501032846356,178.0957266678293,180.1252863532187,0.48377992466297853,8.549286313311295e-08,8.16915992201556e-08,8.621307249892336e-08,2.167716237508973,91.28039207018482,90.9423679995828,93.86639517349865,1.3250471876352405,0.5122143631218785,0.5101766879054664,0.5216418826831253,0.8909354258588751,547.6823524211089,545.6542079974969,563.1983710409918,1.3250471876352317,3.073286178731271,3.0610601274327984,3.1298512960987517,0.8909354258588776,65.0,64.0,68.0,2.4972153077743133,2538.0,2458.0,2610.0,2.292986770636986
INTEL,Intel CPU,CPU,CPU package RAPL,1000000,runtime_opt,runtime_s,True,2,tie_or_uncertain,4.883694756360923,False,10T,"10T,20T",10,5.226265657620041e-05,5.098217568947906e-05,5.714782857142858e-05,4.70836095989186,0.0077692344628316,0.0071583908580183,0.0084336419428571,5.8610247567055,0.0077692344628316,0.0071583920071501,0.0084336427999999,5.861023598616496,147.64017935406372,140.47364133913945,149.30843148836982,2.489296554597761,4.0764642321042895e-07,3.6495034037744975e-07,4.819643239832074e-07,10.534863122360449,38.26824220242123,34.99695526489195,39.229396802944414,4.480323714751367,0.2574256201905218,0.2371454720927424,0.2793923997262245,5.823891814749928,229.60945321452738,209.9817315893517,235.37638081766647,4.480323714751366,1.5445537211431308,1.4228728325564541,1.676354398357347,5.823891814749936,90.0,76.0,90.0,7.026705383399495,2519.0,2399.5,2520.0,2.148406378022358
3090,RTX 3090,GPU,GPU board NVML,2000000,bandwidth_opt,logical_bandwidth_gb_s,False,1,clear_leader,,True,gpu_resident,gpu_resident,-1,3.152441523233088e-05,3.127744598355273e-05,3.165143508116832e-05,0.4622555065654818,0.0109568911165752,0.0109349770176042,0.011062434733078,0.5068793925357848,0.0109568911165752,0.0109349770176042,0.011062434733078,0.5068793925357848,349.2259217965061,347.556771342065,349.61116113266183,0.24987372705773608,3.454095852143541e-07,3.4201815299950593e-07,3.501419347936799e-07,0.9384553119582674,126.88577949885875,126.37657628294662,127.88767989890871,0.46317976873009126,0.36506705756607727,0.3615840541901253,0.3657986654713958,0.5057411116426966,761.3146769931525,758.2594576976795,767.3260793934522,0.46317976873009303,2.190402345396464,2.169504325140752,2.194791992828375,0.5057411116427001,65.0,59.0,65.0,4.100127298869591,1920.0,1905.0,1950.0,0.938549850256609
5060ti,RTX 5060 Ti,GPU,GPU board NVML,2000000,bandwidth_opt,logical_bandwidth_gb_s,False,1,clear_leader,,True,gpu_resident,gpu_resident,-1,1.4329228101849862e-05,1.4328955852641532e-05,1.4329471693246788e-05,0.001571427828189706,0.0021483758185387,0.0021343406554041,0.0021713880410953,0.7006948327580464,0.0021483758185387,0.0021343406554041,0.0021713880410953,0.7006948327580464,149.9313507551417,148.9481378670368,151.5329386824527,0.6939359198608969,3.078425931359429e-08,3.0583928131209865e-08,3.1114843469929694e-08,0.7011516712824075,279.1497191313195,279.14497377353587,279.1550229574197,0.0015714298936075847,1.8618716359974454,1.8421396472195288,1.8741150761815337,0.6998621107736126,1674.8983147879173,1674.8698426412157,1674.930137744518,0.001571429893598643,11.17122981598467,11.052837883317173,11.244690457089202,0.6998621107736109,72.0,70.5,73.0,1.4731391274719738,2745.0,2745.0,2752.0,0.11398540520316433
AMD,AMD CPU,CPU,CPU package RAPL,2000000,bandwidth_opt,logical_bandwidth_gb_s,False,3,tie_or_uncertain,0.41968946909844984,False,20T,"16T,20T,64T",20,3.01567331193498e-05,2.8657915371474976e-05,3.0295913825336064e-05,2.278095665789815,0.0068710531523307,0.006684854378448,0.0068851726163981,1.221873453164649,0.0068710531523307,0.006684854378448,0.0068851726163981,1.221873453164649,227.59547872300263,227.4739292826507,233.10257957285845,1.050144699942994,2.0720851616370408e-07,1.9157399104819674e-07,2.0859259625896048e-07,3.4665354114736093,132.64036207666788,132.0310066585565,139.57749362263283,2.3406202395912654,0.5821523878975056,0.5809585645642904,0.5983675594932955,1.2397454434998936,795.8421724600073,792.186039951339,837.464961735797,2.3406202395912694,3.492914327385033,3.485751387385742,3.5902053569597725,1.2397454434998936,73.0,72.0,74.0,1.0173111779280744,2721.5,2611.0,2742.0,1.98837720627617
INTEL,Intel CPU,CPU,CPU package RAPL,2000000,bandwidth_opt,logical_bandwidth_gb_s,False,3,tie_or_uncertain,8.293355082412113,False,10T,"10T,16T,20T",10,0.0002424371822803,0.0002398038581356,0.0002806352298206,6.974147338399948,0.0320214308588064,0.0315301573208722,0.0339082012331838,2.918490966977625,0.0325633545608927,0.0320219408099688,0.0344411325672645,2.896440677182557,131.42215687570996,120.88032585321534,133.08928562034424,3.8182733202956203,7.783918877574129e-06,7.561053373167587e-06,9.515835845877688e-06,10.067152924450863,16.499119328054626,14.25337796169446,16.68029877041491,6.385542824929397,0.1249163417349271,0.11796556156112034,0.1268626717999944,2.8321621296154125,98.99471596832774,85.52026777016677,100.08179262248946,6.385542824929387,0.7494980504095626,0.7077933693667221,0.7611760307999663,2.8321621296154103,85.0,77.0,87.0,4.652407801818121,2519.0,2401.5,2519.5,2.1100290220409517
3090,RTX 3090,GPU,GPU board NVML,2000000,bytes_per_j_opt,logical_gb_per_j,False,1,clear_leader,,True,gpu_resident,gpu_resident,-1,3.152441523233088e-05,3.127744598355273e-05,3.165143508116832e-05,0.4622555065654818,0.0109568911165752,0.0109349770176042,0.011062434733078,0.5068793925357848,0.0109568911165752,0.0109349770176042,0.011062434733078,0.5068793925357848,349.2259217965061,347.556771342065,349.61116113266183,0.24987372705773608,3.454095852143541e-07,3.4201815299950593e-07,3.501419347936799e-07,0.9384553119582674,126.88577949885875,126.37657628294662,127.88767989890871,0.46317976873009126,0.36506705756607727,0.3615840541901253,0.3657986654713958,0.5057411116426966,761.3146769931525,758.2594576976795,767.3260793934522,0.46317976873009303,2.190402345396464,2.169504325140752,2.194791992828375,0.5057411116427001,65.0,59.0,65.0,4.100127298869591,1920.0,1905.0,1950.0,0.938549850256609
5060ti,RTX 5060 Ti,GPU,GPU board NVML,2000000,bytes_per_j_opt,logical_gb_per_j,False,1,clear_leader,,True,gpu_resident,gpu_resident,-1,1.4329228101849862e-05,1.4328955852641532e-05,1.4329471693246788e-05,0.001571427828189706,0.0021483758185387,0.0021343406554041,0.0021713880410953,0.7006948327580464,0.0021483758185387,0.0021343406554041,0.0021713880410953,0.7006948327580464,149.9313507551417,148.9481378670368,151.5329386824527,0.6939359198608969,3.078425931359429e-08,3.0583928131209865e-08,3.1114843469929694e-08,0.7011516712824075,279.1497191313195,279.14497377353587,279.1550229574197,0.0015714298936075847,1.8618716359974454,1.8421396472195288,1.8741150761815337,0.6998621107736126,1674.8983147879173,1674.8698426412157,1674.930137744518,0.001571429893598643,11.17122981598467,11.052837883317173,11.244690457089202,0.6998621107736109,72.0,70.5,73.0,1.4731391274719738,2745.0,2745.0,2752.0,0.11398540520316433
AMD,AMD CPU,CPU,CPU package RAPL,2000000,bytes_per_j_opt,logical_gb_per_j,False,4,tie_or_uncertain,1.7436208028984712,False,16T,"10T,16T,20T,64T",16,3.0283297752475837e-05,2.7504384594787576e-05,3.059675011662261e-05,4.3559292508708864,0.0066708533772163,0.0063241592734737,0.0067099912921785,2.404166861704575,0.0066708533772163,0.0063241592734737,0.0067099912921785,2.404166861704575,220.34749300577403,219.2630185200186,228.635747790396,1.8331209761708094,2.0201543908535022e-07,1.73942108896313e-07,2.053039268514992e-07,6.643045434769977,132.08601099835556,130.73283877384347,145.4313579064063,4.545307697561805,0.5996234325373783,0.596125959904389,0.6324951392002026,2.4687394233857223,792.5160659901334,784.3970326430609,872.5881474384379,4.545307697561805,3.5977405952242694,3.5767557594263337,3.794970835201216,2.468739423385725,72.0,67.0,73.0,3.5302110824222597,2509.5,2391.0,2612.0,3.1497987369187372
