timestamp,host,gpu_name,matrix_size,mode,batches,seconds_target,seconds_gpu,seconds_wall,energy_j,avg_power_w,below_target,workload,impl,dtype,N,passes_kernel,passes_e2e,seconds_kernel,energy_kernel_j,avg_power_w_kernel,avg_power_w_e2e,bytes_total,bw_gb_s,time_mode,energy_mode,includes_transfer,device_name,driver_version,pcie_gen_current,pcie_width_current,pcie_rx_kbs,pcie_tx_kbs,clocks_sm_mhz,clocks_mem_mhz,temp_c,throttle_reasons,notes,energy_batch_j,kWh_batch,seconds_batch,M,K,flops_batch,joule_per_gflop,gflops,flops_per_watt
2025-10-12T17:26:30,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,0,kernel,2477,1.0,0.7686,0.7686,26.503,34.5,1,reduction,openblas,fp32,0,2477,112,0.7686,26.503,34.5,34.4,19816000000,25.78,kernel,kernel,0,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,,,,0,0,,,50.0,0,OPENBLAS_NUM_THREADS=10; e2e_host_memcpy=1; e2e_bw=mixed,0.010699636657246669,2.9721212936796303e-09,0.00031029471134436814,0,0,,,,
2025-10-12T17:26:30,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,0,e2e,112,1.0,0.7686,0.0702,2.412,34.4,1,reduction,openblas,fp32,0,2477,112,0.7686,26.503,34.5,34.4,448000000,6.39,e2e,e2e,0,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,,,,0,0,,,50.0,0,OPENBLAS_NUM_THREADS=10; e2e_host_memcpy=1; e2e_bw=mixed,0.021535714285714287,5.982142857142857e-09,0.0006267857142857143,0,0,0.0,,0.0,0.0
2025-10-12T17:26:35,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,0,kernel,1991,1.0,0.919,0.919,31.829,34.6,1,reduction,openblas,fp32,0,1991,146,0.919,31.829,34.6,34.8,23892000000,26.0,kernel,kernel,0,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,,,,0,0,,,50.0,0,OPENBLAS_NUM_THREADS=10; e2e_host_memcpy=1; e2e_bw=mixed,0.01598643897538925,4.440677493163681e-09,0.000461577096936213,0,0,,,,
2025-10-12T17:26:35,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,0,e2e,146,1.0,0.919,0.1451,5.055,34.8,1,reduction,openblas,fp32,0,1991,146,0.919,31.829,34.6,34.8,876000000,6.04,e2e,e2e,0,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,,,,0,0,,,50.0,0,OPENBLAS_NUM_THREADS=10; e2e_host_memcpy=1; e2e_bw=mixed,0.03462328767123288,9.6175799086758e-09,0.0009938356164383563,0,0,0.0,,0.0,0.0
2025-10-12T17:26:39,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,0,kernel,547,1.0,0.3523,0.3523,12.322,35.0,1,reduction,openblas,fp32,0,547,184,0.3523,12.322,35.0,34.7,8752000000,24.84,kernel,kernel,0,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,,,,0,0,,,49.0,0,OPENBLAS_NUM_THREADS=10; e2e_host_memcpy=1; e2e_bw=mixed,0.02252650822669104,6.257363396303067e-09,0.0006440585009140768,0,0,,,,
2025-10-12T17:26:39,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,0,e2e,184,1.0,0.3523,0.2844,9.876,34.7,1,reduction,openblas,fp32,0,547,184,0.3523,12.322,35.0,34.7,1472000000,5.18,e2e,e2e,0,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,,,,0,0,,,49.0,0,OPENBLAS_NUM_THREADS=10; e2e_host_memcpy=1; e2e_bw=mixed,0.05367391304347826,1.490942028985507e-08,0.0015456521739130435,0,0,0.0,,0.0,0.0
2025-10-12T17:26:46,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,0,kernel,887,1.0,0.9769,0.9769,34.25,35.1,1,reduction,openblas,fp32,0,887,228,0.9769,34.25,35.1,34.3,21288000000,21.79,kernel,kernel,0,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,,,,0,0,,,49.0,0,OPENBLAS_NUM_THREADS=10; e2e_host_memcpy=1; e2e_bw=mixed,0.03861330326944758,1.0725917574846549e-08,0.0011013528748590755,0,0,,,,
2025-10-12T17:26:46,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,0,e2e,228,1.0,0.9769,0.5579,19.14,34.3,1,reduction,openblas,fp32,0,887,228,0.9769,34.25,35.1,34.3,2736000000,4.9,e2e,e2e,0,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,,,,0,0,,,49.0,0,OPENBLAS_NUM_THREADS=10; e2e_host_memcpy=1; e2e_bw=mixed,0.08394736842105263,2.33187134502924e-08,0.002446929824561403,0,0,0.0,,0.0,0.0
2025-10-12T17:26:54,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,0,kernel,530,1.0,0.8491,0.8491,29.786,35.1,1,reduction,openblas,fp32,0,530,190,0.8491,29.786,35.1,34.4,16960000000,19.97,kernel,kernel,0,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,,,,0,0,,,49.0,0,OPENBLAS_NUM_THREADS=10; e2e_host_memcpy=1; e2e_bw=mixed,0.0562,1.561111111111111e-08,0.0016020754716981132,0,0,,,,
2025-10-12T17:26:54,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,0,e2e,190,1.0,0.8491,0.6361,21.881,34.4,1,reduction,openblas,fp32,0,530,190,0.8491,29.786,35.1,34.4,3040000000,4.78,e2e,e2e,0,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,,,,0,0,,,49.0,0,OPENBLAS_NUM_THREADS=10; e2e_host_memcpy=1; e2e_bw=mixed,0.11516315789473684,3.198976608187135e-08,0.0033478947368421053,0,0,0.0,,0.0,0.0
2025-10-12T17:27:02,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,0,kernel,387,1.0,1.0124,1.0124,33.949,33.5,0,reduction,openblas,fp32,0,387,111,1.0124,33.949,33.5,33.5,18576000000,18.35,kernel,kernel,0,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,,,,0,0,,,49.0,0,OPENBLAS_NUM_THREADS=10; e2e_host_memcpy=1; e2e_bw=mixed,0.0877235142118863,2.4367642836635084e-08,0.0026160206718346254,0,0,,,,
