timestamp,host,gpu_name,matrix_size,mode,batches,seconds_target,seconds_gpu,seconds_wall,energy_j,avg_power_w,below_target,workload,impl,dtype,N,passes_kernel,passes_e2e,seconds_kernel,energy_kernel_j,avg_power_w_kernel,avg_power_w_e2e,bytes_total,bw_gb_s,time_mode,energy_mode,includes_transfer,device_name,driver_version,pcie_gen_current,pcie_width_current,pcie_rx_kbs,pcie_tx_kbs,clocks_sm_mhz,clocks_mem_mhz,temp_c,throttle_reasons,notes,energy_batch_j,kWh_batch,seconds_batch,M,K,flops_batch,joule_per_gflop,gflops,flops_per_watt
2025-10-12T16:57:16,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,0,kernel,2551,1.0,0.7906,0.7906,27.363,34.6,1,reduction,openblas,fp32,0,2551,104,0.7906,27.363,34.6,34.6,20408000000,25.81,kernel,kernel,0,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,,,,0,0,,,50.0,0,OPENBLAS_NUM_THREADS=8; e2e_host_memcpy=1; e2e_bw=mixed,0.010726381811054488,2.979550503070691e-09,0.0003099176793414347,0,0,,,,
2025-10-12T16:57:16,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,0,e2e,104,1.0,0.7906,0.0654,2.264,34.6,1,reduction,openblas,fp32,0,2551,104,0.7906,27.363,34.6,34.6,416000000,6.36,e2e,e2e,0,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,,,,0,0,,,50.0,0,OPENBLAS_NUM_THREADS=8; e2e_host_memcpy=1; e2e_bw=mixed,0.021769230769230766,6.0470085470085465e-09,0.0006288461538461539,0,0,0.0,,0.0,0.0
2025-10-12T16:57:19,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,0,kernel,639,1.0,0.2898,0.2898,10.113,34.9,1,reduction,openblas,fp32,0,639,178,0.2898,10.113,34.9,34.9,7668000000,26.46,kernel,kernel,0,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,,,,0,0,,,50.0,0,OPENBLAS_NUM_THREADS=8; e2e_host_memcpy=1; e2e_bw=mixed,0.015826291079812205,4.396191966614501e-09,0.0004535211267605634,0,0,,,,
2025-10-12T16:57:19,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,0,e2e,178,1.0,0.2898,0.1767,6.162,34.9,1,reduction,openblas,fp32,0,639,178,0.2898,10.113,34.9,34.9,1068000000,6.04,e2e,e2e,0,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,,,,0,0,,,50.0,0,OPENBLAS_NUM_THREADS=8; e2e_host_memcpy=1; e2e_bw=mixed,0.034617977528089885,9.616104868913856e-09,0.0009926966292134831,0,0,0.0,,0.0,0.0
2025-10-12T16:57:23,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,0,kernel,1041,1.0,0.6647,0.6647,23.154,34.8,1,reduction,openblas,fp32,0,1041,184,0.6647,23.154,34.8,34.9,16656000000,25.06,kernel,kernel,0,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,,,,0,0,,,49.0,0,OPENBLAS_NUM_THREADS=8; e2e_host_memcpy=1; e2e_bw=mixed,0.02224207492795389,6.178354146653859e-09,0.0006385206532180596,0,0,,,,
2025-10-12T16:57:23,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,0,e2e,184,1.0,0.6647,0.2838,9.895,34.9,1,reduction,openblas,fp32,0,1041,184,0.6647,23.154,34.8,34.9,1472000000,5.19,e2e,e2e,0,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,,,,0,0,,,49.0,0,OPENBLAS_NUM_THREADS=8; e2e_host_memcpy=1; e2e_bw=mixed,0.05377717391304348,1.49381038647343e-08,0.001542391304347826,0,0,0.0,,0.0,0.0
2025-10-12T16:57:29,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,0,kernel,660,1.0,0.7303,0.7303,25.621,35.1,1,reduction,openblas,fp32,0,660,174,0.7303,25.621,35.1,34.8,15840000000,21.69,kernel,kernel,0,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,,,,0,0,,,49.0,0,OPENBLAS_NUM_THREADS=8; e2e_host_memcpy=1; e2e_bw=mixed,0.03881969696969697,1.0783249158249158e-08,0.0011065151515151515,0,0,,,,
2025-10-12T16:57:29,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,0,e2e,174,1.0,0.7303,0.4248,14.793,34.8,1,reduction,openblas,fp32,0,660,174,0.7303,25.621,35.1,34.8,2088000000,4.92,e2e,e2e,0,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,,,,0,0,,,49.0,0,OPENBLAS_NUM_THREADS=8; e2e_host_memcpy=1; e2e_bw=mixed,0.08501724137931034,2.361590038314176e-08,0.0024413793103448276,0,0,0.0,,0.0,0.0
2025-10-12T16:57:36,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,0,kernel,500,1.0,0.8022,0.8022,28.181,35.1,1,reduction,openblas,fp32,0,500,180,0.8022,28.181,35.1,34.7,16000000000,19.95,kernel,kernel,0,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,,,,0,0,,,49.0,0,OPENBLAS_NUM_THREADS=8; e2e_host_memcpy=1; e2e_bw=mixed,0.056362,1.5656111111111112e-08,0.0016044,0,0,,,,
2025-10-12T16:57:36,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,0,e2e,180,1.0,0.8022,0.6014,20.896,34.7,1,reduction,openblas,fp32,0,500,180,0.8022,28.181,35.1,34.7,2880000000,4.79,e2e,e2e,0,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,,,,0,0,,,49.0,0,OPENBLAS_NUM_THREADS=8; e2e_host_memcpy=1; e2e_bw=mixed,0.1160888888888889,3.224691358024692e-08,0.0033411111111111115,0,0,0.0,,0.0,0.0
2025-10-12T16:57:44,rock-ms7a95,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,0,kernel,396,1.0,1.0357,1.0357,34.8,33.6,0,reduction,openblas,fp32,0,396,113,1.0357,34.8,33.6,33.6,19008000000,18.35,kernel,kernel,0,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,,,,0,0,,,49.0,0,OPENBLAS_NUM_THREADS=8; e2e_host_memcpy=1; e2e_bw=mixed,0.08787878787878788,2.441077441077441e-08,0.0026154040404040408,0,0,,,,
