timestamp,host,gpu_name,matrix_size,mode,batches,seconds_target,seconds_gpu,seconds_wall,energy_j,avg_power_w,below_target,workload,impl,dtype,N,passes_kernel,passes_e2e,seconds_kernel,energy_kernel_j,avg_power_w_kernel,avg_power_w_e2e,bytes_total,bw_gb_s,time_mode,energy_mode,includes_transfer,device_name,driver_version,pcie_gen_current,pcie_width_current,pcie_rx_kbs,pcie_tx_kbs,clocks_sm_mhz,clocks_mem_mhz,temp_c,throttle_reasons,notes,energy_batch_j,kWh_batch,seconds_batch,M,K,flops_batch,joule_per_gflop,gflops,flops_per_watt
2025-10-13T14:37:22,rock-tobefilledbyoem,NVIDIA GeForce RTX 5050,0,kernel,48113,1.0,0.5855,0.5855,48.802,83.3,1,reduction,cublas,fp32,0,48113,1768,0.5855,48.802,83.3,49.6,384904000000,657.35,kernel,kernel,0,NVIDIA GeForce RTX 5050,580.65.06,3,8,407,400,2925,9801,46,0,,0.00101432045393137,2.8175568164760275e-10,1.216926818115686e-05,0,0,,,,
2025-10-13T14:37:22,rock-tobefilledbyoem,NVIDIA GeForce RTX 5050,0,e2e,1768,1.0,0.5855,1.0407,51.601,49.6,1,reduction,cublas,fp32,0,48113,1768,0.5855,48.802,83.3,49.6,7072000000,6.8,e2e,e2e,1,NVIDIA GeForce RTX 5050,580.65.06,3,8,407,400,2925,9801,46,0,,0.02918608597285068,8.107246103569634e-09,0.000588631221719457,0,0,0.0,,0.0,0.0
2025-10-13T14:37:32,rock-tobefilledbyoem,NVIDIA GeForce RTX 5050,0,kernel,58179,1.0,0.8933,0.8933,85.539,95.8,1,reduction,cublas,fp32,0,58179,1195,0.8933,85.539,95.8,50.2,698148000000,781.53,kernel,kernel,0,NVIDIA GeForce RTX 5050,580.65.06,3,8,384,393,2925,9801,49,0,,0.001470272778837725,4.0840910523270135e-10,1.535433747572148e-05,0,0,,,,
2025-10-13T14:37:32,rock-tobefilledbyoem,NVIDIA GeForce RTX 5050,0,e2e,1195,1.0,0.8933,1.0457,52.475,50.2,1,reduction,cublas,fp32,0,58179,1195,0.8933,85.539,95.8,50.2,7170000000,6.86,e2e,e2e,1,NVIDIA GeForce RTX 5050,580.65.06,3,8,384,393,2925,9801,49,0,,0.043912133891213394,1.2197814969781497e-08,0.0008750627615062762,0,0,0.0,,0.0,0.0
2025-10-13T14:37:37,rock-tobefilledbyoem,NVIDIA GeForce RTX 5050,0,kernel,20368,1.0,0.3732,0.3732,39.029,104.6,1,reduction,cublas,fp32,0,20368,626,0.3732,39.029,104.6,48.6,325888000000,873.18,kernel,kernel,0,NVIDIA GeForce RTX 5050,580.65.06,3,8,375,404,2925,9801,50,0,,0.0019161920659858604,5.322755738849612e-10,1.8322859387274155e-05,0,0,,,,
2025-10-13T14:37:37,rock-tobefilledbyoem,NVIDIA GeForce RTX 5050,0,e2e,626,1.0,0.3732,0.7262,35.308,48.6,1,reduction,cublas,fp32,0,20368,626,0.3732,39.029,104.6,48.6,5008000000,6.9,e2e,e2e,1,NVIDIA GeForce RTX 5050,580.65.06,3,8,375,404,2925,9801,50,0,,0.056402555910543134,1.566737664181754e-08,0.0011600638977635781,0,0,0.0,,0.0,0.0
2025-10-13T14:37:45,rock-tobefilledbyoem,NVIDIA GeForce RTX 5050,0,kernel,26548,1.0,0.65,0.65,69.462,106.9,1,reduction,cublas,fp32,0,26548,487,0.65,69.462,106.9,50.9,637152000000,980.2,kernel,kernel,0,NVIDIA GeForce RTX 5050,580.65.06,3,8,228538,405,2925,9801,52,0,,0.0026164682838631915,7.267967455175531e-10,2.4483953593491035e-05,0,0,,,,
2025-10-13T14:37:45,rock-tobefilledbyoem,NVIDIA GeForce RTX 5050,0,e2e,487,1.0,0.65,0.8432,42.879,50.9,1,reduction,cublas,fp32,0,26548,487,0.65,69.462,106.9,50.9,5844000000,6.93,e2e,e2e,1,NVIDIA GeForce RTX 5050,580.65.06,3,8,228538,405,2925,9801,52,0,,0.08804722792607803,2.4457563312799453e-08,0.0017314168377823408,0,0,0.0,,0.0,0.0
2025-10-13T14:37:56,rock-tobefilledbyoem,NVIDIA GeForce RTX 5050,0,kernel,9259,1.0,1.0348,1.0348,83.301,80.5,0,reduction,cublas,fp32,0,9259,444,1.0348,83.301,80.5,54.7,296288000000,286.33,kernel,kernel,0,NVIDIA GeForce RTX 5050,580.65.06,3,8,304524,418,2925,9801,51,0,,0.00899675990927746,2.4990999747992947e-09,0.00011176152932282104,0,0,,,,
2025-10-13T14:37:56,rock-tobefilledbyoem,NVIDIA GeForce RTX 5050,0,e2e,444,1.0,1.0348,1.0513,57.481,54.7,0,reduction,cublas,fp32,0,9259,444,1.0348,83.301,80.5,54.7,7104000000,6.76,e2e,e2e,1,NVIDIA GeForce RTX 5050,580.65.06,3,8,304524,418,2925,9801,51,0,,0.12946171171171172,3.596158658658659e-08,0.0023677927927927924,0,0,0.0,,0.0,0.0
