timestamp,device,kernel,N,threads,reps,rep,block_size,blocks,time_s,package_j,dram_j,total_j,power_w,logical_bytes,flops,bandwidth_gbs,gflops,checksum,reference,rel_err,checksum_ok,rapl_package_name,rapl_dram_name
2026-07-25T17:11:41+0200,AMD_CPU,openmp_blocked_sum_fp32,1000000,1,2,1,4096,245,0.000704399,0.080592,0,0.080592,114.412428183,4000004,999999,5.67860544947,1.41964852307,1000000,999999.99964,3.60012054573e-10,1,"package-0","NONE"
2026-07-25T17:11:41+0200,AMD_CPU,openmp_blocked_sum_fp32,1000000,1,2,2,4096,245,0.00070133,0.089992,0,0.089992,128.316199221,4000004,999999,5.70345486433,1.42586086436,1000000,999999.99964,3.60012054573e-10,1,"package-0","NONE"
2026-07-25T17:11:41+0200,AMD_CPU,openmp_blocked_sum_fp32,1000000,64,2,1,4096,245,0.017765951,2.8162,0,2.8162,158.516704228,4000004,999999,0.22515000745,0.0562873892875,1000000,999999.99964,3.60012054573e-10,1,"package-0","NONE"
2026-07-25T17:11:41+0200,AMD_CPU,openmp_blocked_sum_fp32,1000000,64,2,2,4096,245,0.017918559,2.903429,0,2.903429,162.03473728,4000004,999999,0.223232459708,0.055808003311,1000000,999999.99964,3.60012054573e-10,1,"package-0","NONE"
2026-07-25T17:11:41+0200,AMD_CPU,openmp_blocked_sum_fp32,64000000,1,2,1,4096,15625,0.048299159,3.683327,0,3.683327,76.2606860298,256000004,63999999,5.30029941101,1.32507481134,64000000,63999999.9999,2.34320759774e-12,1,"package-0","NONE"
2026-07-25T17:11:41+0200,AMD_CPU,openmp_blocked_sum_fp32,64000000,1,2,2,4096,15625,0.048514236,3.767948,0,3.767948,77.6668522617,256000004,63999999,5.27680172063,1.31920038893,64000000,63999999.9999,2.34320759774e-12,1,"package-0","NONE"
2026-07-25T17:11:42+0200,AMD_CPU,openmp_blocked_sum_fp32,64000000,64,2,1,4096,15625,0.020579404,2.96762,0,2.96762,144.203398699,256000004,63999999,12.4396218666,3.10990536947,64000000,63999999.9999,2.34320759774e-12,1,"package-0","NONE"
2026-07-25T17:11:42+0200,AMD_CPU,openmp_blocked_sum_fp32,64000000,64,2,2,4096,15625,0.020814331,3.117316,0,3.117316,149.767772983,256000004,63999999,12.2992184567,3.0748045181,64000000,63999999.9999,2.34320759774e-12,1,"package-0","NONE"
2026-07-25T17:11:43+0200,AMD_CPU,openmp_blocked_sum_fp32,256000000,1,2,1,4096,62500,0.192863048,13.589675,0,13.589675,70.462823962,1024000004,255999999,5.30946707842,1.32736675924,256000000,256000000,1.40629708767e-12,1,"package-0","NONE"
2026-07-25T17:11:43+0200,AMD_CPU,openmp_blocked_sum_fp32,256000000,1,2,2,4096,62500,0.193155304,13.512073,0,13.512073,69.9544497106,1024000004,255999999,5.30143352419,1.32535837069,256000000,256000000,1.40629708767e-12,1,"package-0","NONE"
2026-07-25T17:11:44+0200,AMD_CPU,openmp_blocked_sum_fp32,256000000,64,2,1,4096,62500,0.040531167,6.379599,0,6.379599,157.399835045,1024000004,255999999,25.2645082733,6.31612701899,256000000,256000000,1.40629708767e-12,1,"package-0","NONE"
2026-07-25T17:11:44+0200,AMD_CPU,openmp_blocked_sum_fp32,256000000,64,2,2,4096,62500,0.04182694,6.749254,0,6.749254,161.361409656,1024000004,255999999,24.4818292708,6.12045726988,256000000,256000000,1.40629708767e-12,1,"package-0","NONE"
