timestamp,run_id_global,run_id_per_size,device_name,num_threads,problem_size,batches,gpu_e2e_time_s,gpu_kernel_time_s,wall_time_s,total_energy_j,energy_per_batch_j,energy_per_second_j,energy_per_flop_j,time_per_gemm_ms_kernel,time_per_gemm_ms_e2e,flops_total,gflops_per_s,avg_power_w,below_target,pcie_gen,pcie_width,sm_clock_mhz,mem_clock_mhz,temp_c,throttle_reasons,cpu_cycles,cpu_instructions,cpu_ipc,cpu_cache_misses
2026-02-12T09:19:13,1,1,Ryzen Threadripper 3970X 32-Core Processor,1,1000000,11528,1.008985,1.008985,1.008985,55.429858,4.808281e-03,54.936240,2.404140e-09,0.087525,0.087525,2.305600e+10,22.85,54.94,f,,,3701,,33,,3652647025,3963903848,1.085214,219009817
2026-02-12T09:19:14,2,2,Ryzen Threadripper 3970X 32-Core Processor,1,1000000,11528,1.007156,1.007156,1.007156,55.305932,4.797531e-03,54.913000,2.398765e-09,0.087366,0.087366,2.305600e+10,22.89,54.91,f,,,3701,,33,,3646750931,3963903845,1.086969,220240298
2026-02-12T09:19:15,3,3,Ryzen Threadripper 3970X 32-Core Processor,1,1000000,11528,1.006753,1.006753,1.006753,55.239377,4.791757e-03,54.868869,2.395879e-09,0.087331,0.087331,2.305600e+10,22.90,54.87,f,,,3701,,33,,3644955339,3963903845,1.087504,221051460
2026-02-12T09:19:16,4,4,Ryzen Threadripper 3970X 32-Core Processor,1,1000000,11528,1.008034,1.008034,1.008034,55.350714,4.801415e-03,54.909593,2.400708e-09,0.087442,0.087442,2.305600e+10,22.87,54.91,f,,,3701,,33,,3649312717,3963903846,1.086206,219027883
2026-02-12T09:19:17,5,5,Ryzen Threadripper 3970X 32-Core Processor,1,1000000,11528,1.005144,1.005144,1.005144,55.172715,4.785975e-03,54.890334,2.392987e-09,0.087192,0.087192,2.305600e+10,22.94,54.89,f,,,3701,,33,,3639414945,3963903843,1.089160,219052704
2026-02-12T09:19:18,6,6,Ryzen Threadripper 3970X 32-Core Processor,1,1000000,11528,1.005282,1.005282,1.005282,55.167680,4.785538e-03,54.877800,2.392769e-09,0.087204,0.087204,2.305600e+10,22.93,54.88,f,,,3701,,33,,3640120796,3963903844,1.088948,219203067
2026-02-12T09:19:19,7,7,Ryzen Threadripper 3970X 32-Core Processor,1,1000000,11528,1.012230,1.012230,1.012230,55.506102,4.814894e-03,54.835438,2.407447e-09,0.087806,0.087806,2.305600e+10,22.78,54.84,f,,,3701,,33,,3664820387,3963903850,1.081609,216985628
2026-02-12T09:19:20,8,8,Ryzen Threadripper 3970X 32-Core Processor,1,1000000,11528,1.007760,1.007760,1.007760,55.300302,4.797042e-03,54.874455,2.398521e-09,0.087418,0.087418,2.305600e+10,22.88,54.87,f,,,3701,,33,,3648650290,3963903849,1.086403,219001259
2026-02-12T09:19:21,9,9,Ryzen Threadripper 3970X 32-Core Processor,1,1000000,11528,1.006478,1.006478,1.006478,55.244137,4.792170e-03,54.888556,2.396085e-09,0.087307,0.087307,2.305600e+10,22.91,54.89,f,,,3701,,33,,3643256377,3963903844,1.088011,219397763
2026-02-12T09:19:22,10,10,Ryzen Threadripper 3970X 32-Core Processor,1,1000000,11528,1.006226,1.006226,1.006226,55.172791,4.785981e-03,54.831410,2.392991e-09,0.087285,0.087285,2.305600e+10,22.91,54.83,f,,,3701,,33,,3642920118,3963903845,1.088112,220866932
