timestamp,run_id_global,run_id_per_size,device_name,num_threads,problem_size,batches,gpu_e2e_time_s,gpu_kernel_time_s,wall_time_s,total_energy_j,energy_per_batch_j,energy_per_second_j,energy_per_flop_j,time_per_gemm_ms_kernel,time_per_gemm_ms_e2e,flops_total,gflops_per_s,avg_power_w,below_target,pcie_gen,pcie_width,sm_clock_mhz,mem_clock_mhz,temp_c,throttle_reasons,cpu_cycles,cpu_instructions,cpu_ipc,cpu_cache_misses
2026-02-18T12:24:25,1,1,Ryzen Threadripper 3970X 32-Core Processor,1,1000000,6451,1.135311,1.135311,1.135311,84.996230,1.317567e-02,74.866040,6.587834e-09,0.175990,0.175990,1.290200e+10,11.36,74.87,f,,,1754,,37,,4476791906,4847136345,1.082725,429969050
2026-02-18T12:24:26,2,2,Ryzen Threadripper 3970X 32-Core Processor,1,1000000,6451,1.075341,1.075341,1.075341,72.460593,1.123246e-02,67.383840,5.616229e-09,0.166694,0.166694,1.290200e+10,12.00,67.38,f,,,1754,,37,,4283132231,4846910516,1.131628,291838622
2026-02-18T12:24:27,3,3,Ryzen Threadripper 3970X 32-Core Processor,1,1000000,6451,1.000337,1.000337,1.000337,81.148223,1.257917e-02,81.120863,6.289585e-09,0.155067,0.155067,1.290200e+10,12.90,81.12,f,,,1754,,37,,4322341794,4846910275,1.121362,284812073
2026-02-18T12:24:28,4,4,Ryzen Threadripper 3970X 32-Core Processor,1,1000000,6451,0.997984,0.997984,0.997984,80.308133,1.244894e-02,80.470321,6.224472e-09,0.154702,0.154702,1.290200e+10,12.93,80.47,t,,,1754,,37,,4305812719,4846910265,1.125667,282791427
2026-02-18T12:24:29,5,5,Ryzen Threadripper 3970X 32-Core Processor,1,1000000,6451,0.994249,0.994249,0.994249,79.439938,1.231436e-02,79.899470,6.157180e-09,0.154123,0.154123,1.290200e+10,12.98,79.90,t,,,1754,,37,,4288620532,4846910267,1.130179,279450469
2026-02-18T12:24:30,6,6,Ryzen Threadripper 3970X 32-Core Processor,1,1000000,6451,1.040005,1.040005,1.040005,81.346257,1.260987e-02,78.217155,6.304934e-09,0.161216,0.161216,1.290200e+10,12.41,78.22,f,,,1754,,37,,4362037382,4846910332,1.111157,387964056
2026-02-18T12:24:31,7,7,Ryzen Threadripper 3970X 32-Core Processor,1,1000000,6451,1.062333,1.062333,1.062333,83.377372,1.292472e-02,78.485168,6.462360e-09,0.164677,0.164677,1.290200e+10,12.14,78.49,f,,,1754,,37,,4601422527,4846910366,1.053350,827173299
2026-02-18T12:24:32,8,8,Ryzen Threadripper 3970X 32-Core Processor,1,1000000,6451,1.155433,1.155433,1.155433,76.608267,1.187541e-02,66.302632,5.937705e-09,0.179109,0.179109,1.290200e+10,11.17,66.30,f,,,1754,,37,,4513913106,4846910590,1.073771,760020202
2026-02-18T12:24:33,9,9,Ryzen Threadripper 3970X 32-Core Processor,1,1000000,6451,1.150507,1.150507,1.150507,73.211530,1.134887e-02,63.634172,5.674433e-09,0.178345,0.178345,1.290200e+10,11.21,63.63,f,,,1754,,37,,4535617909,4846910459,1.068633,851490769
2026-02-18T12:24:34,10,10,Ryzen Threadripper 3970X 32-Core Processor,1,1000000,6451,1.164653,1.164653,1.164653,74.110303,1.148819e-02,63.632963,5.744094e-09,0.180538,0.180538,1.290200e+10,11.08,63.63,f,,,3937,,37,,4535572728,4846910627,1.068644,572385413
2026-02-18T12:24:36,11,11,Ryzen Threadripper 3970X 32-Core Processor,1,1000000,6451,1.117080,1.117080,1.117080,82.335250,1.276318e-02,73.705757,6.381588e-09,0.173164,0.173164,1.290200e+10,11.55,73.71,f,,,3899,,37,,4646988615,4846910677,1.043022,719124319
2026-02-18T12:28:24,1,1,Ryzen Threadripper 3970X 32-Core Processor,1,1000000,5096,0.995695,0.995695,0.995695,55.019737,1.079665e-02,55.257624,5.398326e-09,0.195388,0.195388,1.019200e+10,10.24,55.26,t,,,3701,,39,,3589625060,3829308858,1.066771,150277124
2026-02-18T12:28:25,2,2,Ryzen Threadripper 3970X 32-Core Processor,1,1000000,5096,1.002619,1.002619,1.002619,55.411731,1.087357e-02,55.266994,5.436787e-09,0.196746,0.196746,1.019200e+10,10.17,55.27,f,,,3701,,39,,3613997743,3830032802,1.059777,148188220
2026-02-18T12:28:26,3,3,Ryzen Threadripper 3970X 32-Core Processor,1,1000000,5096,0.997755,0.997755,0.997755,55.403080,1.087188e-02,55.527713,5.435938e-09,0.195792,0.195792,1.019200e+10,10.21,55.53,t,,,3701,,39,,3599098416,3830032636,1.064164,147193012
2026-02-18T12:28:27,4,4,Ryzen Threadripper 3970X 32-Core Processor,1,1000000,5096,0.998514,0.998514,0.998514,55.218336,1.083562e-02,55.300501,5.417812e-09,0.195941,0.195941,1.019200e+10,10.21,55.30,t,,,3701,,39,,3598730372,3830032665,1.064273,147151967
