timestamp,host,gpu_name,matrix_size,mode,batches,seconds_target,seconds_gpu,seconds_wall,energy_j,avg_power_w,below_target,workload,impl,dtype,N,passes_kernel,passes_e2e,seconds_kernel,energy_kernel_j,avg_power_w_kernel,avg_power_w_e2e,bytes_total,bw_gb_s,time_mode,energy_mode,includes_transfer,device_name,driver_version,pcie_gen_current,pcie_width_current,pcie_rx_kbs,pcie_tx_kbs,clocks_sm_mhz,clocks_mem_mhz,temp_c,throttle_reasons,notes
2025-10-12T21:18:55,rock-tobefilledbyoem,NVIDIA GeForce RTX 3090,0,kernel,38288,1.00,0.5533,0.5533,144.575,261.3,1,reduction,cublas,fp32,1000000,38288,991,0.5533,144.575,261.3,217.0,306304000000,553.63,kernel,kernel,0,NVIDIA GeForce RTX 3090,580.65.06,3,16,350,350,1950,9501,49,0,
2025-10-12T21:18:55,rock-tobefilledbyoem,NVIDIA GeForce RTX 3090,0,e2e,991,1.00,0.5533,0.3326,72.175,217.0,1,reduction,cublas,fp32,1000000,38288,991,0.5533,144.575,261.3,217.0,3964000000,11.92,e2e,e2e,1,NVIDIA GeForce RTX 3090,580.65.06,3,16,350,350,1950,9501,49,0,
2025-10-12T21:19:05,rock-tobefilledbyoem,NVIDIA GeForce RTX 3090,0,kernel,43692,1.00,0.8272,0.8272,242.582,293.3,1,reduction,cublas,fp32,1500000,43692,2144,0.8272,242.582,293.3,152.5,524304000000,633.83,kernel,kernel,0,NVIDIA GeForce RTX 3090,580.65.06,3,16,400,350,1965,9501,51,0,
2025-10-12T21:19:05,rock-tobefilledbyoem,NVIDIA GeForce RTX 3090,0,e2e,2144,1.00,0.8272,1.0716,163.370,152.5,1,reduction,cublas,fp32,1500000,43692,2144,0.8272,242.582,293.3,152.5,12864000000,12.00,e2e,e2e,1,NVIDIA GeForce RTX 3090,580.65.06,3,16,400,350,1965,9501,51,0,
2025-10-12T21:19:15,rock-tobefilledbyoem,NVIDIA GeForce RTX 3090,0,kernel,36910,1.00,0.8632,0.8632,283.538,328.5,1,reduction,cublas,fp32,2000000,36910,1607,0.8632,283.538,328.5,176.4,590560000000,684.14,kernel,kernel,0,NVIDIA GeForce RTX 3090,580.65.06,3,16,350,350,1965,9501,52,0,
2025-10-12T21:19:15,rock-tobefilledbyoem,NVIDIA GeForce RTX 3090,0,e2e,1607,1.00,0.8632,1.0486,185.021,176.4,1,reduction,cublas,fp32,2000000,36910,1607,0.8632,283.538,328.5,176.4,12856000000,12.26,e2e,e2e,1,NVIDIA GeForce RTX 3090,580.65.06,3,16,350,350,1965,9501,52,0,
2025-10-12T21:19:23,rock-tobefilledbyoem,NVIDIA GeForce RTX 3090,0,kernel,22771,1.00,0.7375,0.7375,256.816,348.2,1,reduction,cublas,fp32,3000000,22771,956,0.7375,256.816,348.2,162.0,546504000000,741.01,kernel,kernel,0,NVIDIA GeForce RTX 3090,580.65.06,3,16,350,400,1965,9501,53,0,
2025-10-12T21:19:23,rock-tobefilledbyoem,NVIDIA GeForce RTX 3090,0,e2e,956,1.00,0.7375,0.9225,149.429,162.0,1,reduction,cublas,fp32,3000000,22771,956,0.7375,256.816,348.2,162.0,11472000000,12.44,e2e,e2e,1,NVIDIA GeForce RTX 3090,580.65.06,3,16,350,400,1965,9501,53,0,
2025-10-12T21:19:33,rock-tobefilledbyoem,NVIDIA GeForce RTX 3090,0,kernel,22803,1.00,0.9434,0.9434,331.869,351.8,1,reduction,cublas,fp32,4000000,22803,820,0.9434,331.869,351.8,158.5,729696000000,773.43,kernel,kernel,0,NVIDIA GeForce RTX 3090,580.65.06,3,16,350,350,1965,9501,53,0,
2025-10-12T21:19:33,rock-tobefilledbyoem,NVIDIA GeForce RTX 3090,0,e2e,820,1.00,0.9434,1.0485,166.207,158.5,1,reduction,cublas,fp32,4000000,22803,820,0.9434,331.869,351.8,158.5,13120000000,12.51,e2e,e2e,1,NVIDIA GeForce RTX 3090,580.65.06,3,16,350,350,1965,9501,53,0,
