session_number,problem_size,num_threads,runtime_per_op_s,kernel_runtime_per_op_s,total_energy_per_op_j,package_energy_per_op_j,dram_energy_per_op_j,total_avg_power_w,package_avg_power_w,dram_avg_power_w,edp_total_j_s,edp_package_j_s,throughput_gflops_exact,total_efficiency_gflop_per_j,package_efficiency_gflop_per_j,temp_c,clock_before_mhz,clock_after_mhz,clock_change_pct,batches
1,512,20,0.00032300096649484536,0.00032300096649484536,0.0738725262564433,0.0738725262564433,,228.60138308096066,228.60138308096066,,2.3849794748367226e-05,2.3849794748367226e-05,831.0670889676139,3.6337657530936074,3.6337657530936074,72.0,2510.5,2490.5,-0.3578742087870452,3104.0
1,512,32,0.000386315164089023,0.000386315164089023,0.09208913221425877,0.09208913221425877,,238.1818275360447,238.1818275360447,,3.555254752108938e-05,3.555254752108938e-05,694.8613092424459,2.914953103635927,2.914953103635927,77.5,2925.0,2924.0,-0.051217780035156174,2651.0
1,512,64,0.0006125085,0.0006125085,0.1471370215,0.1471370215,,241.06076438342984,241.06076438342984,,9.012283428889723e-05,9.012283428889723e-05,438.2567221478654,1.8243939289722655,1.8243939289722655,68.5,4097.5,4089.0,-0.08560148247481789,2000.0
1,1024,1,0.01728783050847458,0.01728783050847458,1.308849338983051,1.308849338983051,,75.61701065841486,75.61701065841486,,0.02261965579803433,0.02261965579803433,124.21938887700357,1.6407416981824092,1.6407416981824092,75.0,1822.5,1795.0,-0.7138934651290499,59.0
1,1024,2,0.00895342857142857,0.00895342857142857,0.8648639017857143,0.8648639017857143,,96.52351568012094,96.52351568012094,,0.007750962223268975,0.007750962223268975,239.8504271003871,2.4830327185835666,2.4830327185835666,81.0,1834.0,1834.0,0.0,112.0
1,1024,4,0.004745290697674419,0.004745290697674419,0.5930263697674418,0.5930263697674418,,124.9862854528796,124.9862854528796,,0.002812975459713196,0.002812975459713196,452.55057578495155,3.621228593301989,3.621228593301989,87.0,1903.5,1903.0,0.0,215.0
1,1024,8,0.0033387483333333335,0.0033387483333333335,0.5379644783333333,0.5379644783333333,,161.13171129850016,161.13171129850016,,0.001795502801496089,0.001795502801496089,643.2002162460749,3.9918690284636784,3.9918690284636784,83.0,2052.5,2052.5,0.0,300.0
1,1024,10,0.0032812360655737702,0.0032812360655737702,0.5617664688524591,0.5617664688524591,,171.09735670279827,171.09735670279827,,0.0018436132280833161,0.0018436132280833161,654.4787925357621,3.822825370893853,3.822825370893853,82.5,2152.5,2145.5,-0.9757608903975952,305.0
1,1024,16,0.0018604453703703705,0.0018604453703703705,0.44295259537037035,0.44295259537037035,,238.12725856244035,238.12725856244035,,0.0008238288951096675,0.0008238288951096675,1154.2847123468637,4.848111673002707,4.848111673002707,80.5,2335.0,2333.0,0.0,540.0
1,1024,20,0.0018280498188405798,0.0018280498188405798,0.4679688577898551,0.4679688577898551,,256.11247367975886,256.11247367975886,,0.0008558489507057505,0.0008558489507057505,1174.7408899018837,4.588946925038789,4.588946925038789,79.0,2479.5,2476.0,-0.16131472107639655,552.0
1,1024,32,0.0016064703525641027,0.0016064703525641027,0.4585569022435898,0.4585569022435898,,285.3903735643719,285.3903735643719,,0.0007362971577095944,0.0007362971577095944,1336.7714311137884,4.683134628661508,4.683134628661508,72.0,2925.0,2919.5,-0.13686912291128234,624.0
1,1024,64,0.0017773418727915196,0.0017773418727915196,0.5112660070671378,0.5112660070671378,,287.62471431696747,287.62471431696747,,0.0009084424375731217,0.0009084424375731217,1208.2563377754605,4.20032655564082,4.20032655564082,78.5,4070.0,3981.5,-2.1324915816405747,566.0
1,2048,1,0.137472125,0.137472125,10.7613653125,10.7613653125,,78.17125872695485,78.17125872695485,,1.4822409726735235,1.4822409726735235,124.9698449354026,1.5964395778799823,1.5964395778799823,80.0,1830.5,1794.0,-1.993983400632101,8.0
1,2048,2,0.0704255,0.0704255,6.896956733333333,6.896956733333333,,97.72383484244546,97.72383484244546,,0.4855470211564644,0.4855470211564644,243.94387858228123,2.4909355829429214,2.4909355829429214,81.5,1853.0,1833.0,-1.0689294801890223,15.0
