problem_size,metric,objective,num_threads,value,ci95_low,ci95_high,relative_loss_vs_best_pct,within_practical_tolerance,ci_overlaps_exact_best,in_leader_set,exact_best,selection_status
1024,total_energy_per_op_j_median,min,1,1.3343390087719298,1.308849338983051,1.342664245614035,200.89352234963727,False,False,False,False,clear_leader
2048,total_energy_per_op_j_median,min,64,1.998782991735537,1.9723544717741937,2.034774886554622,0.0,True,True,True,True,clear_leader
2048,total_energy_per_op_j_median,min,32,2.407646475,2.3274368024193546,2.681157166666667,20.455621493429256,False,False,False,False,clear_leader
2048,total_energy_per_op_j_median,min,16,3.143778958823529,3.1386437470588233,3.169987,57.284656304474346,False,False,False,False,clear_leader
2048,total_energy_per_op_j_median,min,20,3.330848594117647,3.321181523809524,3.38699075,66.64383316697536,False,False,False,False,clear_leader
2048,total_energy_per_op_j_median,min,10,3.8811228163265303,3.85464151,3.9740416938775507,94.17429667822836,False,False,False,False,clear_leader
2048,total_energy_per_op_j_median,min,8,3.888384322222222,3.831649,3.8931587333333333,94.53759304035052,False,False,False,False,clear_leader
2048,total_energy_per_op_j_median,min,4,4.764901592592592,4.725381625000001,4.784995833333333,138.39014101552078,False,False,False,False,clear_leader
2048,total_energy_per_op_j_median,min,2,6.896956733333333,6.751928966666666,7.053141785714286,245.0578057673348,False,False,False,False,clear_leader
2048,total_energy_per_op_j_median,min,1,10.7613653125,10.71270575,10.839053437499999,438.39588174381754,False,False,False,False,clear_leader
4096,total_energy_per_op_j_median,min,64,14.175827222222221,13.589177105263158,14.617362352941175,0.0,True,True,True,True,clear_leader
4096,total_energy_per_op_j_median,min,32,15.197801157894737,15.031359684210525,15.85737111111111,7.209271950425977,False,False,False,False,clear_leader
4096,total_energy_per_op_j_median,min,20,22.371697423076924,22.143375,22.673829923076923,57.81581612399129,False,False,False,False,clear_leader
4096,total_energy_per_op_j_median,min,16,23.43411603846154,23.07890219230769,23.638805076923077,65.31039544363166,False,False,False,False,clear_leader
4096,total_energy_per_op_j_median,min,10,27.8215830625,27.736656125000003,28.0308236875,96.26073756659864,False,False,False,False,clear_leader
4096,total_energy_per_op_j_median,min,8,28.55886614285714,28.26254707142857,28.599522214285713,101.46172562041298,False,False,False,False,clear_leader
4096,total_energy_per_op_j_median,min,4,37.435823375,37.126734375,38.164124,164.08210814191563,False,False,False,False,clear_leader
4096,total_energy_per_op_j_median,min,2,54.081832500000004,53.074278,55.552302999999995,281.5074185950897,False,False,False,False,clear_leader
4096,total_energy_per_op_j_median,min,1,86.9846985,82.69162349999999,87.810965,513.6128575526202,False,False,False,False,clear_leader
8192,total_energy_per_op_j_median,min,64,116.35490383333334,114.13564066666667,117.33353933333333,0.0,True,True,True,True,clear_leader
8192,total_energy_per_op_j_median,min,32,129.93899966666666,129.0440035,132.91681699999998,11.674708487397467,False,False,False,False,clear_leader
8192,total_energy_per_op_j_median,min,20,162.3445135,158.53509425,164.34902175,39.52528698965894,False,False,False,False,clear_leader
8192,total_energy_per_op_j_median,min,16,181.54550125,180.22873950000002,182.39487975,56.027374239461025,False,False,False,False,clear_leader
8192,total_energy_per_op_j_median,min,10,217.7836135,216.34382349999998,220.711906,87.17183919635485,False,False,False,False,clear_leader
8192,total_energy_per_op_j_median,min,8,224.86494299999998,222.8152295,228.9083205,93.25781345846526,False,False,False,False,clear_leader
8192,total_energy_per_op_j_median,min,4,302.0253735,296.970024,302.4895755,159.57253501977098,False,False,False,False,clear_leader
8192,total_energy_per_op_j_median,min,2,432.1053245,425.02320199999997,439.0492785,271.3683826501608,False,False,False,False,clear_leader
8192,total_energy_per_op_j_median,min,1,675.5100494999999,658.0005255000001,679.8389265000001,480.560017021371,False,False,False,False,clear_leader
16384,total_energy_per_op_j_median,min,64,921.1224775000001,899.714496,934.1156484999999,0.0,True,True,True,True,clear_leader
16384,total_energy_per_op_j_median,min,32,988.003639,946.8787515,1036.3885650000002,7.260832639924364,False,False,False,False,clear_leader
16384,total_energy_per_op_j_median,min,20,1270.414617,1254.5970685,1289.327877,37.92027097721105,False,False,False,False,clear_leader
16384,total_energy_per_op_j_median,min,16,1484.007247,1465.6954495,1495.0712275,61.108569517021685,False,False,False,False,clear_leader
16384,total_energy_per_op_j_median,min,10,1767.3934175,1752.264675,1772.9905549999999,91.87387786875496,False,False,False,False,clear_leader
16384,total_energy_per_op_j_median,min,8,1847.2161855,1819.758835,1863.3947855000001,100.53969267078271,False,False,False,False,clear_leader
16384,total_energy_per_op_j_median,min,4,2473.453751,2438.4135095,2473.7871535,168.52604419264102,False,False,False,False,clear_leader
16384,total_energy_per_op_j_median,min,2,3558.002141,3518.0176364999998,3609.9877035,286.26808355135375,False,False,False,False,clear_leader
16384,total_energy_per_op_j_median,min,1,5575.8775465,5428.9816470000005,5633.6098975,505.33508656019086,False,False,False,False,clear_leader
64,package_energy_per_op_j_median,min,8,0.0004390853733376701,0.00043877370665916017,0.00044888957685455886,0.0,True,True,True,True,tie_or_uncertain
64,package_energy_per_op_j_median,min,2,0.00044145094914271974,0.0004377230024346717,0.00045310438511084476,0.5387507643599854,True,True,True,False,tie_or_uncertain
64,package_energy_per_op_j_median,min,20,0.00044184425487357954,0.000438274935889197,0.0004452024594210948,0.6283246273812271,True,True,True,False,tie_or_uncertain
64,package_energy_per_op_j_median,min,10,0.0004418865183882099,0.0004392478814860301,0.0004500579401007222,0.6379499798062405,True,True,True,False,tie_or_uncertain
64,package_energy_per_op_j_median,min,1,0.00044200681379123654,0.0004400440978180927,0.0004494260129056276,0.6653467938044333,True,True,True,False,tie_or_uncertain
64,package_energy_per_op_j_median,min,4,0.0004425503748799645,0.00043786287632595496,0.00045077458678070674,0.789140734968119,True,True,True,False,tie_or_uncertain
64,package_energy_per_op_j_median,min,32,0.0004426930392815538,0.000437927370462188,0.0004482989563826225,0.8216320021002588,True,True,True,False,tie_or_uncertain
64,package_energy_per_op_j_median,min,64,0.0004436749288843992,0.0004381753323865723,0.0004510462773522293,1.0452535714961186,True,True,True,False,tie_or_uncertain
64,package_energy_per_op_j_median,min,16,0.00044653634082884224,0.0004397738004126691,0.00044711433166303425,1.6969291039084844,True,True,True,False,tie_or_uncertain
128,package_energy_per_op_j_median,min,4,0.0015195568035815993,0.001501076838723827,0.0015256776350026022,0.0,True,True,True,True,tie_or_uncertain
128,package_energy_per_op_j_median,min,32,0.0020731785622505098,0.0020294348065642695,0.002135253155767621,36.43310716414303,False,False,False,False,tie_or_uncertain
128,package_energy_per_op_j_median,min,64,0.002076284909022376,0.0015095120332921082,0.0021034587544314512,36.63753168875077,False,True,True,False,tie_or_uncertain
128,package_energy_per_op_j_median,min,16,0.002077620699591352,0.0014729700755374783,0.0021318196061750057,36.725438278739865,False,True,True,False,tie_or_uncertain
128,package_energy_per_op_j_median,min,20,0.002088338600956082,0.0020346351830885954,0.002176913869514676,37.43076902645974,False,False,False,False,tie_or_uncertain
128,package_energy_per_op_j_median,min,2,0.002089668733279051,0.0020836044056369678,0.002101381554835072,37.518303254850125,False,False,False,False,tie_or_uncertain
128,package_energy_per_op_j_median,min,10,0.00209385901627817,0.0014858027679584534,0.002108257725717294,37.794060172212006,False,True,True,False,tie_or_uncertain
128,package_energy_per_op_j_median,min,8,0.0020958530237283465,0.0020498202350224155,0.0021416308008545323,37.92528313442547,False,False,False,False,tie_or_uncertain
128,package_energy_per_op_j_median,min,1,0.0029614384544470723,0.002945651229376902,0.0030007464902698545,94.88830213302684,False,False,False,False,tie_or_uncertain
256,package_energy_per_op_j_median,min,4,0.010429868521407523,0.010338229942136627,0.010570141562608394,0.0,True,True,True,True,tie_or_uncertain
256,package_energy_per_op_j_median,min,16,0.01179677180659915,0.011660553517521984,0.012579523818090235,13.105661709790773,False,False,False,False,tie_or_uncertain
256,package_energy_per_op_j_median,min,8,0.01213099419128242,0.008256080425299892,0.012304664694725433,16.310135323214283,False,True,True,False,tie_or_uncertain
256,package_energy_per_op_j_median,min,10,0.014087156038262256,0.013625024680246327,0.014217053236420784,35.0655188926694,False,False,False,False,tie_or_uncertain
256,package_energy_per_op_j_median,min,2,0.014485592454587796,0.01415739267501159,0.014826411330432079,38.88566691762043,False,False,False,False,tie_or_uncertain
256,package_energy_per_op_j_median,min,64,0.016673903994151147,0.01584684049012436,0.019386661720277233,59.86686658539953,False,False,False,False,tie_or_uncertain
256,package_energy_per_op_j_median,min,32,0.016787035660511925,0.01639013960284751,0.01909102388383182,60.95155587106571,False,False,False,False,tie_or_uncertain
256,package_energy_per_op_j_median,min,20,0.01756950561172433,0.017375364586172438,0.017790384089408657,68.4537592747459,False,False,False,False,tie_or_uncertain
256,package_energy_per_op_j_median,min,1,0.021607643325727323,0.02138796323738957,0.022762604826546004,107.17081218595598,False,False,False,False,tie_or_uncertain
512,package_energy_per_op_j_median,min,16,0.0675389177373864,0.06365162377096586,0.06830553056840713,0.0,True,True,True,True,tie_or_uncertain
512,package_energy_per_op_j_median,min,20,0.07508675479497354,0.0731238137192197,0.07844778771049803,11.175537468538677,False,False,False,False,tie_or_uncertain
512,package_energy_per_op_j_median,min,4,0.0758737083835947,0.07452908308427975,0.07689479249379652,12.34072283867016,False,False,False,False,tie_or_uncertain
512,package_energy_per_op_j_median,min,8,0.07857125606469002,0.05813018731514952,0.07920035184182016,16.33478695972148,False,True,True,False,tie_or_uncertain
512,package_energy_per_op_j_median,min,10,0.08131757731694828,0.08092026633165829,0.08300611221294363,20.401066586731286,False,False,False,False,tie_or_uncertain
512,package_energy_per_op_j_median,min,32,0.09039183674257044,0.08065844464170432,0.09253159762633997,33.83666746636913,False,False,False,False,tie_or_uncertain
512,package_energy_per_op_j_median,min,2,0.10685366969353008,0.10539428698553949,0.10921577771362587,58.210515171434054,False,False,False,False,tie_or_uncertain
512,package_energy_per_op_j_median,min,64,0.1154299060592851,0.1123496362489487,0.1471370215,70.90872925757364,False,False,False,False,tie_or_uncertain
512,package_energy_per_op_j_median,min,1,0.16735210307017545,0.16626982967032966,0.17128495393258425,147.7861782163813,False,False,False,False,tie_or_uncertain
1024,package_energy_per_op_j_median,min,16,0.4434588682242991,0.44295259537037035,0.45150016064638787,0.0,True,True,True,True,clear_leader
1024,package_energy_per_op_j_median,min,32,0.4598089488,0.4573614785031847,0.48668356785714284,3.686944099499012,False,False,False,False,clear_leader
1024,package_energy_per_op_j_median,min,20,0.4707916341911764,0.4679688577898551,0.4765028712686567,6.163540279693436,False,False,False,False,clear_leader
1024,package_energy_per_op_j_median,min,64,0.5112660070671378,0.4687506957928802,0.5239679591651543,15.290513664627436,False,False,False,False,clear_leader
1024,package_energy_per_op_j_median,min,8,0.5379644783333333,0.5354168823529412,0.5412700989932886,21.31102045325064,False,False,False,False,clear_leader
1024,package_energy_per_op_j_median,min,10,0.5488203777777778,0.5423060613496933,0.5617664688524591,23.759026395247872,False,False,False,False,clear_leader
1024,package_energy_per_op_j_median,min,4,0.5946855642857143,0.5886371995305164,0.6010816818181818,34.10162856071819,False,False,False,False,clear_leader
1024,package_energy_per_op_j_median,min,2,0.8398591652173912,0.8344052654867256,0.8648639017857143,89.38828951157541,False,False,False,False,clear_leader
1024,package_energy_per_op_j_median,min,1,1.3343390087719298,1.308849338983051,1.342664245614035,200.89352234963727,False,False,False,False,clear_leader
2048,package_energy_per_op_j_median,min,64,1.998782991735537,1.9723544717741937,2.034774886554622,0.0,True,True,True,True,clear_leader
2048,package_energy_per_op_j_median,min,32,2.407646475,2.3274368024193546,2.681157166666667,20.455621493429256,False,False,False,False,clear_leader
2048,package_energy_per_op_j_median,min,16,3.143778958823529,3.1386437470588233,3.169987,57.284656304474346,False,False,False,False,clear_leader
2048,package_energy_per_op_j_median,min,20,3.330848594117647,3.321181523809524,3.38699075,66.64383316697536,False,False,False,False,clear_leader
2048,package_energy_per_op_j_median,min,10,3.8811228163265303,3.85464151,3.9740416938775507,94.17429667822836,False,False,False,False,clear_leader
2048,package_energy_per_op_j_median,min,8,3.888384322222222,3.831649,3.8931587333333333,94.53759304035052,False,False,False,False,clear_leader
2048,package_energy_per_op_j_median,min,4,4.764901592592592,4.725381625000001,4.784995833333333,138.39014101552078,False,False,False,False,clear_leader
2048,package_energy_per_op_j_median,min,2,6.896956733333333,6.751928966666666,7.053141785714286,245.0578057673348,False,False,False,False,clear_leader
2048,package_energy_per_op_j_median,min,1,10.7613653125,10.71270575,10.839053437499999,438.39588174381754,False,False,False,False,clear_leader
4096,package_energy_per_op_j_median,min,64,14.175827222222221,13.589177105263158,14.617362352941175,0.0,True,True,True,True,clear_leader
4096,package_energy_per_op_j_median,min,32,15.197801157894737,15.031359684210525,15.85737111111111,7.209271950425977,False,False,False,False,clear_leader
4096,package_energy_per_op_j_median,min,20,22.371697423076924,22.143375,22.673829923076923,57.81581612399129,False,False,False,False,clear_leader
4096,package_energy_per_op_j_median,min,16,23.43411603846154,23.07890219230769,23.638805076923077,65.31039544363166,False,False,False,False,clear_leader
4096,package_energy_per_op_j_median,min,10,27.8215830625,27.736656125000003,28.0308236875,96.26073756659864,False,False,False,False,clear_leader
4096,package_energy_per_op_j_median,min,8,28.55886614285714,28.26254707142857,28.599522214285713,101.46172562041298,False,False,False,False,clear_leader
4096,package_energy_per_op_j_median,min,4,37.435823375,37.126734375,38.164124,164.08210814191563,False,False,False,False,clear_leader
4096,package_energy_per_op_j_median,min,2,54.081832500000004,53.074278,55.552302999999995,281.5074185950897,False,False,False,False,clear_leader
4096,package_energy_per_op_j_median,min,1,86.9846985,82.69162349999999,87.810965,513.6128575526202,False,False,False,False,clear_leader
8192,package_energy_per_op_j_median,min,64,116.35490383333334,114.13564066666667,117.33353933333333,0.0,True,True,True,True,clear_leader
8192,package_energy_per_op_j_median,min,32,129.93899966666666,129.0440035,132.91681699999998,11.674708487397467,False,False,False,False,clear_leader
8192,package_energy_per_op_j_median,min,20,162.3445135,158.53509425,164.34902175,39.52528698965894,False,False,False,False,clear_leader
8192,package_energy_per_op_j_median,min,16,181.54550125,180.22873950000002,182.39487975,56.027374239461025,False,False,False,False,clear_leader
8192,package_energy_per_op_j_median,min,10,217.7836135,216.34382349999998,220.711906,87.17183919635485,False,False,False,False,clear_leader
8192,package_energy_per_op_j_median,min,8,224.86494299999998,222.8152295,228.9083205,93.25781345846526,False,False,False,False,clear_leader
8192,package_energy_per_op_j_median,min,4,302.0253735,296.970024,302.4895755,159.57253501977098,False,False,False,False,clear_leader
8192,package_energy_per_op_j_median,min,2,432.1053245,425.02320199999997,439.0492785,271.3683826501608,False,False,False,False,clear_leader
8192,package_energy_per_op_j_median,min,1,675.5100494999999,658.0005255000001,679.8389265000001,480.560017021371,False,False,False,False,clear_leader
16384,package_energy_per_op_j_median,min,64,921.1224775000001,899.714496,934.1156484999999,0.0,True,True,True,True,clear_leader
16384,package_energy_per_op_j_median,min,32,988.003639,946.8787515,1036.3885650000002,7.260832639924364,False,False,False,False,clear_leader
16384,package_energy_per_op_j_median,min,20,1270.414617,1254.5970685,1289.327877,37.92027097721105,False,False,False,False,clear_leader
16384,package_energy_per_op_j_median,min,16,1484.007247,1465.6954495,1495.0712275,61.108569517021685,False,False,False,False,clear_leader
16384,package_energy_per_op_j_median,min,10,1767.3934175,1752.264675,1772.9905549999999,91.87387786875496,False,False,False,False,clear_leader
16384,package_energy_per_op_j_median,min,8,1847.2161855,1819.758835,1863.3947855000001,100.53969267078271,False,False,False,False,clear_leader
16384,package_energy_per_op_j_median,min,4,2473.453751,2438.4135095,2473.7871535,168.52604419264102,False,False,False,False,clear_leader
16384,package_energy_per_op_j_median,min,2,3558.002141,3518.0176364999998,3609.9877035,286.26808355135375,False,False,False,False,clear_leader
16384,package_energy_per_op_j_median,min,1,5575.8775465,5428.9816470000005,5633.6098975,505.33508656019086,False,False,False,False,clear_leader
64,runtime_per_op_s_median,min,8,6.138008702643321e-06,6.121002484487254e-06,6.187864285581274e-06,0.0,True,True,True,True,tie_or_uncertain
64,runtime_per_op_s_median,min,20,6.145887099257799e-06,6.11990709288875e-06,6.169123001913226e-06,0.12835427572928104,True,True,True,False,tie_or_uncertain
64,runtime_per_op_s_median,min,2,6.147713611058021e-06,6.124136812204619e-06,6.21050841322149e-06,0.15811167570551898,True,True,True,False,tie_or_uncertain
64,runtime_per_op_s_median,min,4,6.149570334621919e-06,6.134287816543013e-06,6.201551085263139e-06,0.18836128358077353,True,True,True,False,tie_or_uncertain
64,runtime_per_op_s_median,min,10,6.1515220480141715e-06,6.136619588578447e-06,6.201099747263052e-06,0.22015845896456998,True,True,True,False,tie_or_uncertain
64,runtime_per_op_s_median,min,1,6.152481265919355e-06,6.1342179455748955e-06,6.188471799962772e-06,0.23578596866116186,True,True,True,False,tie_or_uncertain
64,runtime_per_op_s_median,min,32,6.154622143463655e-06,6.131844738927696e-06,6.1804999193878434e-06,0.2706649929183014,True,True,True,False,tie_or_uncertain
64,runtime_per_op_s_median,min,64,6.16892163261208e-06,6.121948532112338e-06,6.2025905087452285e-06,0.5036312502366913,True,True,True,False,tie_or_uncertain
64,runtime_per_op_s_median,min,16,6.1699189311566115e-06,6.12958053475543e-06,6.177724090937248e-06,0.5198791669934977,True,True,True,False,tie_or_uncertain
128,runtime_per_op_s_median,min,4,1.3358346501653233e-05,1.3249158205720332e-05,1.3406942609716718e-05,0.0,True,True,True,True,tie_or_uncertain
128,runtime_per_op_s_median,min,64,1.7213043849901702e-05,1.1119057169279452e-05,1.7671173077940632e-05,28.856096432080204,False,True,True,False,tie_or_uncertain
128,runtime_per_op_s_median,min,20,1.7336345923000644e-05,1.690570134676152e-05,1.8187808776518455e-05,29.77913038005933,False,False,False,False,tie_or_uncertain
128,runtime_per_op_s_median,min,32,1.7360936455995474e-05,1.6996041433560506e-05,1.777572151092877e-05,29.96321403885489,False,False,False,False,tie_or_uncertain
128,runtime_per_op_s_median,min,8,1.740314082033268e-05,1.7049076212471134e-05,1.802359836992622e-05,30.279154071792203,False,False,False,False,tie_or_uncertain
128,runtime_per_op_s_median,min,16,1.7469962627920784e-05,1.0790625605268256e-05,1.7957320855709756e-05,30.779379212529754,False,True,True,False,tie_or_uncertain
128,runtime_per_op_s_median,min,10,1.7552939211756847e-05,1.0905243519245875e-05,1.7696852763125286e-05,31.40053830453111,False,True,True,False,tie_or_uncertain
128,runtime_per_op_s_median,min,2,2.3433674537629407e-05,2.322231435415515e-05,2.3598545719387275e-05,75.4234667795842,False,False,False,False,tie_or_uncertain
128,runtime_per_op_s_median,min,1,4.032576485663944e-05,4.022741470446901e-05,4.058973580936198e-05,201.87691906066902,False,False,False,False,tie_or_uncertain
256,runtime_per_op_s_median,min,16,6.577063919149494e-05,6.52472982592377e-05,7.280384255594732e-05,0.0,True,True,True,True,tie_or_uncertain
256,runtime_per_op_s_median,min,64,7.739902381882077e-05,7.319476956839794e-05,9.197392038386352e-05,17.68020619880115,False,False,False,False,tie_or_uncertain
256,runtime_per_op_s_median,min,32,7.902664824318989e-05,7.563195953540653e-05,8.878266146510619e-05,20.154903790883537,False,False,False,False,tie_or_uncertain
256,runtime_per_op_s_median,min,4,8.740453284798059e-05,8.665355384748251e-05,8.796396982310093e-05,32.89293508840218,False,False,False,False,tie_or_uncertain
256,runtime_per_op_s_median,min,8,8.999734329971182e-05,4.9527684147913155e-05,9.160716221098266e-05,36.83513556509532,False,True,True,False,tie_or_uncertain
256,runtime_per_op_s_median,min,20,9.300398849828402e-05,9.121708912510221e-05,9.467848722059796e-05,41.40654498962315,False,False,False,False,tie_or_uncertain
256,runtime_per_op_s_median,min,10,0.00010045730370665605,9.572515395547135e-05,0.00010162054877433673,52.738828361039516,False,False,False,False,tie_or_uncertain
256,runtime_per_op_s_median,min,2,0.000157203605843954,0.00015256474928474628,0.00015843832391713747,139.0179079547133,False,False,False,False,tie_or_uncertain
256,runtime_per_op_s_median,min,1,0.00028682616129951553,0.0002859954609929078,0.0003029383107088989,336.1006139295756,False,False,False,False,tie_or_uncertain
512,runtime_per_op_s_median,min,16,0.0003210643998746475,0.0002918957489878543,0.0003308536021150033,0.0,True,True,True,True,tie_or_uncertain
512,runtime_per_op_s_median,min,20,0.0003318156415343916,0.00031960185481291975,0.00035984933715514156,3.3486246572157263,False,True,True,False,tie_or_uncertain
512,runtime_per_op_s_median,min,32,0.00038619490544191434,0.0003233810522918012,0.0003952408116385911,20.285807331082385,False,True,True,False,tie_or_uncertain
512,runtime_per_op_s_median,min,64,0.0004422077157802964,0.00042841042893187553,0.0006125085,37.73178089908027,False,False,False,False,tie_or_uncertain
512,runtime_per_op_s_median,min,10,0.0005115522273425499,0.0005055904522613065,0.0005249444154488518,59.33009936395135,False,False,False,False,tie_or_uncertain
512,runtime_per_op_s_median,min,8,0.0005380061629153269,0.00033010170883996054,0.0005422413326110508,67.56954776841641,False,True,True,False,tie_or_uncertain
512,runtime_per_op_s_median,min,4,0.0006152287621359223,0.0005983290496114764,0.0006234534739454093,91.62160687267875,False,False,False,False,tie_or_uncertain
512,runtime_per_op_s_median,min,2,0.0011420125570776255,0.0011221045606229145,0.0011707817551963049,255.695791100944,False,False,False,False,tie_or_uncertain
512,runtime_per_op_s_median,min,1,0.0022319092920353983,0.0021992697368421054,0.002276061224489796,595.1593801451666,False,False,False,False,tie_or_uncertain
1024,runtime_per_op_s_median,min,32,0.0016064703525641027,0.001594576433121019,0.0017910196428571428,0.0,True,True,True,True,tie_or_uncertain
