STREAM | Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz | platform=INTEL | session=stream_intel_20260720_234432_session1 | reps=10 | configs=63 | DRAM-RAPL=yes
[STREAM] N=2000000 threads=16 rep=3 batches=3298 time=1.002 s | package=110.166 J | dram=1.974129 | total=112.140 J | power=111.9 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=16 rep=4 batches=3298 time=1.001 s | package=110.132 J | dram=2.001103 | total=112.133 J | power=112.1 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=16 rep=5 batches=3298 time=1.000 s | package=110.120 J | dram=1.977005 | total=112.097 J | power=112.1 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=16 rep=6 batches=3298 time=1.001 s | package=110.221 J | dram=1.993268 | total=112.214 J | power=112.1 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=16 rep=7 batches=3298 time=1.002 s | package=110.307 J | dram=1.987806 | total=112.294 J | power=112.0 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=16 rep=8 batches=3298 time=1.001 s | package=110.386 J | dram=1.986001 | total=112.372 J | power=112.2 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=16 rep=9 batches=3298 time=1.000 s | package=110.253 J | dram=2.003045 | total=112.256 J | power=112.2 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=16 rep=10 batches=3298 time=1.003 s | package=110.531 J | dram=1.987944 | total=112.519 J | power=112.2 W | runtime=in_range | checksum=OK
[OpenMP] requested=4 active=4
[STREAM] N=4000000 threads=4 rep=1 batches=748 time=1.001 s | package=70.688 J | dram=1.839289 | total=72.527 J | power=72.5 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=4 rep=2 batches=748 time=1.001 s | package=69.957 J | dram=1.872843 | total=71.830 J | power=71.8 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=4 rep=3 batches=748 time=1.000 s | package=71.186 J | dram=1.852646 | total=73.039 J | power=73.0 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=4 rep=4 batches=748 time=1.000 s | package=70.408 J | dram=1.843635 | total=72.251 J | power=72.2 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=4 rep=5 batches=748 time=1.000 s | package=70.450 J | dram=1.862378 | total=72.312 J | power=72.3 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=4 rep=6 batches=748 time=1.000 s | package=71.000 J | dram=1.866432 | total=72.866 J | power=72.8 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=4 rep=7 batches=748 time=1.007 s | package=73.191 J | dram=1.859608 | total=75.051 J | power=74.5 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=4 rep=8 batches=748 time=1.002 s | package=71.248 J | dram=1.875918 | total=73.123 J | power=73.0 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=4 rep=9 batches=748 time=1.001 s | package=70.433 J | dram=1.849326 | total=72.283 J | power=72.2 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=4 rep=10 batches=748 time=1.001 s | package=70.912 J | dram=1.848699 | total=72.760 J | power=72.7 W | runtime=in_range | checksum=OK
[OpenMP] requested=1 active=1
[STREAM] N=16000000 threads=1 rep=1 batches=81 time=1.005 s | package=44.644 J | dram=0.859462 | total=45.504 J | power=45.3 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=1 rep=2 batches=81 time=1.006 s | package=45.665 J | dram=0.842510 | total=46.508 J | power=46.2 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=1 rep=3 batches=81 time=1.004 s | package=44.537 J | dram=0.834660 | total=45.372 J | power=45.2 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=1 rep=4 batches=81 time=1.003 s | package=44.518 J | dram=0.843214 | total=45.361 J | power=45.2 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=1 rep=5 batches=81 time=1.003 s | package=44.507 J | dram=0.854321 | total=45.361 J | power=45.2 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=1 rep=6 batches=81 time=1.004 s | package=44.878 J | dram=0.843871 | total=45.722 J | power=45.5 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=1 rep=7 batches=81 time=1.004 s | package=44.659 J | dram=0.850864 | total=45.510 J | power=45.3 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=1 rep=8 batches=81 time=1.003 s | package=44.588 J | dram=0.861191 | total=45.449 J | power=45.3 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=1 rep=9 batches=81 time=1.004 s | package=44.606 J | dram=0.854841 | total=45.461 J | power=45.3 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=1 rep=10 batches=81 time=1.004 s | package=44.609 J | dram=0.850267 | total=45.459 J | power=45.3 W | runtime=in_range | checksum=OK
[OpenMP] requested=4 active=4
[STREAM] N=2000000 threads=4 rep=1 batches=2182 time=1.001 s | package=75.357 J | dram=1.728012 | total=77.085 J | power=77.0 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=4 rep=2 batches=2182 time=1.006 s | package=75.671 J | dram=1.744858 | total=77.416 J | power=77.0 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=4 rep=3 batches=2182 time=1.002 s | package=75.206 J | dram=1.753120 | total=76.959 J | power=76.8 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=4 rep=4 batches=2182 time=1.001 s | package=74.501 J | dram=1.752432 | total=76.253 J | power=76.2 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=4 rep=5 batches=2182 time=1.001 s | package=74.695 J | dram=1.780431 | total=76.475 J | power=76.4 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=4 rep=6 batches=2182 time=1.001 s | package=74.832 J | dram=1.753671 | total=76.585 J | power=76.5 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=4 rep=7 batches=2182 time=1.001 s | package=74.734 J | dram=1.771541 | total=76.506 J | power=76.4 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=4 rep=8 batches=2182 time=1.001 s | package=74.965 J | dram=1.786060 | total=76.751 J | power=76.7 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=4 rep=9 batches=2182 time=1.002 s | package=74.504 J | dram=1.758964 | total=76.263 J | power=76.1 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=4 rep=10 batches=2182 time=1.001 s | package=74.577 J | dram=1.770807 | total=76.347 J | power=76.3 W | runtime=in_range | checksum=OK
[OpenMP] requested=2 active=2
[STREAM] N=32000000 threads=2 rep=1 batches=62 time=1.005 s | package=56.625 J | dram=1.492668 | total=58.118 J | power=57.8 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=2 rep=2 batches=62 time=1.007 s | package=57.361 J | dram=1.498558 | total=58.859 J | power=58.5 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=2 rep=3 batches=62 time=1.002 s | package=56.531 J | dram=1.502322 | total=58.033 J | power=57.9 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=2 rep=4 batches=62 time=1.004 s | package=55.803 J | dram=1.562053 | total=57.365 J | power=57.1 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=2 rep=5 batches=62 time=1.012 s | package=56.574 J | dram=1.498711 | total=58.073 J | power=57.4 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=2 rep=6 batches=62 time=1.006 s | package=56.754 J | dram=1.515113 | total=58.269 J | power=57.9 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=2 rep=7 batches=62 time=1.008 s | package=56.983 J | dram=1.510814 | total=58.494 J | power=58.0 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=2 rep=8 batches=62 time=1.007 s | package=56.928 J | dram=1.519106 | total=58.448 J | power=58.0 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=2 rep=9 batches=62 time=1.008 s | package=56.369 J | dram=1.544550 | total=57.913 J | power=57.5 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=2 rep=10 batches=62 time=1.008 s | package=57.169 J | dram=1.531239 | total=58.700 J | power=58.2 W | runtime=in_range | checksum=OK
[OpenMP] requested=10 active=10
[STREAM] N=1000000 threads=10 rep=1 batches=19580 time=0.999 s | package=139.642 J | dram=0.000000 | total=139.642 J | power=139.8 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=10 rep=2 batches=19580 time=1.001 s | package=140.128 J | dram=0.000015 | total=140.128 J | power=140.0 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=10 rep=3 batches=19580 time=0.998 s | package=140.078 J | dram=0.000031 | total=140.078 J | power=140.4 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=10 rep=4 batches=19580 time=0.998 s | package=140.154 J | dram=0.000015 | total=140.154 J | power=140.4 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=10 rep=5 batches=19580 time=0.997 s | package=140.115 J | dram=0.000031 | total=140.115 J | power=140.6 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=10 rep=6 batches=19580 time=0.997 s | package=140.219 J | dram=0.000000 | total=140.219 J | power=140.6 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=10 rep=7 batches=19580 time=0.999 s | package=140.168 J | dram=0.000030 | total=140.168 J | power=140.3 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=10 rep=8 batches=19580 time=0.997 s | package=140.310 J | dram=0.000230 | total=140.310 J | power=140.7 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=10 rep=9 batches=19580 time=0.997 s | package=140.188 J | dram=0.000000 | total=140.188 J | power=140.6 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=10 rep=10 batches=19580 time=0.999 s | package=140.675 J | dram=0.000061 | total=140.675 J | power=140.8 W | runtime=in_range | checksum=OK
[OpenMP] requested=1 active=1
[STREAM] N=128000000 threads=1 rep=1 batches=10 time=1.005 s | package=44.686 J | dram=0.850680 | total=45.536 J | power=45.3 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=1 rep=2 batches=10 time=1.005 s | package=44.840 J | dram=0.852608 | total=45.693 J | power=45.5 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=1 rep=3 batches=10 time=1.005 s | package=45.067 J | dram=0.862522 | total=45.929 J | power=45.7 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=1 rep=4 batches=10 time=1.005 s | package=44.728 J | dram=0.865047 | total=45.593 J | power=45.4 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=1 rep=5 batches=10 time=1.005 s | package=44.814 J | dram=0.869086 | total=45.684 J | power=45.4 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=1 rep=6 batches=10 time=1.005 s | package=44.589 J | dram=0.876078 | total=45.465 J | power=45.3 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=1 rep=7 batches=10 time=1.005 s | package=44.895 J | dram=0.867342 | total=45.763 J | power=45.5 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=1 rep=8 batches=10 time=1.005 s | package=44.767 J | dram=0.888823 | total=45.656 J | power=45.4 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=1 rep=9 batches=10 time=1.005 s | package=44.755 J | dram=0.887844 | total=45.643 J | power=45.4 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=1 rep=10 batches=10 time=1.005 s | package=44.742 J | dram=0.877608 | total=45.619 J | power=45.4 W | runtime=in_range | checksum=OK
[OpenMP] requested=4 active=4
[STREAM] N=16000000 threads=4 rep=1 batches=147 time=1.001 s | package=71.872 J | dram=1.802861 | total=73.675 J | power=73.6 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=4 rep=2 batches=147 time=1.003 s | package=72.804 J | dram=1.883323 | total=74.688 J | power=74.5 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=4 rep=3 batches=147 time=1.001 s | package=71.735 J | dram=1.806838 | total=73.542 J | power=73.5 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=4 rep=4 batches=147 time=1.007 s | package=71.593 J | dram=1.843344 | total=73.436 J | power=72.9 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=4 rep=5 batches=147 time=1.004 s | package=71.503 J | dram=1.848087 | total=73.351 J | power=73.1 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=4 rep=6 batches=147 time=1.003 s | package=71.396 J | dram=1.786229 | total=73.182 J | power=72.9 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=4 rep=7 batches=147 time=1.002 s | package=71.708 J | dram=1.798072 | total=73.506 J | power=73.4 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=4 rep=8 batches=147 time=1.000 s | package=71.384 J | dram=1.813356 | total=73.198 J | power=73.2 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=4 rep=9 batches=147 time=0.998 s | package=69.984 J | dram=1.788585 | total=71.772 J | power=71.9 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=4 rep=10 batches=147 time=0.998 s | package=70.315 J | dram=1.808460 | total=72.123 J | power=72.3 W | runtime=in_range | checksum=OK
[OpenMP] requested=4 active=4
[STREAM] N=128000000 threads=4 rep=1 batches=18 time=1.019 s | package=71.874 J | dram=1.693587 | total=73.568 J | power=72.2 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=4 rep=2 batches=18 time=1.019 s | package=71.720 J | dram=1.673790 | total=73.394 J | power=72.0 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=4 rep=3 batches=18 time=1.019 s | package=72.383 J | dram=1.665772 | total=74.049 J | power=72.7 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=4 rep=4 batches=18 time=1.019 s | package=72.532 J | dram=1.621769 | total=74.154 J | power=72.8 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=4 rep=5 batches=18 time=1.019 s | package=73.833 J | dram=1.643970 | total=75.477 J | power=74.1 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=4 rep=6 batches=18 time=1.019 s | package=71.697 J | dram=1.642195 | total=73.339 J | power=72.0 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=4 rep=7 batches=18 time=1.019 s | package=72.283 J | dram=1.639579 | total=73.923 J | power=72.5 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=4 rep=8 batches=18 time=1.019 s | package=72.255 J | dram=1.629328 | total=73.885 J | power=72.5 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=4 rep=9 batches=18 time=1.024 s | package=73.131 J | dram=1.632235 | total=74.764 J | power=73.0 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=4 rep=10 batches=18 time=1.024 s | package=73.082 J | dram=1.636901 | total=74.719 J | power=73.0 W | runtime=in_range | checksum=OK
[OpenMP] requested=8 active=8
[STREAM] N=64000000 threads=8 rep=1 batches=36 time=1.014 s | package=100.321 J | dram=1.906533 | total=102.228 J | power=100.9 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=8 rep=2 batches=36 time=1.015 s | package=100.329 J | dram=1.905752 | total=102.235 J | power=100.7 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=8 rep=3 batches=36 time=1.015 s | package=101.083 J | dram=1.905983 | total=102.989 J | power=101.5 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=8 rep=4 batches=36 time=1.014 s | package=100.896 J | dram=1.922598 | total=102.819 J | power=101.4 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=8 rep=5 batches=36 time=1.015 s | package=101.525 J | dram=1.922920 | total=103.448 J | power=101.9 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=8 rep=6 batches=36 time=1.020 s | package=101.037 J | dram=1.910358 | total=102.947 J | power=101.0 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=8 rep=7 batches=36 time=1.020 s | package=101.162 J | dram=1.906976 | total=103.069 J | power=101.1 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=8 rep=8 batches=36 time=1.015 s | package=101.167 J | dram=1.908292 | total=103.076 J | power=101.6 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=8 rep=9 batches=36 time=1.015 s | package=101.977 J | dram=1.912729 | total=103.890 J | power=102.4 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=8 rep=10 batches=36 time=1.016 s | package=101.879 J | dram=1.926132 | total=103.806 J | power=102.1 W | runtime=in_range | checksum=OK
[OpenMP] requested=4 active=4
[STREAM] N=8000000 threads=4 rep=1 batches=320 time=1.001 s | package=70.701 J | dram=1.813004 | total=72.514 J | power=72.5 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=4 rep=2 batches=320 time=1.000 s | package=70.909 J | dram=1.814381 | total=72.723 J | power=72.7 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=4 rep=3 batches=320 time=1.001 s | package=71.013 J | dram=1.859776 | total=72.873 J | power=72.8 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=4 rep=4 batches=320 time=1.000 s | package=71.056 J | dram=1.836566 | total=72.892 J | power=72.9 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=4 rep=5 batches=320 time=1.000 s | package=70.439 J | dram=1.837056 | total=72.276 J | power=72.3 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=4 rep=6 batches=320 time=1.000 s | package=70.834 J | dram=1.837224 | total=72.672 J | power=72.6 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=4 rep=7 batches=320 time=1.000 s | package=70.053 J | dram=1.841768 | total=71.895 J | power=71.9 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=4 rep=8 batches=320 time=0.999 s | package=70.672 J | dram=1.821251 | total=72.493 J | power=72.5 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=4 rep=9 batches=320 time=1.000 s | package=71.032 J | dram=1.834546 | total=72.866 J | power=72.9 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=4 rep=10 batches=320 time=1.005 s | package=71.522 J | dram=1.808093 | total=73.330 J | power=73.0 W | runtime=in_range | checksum=OK
[OpenMP] requested=10 active=10
[STREAM] N=4000000 threads=10 rep=1 batches=763 time=1.001 s | package=109.188 J | dram=2.174466 | total=111.362 J | power=111.3 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=10 rep=2 batches=763 time=1.002 s | package=109.884 J | dram=2.201058 | total=112.085 J | power=111.9 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=10 rep=3 batches=763 time=1.001 s | package=110.006 J | dram=2.176455 | total=112.182 J | power=112.1 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=10 rep=4 batches=763 time=1.002 s | package=110.007 J | dram=2.204225 | total=112.211 J | power=112.0 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=10 rep=5 batches=763 time=1.001 s | package=109.635 J | dram=2.211523 | total=111.847 J | power=111.7 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=10 rep=6 batches=763 time=1.001 s | package=109.762 J | dram=2.213161 | total=111.975 J | power=111.9 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=10 rep=7 batches=763 time=1.002 s | package=109.932 J | dram=2.215914 | total=112.148 J | power=112.0 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=10 rep=8 batches=763 time=1.001 s | package=110.145 J | dram=2.279944 | total=112.425 J | power=112.3 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=10 rep=9 batches=763 time=1.001 s | package=110.043 J | dram=2.250155 | total=112.293 J | power=112.2 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=10 rep=10 batches=763 time=1.002 s | package=110.456 J | dram=2.219387 | total=112.675 J | power=112.5 W | runtime=in_range | checksum=OK
[OpenMP] requested=16 active=16
[STREAM] N=256000000 threads=16 rep=1 batches=9 time=1.048 s | package=108.435 J | dram=2.175492 | total=110.611 J | power=105.6 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=16 rep=2 batches=9 time=1.048 s | package=108.330 J | dram=2.138343 | total=110.468 J | power=105.4 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=16 rep=3 batches=9 time=1.048 s | package=108.011 J | dram=2.136339 | total=110.147 J | power=105.1 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=16 rep=4 batches=9 time=1.048 s | package=108.651 J | dram=2.131305 | total=110.782 J | power=105.7 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=16 rep=5 batches=9 time=1.048 s | package=108.067 J | dram=2.139399 | total=110.207 J | power=105.2 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=16 rep=6 batches=9 time=1.048 s | package=108.256 J | dram=2.188115 | total=110.444 J | power=105.4 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=16 rep=7 batches=9 time=1.048 s | package=108.844 J | dram=2.128459 | total=110.973 J | power=105.9 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=16 rep=8 batches=9 time=1.049 s | package=107.947 J | dram=2.114583 | total=110.061 J | power=104.9 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=16 rep=9 batches=9 time=1.048 s | package=108.389 J | dram=2.141128 | total=110.531 J | power=105.5 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=16 rep=10 batches=9 time=1.047 s | package=108.138 J | dram=2.135084 | total=110.273 J | power=105.3 W | runtime=in_range | checksum=OK
[OpenMP] requested=8 active=8
[STREAM] N=2000000 threads=8 rep=1 batches=3015 time=1.001 s | package=105.593 J | dram=1.878672 | total=107.472 J | power=107.4 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=8 rep=2 batches=3015 time=1.001 s | package=105.660 J | dram=1.892060 | total=107.552 J | power=107.4 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=8 rep=3 batches=3015 time=1.002 s | package=105.848 J | dram=1.880110 | total=107.728 J | power=107.6 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=8 rep=4 batches=3015 time=1.002 s | package=105.896 J | dram=1.889641 | total=107.785 J | power=107.6 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=8 rep=5 batches=3015 time=1.002 s | package=106.035 J | dram=1.944675 | total=107.979 J | power=107.8 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=8 rep=6 batches=3015 time=1.001 s | package=106.091 J | dram=1.959869 | total=108.051 J | power=107.9 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=8 rep=7 batches=3015 time=1.006 s | package=106.277 J | dram=1.905692 | total=108.182 J | power=107.5 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=8 rep=8 batches=3015 time=1.005 s | package=105.875 J | dram=1.993789 | total=107.869 J | power=107.3 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=8 rep=9 batches=3015 time=1.008 s | package=106.107 J | dram=1.926270 | total=108.033 J | power=107.2 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=8 rep=10 batches=3015 time=1.005 s | package=105.844 J | dram=1.885770 | total=107.730 J | power=107.2 W | runtime=in_range | checksum=OK
[OpenMP] requested=1 active=1
[STREAM] N=1000000 threads=1 rep=1 batches=2122 time=1.001 s | package=43.802 J | dram=0.011291 | total=43.813 J | power=43.8 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=1 rep=2 batches=2122 time=1.001 s | package=43.623 J | dram=0.010588 | total=43.633 J | power=43.6 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=1 rep=3 batches=2122 time=1.001 s | package=43.533 J | dram=0.010144 | total=43.543 J | power=43.5 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=1 rep=4 batches=2122 time=1.001 s | package=43.667 J | dram=0.010787 | total=43.678 J | power=43.6 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=1 rep=5 batches=2122 time=1.002 s | package=43.714 J | dram=0.012041 | total=43.726 J | power=43.7 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=1 rep=6 batches=2122 time=1.001 s | package=43.715 J | dram=0.011092 | total=43.726 J | power=43.7 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=1 rep=7 batches=2122 time=1.001 s | package=43.625 J | dram=0.013755 | total=43.639 J | power=43.6 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=1 rep=8 batches=2122 time=1.002 s | package=43.688 J | dram=0.012225 | total=43.701 J | power=43.6 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=1 rep=9 batches=2122 time=1.002 s | package=43.724 J | dram=0.017350 | total=43.741 J | power=43.7 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=1 rep=10 batches=2122 time=1.002 s | package=45.072 J | dram=0.015698 | total=45.088 J | power=45.0 W | runtime=in_range | checksum=OK
[OpenMP] requested=10 active=10
[STREAM] N=64000000 threads=10 rep=1 batches=35 time=1.000 s | package=111.441 J | dram=1.996054 | total=113.437 J | power=113.4 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=10 rep=2 batches=35 time=1.001 s | package=112.183 J | dram=2.008155 | total=114.191 J | power=114.1 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=10 rep=3 batches=35 time=1.001 s | package=112.437 J | dram=1.989827 | total=114.427 J | power=114.3 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=10 rep=4 batches=35 time=1.001 s | package=113.069 J | dram=2.010558 | total=115.079 J | power=115.0 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=10 rep=5 batches=35 time=1.001 s | package=112.258 J | dram=2.002219 | total=114.260 J | power=114.2 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=10 rep=6 batches=35 time=1.001 s | package=112.107 J | dram=1.999021 | total=114.106 J | power=114.0 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=10 rep=7 batches=35 time=1.001 s | package=112.271 J | dram=2.012057 | total=114.283 J | power=114.2 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=10 rep=8 batches=35 time=1.001 s | package=112.352 J | dram=2.002571 | total=114.355 J | power=114.3 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=10 rep=9 batches=35 time=1.001 s | package=112.785 J | dram=2.020365 | total=114.805 J | power=114.7 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=10 rep=10 batches=35 time=1.001 s | package=111.703 J | dram=1.998226 | total=113.701 J | power=113.6 W | runtime=in_range | checksum=OK
[OpenMP] requested=20 active=20
[STREAM] N=256000000 threads=20 rep=1 batches=9 time=1.059 s | package=121.325 J | dram=2.339431 | total=123.664 J | power=116.8 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=20 rep=2 batches=9 time=1.059 s | package=120.604 J | dram=2.330236 | total=122.934 J | power=116.1 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=20 rep=3 batches=9 time=1.059 s | package=120.689 J | dram=2.276885 | total=122.966 J | power=116.1 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=20 rep=4 batches=9 time=1.059 s | package=121.196 J | dram=2.268103 | total=123.464 J | power=116.5 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=20 rep=5 batches=9 time=1.059 s | package=121.853 J | dram=2.296010 | total=124.149 J | power=117.2 W | runtime=in_range | checksum=OK
