STREAM | Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz | platform=INTEL | session=stream_intel_20260720_234432_session3 | reps=10 | configs=63 | DRAM-RAPL=yes
[STREAM] N=128000000 threads=20 rep=1 batches=18 time=1.057 s | package=127.473 J | dram=2.454839 | total=129.928 J | power=122.9 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=20 rep=2 batches=18 time=1.057 s | package=129.313 J | dram=2.430711 | total=131.743 J | power=124.6 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=20 rep=3 batches=18 time=1.057 s | package=129.277 J | dram=2.440549 | total=131.718 J | power=124.6 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=20 rep=4 batches=18 time=1.057 s | package=127.805 J | dram=2.424438 | total=130.229 J | power=123.2 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=20 rep=5 batches=18 time=1.057 s | package=128.607 J | dram=2.452131 | total=131.059 J | power=124.0 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=20 rep=6 batches=18 time=1.057 s | package=127.577 J | dram=2.440350 | total=130.017 J | power=123.0 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=20 rep=7 batches=18 time=1.058 s | package=127.239 J | dram=2.444527 | total=129.683 J | power=122.6 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=20 rep=8 batches=18 time=1.057 s | package=127.424 J | dram=2.427834 | total=129.852 J | power=122.8 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=20 rep=9 batches=18 time=1.057 s | package=129.317 J | dram=2.467446 | total=131.785 J | power=124.6 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=20 rep=10 batches=18 time=1.057 s | package=128.724 J | dram=2.448979 | total=131.173 J | power=124.1 W | runtime=in_range | checksum=OK
[OpenMP] requested=16 active=16
[STREAM] N=64000000 threads=16 rep=1 batches=35 time=1.010 s | package=121.640 J | dram=2.273259 | total=123.913 J | power=122.7 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=16 rep=2 batches=35 time=1.010 s | package=121.604 J | dram=2.239813 | total=123.844 J | power=122.6 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=16 rep=3 batches=35 time=1.010 s | package=121.528 J | dram=2.220520 | total=123.748 J | power=122.5 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=16 rep=4 batches=35 time=1.010 s | package=122.117 J | dram=2.242965 | total=124.360 J | power=123.1 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=16 rep=5 batches=35 time=1.010 s | package=121.850 J | dram=2.262701 | total=124.113 J | power=122.9 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=16 rep=6 batches=35 time=1.010 s | package=122.223 J | dram=2.259183 | total=124.482 J | power=123.2 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=16 rep=7 batches=35 time=1.010 s | package=122.415 J | dram=2.267720 | total=124.683 J | power=123.4 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=16 rep=8 batches=35 time=1.010 s | package=121.998 J | dram=2.272891 | total=124.271 J | power=123.0 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=16 rep=9 batches=35 time=1.010 s | package=122.061 J | dram=2.273856 | total=124.334 J | power=123.1 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=16 rep=10 batches=35 time=1.010 s | package=122.666 J | dram=2.286998 | total=124.953 J | power=123.7 W | runtime=in_range | checksum=OK
[OpenMP] requested=1 active=1
[STREAM] N=64000000 threads=1 rep=1 batches=20 time=1.009 s | package=46.457 J | dram=0.865918 | total=47.323 J | power=46.9 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=1 rep=2 batches=20 time=1.009 s | package=46.511 J | dram=0.886665 | total=47.398 J | power=47.0 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=1 rep=3 batches=20 time=1.009 s | package=46.848 J | dram=0.885335 | total=47.733 J | power=47.3 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=1 rep=4 batches=20 time=1.009 s | package=46.564 J | dram=0.879704 | total=47.443 J | power=47.0 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=1 rep=5 batches=20 time=1.010 s | package=46.842 J | dram=0.896718 | total=47.739 J | power=47.3 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=1 rep=6 batches=20 time=1.009 s | package=46.592 J | dram=0.876629 | total=47.469 J | power=47.1 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=1 rep=7 batches=20 time=1.009 s | package=46.720 J | dram=0.892908 | total=47.613 J | power=47.2 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=1 rep=8 batches=20 time=1.009 s | package=46.683 J | dram=0.873966 | total=47.557 J | power=47.1 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=1 rep=9 batches=20 time=1.009 s | package=46.827 J | dram=0.882932 | total=47.710 J | power=47.3 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=1 rep=10 batches=20 time=1.009 s | package=46.590 J | dram=0.883697 | total=47.474 J | power=47.1 W | runtime=in_range | checksum=OK
[OpenMP] requested=4 active=4
[STREAM] N=128000000 threads=4 rep=1 batches=18 time=1.020 s | package=77.433 J | dram=1.690512 | total=79.123 J | power=77.6 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=4 rep=2 batches=18 time=1.020 s | package=77.181 J | dram=1.685938 | total=78.867 J | power=77.3 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=4 rep=3 batches=18 time=1.021 s | package=79.875 J | dram=1.684622 | total=81.560 J | power=79.9 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=4 rep=4 batches=18 time=1.020 s | package=78.718 J | dram=1.679160 | total=80.398 J | power=78.8 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=4 rep=5 batches=18 time=1.020 s | package=79.043 J | dram=1.644184 | total=80.687 J | power=79.1 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=4 rep=6 batches=18 time=1.020 s | package=78.225 J | dram=1.651528 | total=79.877 J | power=78.3 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=4 rep=7 batches=18 time=1.020 s | package=78.350 J | dram=1.662743 | total=80.013 J | power=78.5 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=4 rep=8 batches=18 time=1.020 s | package=78.242 J | dram=1.653012 | total=79.895 J | power=78.4 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=4 rep=9 batches=18 time=1.020 s | package=78.232 J | dram=1.695653 | total=79.928 J | power=78.4 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=4 rep=10 batches=18 time=1.020 s | package=79.590 J | dram=1.666093 | total=81.256 J | power=79.7 W | runtime=in_range | checksum=OK
[OpenMP] requested=2 active=2
[STREAM] N=1000000 threads=2 rep=1 batches=3803 time=1.000 s | package=63.107 J | dram=0.044324 | total=63.151 J | power=63.2 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=2 rep=2 batches=3803 time=0.999 s | package=63.040 J | dram=0.044507 | total=63.085 J | power=63.1 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=2 rep=3 batches=3803 time=0.999 s | package=62.344 J | dram=0.042366 | total=62.387 J | power=62.5 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=2 rep=4 batches=3803 time=1.005 s | package=63.008 J | dram=0.045288 | total=63.053 J | power=62.8 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=2 rep=5 batches=3803 time=1.000 s | package=62.555 J | dram=0.035496 | total=62.591 J | power=62.6 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=2 rep=6 batches=3803 time=1.005 s | package=63.154 J | dram=0.046864 | total=63.201 J | power=62.9 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=2 rep=7 batches=3803 time=1.005 s | package=63.118 J | dram=0.034395 | total=63.153 J | power=62.8 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=2 rep=8 batches=3803 time=1.000 s | package=62.794 J | dram=0.042182 | total=62.836 J | power=62.8 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=2 rep=9 batches=3803 time=1.000 s | package=62.931 J | dram=0.036383 | total=62.968 J | power=62.9 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=2 rep=10 batches=3803 time=0.997 s | package=63.845 J | dram=0.036613 | total=63.881 J | power=64.1 W | runtime=in_range | checksum=OK
[OpenMP] requested=2 active=2
[STREAM] N=2000000 threads=2 rep=1 batches=1621 time=0.998 s | package=62.781 J | dram=1.154707 | total=63.935 J | power=64.1 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=2 rep=2 batches=1621 time=0.996 s | package=62.531 J | dram=1.154293 | total=63.685 J | power=64.0 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=2 rep=3 batches=1621 time=0.997 s | package=62.258 J | dram=1.164192 | total=63.422 J | power=63.6 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=2 rep=4 batches=1621 time=0.995 s | package=62.326 J | dram=1.157598 | total=63.484 J | power=63.8 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=2 rep=5 batches=1621 time=0.997 s | package=62.493 J | dram=1.175774 | total=63.669 J | power=63.9 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=2 rep=6 batches=1621 time=0.998 s | package=62.623 J | dram=1.159204 | total=63.782 J | power=63.9 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=2 rep=7 batches=1621 time=0.996 s | package=63.054 J | dram=1.141855 | total=64.196 J | power=64.5 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=2 rep=8 batches=1621 time=0.996 s | package=63.016 J | dram=1.166686 | total=64.183 J | power=64.5 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=2 rep=9 batches=1621 time=0.995 s | package=62.420 J | dram=1.158041 | total=63.578 J | power=63.9 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=2 rep=10 batches=1621 time=0.995 s | package=62.367 J | dram=1.154109 | total=63.522 J | power=63.8 W | runtime=in_range | checksum=OK
[OpenMP] requested=4 active=4
[STREAM] N=256000000 threads=4 rep=1 batches=9 time=1.044 s | package=79.223 J | dram=1.569275 | total=80.793 J | power=77.4 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=4 rep=2 batches=9 time=1.045 s | package=78.717 J | dram=1.584545 | total=80.302 J | power=76.8 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=4 rep=3 batches=9 time=1.045 s | package=78.033 J | dram=1.584039 | total=79.617 J | power=76.2 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=4 rep=4 batches=9 time=1.049 s | package=79.177 J | dram=1.561472 | total=80.738 J | power=77.0 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=4 rep=5 batches=9 time=1.048 s | package=79.898 J | dram=1.554541 | total=81.452 J | power=77.7 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=4 rep=6 batches=9 time=1.045 s | package=80.291 J | dram=1.557999 | total=81.849 J | power=78.3 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=4 rep=7 batches=9 time=1.048 s | package=79.530 J | dram=1.569948 | total=81.100 J | power=77.4 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=4 rep=8 batches=9 time=1.045 s | package=79.917 J | dram=1.553914 | total=81.471 J | power=78.0 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=4 rep=9 batches=9 time=1.045 s | package=79.734 J | dram=1.546233 | total=81.280 J | power=77.8 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=4 rep=10 batches=9 time=1.046 s | package=80.004 J | dram=1.546341 | total=81.550 J | power=78.0 W | runtime=in_range | checksum=OK
[OpenMP] requested=10 active=10
[STREAM] N=4000000 threads=10 rep=1 batches=768 time=1.000 s | package=115.816 J | dram=2.143897 | total=117.960 J | power=117.9 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=10 rep=2 batches=768 time=1.000 s | package=115.804 J | dram=2.147004 | total=117.951 J | power=117.9 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=10 rep=3 batches=768 time=1.001 s | package=115.858 J | dram=2.143133 | total=118.002 J | power=117.9 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=10 rep=4 batches=768 time=1.001 s | package=116.094 J | dram=2.137104 | total=118.231 J | power=118.1 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=10 rep=5 batches=768 time=1.002 s | package=116.313 J | dram=2.137379 | total=118.450 J | power=118.3 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=10 rep=6 batches=768 time=1.000 s | package=116.312 J | dram=2.143668 | total=118.456 J | power=118.4 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=10 rep=7 batches=768 time=1.001 s | package=116.263 J | dram=2.138344 | total=118.401 J | power=118.3 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=10 rep=8 batches=768 time=1.002 s | package=116.136 J | dram=2.110390 | total=118.247 J | power=118.1 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=10 rep=9 batches=768 time=1.001 s | package=116.453 J | dram=2.131045 | total=118.584 J | power=118.4 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=10 rep=10 batches=768 time=1.000 s | package=116.160 J | dram=2.120443 | total=118.280 J | power=118.2 W | runtime=in_range | checksum=OK
[OpenMP] requested=8 active=8
[STREAM] N=1000000 threads=8 rep=1 batches=13779 time=1.000 s | package=131.323 J | dram=0.000199 | total=131.323 J | power=131.4 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=8 rep=2 batches=13779 time=0.999 s | package=130.980 J | dram=0.000000 | total=130.980 J | power=131.1 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=8 rep=3 batches=13779 time=0.996 s | package=130.700 J | dram=0.000000 | total=130.700 J | power=131.2 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=8 rep=4 batches=13779 time=1.000 s | package=131.239 J | dram=0.000000 | total=131.239 J | power=131.2 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=8 rep=5 batches=13779 time=0.999 s | package=131.205 J | dram=0.000015 | total=131.205 J | power=131.3 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=8 rep=6 batches=13779 time=1.000 s | package=131.548 J | dram=0.000015 | total=131.548 J | power=131.5 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=8 rep=7 batches=13779 time=1.000 s | package=131.280 J | dram=0.000016 | total=131.281 J | power=131.3 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=8 rep=8 batches=13779 time=1.003 s | package=132.194 J | dram=0.000091 | total=132.194 J | power=131.8 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=8 rep=9 batches=13779 time=0.999 s | package=132.406 J | dram=0.000016 | total=132.406 J | power=132.6 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=8 rep=10 batches=13779 time=0.996 s | package=132.784 J | dram=0.000000 | total=132.784 J | power=133.3 W | runtime=in_range | checksum=OK
[OpenMP] requested=10 active=10
[STREAM] N=1000000 threads=10 rep=1 batches=19515 time=1.000 s | package=149.058 J | dram=0.000000 | total=149.058 J | power=149.0 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=10 rep=2 batches=19515 time=1.002 s | package=149.220 J | dram=0.000000 | total=149.220 J | power=149.0 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=10 rep=3 batches=19515 time=1.002 s | package=149.402 J | dram=0.000000 | total=149.402 J | power=149.1 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=10 rep=4 batches=19515 time=1.002 s | package=149.412 J | dram=0.000000 | total=149.412 J | power=149.1 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=10 rep=5 batches=19515 time=0.999 s | package=149.064 J | dram=0.000000 | total=149.064 J | power=149.3 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=10 rep=6 batches=19515 time=1.000 s | package=149.290 J | dram=0.000000 | total=149.290 J | power=149.4 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=10 rep=7 batches=19515 time=1.000 s | package=149.501 J | dram=0.000016 | total=149.501 J | power=149.5 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=10 rep=8 batches=19515 time=0.999 s | package=149.485 J | dram=0.000000 | total=149.485 J | power=149.6 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=10 rep=9 batches=19515 time=1.003 s | package=150.149 J | dram=0.000000 | total=150.149 J | power=149.6 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=10 rep=10 batches=19515 time=1.002 s | package=150.018 J | dram=0.000000 | total=150.018 J | power=149.7 W | runtime=in_range | checksum=OK
[OpenMP] requested=4 active=4
[STREAM] N=4000000 threads=4 rep=1 batches=744 time=1.000 s | package=76.424 J | dram=1.814442 | total=78.238 J | power=78.2 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=4 rep=2 batches=744 time=1.001 s | package=76.763 J | dram=1.788922 | total=78.552 J | power=78.5 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=4 rep=3 batches=744 time=1.009 s | package=77.825 J | dram=1.802004 | total=79.627 J | power=78.9 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=4 rep=4 batches=744 time=1.000 s | package=76.501 J | dram=1.837439 | total=78.339 J | power=78.4 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=4 rep=5 batches=744 time=0.999 s | package=76.242 J | dram=1.833368 | total=78.075 J | power=78.2 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=4 rep=6 batches=744 time=1.002 s | package=77.955 J | dram=1.831440 | total=79.786 J | power=79.6 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=4 rep=7 batches=744 time=1.004 s | package=77.427 J | dram=1.810510 | total=79.238 J | power=78.9 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=4 rep=8 batches=744 time=1.002 s | package=77.884 J | dram=1.837652 | total=79.722 J | power=79.6 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=4 rep=9 batches=744 time=1.002 s | package=77.843 J | dram=1.842258 | total=79.685 J | power=79.6 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=4 rep=10 batches=744 time=1.003 s | package=77.468 J | dram=1.844553 | total=79.313 J | power=79.1 W | runtime=in_range | checksum=OK
[OpenMP] requested=20 active=20
[STREAM] N=16000000 threads=20 rep=1 batches=136 time=1.001 s | package=121.334 J | dram=2.387412 | total=123.722 J | power=123.6 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=20 rep=2 batches=136 time=1.002 s | package=121.284 J | dram=2.385699 | total=123.669 J | power=123.5 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=20 rep=3 batches=136 time=1.002 s | package=121.464 J | dram=2.402849 | total=123.867 J | power=123.7 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=20 rep=4 batches=136 time=1.002 s | package=121.404 J | dram=2.374514 | total=123.779 J | power=123.5 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=20 rep=5 batches=136 time=1.002 s | package=121.528 J | dram=2.359351 | total=123.888 J | power=123.7 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=20 rep=6 batches=136 time=1.002 s | package=121.384 J | dram=2.364630 | total=123.749 J | power=123.5 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=20 rep=7 batches=136 time=1.002 s | package=121.371 J | dram=2.388620 | total=123.760 J | power=123.5 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=20 rep=8 batches=136 time=1.002 s | package=121.598 J | dram=2.383557 | total=123.982 J | power=123.7 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=20 rep=9 batches=136 time=1.002 s | package=121.822 J | dram=2.384321 | total=124.207 J | power=124.0 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=20 rep=10 batches=136 time=1.002 s | package=121.788 J | dram=2.361708 | total=124.149 J | power=123.9 W | runtime=in_range | checksum=OK
[OpenMP] requested=4 active=4
[STREAM] N=8000000 threads=4 rep=1 batches=315 time=1.000 s | package=77.237 J | dram=1.842258 | total=79.080 J | power=79.0 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=4 rep=2 batches=315 time=1.005 s | package=76.554 J | dram=1.818099 | total=78.372 J | power=78.0 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=4 rep=3 batches=315 time=1.003 s | package=76.367 J | dram=1.839534 | total=78.207 J | power=78.0 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=4 rep=4 batches=315 time=1.006 s | package=76.450 J | dram=1.825764 | total=78.275 J | power=77.8 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=4 rep=5 batches=315 time=1.002 s | package=76.911 J | dram=1.809669 | total=78.720 J | power=78.6 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=4 rep=6 batches=315 time=1.004 s | package=77.946 J | dram=1.844843 | total=79.791 J | power=79.4 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=4 rep=7 batches=315 time=1.003 s | package=76.683 J | dram=1.848775 | total=78.532 J | power=78.3 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=4 rep=8 batches=315 time=1.004 s | package=76.516 J | dram=1.855737 | total=78.372 J | power=78.0 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=4 rep=9 batches=315 time=1.008 s | package=76.486 J | dram=1.800642 | total=78.287 J | power=77.7 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=4 rep=10 batches=315 time=1.009 s | package=76.671 J | dram=1.827279 | total=78.499 J | power=77.8 W | runtime=in_range | checksum=OK
[OpenMP] requested=16 active=16
[STREAM] N=256000000 threads=16 rep=1 batches=9 time=1.047 s | package=114.780 J | dram=2.203721 | total=116.984 J | power=111.7 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=16 rep=2 batches=9 time=1.047 s | package=115.775 J | dram=2.206306 | total=117.981 J | power=112.6 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=16 rep=3 batches=9 time=1.049 s | package=115.670 J | dram=2.205373 | total=117.875 J | power=112.4 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=16 rep=4 batches=9 time=1.048 s | package=116.229 J | dram=2.253201 | total=118.482 J | power=113.1 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=16 rep=5 batches=9 time=1.047 s | package=115.492 J | dram=2.278338 | total=117.770 J | power=112.5 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=16 rep=6 batches=9 time=1.047 s | package=115.638 J | dram=2.226532 | total=117.865 J | power=112.6 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=16 rep=7 batches=9 time=1.048 s | package=115.155 J | dram=2.248274 | total=117.403 J | power=112.1 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=16 rep=8 batches=9 time=1.047 s | package=114.948 J | dram=2.242215 | total=117.190 J | power=111.9 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=16 rep=9 batches=9 time=1.047 s | package=116.043 J | dram=2.266175 | total=118.309 J | power=112.9 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=16 rep=10 batches=9 time=1.047 s | package=115.063 J | dram=2.273351 | total=117.336 J | power=112.1 W | runtime=in_range | checksum=OK
[OpenMP] requested=1 active=1
[STREAM] N=16000000 threads=1 rep=1 batches=79 time=1.002 s | package=46.635 J | dram=0.896779 | total=47.532 J | power=47.4 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=1 rep=2 batches=79 time=1.002 s | package=46.644 J | dram=0.904352 | total=47.548 J | power=47.5 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=1 rep=3 batches=79 time=1.001 s | package=46.484 J | dram=0.905653 | total=47.390 J | power=47.3 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=1 rep=4 batches=79 time=1.002 s | package=46.608 J | dram=0.910213 | total=47.518 J | power=47.4 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=1 rep=5 batches=79 time=1.001 s | package=46.425 J | dram=0.913700 | total=47.339 J | power=47.3 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=1 rep=6 batches=79 time=1.002 s | package=48.086 J | dram=0.895478 | total=48.982 J | power=48.9 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=1 rep=7 batches=79 time=1.001 s | package=48.054 J | dram=0.892648 | total=48.946 J | power=48.9 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=1 rep=8 batches=79 time=1.001 s | package=47.936 J | dram=0.895249 | total=48.832 J | power=48.8 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=1 rep=9 batches=79 time=1.001 s | package=47.343 J | dram=0.895586 | total=48.239 J | power=48.2 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=1 rep=10 batches=79 time=1.003 s | package=47.616 J | dram=0.885594 | total=48.502 J | power=48.3 W | runtime=in_range | checksum=OK
[OpenMP] requested=20 active=20
[STREAM] N=256000000 threads=20 rep=1 batches=9 time=1.060 s | package=129.023 J | dram=2.405649 | total=131.428 J | power=124.0 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=20 rep=2 batches=9 time=1.060 s | package=128.640 J | dram=2.399544 | total=131.039 J | power=123.7 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=20 rep=3 batches=9 time=1.060 s | package=127.988 J | dram=2.399055 | total=130.387 J | power=123.0 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=20 rep=4 batches=9 time=1.060 s | package=128.254 J | dram=2.405757 | total=130.660 J | power=123.3 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=20 rep=5 batches=9 time=1.060 s | package=129.382 J | dram=2.400402 | total=131.782 J | power=124.3 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=20 rep=6 batches=9 time=1.060 s | package=127.790 J | dram=2.398015 | total=130.188 J | power=122.8 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=20 rep=7 batches=9 time=1.060 s | package=128.116 J | dram=2.412458 | total=130.529 J | power=123.2 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=20 rep=8 batches=9 time=1.060 s | package=128.224 J | dram=2.433297 | total=130.657 J | power=123.3 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=20 rep=9 batches=9 time=1.060 s | package=128.473 J | dram=2.424132 | total=130.897 J | power=123.5 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=20 rep=10 batches=9 time=1.060 s | package=129.052 J | dram=2.422418 | total=131.475 J | power=124.0 W | runtime=in_range | checksum=OK
[OpenMP] requested=1 active=1
[STREAM] N=256000000 threads=1 rep=1 batches=5 time=1.004 s | package=46.999 J | dram=0.888303 | total=47.887 J | power=47.7 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=1 rep=2 batches=5 time=1.004 s | package=46.683 J | dram=0.885763 | total=47.569 J | power=47.4 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=1 rep=3 batches=5 time=1.004 s | package=46.463 J | dram=0.876889 | total=47.340 J | power=47.2 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=1 rep=4 batches=5 time=1.003 s | package=46.450 J | dram=0.877899 | total=47.328 J | power=47.2 W | runtime=in_range | checksum=OK
