STREAM | Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz | platform=INTEL | session=stream_intel_20260720_234432_session4 | reps=10 | configs=63 | DRAM-RAPL=yes
[STREAM] N=256000000 threads=16 rep=7 batches=9 time=1.048 s | package=119.537 J | dram=2.227451 | total=121.765 J | power=116.2 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=16 rep=8 batches=9 time=1.048 s | package=119.531 J | dram=2.231091 | total=121.762 J | power=116.2 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=16 rep=9 batches=9 time=1.047 s | package=119.919 J | dram=2.237900 | total=122.157 J | power=116.6 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=16 rep=10 batches=9 time=1.048 s | package=119.556 J | dram=2.232102 | total=121.788 J | power=116.2 W | runtime=in_range | checksum=OK
[OpenMP] requested=2 active=2
[STREAM] N=8000000 threads=2 rep=1 batches=259 time=1.000 s | package=60.646 J | dram=1.518127 | total=62.164 J | power=62.1 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=2 rep=2 batches=259 time=1.000 s | package=60.219 J | dram=1.501939 | total=61.720 J | power=61.7 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=2 rep=3 batches=259 time=0.999 s | package=61.909 J | dram=1.519657 | total=63.428 J | power=63.5 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=2 rep=4 batches=259 time=0.999 s | package=61.408 J | dram=1.508335 | total=62.916 J | power=63.0 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=2 rep=5 batches=259 time=1.000 s | package=60.770 J | dram=1.531438 | total=62.302 J | power=62.3 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=2 rep=6 batches=259 time=1.000 s | package=60.903 J | dram=1.532310 | total=62.435 J | power=62.4 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=2 rep=7 batches=259 time=0.999 s | package=60.110 J | dram=1.529985 | total=61.640 J | power=61.7 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=2 rep=8 batches=259 time=0.999 s | package=61.716 J | dram=1.542975 | total=63.259 J | power=63.3 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=2 rep=9 batches=259 time=0.999 s | package=61.590 J | dram=1.516429 | total=63.106 J | power=63.2 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=2 rep=10 batches=259 time=1.000 s | package=61.601 J | dram=1.493050 | total=63.094 J | power=63.1 W | runtime=in_range | checksum=OK
[OpenMP] requested=1 active=1
[STREAM] N=2000000 threads=1 rep=1 batches=902 time=1.001 s | package=47.542 J | dram=0.535271 | total=48.078 J | power=48.0 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=1 rep=2 batches=902 time=1.002 s | package=47.965 J | dram=0.549958 | total=48.515 J | power=48.4 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=1 rep=3 batches=902 time=1.001 s | package=47.652 J | dram=0.544512 | total=48.197 J | power=48.1 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=1 rep=4 batches=902 time=1.002 s | package=47.705 J | dram=0.547756 | total=48.253 J | power=48.2 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=1 rep=5 batches=902 time=1.002 s | package=48.240 J | dram=0.547373 | total=48.787 J | power=48.7 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=1 rep=6 batches=902 time=1.002 s | package=48.572 J | dram=0.550081 | total=49.122 J | power=49.0 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=1 rep=7 batches=902 time=1.002 s | package=47.992 J | dram=0.556170 | total=48.548 J | power=48.5 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=1 rep=8 batches=902 time=1.002 s | package=48.061 J | dram=0.530650 | total=48.592 J | power=48.5 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=1 rep=9 batches=902 time=1.003 s | package=49.404 J | dram=0.542247 | total=49.946 J | power=49.8 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=1 rep=10 batches=902 time=1.002 s | package=47.783 J | dram=0.550662 | total=48.334 J | power=48.2 W | runtime=in_range | checksum=OK
[OpenMP] requested=16 active=16
[STREAM] N=64000000 threads=16 rep=1 batches=35 time=1.010 s | package=121.306 J | dram=2.184855 | total=123.491 J | power=122.3 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=16 rep=2 batches=35 time=1.011 s | package=121.315 J | dram=2.187977 | total=123.503 J | power=122.2 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=16 rep=3 batches=35 time=1.010 s | package=121.856 J | dram=2.190027 | total=124.046 J | power=122.8 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=16 rep=4 batches=35 time=1.010 s | package=122.059 J | dram=2.226334 | total=124.285 J | power=123.1 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=16 rep=5 batches=35 time=1.010 s | package=121.815 J | dram=2.201868 | total=124.017 J | power=122.8 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=16 rep=6 batches=35 time=1.010 s | package=121.973 J | dram=2.243683 | total=124.217 J | power=123.0 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=16 rep=7 batches=35 time=1.010 s | package=122.365 J | dram=2.256459 | total=124.621 J | power=123.4 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=16 rep=8 batches=35 time=1.010 s | package=121.781 J | dram=2.253980 | total=124.035 J | power=122.8 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=16 rep=9 batches=35 time=1.010 s | package=122.110 J | dram=2.246301 | total=124.356 J | power=123.1 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=16 rep=10 batches=35 time=1.010 s | package=122.074 J | dram=2.256689 | total=124.331 J | power=123.1 W | runtime=in_range | checksum=OK
[OpenMP] requested=16 active=16
[STREAM] N=4000000 threads=16 rep=1 batches=759 time=1.000 s | package=117.003 J | dram=2.366069 | total=119.369 J | power=119.4 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=16 rep=2 batches=759 time=1.001 s | package=116.881 J | dram=2.393976 | total=119.275 J | power=119.2 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=16 rep=3 batches=759 time=1.000 s | package=116.877 J | dram=2.388238 | total=119.265 J | power=119.2 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=16 rep=4 batches=759 time=1.001 s | package=116.804 J | dram=2.380756 | total=119.185 J | power=119.1 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=16 rep=5 batches=759 time=1.001 s | package=116.492 J | dram=2.367522 | total=118.859 J | power=118.8 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=16 rep=6 batches=759 time=1.001 s | package=116.654 J | dram=2.345612 | total=119.000 J | power=118.9 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=16 rep=7 batches=759 time=1.001 s | package=116.683 J | dram=2.353430 | total=119.036 J | power=118.9 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=16 rep=8 batches=759 time=1.001 s | package=116.292 J | dram=2.380970 | total=118.673 J | power=118.6 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=16 rep=9 batches=759 time=1.000 s | package=115.850 J | dram=2.354854 | total=118.205 J | power=118.2 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=16 rep=10 batches=759 time=1.000 s | package=115.982 J | dram=2.368257 | total=118.350 J | power=118.3 W | runtime=in_range | checksum=OK
[OpenMP] requested=4 active=4
[STREAM] N=128000000 threads=4 rep=1 batches=18 time=1.022 s | package=79.584 J | dram=1.675641 | total=81.259 J | power=79.5 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=4 rep=2 batches=18 time=1.026 s | package=83.851 J | dram=1.728364 | total=85.580 J | power=83.4 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=4 rep=3 batches=18 time=1.020 s | package=77.745 J | dram=1.662162 | total=79.407 J | power=77.9 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=4 rep=4 batches=18 time=1.020 s | package=78.154 J | dram=1.664930 | total=79.819 J | power=78.2 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=4 rep=5 batches=18 time=1.020 s | package=77.978 J | dram=1.656072 | total=79.634 J | power=78.1 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=4 rep=6 batches=18 time=1.019 s | package=78.158 J | dram=1.671678 | total=79.830 J | power=78.3 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=4 rep=7 batches=18 time=1.020 s | package=77.459 J | dram=1.667792 | total=79.127 J | power=77.6 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=4 rep=8 batches=18 time=1.019 s | package=77.867 J | dram=1.666859 | total=79.534 J | power=78.0 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=4 rep=9 batches=18 time=1.020 s | package=77.895 J | dram=1.687819 | total=79.583 J | power=78.0 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=4 rep=10 batches=18 time=1.021 s | package=78.467 J | dram=1.709866 | total=80.177 J | power=78.6 W | runtime=in_range | checksum=OK
[OpenMP] requested=2 active=2
[STREAM] N=128000000 threads=2 rep=1 batches=16 time=1.052 s | package=63.868 J | dram=1.521646 | total=65.390 J | power=62.1 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=2 rep=2 batches=16 time=1.052 s | package=63.909 J | dram=1.536625 | total=65.446 J | power=62.2 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=2 rep=3 batches=16 time=1.052 s | package=63.879 J | dram=1.528684 | total=65.408 J | power=62.2 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=2 rep=4 batches=16 time=1.052 s | package=63.885 J | dram=1.528486 | total=65.414 J | power=62.2 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=2 rep=5 batches=16 time=1.052 s | package=63.548 J | dram=1.532004 | total=65.080 J | power=61.9 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=2 rep=6 batches=16 time=1.052 s | package=62.172 J | dram=1.532142 | total=63.704 J | power=60.6 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=2 rep=7 batches=16 time=1.052 s | package=62.052 J | dram=1.515878 | total=63.567 J | power=60.4 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=2 rep=8 batches=16 time=1.052 s | package=63.139 J | dram=1.532693 | total=64.671 J | power=61.5 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=2 rep=9 batches=16 time=1.052 s | package=63.961 J | dram=1.523528 | total=65.485 J | power=62.2 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=2 rep=10 batches=16 time=1.052 s | package=63.690 J | dram=1.501129 | total=65.191 J | power=62.0 W | runtime=in_range | checksum=OK
[OpenMP] requested=20 active=20
[STREAM] N=4000000 threads=20 rep=1 batches=689 time=1.000 s | package=118.842 J | dram=2.465718 | total=121.308 J | power=121.3 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=20 rep=2 batches=689 time=1.001 s | package=118.649 J | dram=2.476320 | total=121.126 J | power=121.0 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=20 rep=3 batches=689 time=1.001 s | package=119.079 J | dram=2.475356 | total=121.555 J | power=121.4 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=20 rep=4 batches=689 time=1.001 s | package=119.451 J | dram=2.471393 | total=121.922 J | power=121.8 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=20 rep=5 batches=689 time=1.002 s | package=119.948 J | dram=2.471210 | total=122.419 J | power=122.2 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=20 rep=6 batches=689 time=1.001 s | package=119.367 J | dram=2.489723 | total=121.856 J | power=121.8 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=20 rep=7 batches=689 time=1.001 s | package=119.547 J | dram=2.476626 | total=122.023 J | power=121.9 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=20 rep=8 batches=689 time=1.002 s | package=119.649 J | dram=2.477865 | total=122.127 J | power=121.9 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=20 rep=9 batches=689 time=1.000 s | package=119.665 J | dram=2.440978 | total=122.106 J | power=122.1 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=20 rep=10 batches=689 time=1.001 s | package=119.663 J | dram=2.477254 | total=122.140 J | power=122.0 W | runtime=in_range | checksum=OK
[OpenMP] requested=4 active=4
[STREAM] N=8000000 threads=4 rep=1 batches=317 time=1.002 s | package=76.952 J | dram=1.860663 | total=78.813 J | power=78.7 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=4 rep=2 batches=317 time=0.998 s | package=78.246 J | dram=1.850780 | total=80.097 J | power=80.2 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=4 rep=3 batches=317 time=1.002 s | package=77.434 J | dram=1.854711 | total=79.289 J | power=79.1 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=4 rep=4 batches=317 time=0.996 s | package=76.377 J | dram=1.868069 | total=78.245 J | power=78.5 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=4 rep=5 batches=317 time=0.995 s | package=76.242 J | dram=1.851484 | total=78.093 J | power=78.5 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=4 rep=6 batches=317 time=0.997 s | package=76.609 J | dram=1.836107 | total=78.446 J | power=78.6 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=4 rep=7 batches=317 time=1.000 s | package=76.792 J | dram=1.852402 | total=78.644 J | power=78.7 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=4 rep=8 batches=317 time=1.001 s | package=76.668 J | dram=1.850719 | total=78.519 J | power=78.5 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=4 rep=9 batches=317 time=1.000 s | package=76.255 J | dram=1.872659 | total=78.127 J | power=78.1 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=4 rep=10 batches=317 time=0.999 s | package=76.898 J | dram=1.846022 | total=78.744 J | power=78.8 W | runtime=in_range | checksum=OK
[OpenMP] requested=10 active=10
[STREAM] N=1000000 threads=10 rep=1 batches=17500 time=1.001 s | package=147.374 J | dram=0.000000 | total=147.374 J | power=147.2 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=10 rep=2 batches=17500 time=1.000 s | package=147.310 J | dram=0.000000 | total=147.310 J | power=147.3 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=10 rep=3 batches=17500 time=0.999 s | package=147.290 J | dram=0.000000 | total=147.290 J | power=147.4 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=10 rep=4 batches=17500 time=1.000 s | package=147.426 J | dram=0.000061 | total=147.426 J | power=147.4 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=10 rep=5 batches=17500 time=1.000 s | package=147.535 J | dram=0.000030 | total=147.535 J | power=147.5 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=10 rep=6 batches=17500 time=1.000 s | package=147.643 J | dram=0.000000 | total=147.643 J | power=147.7 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=10 rep=7 batches=17500 time=1.000 s | package=147.869 J | dram=0.000000 | total=147.869 J | power=147.8 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=10 rep=8 batches=17500 time=0.999 s | package=147.827 J | dram=0.000000 | total=147.827 J | power=147.9 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=10 rep=9 batches=17500 time=1.003 s | package=148.529 J | dram=0.000000 | total=148.529 J | power=148.0 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=10 rep=10 batches=17500 time=1.001 s | package=148.320 J | dram=0.000000 | total=148.320 J | power=148.2 W | runtime=in_range | checksum=OK
[OpenMP] requested=2 active=2
[STREAM] N=256000000 threads=2 rep=1 batches=8 time=1.073 s | package=65.135 J | dram=1.373113 | total=66.508 J | power=62.0 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=2 rep=2 batches=8 time=1.072 s | package=65.732 J | dram=1.380626 | total=67.113 J | power=62.6 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=2 rep=3 batches=8 time=1.072 s | package=64.873 J | dram=1.373924 | total=66.247 J | power=61.8 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=2 rep=4 batches=8 time=1.072 s | package=63.773 J | dram=1.393967 | total=65.167 J | power=60.8 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=2 rep=5 batches=8 time=1.072 s | package=63.274 J | dram=1.383013 | total=64.657 J | power=60.3 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=2 rep=6 batches=8 time=1.072 s | package=63.037 J | dram=1.368998 | total=64.406 J | power=60.1 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=2 rep=7 batches=8 time=1.073 s | package=64.172 J | dram=1.392560 | total=65.564 J | power=61.1 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=2 rep=8 batches=8 time=1.076 s | package=66.664 J | dram=1.398833 | total=68.063 J | power=63.3 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=2 rep=9 batches=8 time=1.078 s | package=65.724 J | dram=1.369105 | total=67.093 J | power=62.2 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=2 rep=10 batches=8 time=1.079 s | package=65.467 J | dram=1.384375 | total=66.851 J | power=61.9 W | runtime=in_range | checksum=OK
[OpenMP] requested=8 active=8
[STREAM] N=2000000 threads=8 rep=1 batches=3144 time=0.997 s | package=112.221 J | dram=2.002082 | total=114.223 J | power=114.5 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=8 rep=2 batches=3144 time=0.997 s | package=112.444 J | dram=2.011124 | total=114.455 J | power=114.9 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=8 rep=3 batches=3144 time=0.997 s | package=112.633 J | dram=2.028291 | total=114.662 J | power=115.0 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=8 rep=4 batches=3144 time=0.997 s | package=112.504 J | dram=2.022109 | total=114.526 J | power=114.9 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=8 rep=5 batches=3144 time=0.996 s | package=112.642 J | dram=2.032085 | total=114.674 J | power=115.2 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=8 rep=6 batches=3144 time=0.995 s | package=112.581 J | dram=2.021115 | total=114.602 J | power=115.2 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=8 rep=7 batches=3144 time=0.996 s | package=112.718 J | dram=2.041525 | total=114.760 J | power=115.2 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=8 rep=8 batches=3144 time=0.995 s | package=112.547 J | dram=2.014735 | total=114.562 J | power=115.1 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=8 rep=9 batches=3144 time=0.996 s | package=112.768 J | dram=2.003841 | total=114.772 J | power=115.3 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=8 rep=10 batches=3144 time=0.996 s | package=112.693 J | dram=2.004698 | total=114.698 J | power=115.2 W | runtime=in_range | checksum=OK
[OpenMP] requested=16 active=16
[STREAM] N=32000000 threads=16 rep=1 batches=71 time=1.012 s | package=112.385 J | dram=2.300279 | total=114.685 J | power=113.3 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=16 rep=2 batches=71 time=1.012 s | package=112.296 J | dram=2.304731 | total=114.601 J | power=113.2 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=16 rep=3 batches=71 time=1.012 s | package=112.747 J | dram=2.310866 | total=115.058 J | power=113.7 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=16 rep=4 batches=71 time=1.013 s | package=112.996 J | dram=2.290640 | total=115.286 J | power=113.8 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=16 rep=5 batches=71 time=1.013 s | package=113.085 J | dram=2.287503 | total=115.373 J | power=113.9 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=16 rep=6 batches=71 time=1.013 s | package=112.557 J | dram=2.304822 | total=114.862 J | power=113.4 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=16 rep=7 batches=71 time=1.012 s | package=112.729 J | dram=2.308082 | total=115.037 J | power=113.6 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=16 rep=8 batches=71 time=1.013 s | package=112.627 J | dram=2.305144 | total=114.932 J | power=113.5 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=16 rep=9 batches=71 time=1.013 s | package=113.025 J | dram=2.309979 | total=115.335 J | power=113.9 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=16 rep=10 batches=71 time=1.013 s | package=112.566 J | dram=2.304883 | total=114.871 J | power=113.4 W | runtime=in_range | checksum=OK
[OpenMP] requested=2 active=2
[STREAM] N=32000000 threads=2 rep=1 batches=62 time=1.003 s | package=61.509 J | dram=1.496830 | total=63.006 J | power=62.8 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=2 rep=2 batches=62 time=1.003 s | package=60.405 J | dram=1.502338 | total=61.908 J | power=61.7 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=2 rep=3 batches=62 time=1.004 s | package=61.084 J | dram=1.492148 | total=62.576 J | power=62.4 W | runtime=in_range | checksum=OK
