timestamp,host,gpu_name,matrix_size,mode,batches,seconds_target,seconds_gpu,seconds_wall,energy_j,avg_power_w,below_target,workload,impl,dtype,N,passes_kernel,passes_e2e,seconds_kernel,energy_kernel_j,avg_power_w_kernel,avg_power_w_e2e,bytes_total,bw_gb_s,time_mode,energy_mode,includes_transfer,device_name,driver_version,pcie_gen_current,pcie_width_current,pcie_rx_kbs,pcie_tx_kbs,clocks_sm_mhz,clocks_mem_mhz,temp_c,throttle_reasons,notes,rows,cols,nnz,op,sp_algo,num_rhs,backend,library,library_version,matrix_id,pattern,permuted,band_width,block_size,avg_nnz_per_row,std_nnz_per_row
2025-10-15T16:12:33,rock-tobefilledbyoem,NVIDIA GeForce RTX 5050,1024,kernel,0,1.10,1.1188,1.1188,64.373,57.5,0,spmv,cusparse,fp32,1024,140888,140888,1.1188,64.373,57.5,57.5,7358298464,6.58,kernel,kernel,0,NVIDIA GeForce RTX 5050,13000,3,8,325,391,2925,9801,53,0,sweep;repeats=50;passes=140888;dtype=fp32;byte_model=csr_theoretical;calibration_adjusted=1;passes=140888,1024,1024,4992,N,spmv_alg_default,0,cuda,cusparse,12102,synthetic:STENCIL_5PT_2D,STENCIL_5PT_2D,0,1,0,4.88,0.34
2025-10-15T16:12:34,rock-tobefilledbyoem,NVIDIA GeForce RTX 5050,1024,kernel,1,1.10,1.1170,1.1170,58.842,52.7,0,spmv,cusparse,fp32,1024,140888,140888,1.1170,58.842,52.7,52.7,7358298464,6.59,kernel,kernel,0,NVIDIA GeForce RTX 5050,13000,3,8,361,392,2925,9801,53,0,sweep;repeats=50;passes=140888;dtype=fp32;byte_model=csr_theoretical;calibration_adjusted=1;passes=140888,1024,1024,4992,N,spmv_alg_default,0,cuda,cusparse,12102,synthetic:STENCIL_5PT_2D,STENCIL_5PT_2D,0,1,0,4.88,0.34
2025-10-15T16:12:35,rock-tobefilledbyoem,NVIDIA GeForce RTX 5050,1024,kernel,2,1.10,1.1194,1.1194,59.493,53.1,0,spmv,cusparse,fp32,1024,140888,140888,1.1194,59.493,53.1,53.1,7358298464,6.57,kernel,kernel,0,NVIDIA GeForce RTX 5050,13000,3,8,319,397,2925,9801,53,0,sweep;repeats=50;passes=140888;dtype=fp32;byte_model=csr_theoretical;calibration_adjusted=1;passes=140888,1024,1024,4992,N,spmv_alg_default,0,cuda,cusparse,12102,synthetic:STENCIL_5PT_2D,STENCIL_5PT_2D,0,1,0,4.88,0.34
2025-10-15T16:12:36,rock-tobefilledbyoem,NVIDIA GeForce RTX 5050,1024,kernel,3,1.10,1.1188,1.1188,59.225,52.9,0,spmv,cusparse,fp32,1024,140888,140888,1.1188,59.225,52.9,52.9,7358298464,6.58,kernel,kernel,0,NVIDIA GeForce RTX 5050,13000,3,8,328,391,2925,9801,53,0,sweep;repeats=50;passes=140888;dtype=fp32;byte_model=csr_theoretical;calibration_adjusted=1;passes=140888,1024,1024,4992,N,spmv_alg_default,0,cuda,cusparse,12102,synthetic:STENCIL_5PT_2D,STENCIL_5PT_2D,0,1,0,4.88,0.34
2025-10-15T16:12:37,rock-tobefilledbyoem,NVIDIA GeForce RTX 5050,1024,kernel,4,1.10,1.1190,1.1190,59.433,53.1,0,spmv,cusparse,fp32,1024,140888,140888,1.1190,59.433,53.1,53.1,7358298464,6.58,kernel,kernel,0,NVIDIA GeForce RTX 5050,13000,3,8,329,1140,2925,9801,53,0,sweep;repeats=50;passes=140888;dtype=fp32;byte_model=csr_theoretical;calibration_adjusted=1;passes=140888,1024,1024,4992,N,spmv_alg_default,0,cuda,cusparse,12102,synthetic:STENCIL_5PT_2D,STENCIL_5PT_2D,0,1,0,4.88,0.34
2025-10-15T16:12:38,rock-tobefilledbyoem,NVIDIA GeForce RTX 5050,1024,kernel,5,1.10,1.1199,1.1198,64.473,57.6,0,spmv,cusparse,fp32,1024,140888,140888,1.1199,64.473,57.6,57.6,7358298464,6.57,kernel,kernel,0,NVIDIA GeForce RTX 5050,13000,3,8,328,391,2925,9801,53,0,sweep;repeats=50;passes=140888;dtype=fp32;byte_model=csr_theoretical;calibration_adjusted=1;passes=140888,1024,1024,4992,N,spmv_alg_default,0,cuda,cusparse,12102,synthetic:STENCIL_5PT_2D,STENCIL_5PT_2D,0,1,0,4.88,0.34
2025-10-15T16:12:40,rock-tobefilledbyoem,NVIDIA GeForce RTX 5050,1024,kernel,6,1.10,1.1187,1.1187,58.886,52.6,0,spmv,cusparse,fp32,1024,140888,140888,1.1187,58.886,52.6,52.6,7358298464,6.58,kernel,kernel,0,NVIDIA GeForce RTX 5050,13000,3,8,361,391,2925,9801,53,0,sweep;repeats=50;passes=140888;dtype=fp32;byte_model=csr_theoretical;calibration_adjusted=1;passes=140888,1024,1024,4992,N,spmv_alg_default,0,cuda,cusparse,12102,synthetic:STENCIL_5PT_2D,STENCIL_5PT_2D,0,1,0,4.88,0.34
2025-10-15T16:12:41,rock-tobefilledbyoem,NVIDIA GeForce RTX 5050,1024,kernel,7,1.10,1.1178,1.1178,59.242,53.0,0,spmv,cusparse,fp32,1024,140888,140888,1.1178,59.242,53.0,53.0,7358298464,6.58,kernel,kernel,0,NVIDIA GeForce RTX 5050,13000,3,8,329,391,2925,9801,53,0,sweep;repeats=50;passes=140888;dtype=fp32;byte_model=csr_theoretical;calibration_adjusted=1;passes=140888,1024,1024,4992,N,spmv_alg_default,0,cuda,cusparse,12102,synthetic:STENCIL_5PT_2D,STENCIL_5PT_2D,0,1,0,4.88,0.34
2025-10-15T16:12:42,rock-tobefilledbyoem,NVIDIA GeForce RTX 5050,1024,kernel,8,1.10,1.1174,1.1174,58.893,52.7,0,spmv,cusparse,fp32,1024,140888,140888,1.1174,58.893,52.7,52.7,7358298464,6.59,kernel,kernel,0,NVIDIA GeForce RTX 5050,13000,3,8,328,384,2925,9801,53,0,sweep;repeats=50;passes=140888;dtype=fp32;byte_model=csr_theoretical;calibration_adjusted=1;passes=140888,1024,1024,4992,N,spmv_alg_default,0,cuda,cusparse,12102,synthetic:STENCIL_5PT_2D,STENCIL_5PT_2D,0,1,0,4.88,0.34
2025-10-15T16:12:43,rock-tobefilledbyoem,NVIDIA GeForce RTX 5050,1024,kernel,9,1.10,1.1172,1.1172,59.081,52.9,0,spmv,cusparse,fp32,1024,140888,140888,1.1172,59.081,52.9,52.9,7358298464,6.59,kernel,kernel,0,NVIDIA GeForce RTX 5050,13000,3,8,328,1118,2925,9801,52,0,sweep;repeats=50;passes=140888;dtype=fp32;byte_model=csr_theoretical;calibration_adjusted=1;passes=140888,1024,1024,4992,N,spmv_alg_default,0,cuda,cusparse,12102,synthetic:STENCIL_5PT_2D,STENCIL_5PT_2D,0,1,0,4.88,0.34
