problem_size,intel_energy_best_threads,amd_energy_best_threads,energy_winner_or_equivalence,energy_advantage_pct,intel_runtime_best_threads,amd_runtime_best_threads,runtime_winner_or_equivalence,runtime_advantage_pct,edp_winner_or_equivalence,edp_advantage_pct,intel_over_amd_energy_ratio,intel_over_amd_runtime_ratio,intel_over_amd_edp_ratio
64,16,8,Intel,72.48568094966072,16,8,Intel,63.201620079298706,Intel,89.9408329104356,0.2751431905033927,0.367983799207013,0.100591670895644
128,4,4,Intel,24.813157585838674,10,4,Intel,13.165250414125907,Intel,31.527763524177544,0.7518684241416133,0.8683474958587409,0.6847223647582246
256,8,4,Intel,47.5069639232089,8,16,Intel,44.148212053771786,Intel,74.57301016898515,0.524930360767911,0.5585178794622822,0.2542698983101485
512,8,16,Intel,41.60068703609359,16,16,Intel,17.386831107996624,Intel,50.372296331516495,0.5839931296390641,0.8261316889200337,0.4962770366848351
1024,8,16,Intel,41.15968520712876,8,64,practically equivalent,1.8701701553646033,Intel,46.125365645095826,0.5884031479287124,0.981298298446354,0.5387463435490417
2048,8,64,practically equivalent,0.2693519757754781,8,64,AMD,39.80105709016342,AMD,40.59620765951336,0.9973064802422452,1.6611587374511831,1.683394208686657
4096,8,64,AMD,16.76996694863072,10,32,AMD,47.4323637815113,AMD,54.108509122195954,1.2014893702887317,1.9023111403443465,2.17905319890939
8192,8,64,AMD,8.02481298378398,10,32,AMD,38.43193129834337,AMD,42.59432723178102,1.0872497598984945,1.62421856180961,1.7419881202988388
16384,8,64,AMD,11.822713562344045,10,32,AMD,44.29615067077408,AMD,49.49459194861878,1.1340788999069853,1.7952080727665871,1.979985982852884
