timestamp,run_id_global,run_id_per_size,device_name,num_threads,problem_size,batches,batch_count,gpu_e2e_time_s,gpu_kernel_time_s,wall_time_s,total_energy_j,energy_per_batch_j,energy_per_second_j,energy_per_flop_j,time_per_gemm_ms_kernel,time_per_gemm_ms_e2e,flops_total,gflops_per_s,avg_power_w,below_target,pcie_gen,pcie_width,sm_clock_mhz,mem_clock_mhz,temp_c,throttle_reasons
2025-11-11T14:12:43,1,1,RTX 5050,,64,32768,512,1.677289e+00,1.677275e+00,1.678547e+00,2.200170e+02,6.714386e-03,1.310759e+02,2.501304e-11,0.000100,0.000100,8.796093e+12,5244.27,131.08,f,3,8,2662,9801,73,0x4
2025-11-11T14:12:45,2,2,RTX 5050,,64,32768,512,1.677307e+00,1.677290e+00,1.678465e+00,2.073180e+02,6.326843e-03,1.235164e+02,2.356933e-11,0.000100,0.000100,8.796093e+12,5244.23,123.52,f,3,8,2655,9801,74,0x4
2025-11-11T14:12:47,3,3,RTX 5050,,64,32768,512,1.677646e+00,1.677631e+00,1.678775e+00,2.200810e+02,6.716339e-03,1.310962e+02,2.502031e-11,0.000100,0.000100,8.796093e+12,5243.16,131.10,f,3,8,2655,9801,75,0x4
2025-11-11T14:12:48,4,4,RTX 5050,,64,32768,512,1.677813e+00,1.677799e+00,1.678952e+00,2.201290e+02,6.717804e-03,1.311109e+02,2.502577e-11,0.000100,0.000100,8.796093e+12,5242.64,131.11,f,3,8,2655,9801,75,0x4
2025-11-11T14:12:50,5,5,RTX 5050,,64,32768,512,1.677874e+00,1.677856e+00,1.679026e+00,2.202080e+02,6.720215e-03,1.311522e+02,2.503475e-11,0.000100,0.000100,8.796093e+12,5242.46,131.15,f,3,8,2647,9801,75,0x4
2025-11-11T14:12:52,6,6,RTX 5050,,64,32768,512,1.678015e+00,1.677997e+00,1.679177e+00,2.202710e+02,6.722137e-03,1.311780e+02,2.504191e-11,0.000100,0.000100,8.796093e+12,5242.02,131.18,f,3,8,2647,9801,76,0x4
2025-11-11T14:12:53,7,7,RTX 5050,,64,32768,512,1.678155e+00,1.678142e+00,1.679304e+00,2.074980e+02,6.332336e-03,1.235619e+02,2.358979e-11,0.000100,0.000100,8.796093e+12,5241.57,123.56,f,3,8,2647,9801,76,0x4
2025-11-11T14:12:55,8,8,RTX 5050,,64,32768,512,1.678289e+00,1.678274e+00,1.679439e+00,2.203610e+02,6.724884e-03,1.312111e+02,2.505215e-11,0.000100,0.000100,8.796093e+12,5241.15,131.21,f,3,8,2647,9801,76,0x4
2025-11-11T14:12:57,9,9,RTX 5050,,64,32768,512,1.678264e+00,1.678250e+00,1.679419e+00,2.203740e+02,6.725281e-03,1.312204e+02,2.505362e-11,0.000100,0.000100,8.796093e+12,5241.23,131.22,f,3,8,2647,9801,76,0x4
2025-11-11T14:12:58,10,10,RTX 5050,,64,32768,512,1.678343e+00,1.678323e+00,1.679484e+00,2.204180e+02,6.726624e-03,1.312415e+02,2.505863e-11,0.000100,0.000100,8.796093e+12,5241.00,131.24,f,3,8,2640,9801,77,0x4
2025-11-11T14:13:00,11,11,RTX 5050,,64,32768,512,1.678372e+00,1.678354e+00,1.679573e+00,2.204340e+02,6.727112e-03,1.312440e+02,2.506044e-11,0.000100,0.000100,8.796093e+12,5240.91,131.24,f,3,8,2640,9801,77,0x4
2025-11-11T14:13:02,12,12,RTX 5050,,64,32768,512,1.678470e+00,1.678455e+00,1.679608e+00,2.076580e+02,6.337219e-03,1.236348e+02,2.360798e-11,0.000100,0.000100,8.796093e+12,5240.59,123.63,f,3,8,2640,9801,77,0x4
2025-11-11T14:13:03,13,13,RTX 5050,,64,32768,512,1.678513e+00,1.678493e+00,1.679741e+00,2.204530e+02,6.727692e-03,1.312422e+02,2.506260e-11,0.000100,0.000100,8.796093e+12,5240.47,131.24,f,3,8,2640,9801,77,0x4
2025-11-11T14:13:05,14,14,RTX 5050,,64,32768,512,1.678461e+00,1.678441e+00,1.679663e+00,2.203910e+02,6.725800e-03,1.312114e+02,2.505556e-11,0.000100,0.000100,8.796093e+12,5240.63,131.21,f,3,8,2640,9801,77,0x4
2025-11-11T14:13:07,15,15,RTX 5050,,64,32768,512,1.678517e+00,1.678496e+00,1.679768e+00,2.203400e+02,6.724243e-03,1.311729e+02,2.504976e-11,0.000100,0.000100,8.796093e+12,5240.46,131.17,f,3,8,2640,9801,77,0x4
2025-11-11T14:13:09,16,16,RTX 5050,,64,32768,512,1.678550e+00,1.678533e+00,1.679799e+00,2.203230e+02,6.723724e-03,1.311603e+02,2.504783e-11,0.000100,0.000100,8.796093e+12,5240.35,131.16,f,3,8,2640,9801,77,0x4
2025-11-11T14:13:10,17,17,RTX 5050,,64,32768,512,1.678567e+00,1.678551e+00,1.679799e+00,2.074510e+02,6.330902e-03,1.234975e+02,2.358445e-11,0.000100,0.000100,8.796093e+12,5240.29,123.50,f,3,8,2640,9801,78,0x4
2025-11-11T14:13:12,18,18,RTX 5050,,64,32768,512,1.678655e+00,1.678637e+00,1.681457e+00,2.202710e+02,6.722137e-03,1.310001e+02,2.504191e-11,0.000100,0.000100,8.796093e+12,5240.02,131.00,f,3,8,2640,9801,78,0x4
2025-11-11T14:13:14,19,19,RTX 5050,,64,32768,512,1.678752e+00,1.678732e+00,1.679983e+00,2.201010e+02,6.716949e-03,1.310139e+02,2.502259e-11,0.000100,0.000100,8.796093e+12,5239.72,131.01,f,3,8,2632,9801,78,0x4
2025-11-11T14:13:15,20,20,RTX 5050,,64,32768,512,1.678666e+00,1.678650e+00,1.679905e+00,2.200160e+02,6.714355e-03,1.309693e+02,2.501292e-11,0.000100,0.000100,8.796093e+12,5239.98,130.97,f,3,8,2632,9801,78,0x4
2025-11-11T14:13:17,21,21,RTX 5050,,64,32768,512,1.678801e+00,1.678784e+00,1.680059e+00,2.199950e+02,6.713715e-03,1.309448e+02,2.501054e-11,0.000100,0.000100,8.796093e+12,5239.56,130.94,f,3,8,2632,9801,78,0x4
2025-11-11T14:13:19,22,22,RTX 5050,,64,32768,512,1.678845e+00,1.678827e+00,1.680084e+00,2.071110e+02,6.320526e-03,1.232742e+02,2.354579e-11,0.000100,0.000100,8.796093e+12,5239.43,123.27,f,3,8,2632,9801,78,0x4
2025-11-11T14:13:20,23,23,RTX 5050,,64,32768,512,1.678938e+00,1.678917e+00,1.680171e+00,2.198270e+02,6.708588e-03,1.308360e+02,2.499144e-11,0.000100,0.000100,8.796093e+12,5239.15,130.84,f,3,8,2632,9801,78,0x4
2025-11-11T14:13:22,24,24,RTX 5050,,64,32768,512,1.679010e+00,1.678992e+00,1.680581e+00,2.196620e+02,6.703552e-03,1.307060e+02,2.497268e-11,0.000100,0.000100,8.796093e+12,5238.91,130.71,f,3,8,2632,9801,78,0x4
2025-11-11T14:13:24,25,25,RTX 5050,,64,32768,512,1.678994e+00,1.678966e+00,1.680298e+00,2.207600e+02,6.737061e-03,1.313815e+02,2.509751e-11,0.000100,0.000100,8.796093e+12,5238.99,131.38,f,3,8,2632,9801,78,0x4
2025-11-11T14:13:25,26,26,RTX 5050,,64,32768,512,1.679083e+00,1.679063e+00,1.680331e+00,2.206740e+02,6.734436e-03,1.313277e+02,2.508773e-11,0.000100,0.000100,8.796093e+12,5238.69,131.33,f,3,8,2632,9801,78,0x4
2025-11-11T14:13:27,27,27,RTX 5050,,64,32768,512,1.678961e+00,1.678942e+00,1.680163e+00,2.205820e+02,6.731628e-03,1.312861e+02,2.507727e-11,0.000100,0.000100,8.796093e+12,5239.07,131.29,f,3,8,2632,9801,78,0x4
2025-11-11T14:13:29,28,28,RTX 5050,,64,32768,512,1.679058e+00,1.679043e+00,1.680445e+00,2.076910e+02,6.338226e-03,1.235929e+02,2.361173e-11,0.000100,0.000100,8.796093e+12,5238.76,123.59,f,3,8,2632,9801,78,0x4
2025-11-11T14:13:30,29,29,RTX 5050,,64,32768,512,1.679206e+00,1.679173e+00,1.680522e+00,2.204440e+02,6.727417e-03,1.311759e+02,2.506158e-11,0.000100,0.000100,8.796093e+12,5238.35,131.18,f,3,8,2632,9801,79,0x4
2025-11-11T14:13:32,30,30,RTX 5050,,64,32768,512,1.679192e+00,1.679178e+00,1.680407e+00,2.203730e+02,6.725250e-03,1.311426e+02,2.505351e-11,0.000100,0.000100,8.796093e+12,5238.33,131.14,f,3,8,2632,9801,79,0x4
2025-11-11T14:13:34,31,31,RTX 5050,,64,32768,512,1.679209e+00,1.679181e+00,1.680514e+00,2.203170e+02,6.723541e-03,1.311009e+02,2.504714e-11,0.000100,0.000100,8.796093e+12,5238.32,131.10,f,3,8,2632,9801,79,0x4
2025-11-11T14:13:35,32,32,RTX 5050,,64,32768,512,1.679203e+00,1.679187e+00,1.682043e+00,2.203100e+02,6.723328e-03,1.309776e+02,2.504635e-11,0.000100,0.000100,8.796093e+12,5238.30,130.98,f,3,8,2632,9801,79,0x4
2025-11-11T14:13:37,33,33,RTX 5050,,64,32768,512,1.679186e+00,1.679165e+00,1.682017e+00,2.073790e+02,6.328705e-03,1.232919e+02,2.357626e-11,0.000100,0.000100,8.796093e+12,5238.37,123.29,f,3,8,2632,9801,79,0x4
2025-11-11T14:13:39,34,34,RTX 5050,,64,32768,512,1.679262e+00,1.679247e+00,1.680514e+00,2.199870e+02,6.713470e-03,1.309046e+02,2.500963e-11,0.000100,0.000100,8.796093e+12,5238.12,130.90,f,3,8,2632,9801,79,0x4
2025-11-11T14:13:40,35,35,RTX 5050,,64,32768,512,1.679346e+00,1.679326e+00,1.680592e+00,2.199450e+02,6.712189e-03,1.308736e+02,2.500485e-11,0.000100,0.000100,8.796093e+12,5237.87,130.87,f,3,8,2632,9801,79,0x4
2025-11-11T14:13:42,36,36,RTX 5050,,64,32768,512,1.679261e+00,1.679241e+00,1.680483e+00,2.198650e+02,6.709747e-03,1.308344e+02,2.499576e-11,0.000100,0.000100,8.796093e+12,5238.14,130.83,f,3,8,2632,9801,79,0x4
