problem_size,configuration,num_threads,runtime_per_op_s_session_cv_pct,primary_energy_per_op_j_session_cv_pct,logical_bandwidth_gb_s_session_cv_pct,primary_power_w_session_cv_pct,runtime_stable_5pct,energy_stable_5pct,bandwidth_stable_5pct
1000000,1T,1,0.3199042041168529,3.7078607864746584,0.3189048582362461,3.9789882070493556,True,True,True
1000000,2T,2,1.1426854943510631,1.5697202952282103,1.1300491814504963,0.823262618661187,True,True,True
1000000,4T,4,2.9834953359950602,1.0189908119864937,2.8721141308297047,4.527977195185875,True,True,True
1000000,8T,8,2.8743305862302706,3.5611079650051565,2.8454312930946335,1.6276227847888465,True,True,True
1000000,10T,10,4.708360959891862,5.8610247567053,4.480328734796554,2.489296554597761,True,False,True
1000000,16T,16,26.022743037030775,23.342215543768013,19.302938521841497,2.4333548596231633,False,False,False
1000000,20T,20,13.898764709798137,13.682542015204765,11.723304660504336,3.6020635337648343,False,False,False
2000000,1T,1,1.6467142001557917,2.3778168838181903,1.6182981635967688,1.7008506845836273,True,True,True
2000000,2T,2,3.4929144329158084,3.9105004636428258,3.3808823931980196,2.483228939723356,True,True,True
2000000,4T,4,2.1489189141326017,3.607693218007267,2.125645236500988,3.659321119515197,True,True,True
2000000,8T,8,7.942932700656876,5.954196661106152,7.413954510671861,3.382043389300149,False,False,False
2000000,10T,10,6.974147338396085,2.9184909669776347,6.385543485671555,3.8182733202956203,False,True,False
2000000,16T,16,15.373390073240412,10.404993299808222,13.619032968604952,6.136548900902894,False,False,False
2000000,20T,20,24.283336853457037,18.090888876993617,20.980799447935432,8.33703014896849,False,False,False
4000000,1T,1,0.47149991024191956,2.665172032564501,0.47260596975111024,2.769962153971448,True,True,True
4000000,2T,2,0.5968180312687197,3.293674050450907,0.5972168263239805,3.230862330930214,True,True,True
4000000,4T,4,0.7216160032994471,3.962380467178597,0.7184762895861686,3.6116228776331147,True,True,True
4000000,8T,8,0.5202653658921782,6.635201109020008,0.5203529228250968,6.278754074116547,True,False,True
4000000,10T,10,3.1662465127501975,4.309356696859024,3.2742944019868054,2.795446300077279,True,True,True
4000000,16T,16,2.2742142046252303,3.266891965041142,2.275443237279269,3.9801116476408422,True,True,True
4000000,20T,20,3.021512844346131,3.3429404690138322,3.1051529771328656,2.525151137971111,True,True,True
8000000,1T,1,0.9494129699833366,2.350596646656575,0.9379393219626891,1.7359369662517874,True,True,True
8000000,2T,2,1.4628376749181655,5.703288240637784,1.4702932980648848,6.192794191229448,True,False,True
8000000,4T,4,0.7885565371122486,3.8557200008038564,0.7867825727027282,3.35286511145901,True,True,True
8000000,8T,8,0.6948318369936878,3.7411370722377457,0.6946867268618997,3.3959176530765496,True,True,True
8000000,10T,10,0.559109752961051,4.04570681298195,0.5601804623559825,3.9349081338808523,True,True,True
