platform,platform_label,device_kind,energy_domain,problem_size,configuration,num_threads,sessions,working_set_bytes,operational_intensity_flop_per_byte,runtime_per_op_s_median,runtime_per_op_s_ci95_low,runtime_per_op_s_ci95_high,runtime_per_op_s_session_cv_pct,runtime_per_op_s_robust_cv_pct,primary_energy_per_op_j_median,primary_energy_per_op_j_ci95_low,primary_energy_per_op_j_ci95_high,primary_energy_per_op_j_session_cv_pct,primary_energy_per_op_j_robust_cv_pct,total_energy_per_op_j_median,total_energy_per_op_j_ci95_low,total_energy_per_op_j_ci95_high,total_energy_per_op_j_session_cv_pct,total_energy_per_op_j_robust_cv_pct,primary_power_w_median,primary_power_w_ci95_low,primary_power_w_ci95_high,primary_power_w_session_cv_pct,primary_power_w_robust_cv_pct,edp_primary_j_s_median,edp_primary_j_s_ci95_low,edp_primary_j_s_ci95_high,edp_primary_j_s_session_cv_pct,edp_primary_j_s_robust_cv_pct,throughput_gflops_exact_median,throughput_gflops_exact_ci95_low,throughput_gflops_exact_ci95_high,throughput_gflops_exact_session_cv_pct,throughput_gflops_exact_robust_cv_pct,primary_efficiency_gflop_per_j_median,primary_efficiency_gflop_per_j_ci95_low,primary_efficiency_gflop_per_j_ci95_high,primary_efficiency_gflop_per_j_session_cv_pct,primary_efficiency_gflop_per_j_robust_cv_pct,logical_bandwidth_gb_s_median,logical_bandwidth_gb_s_ci95_low,logical_bandwidth_gb_s_ci95_high,logical_bandwidth_gb_s_session_cv_pct,logical_bandwidth_gb_s_robust_cv_pct,logical_gb_per_j_median,logical_gb_per_j_ci95_low,logical_gb_per_j_ci95_high,logical_gb_per_j_session_cv_pct,logical_gb_per_j_robust_cv_pct,temp_c_median,temp_c_ci95_low,temp_c_ci95_high,temp_c_session_cv_pct,temp_c_robust_cv_pct,clock_before_mhz_median,clock_before_mhz_ci95_low,clock_before_mhz_ci95_high,clock_before_mhz_session_cv_pct,clock_before_mhz_robust_cv_pct
INTEL,Intel Core i9-7900X,CPU,CPU package RAPL,1000000,1T,1,5,12000000.0,0.16666666666666666,0.0004688265449438202,0.0004682140851661207,0.0004719349670122525,0.3199042041168529,0.19368205068808791,0.022137468647636875,0.020594236098020736,0.022796515449438202,3.7078607864746584,0.36658707008821134,0.022138284744969584,0.02059995381715363,0.02279719218164794,3.698051591279885,0.3602917931022042,47.17093400974251,43.6275524113441,48.624563989192325,3.9789882070493556,0.2859735448638886,1.0369184349512752e-05,9.720995945693914e-06,1.0683416452127848e-05,3.4330434282128786,0.5560105076620546,4.265970191466659,4.237872037642941,4.2715502820600495,0.3189048582362468,0.19393108583622698,0.09034461336657398,0.0877327773999107,0.09711455955253859,3.8380258685269015,0.367443793813753,25.59582114879995,25.427232225857644,25.6293016923603,0.3189048582362461,0.19393108583626817,0.542067680199444,0.5263966643994642,0.5826873573152315,3.8380258685268975,0.36744379381373776,83.0,74.0,85.0,5.5620113281551715,3.5725301204819275,1339.0,1336.0,1348.0,0.3460305408767054,0.11072442120985809
INTEL,Intel Core i9-7900X,CPU,CPU package RAPL,1000000,2T,2,5,12000000.0,0.16666666666666666,0.00026198587866108785,0.0002604632679738562,0.00026781397849462364,1.1426854943510631,0.7781317123384864,0.016319547159979155,0.01614469913702929,0.016789793279569892,1.5697202952282103,1.5884612255736292,0.016341675872850445,0.016163852248953975,0.016922783870967743,1.8293793205584215,1.6133064126361214,62.72168454553049,61.605615730863676,62.82483981144502,0.823262618661187,0.2438359211061251,4.253240906253691e-06,4.228541669160025e-06,4.495700843573968e-06,2.6190021780912374,0.8609690756342047,7.633999483674684,7.467870192422205,7.678625926363189,1.1300491814504967,0.7823702998428601,0.1225524285577538,0.11911999127030405,0.12387972907527471,1.5598317550048586,1.6057256232577433,45.80399690204811,44.80722115453323,46.071755558179134,1.1300491814504963,0.7823702998428255,0.7353145713465228,0.7147199476218243,0.7432783744516482,1.5598317550048548,1.605725623257749,82.0,80.0,83.0,1.4935913065751085,1.8080487804878047,1478.5,1467.5,1616.5,5.040840465640913,1.1030503889076766
INTEL,Intel Core i9-7900X,CPU,CPU package RAPL,1000000,4T,4,5,12000000.0,0.16666666666666666,0.00012583539979757084,0.00012519563866799206,0.0001342502588661662,2.9834953359950602,0.7537702842279222,0.011434896444838055,0.011253168198291485,0.011581402767295598,1.0189908119864937,0.026064927920639188,0.01143642842942346,0.011292063810509966,0.011586104402515722,0.9090362289344992,0.0447599230365794,90.95232776038227,82.13992627002315,91.54831146331524,4.527977195185875,0.5175685204350681,1.4383715610571977e-06,1.4334654272032519e-06,1.5213701422108895e-06,2.533594830394405,0.5056992399456152,15.893778753479591,14.898051360967843,15.974997476840194,2.872114130829704,0.7576227222117845,0.17490320245025395,0.17269065332048772,0.17772783796550595,1.0219872268370525,0.02606898217831859,95.36267252087754,89.38830816580706,95.84998486104118,2.8721141308297047,0.7576227222118177,1.0494192147015238,1.0361439199229263,1.0663670277930355,1.0219872268370445,0.026068982178302905,85.0,65.0,85.0,11.042310999998962,0.0,1839.0,1784.5,2043.0,5.391397850211463,0.6046492659053833
INTEL,Intel Core i9-7900X,CPU,CPU package RAPL,1000000,8T,8,5,12000000.0,0.16666666666666666,7.479832997837919e-05,7.253131577037521e-05,7.809590752889722e-05,2.8743305862302706,2.5950804800560525,0.009938793797883986,0.009529105450322956,0.01042694357232115,3.5611079650051565,3.3827381141515693,0.009938797701568771,0.009529113252050221,0.01042694357232115,3.5610722893524094,3.3827015971483374,133.3596551760158,129.73697028046882,135.15779487880656,1.6276227847888465,1.999046803052203,7.305525297343554e-07,6.912708603930445e-07,8.159912983541062e-07,6.381907457279816,7.791177404459047,26.738576782061806,25.6095506735831,27.5742967135441,2.8454312930946335,2.641246934610444,0.20123173880502598,0.19181077623568893,0.2098832951177101,3.5465563848879533,3.461665348491956,160.43146069237082,153.6573040414986,165.4457802812646,2.8454312930946335,2.6412469346104706,1.207390432830156,1.1508646574141337,1.2592997707062605,3.546556384887947,3.4616653484919566,88.0,83.0,88.5,2.630162456976097,0.8423863636363635,2281.5,2187.0,2324.5,2.4663612599753977,2.2744247205785664
INTEL,Intel Core i9-7900X,CPU,CPU package RAPL,1000000,10T,10,5,12000000.0,0.16666666666666666,5.226265657620041e-05,5.098217568947906e-05,5.714782857142858e-05,4.708360959891862,2.7484773752108884,0.007769234462831627,0.007158390858018386,0.008433641942857143,5.8610247567053,2.160695339310658,0.007769234462831627,0.007158392007150152,0.008433642799999998,5.861023598616702,2.160695339310658,147.64017935406372,140.47364133913945,149.30843148836982,2.489296554597761,1.564633089810887,4.074631879433806e-07,3.6485041685002913e-07,4.818465595409387e-07,10.541531831612078,5.457261254131722,38.26824221548318,34.99695551770097,39.22939928320319,4.480328734796555,2.800430906470114,0.2574256205456684,0.2371455040736667,0.27939240042090707,5.823887387282463,2.1926502898531894,229.60945329289905,209.9817331062058,235.37639569921913,4.480328734796554,2.800430906470123,1.5445537232740103,1.422873024442,1.6763544025254422,5.8238873872824595,2.192650289853211,90.0,76.0,90.0,7.026705383399495,0.0,2519.0,2399.5,2520.0,2.148406378022358,0.029428344581183007
INTEL,Intel Core i9-7900X,CPU,CPU package RAPL,1000000,16T,16,5,12000000.0,0.16666666666666666,6.820107768910715e-05,6.71453734147487e-05,0.00011266975620716774,26.022743037030775,0.6855360823655013,0.008970124588364435,0.008727736477730032,0.014060517301426805,23.342215543768013,1.5691898524079047,0.008970131963501646,0.008727737023395403,0.014291248792270532,24.268415188119416,1.5693104598701846,130.85887811951696,124.85287067017386,132.19090756490766,2.4333548596231633,1.5091577156366538,6.096945513704862e-07,5.952775050529968e-07,1.5843108322413808e-06,54.82258966336243,3.333770859020697,29.32505102582494,17.750992634533922,29.786117875270172,19.302938521841497,0.6823853015776636,0.22296234362440992,0.14224229874733124,0.22915452764179917,17.8092142447279,1.5859815869411193,175.95030615494966,106.50595580720353,178.71670725162102,19.302938521841497,0.6823853015776935,1.3377740617464595,0.8534537924839876,1.374927165850795,17.809214244727897,1.5859815869411193,86.0,81.0,87.0,3.0560045113446956,1.7239534883720928,3120.0,3119.0,3141.0,0.2985523327073898,0.047519230769230765
INTEL,Intel Core i9-7900X,CPU,CPU package RAPL,1000000,20T,20,5,12000000.0,0.16666666666666666,5.4815005194947225e-05,5.414410209367581e-05,7.271315102277673e-05,13.898764709798137,0.5893925440998148,0.008111610513017686,0.00749014466560945,0.010462289315247352,13.682542015204765,2.06533587703868,0.008111613039657255,0.007490147181057582,0.010579782823153925,14.247440430972173,2.0653814143715645,147.5245644748693,136.66515683456714,149.99947024005303,3.6020635337648343,2.487243599411857,4.453583999306055e-07,4.1072376290291515e-07,7.605409716997128e-07,29.37832192459777,4.195336069351787,36.48635979652778,27.50534368888729,36.93847623648938,11.723304660504338,0.5917636840895178,0.24656024857725223,0.1911627521090179,0.2670175582317691,11.933086267870111,2.0944777201972147,218.91815877916667,165.03206213332373,221.63085741893627,11.723304660504336,0.5917636840894985,1.4793614914635134,1.1469765126541072,1.6021053493906146,11.933086267870118,2.094477720197259,88.5,72.5,92.0,8.91730015763564,0.8376271186440677,3600.0,3599.0,3601.0,0.019641855032959656,0.0
INTEL,Intel Core i9-7900X,CPU,CPU package RAPL,2000000,1T,1,5,24000000.0,0.16666666666666666,0.0011073316722037653,0.0010972267250821469,0.001143817922374429,1.6467142001557917,0.6432971541612136,0.050946411894273125,0.050714937568455645,0.05319146175166297,2.3778168838181903,0.6736172827424816,0.05157891024229075,0.0512709408543264,0.05380461474501109,2.365643026133795,0.8852366450766279,46.219520995958476,45.88066784088802,47.87919391188491,1.7008506845836273,0.18655396422668633,5.626432389919537e-05,5.569808574596284e-05,6.051880380473067e-05,3.708623130381514,1.4920728230674634,3.6122871770337808,3.497060119444188,3.645554668443993,1.6182981635967737,0.6461006036029354,0.078514475267781,0.0752000449239377,0.07887222623436665,2.3564695756082434,0.6755462368574691,21.673723062202686,20.98236071666513,21.873328010663954,1.6182981635967688,0.6461006036029293,0.47108685160668606,0.45120026954362624,0.4732333574061999,2.3564695756082434,0.6755462368574428,81.0,74.0,83.0,4.286373778568187,1.8303703703703702,1339.0,1338.0,1339.0,0.03340655826547829,0.0
INTEL,Intel Core i9-7900X,CPU,CPU package RAPL,2000000,2T,2,5,24000000.0,0.16666666666666666,0.0006142594077729797,0.0006077880170316302,0.0006601325857519789,3.4929144329158084,1.561959620270196,0.038964588626739266,0.037751180137844606,0.04180686147757256,3.9105004636428258,1.524556289035736,0.039702754257907535,0.038530003759398496,0.04256216259894459,3.833557783659846,1.568852888696753,63.28187042709671,60.15707669240035,63.93512524525517,2.483228939723356,1.4554527948190652,2.370279058974114e-05,2.3690507096420954e-05,2.7634941420497107e-05,7.1759452356872435,0.07683275573631217,6.511906841516296,6.059388805173755,6.581248770287953,3.380882393198021,1.578744077562995,0.10265750332068371,0.09567831546264652,0.1059569823375876,3.771340234054284,1.5401330103782633,39.071441049097785,36.356332831042536,39.48749262172772,3.3808823931980196,1.578744077562968,0.6159450199241022,0.5740698927758792,0.6357418940255256,3.7713402340542803,1.5401330103782904,82.5,75.0,83.0,4.235650810682532,0.8985454545454545,1603.0,1471.5,1609.5,3.7900970854834326,0.4162008733624454
INTEL,Intel Core i9-7900X,CPU,CPU package RAPL,2000000,4T,4,5,24000000.0,0.16666666666666666,0.0004514294382022472,0.0004451802480070859,0.00046847497661365765,2.1489189141326017,2.0523804163598425,0.036650859325842694,0.034272649175068746,0.0376394251637044,3.607693218007267,3.9989450129490747,0.03748194157303371,0.03508044294225481,0.03847213751169317,3.5414883677015245,3.9167247934475022,80.45440039616287,74.69261669490815,82.24122889274824,3.659321119515197,1.5977942958784672,1.6370421190227865e-05,1.5725978464111417e-05,1.764706275686572e-05,4.73879331867416,5.34454807874062,8.860742490894072,8.538342985661728,8.985124667678724,2.1256452365009895,2.0811914519628147,0.10913800124195042,0.10627155302522359,0.11671119072828393,3.659129647569411,3.8939655094999623,53.16445494536444,51.23005791397037,53.91074800607234,2.125645236500988,2.081191451962785,0.6548280074517026,0.6376293181513415,0.7002671443697035,3.6591296475694106,3.893965509499987,81.0,69.0,84.0,7.37703891827821,1.8303703703703702,1840.0,1780.0,1849.0,1.7483525541418532,0.7251847826086956
