problem_size,configuration,num_threads,runtime_per_op_s_session_cv_pct,primary_energy_per_op_j_session_cv_pct,logical_bandwidth_gb_s_session_cv_pct,primary_power_w_session_cv_pct,runtime_stable_5pct,energy_stable_5pct,bandwidth_stable_5pct
1000000,1T,1,0.032586936996246596,3.867509638677532,0.032588773388017134,3.873251380355853,True,True,True
1000000,2T,2,0.9209196050835357,3.911761647347345,0.9173477295745854,3.871545912846182,True,True,True
1000000,4T,4,0.5914977696530646,1.8877720149575852,0.5889549696734973,2.39982502774524,True,True,True
1000000,8T,8,0.9501413563918173,2.786079287734606,0.9515961832610385,2.874178286936956,True,True,True
1000000,10T,10,1.3227623044681507,4.995826469628837,1.3460943888406338,3.828233103651572,True,True,True
1000000,16T,16,6.280969543679593,5.151625290692939,6.427940768761986,3.26268107969315,False,False,False
1000000,20T,20,21.835707315174023,23.81907321750025,20.221269564099167,6.815698956301559,False,False,False
2000000,1T,1,0.11905679193495788,2.897163327356087,0.11891437604983786,2.8905124606926402,True,True,True
2000000,2T,2,0.5561462328609544,2.56173333408378,0.5550650371908262,2.2767226190876584,True,True,True
2000000,4T,4,3.6547613873949536,7.170920595795427,3.6221496182983355,8.02226419474575,True,False,True
2000000,8T,8,1.102646322206509,6.572590987104884,1.1076283551573247,5.5538331887999055,True,False,True
2000000,10T,10,1.5215559897678963,5.140751211876377,1.5113641973733265,4.066853158664663,True,False,True
2000000,16T,16,17.199381076087775,13.97951081899922,22.26322466356165,5.998303842479421,False,False,False
2000000,20T,20,11.339564505136503,11.472988801453953,10.370004381424135,2.2116242313099432,False,False,False
4000000,1T,1,1.506120408740206,7.150971968210526,1.4988632507273014,8.222795400351698,True,False,True
4000000,2T,2,1.089433351122659,3.071526755892763,1.090203080636192,4.0142663310277635,True,True,True
4000000,4T,4,1.0543348741221406,3.9305265591282708,1.0618665861375858,4.684963257291694,True,True,True
4000000,8T,8,1.6980116279782398,2.477734356043581,1.726460267202826,3.3385730292675095,True,True,True
4000000,10T,10,2.0229933811112324,5.557213335484039,2.0359310269973823,4.819486210246811,True,False,True
4000000,16T,16,1.0124430276493857,2.287713752504582,1.0131539660311228,2.397793846773941,True,True,True
4000000,20T,20,6.992647048496931,11.363854760195602,7.63186460838285,7.2169865301168565,False,False,False
8000000,1T,1,0.7650886004676508,6.143899735787899,0.7662691095951855,6.452245653127337,True,False,True
8000000,2T,2,0.5854569194050872,2.4868002993825513,0.5861904320430896,2.5305308276212717,True,True,True
8000000,4T,4,0.4446668692573516,2.5490683007079187,0.4444429716718463,2.8625967510263024,True,True,True
8000000,8T,8,0.29926869802564576,2.2509422969621813,0.29926378551290406,2.3871382447158402,True,True,True
8000000,10T,10,0.5154369622447375,8.461956485784903,0.5155129793034854,8.152736946588098,True,False,True
8000000,16T,16,0.3194435019796898,5.354913410649862,0.31936551947139047,5.452561587524954,True,False,True
8000000,20T,20,0.5357722300049854,2.4662003265106236,0.5328655866558353,2.9633919315329007,True,True,True
16000000,1T,1,0.36475848740729233,2.523688304508808,0.3632784168574179,2.4183958684687976,True,True,True
16000000,2T,2,0.5319139622525253,1.9924291651755794,0.5293168844481986,2.0948315318330892,True,True,True
16000000,4T,4,0.7489724450705567,7.469772629544585,0.7514029104681573,7.600495508326263,True,False,True
16000000,8T,8,0.11660575303403778,2.5078771235690787,0.11656370025685348,2.5555196398599733,True,True,True
16000000,10T,10,0.14276045060410464,5.461795212057498,0.14272115470078262,5.407135723909021,True,False,True
16000000,16T,16,0.1725071925915876,3.7718181425212536,0.17228592327999395,3.953517495843612,True,True,True
16000000,20T,20,0.14815672167122168,3.721462151854449,0.14818261616357153,3.659774751529078,True,True,True
32000000,1T,1,0.6357148178572841,2.8024825055230798,0.6333583206486988,2.4248012704302786,True,True,True
32000000,2T,2,0.5521252130352728,8.947921374639636,0.550652355050148,8.878521600071078,True,False,True
32000000,4T,4,0.2923516467627489,3.787523249828669,0.2933047663365893,3.6065920174661086,True,True,True
32000000,8T,8,0.057646716490074974,1.5310393539904306,0.057652284417202625,1.5415086170000234,True,True,True
32000000,10T,10,0.06922417787975639,8.516294184834544,0.0692366002038689,8.495647128650054,True,False,True
32000000,16T,16,0.041350886355442595,7.336511300827028,0.041334561395469406,7.350644212022944,True,False,True
32000000,20T,20,0.1500529660163497,3.8626325020281778,0.15009035374058752,3.849283069773378,True,True,True
64000000,1T,1,0.07587556061258276,8.532834869169012,0.07588586861652502,8.495896194503132,True,False,True
64000000,2T,2,0.468349410924077,8.425468345525873,0.4662670971632322,8.5484471844684,True,False,True
64000000,4T,4,0.12702942144254323,2.115310202693812,0.12709390595625503,1.9462323953861587,True,True,True
64000000,8T,8,0.14137540441824215,3.3434991825869482,0.14156001962800524,3.371116170300887,True,True,True
64000000,10T,10,0.05538477727923759,7.26761341392011,0.055350480869383156,7.313767114464806,True,False,True
64000000,16T,16,0.1547442931700645,5.790500198838144,0.15469339405145457,5.69512929897421,True,False,True
64000000,20T,20,0.06953606137160402,7.5545675209846435,0.06948938258499494,7.5392227176141375,True,False,True
128000000,1T,1,0.18648345559149007,1.78233254330664,0.18654718482321075,1.6695029670921298,True,True,True
128000000,2T,2,0.4678332542952214,5.040618868588688,0.46753568550077385,5.612260764356605,True,False,True
128000000,4T,4,0.09920730046263478,7.293407987142829,0.09933235719300311,7.380481475993794,True,False,True
128000000,8T,8,0.04562424543321081,4.766943325452518,0.04562136110030701,4.721276706038885,True,True,True
128000000,10T,10,0.014803794804160228,2.101823261945386,0.01480311454152048,2.134025031027647,True,True,True
128000000,16T,16,0.08934417041136682,6.27615423755627,0.08933007028209228,6.3027364767004475,True,False,True
128000000,20T,20,0.0049795444493078295,5.285829334183767,0.00497912683501364,5.296461221978885,True,False,True
256000000,1T,1,0.27886531957550087,4.109545516515284,0.2792166508346879,3.8770867837191823,True,True,True
256000000,2T,2,0.44097423300730143,3.6580830627984207,0.4402807671140716,3.7125106179393743,True,True,True
256000000,4T,4,0.18357069088595318,7.014095797303035,0.18371774085714332,7.072330592647852,True,False,True
256000000,8T,8,0.04887714363845937,3.1527805668303226,0.04887931797529825,3.1169829364703463,True,True,True
256000000,10T,10,0.025012024005357753,7.876728426389937,0.025016887093720536,7.893820743587865,True,False,True
256000000,16T,16,0.05476675541995126,6.367338099649563,0.05476607830342279,6.376402398633384,True,False,True
256000000,20T,20,0.02927350806899504,4.029340673717707,0.02927525217714295,4.034019650430194,True,True,True
