source_file,session_number,sequence_index,problem_size,configuration,num_threads,repetition,runtime_per_op_s,primary_energy_per_op_j,checksum_ok,runtime_outlier,energy_outlier
reduction_intel_20260721_164732_session1.csv,1,391,1000000,1T,1,1,0.00014646661786237188,0.007335075549048316,t,False,True
reduction_intel_20260721_164732_session1.csv,1,395,1000000,1T,1,5,0.0001468165446559297,0.00715886046852123,t,True,False
reduction_intel_20260721_164732_session1.csv,1,396,1000000,1T,1,6,0.00014662650073206444,0.007122176866764276,t,True,False
reduction_intel_20260721_164732_session1.csv,1,398,1000000,1T,1,8,0.00014649795021961931,0.007214578330893119,t,False,True
reduction_intel_20260721_164732_session1.csv,1,498,1000000,2T,2,8,8.325635540929659e-05,0.005512366844919786,t,True,False
reduction_intel_20260721_164732_session1.csv,1,499,1000000,2T,2,9,8.304656519950637e-05,0.0053863400246812005,t,True,False
reduction_intel_20260721_164732_session1.csv,1,500,1000000,2T,2,10,8.302780748663102e-05,0.00535654808720691,t,True,False
reduction_intel_20260721_164732_session1.csv,1,539,1000000,4T,4,9,3.0948988621997474e-05,0.0026184497471554995,t,True,True
reduction_intel_20260721_164732_session1.csv,1,540,1000000,4T,4,10,3.100199115044248e-05,0.0026279232616940582,t,True,False
reduction_intel_20260721_164732_session1.csv,1,468,1000000,8T,8,8,1.679951589316031e-05,0.002093369887882201,t,False,True
reduction_intel_20260721_164732_session1.csv,1,273,2000000,10T,10,3,2.5682865884752678e-05,0.003787532993370729,t,True,False
reduction_intel_20260721_164732_session1.csv,1,321,2000000,1T,1,1,0.0002981579731743666,0.014474336512667661,t,False,True
reduction_intel_20260721_164732_session1.csv,1,322,2000000,1T,1,2,0.0002982259314456036,0.014605557377049182,t,False,True
reduction_intel_20260721_164732_session1.csv,1,323,2000000,1T,1,3,0.00029803785394932935,0.014518343666169897,t,False,True
reduction_intel_20260721_164732_session1.csv,1,231,2000000,8T,8,1,3.198667520819987e-05,0.00421493401665599,t,True,True
reduction_intel_20260721_164732_session1.csv,1,240,2000000,8T,8,10,3.2153907751441386e-05,0.004159304580397181,t,False,True
reduction_intel_20260721_164732_session1.csv,1,224,4000000,10T,10,4,0.00010840840517241379,0.015912416379310346,t,True,False
reduction_intel_20260721_164732_session1.csv,1,78,4000000,1T,1,8,0.0006911223367697594,0.029574582817869417,t,True,False
reduction_intel_20260721_164732_session1.csv,1,201,4000000,20T,20,1,0.00011964932424351155,0.015340093529482119,t,True,False
reduction_intel_20260721_164732_session1.csv,1,441,4000000,8T,8,1,0.00011493686046511629,0.01594513825581395,t,True,True
reduction_intel_20260721_164732_session1.csv,1,161,8000000,1T,1,1,0.0016759028475711892,0.07348859296482411,t,True,False
reduction_intel_20260721_164732_session1.csv,1,597,8000000,4T,4,7,0.000546667027027027,0.04634832972972973,t,False,True
reduction_intel_20260721_164732_session1.csv,1,471,8000000,8T,8,1,0.0004593172635445363,0.05491785261707989,t,True,False
reduction_intel_20260721_164732_session1.csv,1,191,16000000,10T,10,1,0.0013114364351245085,0.1560348977719528,t,True,False
reduction_intel_20260721_164732_session1.csv,1,331,16000000,16T,16,1,0.0013311970705725698,0.15562689613848202,t,False,True
reduction_intel_20260721_164732_session1.csv,1,590,16000000,1T,1,10,0.003743936329588015,0.17793416853932584,t,False,True
reduction_intel_20260721_164732_session1.csv,1,610,16000000,20T,20,10,0.0013589061662198391,0.17959311394101876,t,True,True
reduction_intel_20260721_164732_session1.csv,1,33,16000000,4T,4,3,0.0013708736413043478,0.09679935461956522,t,True,False
reduction_intel_20260721_164732_session1.csv,1,40,16000000,4T,4,10,0.001352476902173913,0.09676236820652173,t,True,False
reduction_intel_20260721_164732_session1.csv,1,521,16000000,8T,8,1,0.0012899871134020619,0.14476809793814432,t,True,False
reduction_intel_20260721_164732_session1.csv,1,51,32000000,10T,10,1,0.0029997185628742513,0.3290535748502994,t,True,False
reduction_intel_20260721_164732_session1.csv,1,8,32000000,2T,2,8,0.004371480519480519,0.23434269264069263,t,True,False
reduction_intel_20260721_164732_session1.csv,1,9,32000000,2T,2,9,0.004369294372294372,0.23460797402597403,t,True,False
reduction_intel_20260721_164732_session1.csv,1,10,32000000,2T,2,10,0.004367316017316017,0.2329423246753247,t,True,False
reduction_intel_20260721_164732_session1.csv,1,630,32000000,4T,4,10,0.002988862686567164,0.23596513432835822,t,False,True
reduction_intel_20260721_164732_session1.csv,1,563,32000000,8T,8,3,0.0029272558139534885,0.33488733720930236,t,True,False
reduction_intel_20260721_164732_session1.csv,1,139,64000000,10T,10,9,0.006396152866242039,0.725653668789809,t,True,False
reduction_intel_20260721_164732_session1.csv,1,140,64000000,10T,10,10,0.006391006369426752,0.7268059426751592,t,True,False
reduction_intel_20260721_164732_session1.csv,1,88,64000000,1T,1,8,0.015981714285714287,0.6931967777777778,t,False,True
reduction_intel_20260721_164732_session1.csv,1,89,64000000,1T,1,9,0.01600369841269841,0.6943070317460317,t,False,True
reduction_intel_20260721_164732_session1.csv,1,90,64000000,1T,1,10,0.015952015873015875,0.6924556349206349,t,False,True
reduction_intel_20260721_164732_session1.csv,1,121,64000000,20T,20,1,0.00643126282051282,0.7514742628205128,t,True,False
reduction_intel_20260721_164732_session1.csv,1,126,64000000,20T,20,6,0.006462006410256411,0.7526906602564102,t,True,False
reduction_intel_20260721_164732_session1.csv,1,548,64000000,4T,4,8,0.006254725,0.5035116625,t,False,True
reduction_intel_20260721_164732_session1.csv,1,550,64000000,4T,4,10,0.00624766875,0.5034166812499999,t,False,True
reduction_intel_20260721_164732_session1.csv,1,451,64000000,8T,8,1,0.00617140490797546,0.6732291533742331,t,True,False
reduction_intel_20260721_164732_session1.csv,1,501,128000000,10T,10,1,0.01298048717948718,1.68014408974359,t,True,False
reduction_intel_20260721_164732_session1.csv,1,505,128000000,10T,10,5,0.013012320512820513,1.6808115641025643,t,True,False
reduction_intel_20260721_164732_session1.csv,1,551,128000000,1T,1,1,0.03188471875,1.5752275,t,True,False
reduction_intel_20260721_164732_session1.csv,1,552,128000000,1T,1,2,0.03204359375,1.59789059375,t,True,False
