timestamp,run_id_global,run_id_per_size,device_name,num_threads,problem_size,batches,gpu_e2e_time_s,gpu_kernel_time_s,wall_time_s,total_energy_j,energy_per_batch_j,energy_per_second_j,energy_per_flop_j,time_per_gemm_ms_kernel,time_per_gemm_ms_e2e,flops_total,gflops_per_s,avg_power_w,below_target,pcie_gen,pcie_width,sm_clock_mhz,mem_clock_mhz,temp_c,throttle_reasons,cpu_cycles,cpu_instructions,cpu_ipc,cpu_cache_misses
2026-02-20T08:58:49,1,1,Ryzen Threadripper 3970X 32-Core Processor,1,1,8,1.052623,1.052623,1.052623,55.576044,6.947006e+00,52.797674,9.389428e-10,131.577869,131.577869,5.919002e+10,56.23,52.80,f,,,3701,,35,,3810868247,12626759743,3.313355,29059859
2026-02-20T08:58:50,2,2,Ryzen Threadripper 3970X 32-Core Processor,1,1,8,1.020369,1.020369,1.020369,53.971727,6.746466e+00,52.894322,9.118383e-10,127.546127,127.546127,5.919002e+10,58.01,52.89,f,,,3701,,35,,3694069842,12626760019,3.418116,29138862
2026-02-20T08:58:51,3,3,Ryzen Threadripper 3970X 32-Core Processor,1,1,8,0.853600,0.853600,0.853600,45.761855,5.720232e+00,53.610392,7.731347e-10,106.700057,106.700057,5.919002e+10,69.34,53.61,t,,,3701,,35,,3090067440,12626760095,4.086241,29241524
2026-02-20T08:58:52,4,4,Ryzen Threadripper 3970X 32-Core Processor,1,1,8,0.925515,0.925515,0.925515,49.360836,6.170104e+00,53.333392,8.339385e-10,115.689332,115.689332,5.919002e+10,63.95,53.33,t,,,3701,,34,,3350440105,12626760166,3.768687,29197042
2026-02-20T08:58:53,5,5,Ryzen Threadripper 3970X 32-Core Processor,1,1,8,1.030388,1.030388,1.030388,54.527133,6.815892e+00,52.919027,9.212218e-10,128.798507,128.798507,5.919002e+10,57.44,52.92,f,,,3701,,34,,3729827929,12626760270,3.385347,29143884
2026-02-20T08:58:54,6,6,Ryzen Threadripper 3970X 32-Core Processor,1,1,8,0.973061,0.973061,0.973061,51.737345,6.467168e+00,53.169662,8.740890e-10,121.632673,121.632673,5.919002e+10,60.83,53.17,t,,,3701,,34,,3521782284,12626760213,3.585332,29313091
2026-02-20T08:58:55,7,7,Ryzen Threadripper 3970X 32-Core Processor,1,1,8,0.876249,0.876249,0.876249,46.970090,5.871261e+00,53.603608,7.935475e-10,109.531082,109.531082,5.919002e+10,67.55,53.60,t,,,3701,,34,,3171263750,12626760117,3.981618,29257671
2026-02-20T08:58:56,8,8,Ryzen Threadripper 3970X 32-Core Processor,1,1,8,1.035760,1.035760,1.035760,54.926816,6.865852e+00,53.030423,9.279743e-10,129.470060,129.470060,5.919002e+10,57.15,53.03,f,,,3701,,34,,3748477146,12626760276,3.368504,29054233
2026-02-20T08:58:57,9,9,Ryzen Threadripper 3970X 32-Core Processor,1,1,8,0.853961,0.853961,0.853961,45.845392,5.730674e+00,53.685561,7.745460e-10,106.745164,106.745164,5.919002e+10,69.31,53.69,t,,,3701,,34,,3090042700,12626760093,4.086274,29243490
2026-02-20T08:58:58,10,10,Ryzen Threadripper 3970X 32-Core Processor,1,1,8,1.022141,1.022141,1.022141,54.213429,6.776679e+00,53.039081,9.159218e-10,127.767648,127.767648,5.919002e+10,57.91,53.04,f,,,3701,,34,,3699621865,12626760262,3.412987,29087546
2026-02-20T08:58:59,11,11,Ryzen Threadripper 3970X 32-Core Processor,1,1,8,0.853885,0.853885,0.853885,45.903327,5.737916e+00,53.758228,7.755248e-10,106.735585,106.735585,5.919002e+10,69.32,53.76,t,,,3701,,34,,3091449754,12626760094,4.084414,29315092
2026-02-20T08:59:00,12,12,Ryzen Threadripper 3970X 32-Core Processor,1,1,8,0.853576,0.853576,0.853576,45.870721,5.733840e+00,53.739495,7.749739e-10,106.696949,106.696949,5.919002e+10,69.34,53.74,t,,,3701,,34,,3090503269,12626760095,4.085665,29226801
2026-02-20T08:59:01,13,13,Ryzen Threadripper 3970X 32-Core Processor,1,1,8,0.939777,0.939777,0.939777,50.101107,6.262638e+00,53.311691,8.464452e-10,117.472139,117.472139,5.919002e+10,62.98,53.31,t,,,3701,,34,,3402034529,12626760179,3.711532,29133224
2026-02-20T08:59:02,14,14,Ryzen Threadripper 3970X 32-Core Processor,1,1,8,0.914646,0.914646,0.914646,48.874441,6.109305e+00,53.435384,8.257210e-10,114.330705,114.330705,5.919002e+10,64.71,53.44,t,,,3701,,34,,3310956802,12626760154,3.813629,29240529
2026-02-20T08:59:03,15,15,Ryzen Threadripper 3970X 32-Core Processor,1,1,8,0.986117,0.986117,0.986117,52.441136,6.555142e+00,53.179422,8.859794e-10,123.264634,123.264634,5.919002e+10,60.02,53.18,t,,,3701,,34,,3570051779,12626760227,3.536856,29214052
2026-02-20T08:59:04,16,16,Ryzen Threadripper 3970X 32-Core Processor,1,1,8,0.981922,0.981922,0.981922,52.248534,6.531067e+00,53.210460,8.827254e-10,122.740280,122.740280,5.919002e+10,60.28,53.21,t,,,3701,,34,,3554946372,12626760224,3.551885,29205338
2026-02-20T08:59:05,17,17,Ryzen Threadripper 3970X 32-Core Processor,1,1,8,0.950550,0.950550,0.950550,50.702746,6.337843e+00,53.340407,8.566097e-10,118.818802,118.818802,5.919002e+10,62.27,53.34,t,,,3701,,34,,3441360934,12626760192,3.669118,29223300
2026-02-20T08:59:06,18,18,Ryzen Threadripper 3970X 32-Core Processor,1,1,8,1.006611,1.006611,1.006611,53.471462,6.683933e+00,53.120280,9.033865e-10,125.826384,125.826384,5.919002e+10,58.80,53.12,f,,,3701,,34,,3644043477,12626760246,3.465041,29171942
2026-02-20T08:59:07,19,19,Ryzen Threadripper 3970X 32-Core Processor,1,1,8,1.045769,1.045769,1.045769,55.381032,6.922629e+00,52.957257,9.356482e-10,130.721064,130.721064,5.919002e+10,56.60,52.96,f,,,3701,,34,,3786590218,12626760285,3.334599,29166481
2026-02-20T08:59:08,20,20,Ryzen Threadripper 3970X 32-Core Processor,1,1,8,1.045693,1.045693,1.045693,55.411075,6.926384e+00,52.989787,9.361557e-10,130.711685,130.711685,5.919002e+10,56.60,52.99,f,,,3701,,34,,3786152101,12626760288,3.334985,29196058
2026-02-20T08:59:09,21,21,Ryzen Threadripper 3970X 32-Core Processor,1,1,8,0.920951,0.920951,0.920951,49.176275,6.147034e+00,53.397270,8.308204e-10,115.118888,115.118888,5.919002e+10,64.27,53.40,t,,,3701,,34,,3334251451,12626760161,3.786985,29133022
