campaign,files,rows,verdict,hard_failed_checks,warning_checks,target_runtime_share_pct,actionable_target_runtime_share_pct,n16384_above_target_rows,robust_outlier_rows,robust_outlier_share_pct,max_temperature_c,session_median_temperature_min_c,session_median_temperature_max_c,serious_throttle_rows,session_median_throughput_span_pct,max_session_runtime_cv_pct,max_session_energy_cv_pct,max_run_runtime_cv_pct,max_run_energy_cv_pct,peak_throughput_tflops,peak_efficiency_gflop_per_j,peak_efficiency_problem_size
20260719_172746,5,450,PASS WITH WARNINGS,0,2,88.88888888888889,100.0,50,108,24.0,75.0,66.0,68.0,0,0.45652396998168143,1.3520591005167746,3.325144844055117,1.5673998023378828,4.502560253481466,4.9051729545,38.801958771916986,1024
