problem_size,num_threads,sessions,runs,runtime_per_op_s_median,runtime_per_op_s_ci95_low,runtime_per_op_s_ci95_high,runtime_per_op_s_between_session_robust_cv,runtime_per_op_s_between_session_cv,runtime_per_op_s_run_robust_cv,runtime_per_op_s_run_cv,total_energy_per_op_j_median,total_energy_per_op_j_ci95_low,total_energy_per_op_j_ci95_high,total_energy_per_op_j_between_session_robust_cv,total_energy_per_op_j_between_session_cv,total_energy_per_op_j_run_robust_cv,total_energy_per_op_j_run_cv,package_energy_per_op_j_median,package_energy_per_op_j_ci95_low,package_energy_per_op_j_ci95_high,package_energy_per_op_j_between_session_robust_cv,package_energy_per_op_j_between_session_cv,package_energy_per_op_j_run_robust_cv,package_energy_per_op_j_run_cv,total_avg_power_w_median,total_avg_power_w_ci95_low,total_avg_power_w_ci95_high,total_avg_power_w_between_session_robust_cv,total_avg_power_w_between_session_cv,total_avg_power_w_run_robust_cv,total_avg_power_w_run_cv,package_avg_power_w_median,package_avg_power_w_ci95_low,package_avg_power_w_ci95_high,package_avg_power_w_between_session_robust_cv,package_avg_power_w_between_session_cv,package_avg_power_w_run_robust_cv,package_avg_power_w_run_cv,edp_total_j_s_median,edp_total_j_s_ci95_low,edp_total_j_s_ci95_high,edp_total_j_s_between_session_robust_cv,edp_total_j_s_between_session_cv,edp_total_j_s_run_robust_cv,edp_total_j_s_run_cv,edp_package_j_s_median,edp_package_j_s_ci95_low,edp_package_j_s_ci95_high,edp_package_j_s_between_session_robust_cv,edp_package_j_s_between_session_cv,edp_package_j_s_run_robust_cv,edp_package_j_s_run_cv,throughput_gflops_exact_median,throughput_gflops_exact_ci95_low,throughput_gflops_exact_ci95_high,throughput_gflops_exact_between_session_robust_cv,throughput_gflops_exact_between_session_cv,throughput_gflops_exact_run_robust_cv,throughput_gflops_exact_run_cv,total_efficiency_gflop_per_j_median,total_efficiency_gflop_per_j_ci95_low,total_efficiency_gflop_per_j_ci95_high,total_efficiency_gflop_per_j_between_session_robust_cv,total_efficiency_gflop_per_j_between_session_cv,total_efficiency_gflop_per_j_run_robust_cv,total_efficiency_gflop_per_j_run_cv,package_efficiency_gflop_per_j_median,package_efficiency_gflop_per_j_ci95_low,package_efficiency_gflop_per_j_ci95_high,package_efficiency_gflop_per_j_between_session_robust_cv,package_efficiency_gflop_per_j_between_session_cv,package_efficiency_gflop_per_j_run_robust_cv,package_efficiency_gflop_per_j_run_cv,temp_c_median,temp_c_ci95_low,temp_c_ci95_high,temp_c_between_session_robust_cv,temp_c_between_session_cv,temp_c_run_robust_cv,temp_c_run_cv,runtime_1thread_s,total_energy_1thread_j,package_energy_1thread_j,speedup_vs_1thread,scaling_efficiency,total_energy_change_vs_1thread_pct,package_energy_change_vs_1thread_pct,stable_runtime_5pct,stable_total_energy_5pct,stable_package_energy_5pct,pareto_optimal_strict_total,pareto_optimal_practical_2pct_total,pareto_optimal_strict_package,pareto_optimal_practical_2pct_package
128,2,5,50,2.3433674537629407e-05,2.322231435415515e-05,2.3598545719387275e-05,0.004213843620272264,0.005903294378623323,0.007421092590108244,0.012383201040245479,0.002089668733279051,0.0020836044056369678,0.002101381554835072,0.004302582518925965,0.0033639414878365178,0.006754588450155578,0.01094583914611011,0.002089668733279051,0.0020836044056369678,0.002101381554835072,0.004302582518925965,0.0033639414878365178,0.006754588450155578,0.01094583914611011,88.97163757244834,88.80803867867192,90.25679498222081,0.0018855181274078895,0.0066522011741404295,0.0042569139758873486,0.008106720451072441,88.97163757244834,88.80803867867192,90.25679498222081,0.0018855181274078895,0.0066522011741404295,0.0042569139758873486,0.008106720451072441,4.896861698712159e-08,4.838611649740427e-08,4.958954869565256e-08,0.0052616558753307745,0.007226724059806932,0.014945530880050864,0.0222803201612545,4.896861698712159e-08,4.838611649740427e-08,4.958954869565256e-08,0.0052616558753307745,0.007226724059806932,0.014945530880050864,0.0222803201612545,178.98618474302253,177.735698202546,180.61524514887626,0.004201928889528247,0.005919552970190935,0.007458411834039631,0.011831650670580486,2.00716215599322,1.9959745008465122,2.0130039985770627,0.004311919748300215,0.0033605449113799407,0.006756914504747902,0.010810922908128812,2.00716215599322,1.9959745008465122,2.0130039985770627,0.004311919748300215,0.0033605449113799407,0.006756914504747902,0.010810922908128812,74.0,72.0,74.5,0.010017567567567567,0.01472790991078723,0.020035135135135135,0.016440229425214524,4.032576485663944e-05,0.0029614384544470723,0.0029614384544470723,1.720846843369997,0.8604234216849985,-29.437374255032044,-29.437374255032044,True,True,True,False,False,False,False
128,4,5,50,1.3358346501653233e-05,1.3249158205720332e-05,1.3406942609716718e-05,0.0052137724395880936,0.004713112559906364,0.005931484185966499,0.017125522993955533,0.0015195568035815993,0.001501076838723827,0.0015256776350026022,0.005971968039226744,0.006513413597730106,0.0060396804490367665,0.014842918065158934,0.0015195568035815993,0.001501076838723827,0.0015256776350026022,0.005971968039226744,0.006513413597730106,0.0060396804490367665,0.014842918065158934,113.74900797740266,113.28919338238283,113.84165991935286,0.0012076216889967799,0.0023860316839583386,0.004159329789683279,0.004186040097661081,113.74900797740266,113.28919338238283,113.84165991935286,0.0012076216889967799,0.0023860316839583386,0.004159329789683279,0.004186040097661081,2.0298766311187626e-08,1.988800451519453e-08,2.0454672493408218e-08,0.009744918068682539,0.010799965759028503,0.01207214998375701,0.03235532872521018,2.0298766311187626e-08,1.988800451519453e-08,2.0454672493408218e-08,0.009744918068682539,0.010799965759028503,0.01207214998375701,0.03235532872521018,313.9837703327213,312.8456742225604,316.5713575817297,0.00523217259387078,0.00472396544960795,0.0059080119896122085,0.016418074126442455,2.7602153404953436,2.7491416953181242,2.7941967338366758,0.005947956614744652,0.00654217419704641,0.00601514742363267,0.014404621068043385,2.7602153404953436,2.7491416953181242,2.7941967338366758,0.005947956614744652,0.00654217419704641,0.00601514742363267,0.014404621068043385,82.5,79.0,83.0,0.008985454545454545,0.022954953293091666,0.01808048780487805,0.02555193643665776,4.032576485663944e-05,0.0029614384544470723,0.0029614384544470723,3.0187691906066902,0.7546922976516726,-48.68855703214962,-48.68855703214962,True,True,True,True,True,True,True
128,8,5,50,1.740314082033268e-05,1.7049076212471134e-05,1.802359836992622e-05,0.030163301730123666,0.02272271004771417,0.03192088401966288,0.0201661810900872,0.0020958530237283465,0.0020498202350224155,0.0021416308008545323,0.019494659925020162,0.016590252133746812,0.016012523641606245,0.014972409375763038,0.0020958530237283465,0.0020498202350224155,0.0021416308008545323,0.019494659925020162,0.016590252133746812,0.016012523641606245,0.014972409375763038,120.21680070132041,118.71325136433501,120.36364288772762,0.0018109633952764334,0.006894876314881777,0.0063459673191581896,0.006395162963871181,120.21680070132041,118.71325136433501,120.36364288772762,0.0018109633952764334,0.006894876314881777,0.0063459673191581896,0.006395162963871181,3.647442531066446e-08,3.4947541408762654e-08,3.859989341126553e-08,0.05974225003398084,0.03897736811680449,0.049600009900726896,0.03489040193492302,3.647442531066446e-08,3.4947541408762654e-08,3.859989341126553e-08,0.05974225003398084,0.03897736811680449,0.049600009900726896,0.03489040193492302,241.00845033096857,232.71179893791484,246.01356388634898,0.030789651000598425,0.02270404157933279,0.03125257923506321,0.020162714993755406,2.001239568096567,1.9584626810215984,2.046181381341537,0.019241028576022324,0.016682700787472124,0.015841030627711354,0.015043093736069709,2.001239568096567,1.9584626810215984,2.046181381341537,0.019241028576022324,0.016682700787472124,0.015841030627711354,0.015043093736069709,74.0,66.0,75.5,0.030052702702702702,0.06111269818746622,0.07413,0.07353384389750958,4.032576485663944e-05,0.0029614384544470723,0.0029614384544470723,2.3171544305109273,0.2896443038138659,-29.228547006233107,-29.228547006233107,True,True,True,False,False,False,False
128,10,5,50,1.7552939211756847e-05,1.0905243519245875e-05,1.7696852763125286e-05,0.012155584240611767,0.182648079891316,0.014943955884185218,0.1648111495917988,0.00209385901627817,0.0014858027679584534,0.002108257725717294,0.010195302763215753,0.1373342679586112,0.011985713420540922,0.12420763589217981,0.00209385901627817,0.0014858027679584534,0.002108257725717294,0.010195302763215753,0.1373342679586112,0.011985713420540922,0.12420763589217981,119.32955822669021,119.09141084433354,136.17975119645786,0.00157044798881829,0.06154096603235709,0.00251662199507354,0.055385981677202004,119.32955822669021,119.09141084433354,136.17975119645786,0.00157044798881829,0.06154096603235709,0.00251662199507354,0.055385981677202004,3.6753380030719715e-08,1.6203041006156506e-08,3.730952655874033e-08,0.021812780333178083,0.2816400920605502,0.027009201757203352,0.25440040702888445,3.6753380030719715e-08,1.6203041006156506e-08,3.730952655874033e-08,0.021812780333178083,0.2816400920605502,0.027009201757203352,0.25440040702888445,238.95166213477694,237.008470158017,384.61351116073445,0.012056212000911934,0.2408359509102076,0.014794391101749545,0.21717297555214934,2.0031453729178796,1.9894645464054774,2.822921110695685,0.010125531961331813,0.16740648754331705,0.011889573710368999,0.15137835273075714,2.0031453729178796,1.9894645464054774,2.822921110695685,0.010125531961331813,0.16740648754331705,0.011889573710368999,0.15137835273075714,68.0,66.0,73.5,0.032704411764705885,0.04354918147606314,0.043605882352941175,0.05176268382306356,4.032576485663944e-05,0.0029614384544470723,0.0029614384544470723,2.29737962230448,0.22973796223044798,-29.295879401650005,-29.295879401650005,False,False,False,False,False,False,False
128,16,5,50,1.7469962627920784e-05,1.0790625605268256e-05,1.7957320855709756e-05,0.041121663825174806,0.18720027762695637,0.03912180453080779,0.1690317860108963,0.002077620699591352,0.0014729700755374783,0.0021318196061750057,0.029877505109307416,0.14219867022855787,0.029877505109307565,0.1282893547135895,0.002077620699591352,0.0014729700755374783,0.0021318196061750057,0.029877505109307416,0.14219867022855787,0.029877505109307565,0.1282893547135895,120.01675421180414,118.73007993487867,136.48134467996977,0.01496765586089855,0.061799736259367286,0.01429832238164817,0.05574472299585584,120.01675421180414,118.73007993487867,136.48134467996977,0.01496765586089855,0.061799736259367286,0.01429832238164817,0.05574472299585584,3.6295955976855555e-08,1.589426861288863e-08,3.828176867457739e-08,0.057092952097565,0.2886557585557416,0.058759554840563596,0.2606138601644446,3.6295955976855555e-08,1.589426861288863e-08,3.828176867457739e-08,0.057092952097565,0.2886557585557416,0.058759554840563596,0.2606138601644446,240.08660403752634,233.57069986675478,388.6988719126938,0.040238655436193205,0.2481536424767171,0.03816947202710193,0.22405592650412343,2.018801603596354,1.9674760415237875,2.8475147388649584,0.029287727216493985,0.17480068734519116,0.029287727216493985,0.15763670833091237,2.018801603596354,1.9674760415237875,2.8475147388649584,0.029287727216493985,0.17480068734519116,0.029287727216493985,0.15763670833091237,72.0,64.0,75.0,0.061775,0.063938092844249,0.05183916083916083,0.06713456507630057,4.032576485663944e-05,0.0029614384544470723,0.0029614384544470723,2.3082914208522767,0.1442682138032673,-29.84420471506092,-29.84420471506092,False,False,False,False,False,False,False
128,20,5,50,1.7336345923000644e-05,1.690570134676152e-05,1.8187808776518455e-05,0.03682861726270964,0.028993167904317985,0.037662699374907356,0.026283122375559156,0.002088338600956082,0.0020346351830885954,0.002176913869514676,0.03545037707462621,0.02578707044771938,0.032369459914741334,0.023479158882685886,0.002088338600956082,0.0020346351830885954,0.002176913869514676,0.03545037707462621,0.02578707044771938,0.032369459914741334,0.023479158882685886,120.20253659361535,119.5292753614105,120.5715898253743,0.0045519698411663,0.0035991693575784622,0.004862082982403313,0.003925071054349325,120.20253659361535,119.5292753614105,120.5715898253743,0.0045519698411663,0.0035991693575784622,0.004862082982403313,0.003925071054349325,3.6204160390529843e-08,3.439693475490924e-08,3.959329318168377e-08,0.07517977522574347,0.05487363238297602,0.0685206419544973,0.04975656478453026,3.6204160390529843e-08,3.439693475490924e-08,3.959329318168377e-08,0.07517977522574347,0.05487363238297602,0.0685206419544973,0.04975656478453026,241.93702748139634,230.61073774951365,248.09997017979188,0.03776701353493838,0.028890321992289757,0.0378310203469768,0.026173702886463014,2.008440584338079,1.9267202339682292,2.0614526057850857,0.03462202893694633,0.02576244721519546,0.03177624783239296,0.02341896080521746,2.008440584338079,1.9267202339682292,2.0614526057850857,0.03462202893694633,0.02576244721519546,0.03177624783239296,0.02341896080521746,69.5,68.0,70.0,0.010666187050359712,0.011838383807748546,0.021179999999999997,0.02969132377301442,4.032576485663944e-05,0.0029614384544470723,0.0029614384544470723,2.3260821533987768,0.11630410766993884,-29.482289330709932,-29.482289330709932,True,True,True,False,False,False,False
128,32,5,50,1.7360936455995474e-05,1.6996041433560506e-05,1.777572151092877e-05,0.027337961093099522,0.018826322007326098,0.023912638046687147,0.017303348072487987,0.0020731785622505098,0.0020294348065642695,0.002135253155767621,0.031282636894536475,0.0208554657188176,0.03095744496040158,0.01945610643567828,0.0020731785622505098,0.0020294348065642695,0.002135253155767621,0.031282636894536475,0.0208554657188176,0.03095744496040158,0.01945610643567828,119.45513549109519,119.2743959873076,120.80186909723093,0.002243222003088008,0.005244773103094842,0.003484083984774041,0.005300980120348833,119.45513549109519,119.2743959873076,120.80186909723093,0.002243222003088008,0.005244773103094842,0.003484083984774041,0.005300980120348833,3.599232128116316e-08,3.449235805907617e-08,3.7955665452257044e-08,0.062430812237319985,0.03941091523397908,0.05847976085425452,0.036431508384704006,3.599232128116316e-08,3.449235805907617e-08,3.7955665452257044e-08,0.062430812237319985,0.03941091523397908,0.05847976085425452,0.036431508384704006,241.5943408716024,235.95689195632826,246.78122940544833,0.026838510787542572,0.01883143648685723,0.023754803532628526,0.017292805111571122,2.0231272290636326,1.9643122824432273,2.0667350271284373,0.031956960993571905,0.020851371853818513,0.03091436513499786,0.01941348286970226,2.0231272290636326,1.9643122824432273,2.0667350271284373,0.031956960993571905,0.020851371853818513,0.03091436513499786,0.01941348286970226,68.0,66.0,82.5,0.043605882352941175,0.09639194931531624,0.043605882352941175,0.09656338800810729,4.032576485663944e-05,0.0029614384544470723,0.0029614384544470723,2.322787423296698,0.07258710697802181,-29.994204028204553,-29.994204028204553,True,True,True,False,False,False,False
128,64,5,50,1.7213043849901702e-05,1.1119057169279452e-05,1.7671173077940632e-05,0.03340035085855482,0.17472251969699568,0.03183534343972548,0.15770773798729398,0.002076284909022376,0.0015095120332921082,0.0021034587544314512,0.017958000738388307,0.13080103571687268,0.018803152637724817,0.11820191120626336,0.002076284909022376,0.0015095120332921082,0.0021034587544314512,0.017958000738388307,0.13080103571687268,0.018803152637724817,0.11820191120626336,119.44883436402722,119.00949207331102,135.73566750329175,0.005453120440093624,0.058819545712982285,0.005906204471293721,0.05296969649727101,119.44883436402722,119.00949207331102,135.73566750329175,0.005453120440093624,0.058819545712982285,0.005906204471293721,0.05296969649727101,3.5739183183891325e-08,1.678435059589022e-08,3.71705837118676e-08,0.057935729609066317,0.27057383164203325,0.04954424193364687,0.2442517544805642,3.5739183183891325e-08,1.678435059589022e-08,3.71705837118676e-08,0.057935729609066317,0.27057383164203325,0.04954424193364687,0.2442517544805642,243.67009324872848,237.35289001474695,377.2175946345821,0.03266381952643228,0.2274328760134404,0.031165465153249854,0.20517249111321972,2.020100411929931,1.9940034436918104,2.7785826859906546,0.017743393158042436,0.15823250232586872,0.018745293322614803,0.14290742125214212,2.020100411929931,1.9940034436918104,2.7785826859906546,0.017743393158042436,0.15823250232586872,0.018745293322614803,0.14290742125214212,68.5,63.0,75.5,0.08657518248175182,0.06843991939007354,0.09739708029197079,0.07386152310776346,4.032576485663944e-05,0.0029614384544470723,0.0029614384544470723,2.3427445609435154,0.03660538376474243,-29.889310854848162,-29.889310854848162,False,False,False,False,False,False,False
256,1,5,50,0.00028682616129951553,0.0002859954609929078,0.0003029383107088989,0.00429387706127179,0.024549356733489305,0.010788963604787467,0.022768731719671382,0.021607643325727323,0.02138796323738957,0.022762604826546004,0.013060206362948822,0.026076764223403083,0.011808944934946294,0.024016891270541713,0.021607643325727323,0.02138796323738957,0.022762604826546004,0.013060206362948822,0.026076764223403083,0.011808944934946294,0.024016891270541713,74.93777049720815,74.372166627907,75.3863191251759,0.007487207517999838,0.00556668392675505,0.007487207517999977,0.005080728930200464,74.93777049720815,74.372166627907,75.3863191251759,0.007487207517999838,0.00556668392675505,0.007487207517999977,0.005080728930200464,6.1976373898474655e-06,6.116860405776595e-06,6.895665053488076e-06,0.016806901969124544,0.05099376328050427,0.021784145642770657,0.047159164591868676,6.1976373898474655e-06,6.116860405776595e-06,6.895665053488076e-06,0.016806901969124544,0.05099376328050427,0.021784145642770657,0.047159164591868676,116.98525632381595,110.76325051618613,117.32505083649595,0.004306419581712399,0.023942988928570785,0.010786628080630706,0.022222018914818873,1.5528964216124455,1.4741033487023614,1.5688465342665965,0.013177116750930296,0.025301882010236646,0.011904051414478173,0.023312243335075828,1.5528964216124455,1.4741033487023614,1.5688465342665965,0.013177116750930296,0.025301882010236646,0.011904051414478173,0.023312243335075828,74.0,72.0,78.0,0.020035135135135135,0.030014335268453554,0.020035135135135135,0.027101287502421915,0.00028682616129951553,0.021607643325727323,0.021607643325727323,1.0,1.0,0.0,0.0,True,True,True,False,False,False,False
256,2,5,50,0.000157203605843954,0.00015256474928474628,0.00015843832391713747,0.011644726629991843,0.014966481705361643,0.01477509357062537,0.01425690277721029,0.014485592454587796,0.01415739267501159,0.014826411330432079,0.029218433770986246,0.02139917682497822,0.02740464862506876,0.01916963373621795,0.014485592454587796,0.01415739267501159,0.014826411330432079,0.029218433770986246,0.02139917682497822,0.02740464862506876,0.01916963373621795,93.14283186117359,91.43503921570614,94.28764673507129,0.01707062540932839,0.012040275770821824,0.013657378196943685,0.010798678066604697,93.14283186117359,91.43503921570614,94.28764673507129,0.01707062540932839,0.012040275770821824,0.013657378196943685,0.010798678066604697,2.277187366647174e-06,2.1599190639888467e-06,2.3490717608997147e-06,0.040403877232241724,0.03448886498175263,0.04456909785704514,0.03195290744231307,2.277187366647174e-06,2.1599190639888467e-06,2.3490717608997147e-06,0.040403877232241724,0.03448886498175263,0.04456909785704514,0.03195290744231307,213.44568923760787,211.78229591439515,219.9356807998559,0.011555078187921557,0.015099868518095529,0.014630577993757396,0.01438767935768067,2.316400389227631,2.263152643764008,2.3700996906884573,0.029386689625926492,0.021398447867523738,0.02792074258779284,0.019136478681071444,2.316400389227631,2.263152643764008,2.3700996906884573,0.029386689625926492,0.021398447867523738,0.02792074258779284,0.019136478681071444,77.0,74.5,78.0,0.019254545454545455,0.020329518932633732,0.019254545454545455,0.01956555379803262,0.00028682616129951553,0.021607643325727323,0.021607643325727323,1.8245520499334449,0.9122760249667224,-32.960794306797894,-32.960794306797894,True,True,True,False,False,False,False
256,4,5,50,8.740453284798059e-05,8.665355384748251e-05,8.796396982310093e-05,0.003895134457737814,0.005433180502059656,0.008134347587795672,0.007576835992816225,0.010429868521407523,0.010338229942136627,0.010570141562608394,0.006504043118918719,0.008484130268884968,0.008265940622374728,0.008792894537743902,0.010429868521407523,0.010338229942136627,0.010570141562608394,0.006504043118918719,0.008484130268884968,0.008265940622374728,0.008792894537743902,119.41058599083797,119.26878718675022,120.29068101388637,0.0017605717717241376,0.003435713822515088,0.004509639818931753,0.004303759928427664,119.41058599083797,119.26878718675022,120.29068101388637,0.0017605717717241376,0.003435713822515088,0.004509639818931753,0.004303759928427664,9.116177857794826e-07,8.958443649785922e-07,9.297916134391897e-07,0.010241646340806114,0.013768997797459567,0.015544993614829299,0.015855115798945562,9.116177857794826e-07,8.958443649785922e-07,9.297916134391897e-07,0.010241646340806114,0.013768997797459567,0.015544993614829299,0.015855115798945562,383.89807606843414,381.45654484988916,387.22511091765034,0.0039051331535093848,0.005438573452002443,0.008131621351085267,0.007569739259290375,3.2171481290611506,3.1744543629101383,3.2456650884924336,0.006534192686886416,0.008455075813265694,0.008312242095646363,0.008752649709205374,3.2171481290611506,3.1744543629101383,3.2456650884924336,0.006534192686886416,0.008455075813265694,0.008312242095646363,0.008752649709205374,83.0,82.0,89.0,0.017862650602409637,0.03503059668349792,0.017862650602409637,0.02989763326448154,0.00028682616129951553,0.021607643325727323,0.021607643325727323,3.2815936651521436,0.8203984162880359,-51.73065213924042,-51.73065213924042,True,True,True,True,True,True,True
256,8,5,50,8.999734329971182e-05,4.9527684147913155e-05,9.160716221098266e-05,0.02651986636874197,0.22184699993515414,0.028759376918768446,0.20020968622679006,0.01213099419128242,0.008256080425299892,0.012304664694725433,0.02122529154202756,0.153313367739082,0.020901018821032156,0.138556771021928,0.01213099419128242,0.008256080425299892,0.012304664694725433,0.02122529154202756,0.153313367739082,0.020901018821032156,0.138556771021928,134.7831541199007,134.29696745378897,166.68746346243393,0.005348000318615698,0.10096876831467942,0.007120074987121703,0.09080246620067459,134.7831541199007,134.29696745378897,166.68746346243393,0.005348000318615698,0.10096876831467942,0.007120074987121703,0.09080246620067459,1.091757248799654e-06,4.0890454360402155e-07,1.1271954146414643e-06,0.048212992088851936,0.3217493667941373,0.05100561001743616,0.29056954700905113,1.091757248799654e-06,4.0890454360402155e-07,1.1271954146414643e-06,0.048212992088851936,0.3217493667941373,0.05100561001743616,0.29056954700905113,372.8380279877378,366.28611988569173,677.4884103159468,0.026053855168849702,0.3144275443002614,0.028212096389972272,0.28342581916355575,2.7660084137302534,2.7269684166512542,4.06420847078669,0.020924964679209495,0.19233701891280722,0.020760421543903264,0.17378063960418275,2.7660084137302534,2.7269684166512542,4.06420847078669,0.020924964679209495,0.19233701891280722,0.020760421543903264,0.17378063960418275,72.0,70.0,83.0,0.020591666666666664,0.07037836873583676,0.04061917808219178,0.06121210852277384,0.00028682616129951553,0.021607643325727323,0.021607643325727323,3.187051425999527,0.3983814282499409,-43.857856183517484,-43.857856183517484,False,False,False,False,False,False,False
256,10,5,50,0.00010045730370665605,9.572515395547135e-05,0.00010162054877433673,0.017167762558902032,0.026660858206530094,0.02577775906465063,0.02387518068132646,0.014087156038262256,0.013625024680246327,0.014217053236420784,0.013671005380131395,0.021053889022779153,0.019654045282596077,0.01891796382676455,0.014087156038262256,0.013625024680246327,0.014217053236420784,0.013671005380131395,0.021053889022779153,0.019654045282596077,0.01891796382676455,140.39620852679528,139.66926451708858,142.36636406071233,0.0019451646011703053,0.007281055057916787,0.003056683168731816,0.006844028038222283,140.39620852679528,139.66926451708858,142.36636406071233,0.0019451646011703053,0.007281055057916787,0.003056683168731816,0.006844028038222283,1.4151577124987651e-06,1.3042575851636766e-06,1.44474475183904e-06,0.02812198016379221,0.04693729672078945,0.0437128364834738,0.042420297070528946,1.4151577124987651e-06,1.3042575851636766e-06,1.44474475183904e-06,0.02812198016379221,0.04693729672078945,0.0437128364834738,0.042420297070528946,334.01684857063077,330.1933753035768,350.5288904064712,0.016971243200621544,0.026951781283019217,0.02576277485336997,0.02408795068620891,2.3819166841669452,2.3601537844735185,2.462706144572897,0.013544996468766352,0.021187186944162682,0.0193955403084825,0.019001317889666875,2.3819166841669452,2.3601537844735185,2.462706144572897,0.013544996468766352,0.021187186944162682,0.0193955403084825,0.019001317889666875,69.0,66.0,70.0,0.02148695652173913,0.022172150421203362,0.02148695652173913,0.027625972667054324,0.00028682616129951553,0.021607643325727323,0.021607643325727323,2.8552046562694193,0.28552046562694194,-34.804754845757444,-34.804754845757444,True,True,True,False,False,False,False
256,16,5,50,6.577063919149494e-05,6.52472982592377e-05,7.280384255594732e-05,0.011797137380792393,0.04793389610928557,0.013852327724328614,0.04313406665143471,0.01179677180659915,0.011660553517521984,0.012579523818090235,0.017119703483018126,0.03262905310967785,0.01836700313186794,0.029523086303511175,0.01179677180659915,0.011660553517521984,0.012579523818090235,0.017119703483018126,0.03262905310967785,0.01836700313186794,0.029523086303511175,177.2949059613457,172.7819282688329,180.11621353219329,0.011960697003544532,0.01587094709856224,0.012924018424562353,0.014257152114338636,177.2949059613457,172.7819282688329,180.11621353219329,0.011960697003544532,0.01587094709856224,0.012924018424562353,0.014257152114338636,7.758812221162326e-07,7.608196132255602e-07,9.158376714810308e-07,0.020812845628162983,0.08093328913446045,0.02208898025269393,0.07351702896377767,7.758812221162326e-07,7.608196132255602e-07,9.158376714810308e-07,0.020812845628162983,0.08093328913446045,0.02208898025269393,0.07351702896377767,510.173421035249,460.8882007047161,514.2654622522914,0.011891763931801864,0.04614758748558965,0.013982813575401936,0.04153877288252532,2.8443740838683977,2.6673849094149635,2.8776019894406133,0.017319721905254954,0.03184508654916623,0.01859751274608009,0.028812346158179576,2.8443740838683977,2.6673849094149635,2.8776019894406133,0.017319721905254954,0.03184508654916623,0.01859751274608009,0.028812346158179576,71.0,67.0,77.0,0.08352676056338028,0.06055721616949386,0.06264507042253521,0.0676840511526636,0.00028682616129951553,0.021607643325727323,0.021607643325727323,4.361006139295756,0.27256288370598475,-45.40463469908713,-45.40463469908713,True,True,True,True,True,True,True
256,20,5,50,9.300398849828402e-05,9.121708912510221e-05,9.467848722059796e-05,0.00921496835159329,0.013639686417442846,0.010221860380942001,0.013372743755117787,0.01756950561172433,0.017375364586172438,0.017790384089408657,0.0078108823709090395,0.008638320279193794,0.0075711406343602124,0.008003292294175141,0.01756950561172433,0.017375364586172438,0.017790384089408657,0.0078108823709090395,0.008638320279193794,0.0075711406343602124,0.008003292294175141,188.83207599655762,187.61725539096338,190.76398459649073,0.006168686866806434,0.0061971703591844505,0.005105619126753595,0.005784570374494619,188.83207599655762,187.61725539096338,190.76398459649073,0.006168686866806434,0.0061971703591844505,0.005105619126753595,0.005784570374494619,1.634034097833346e-06,1.584930180038036e-06,1.684366652658607e-06,0.017170202710680996,0.022232692182519945,0.01817640808863448,0.021259996069551396,1.634034097833346e-06,1.584930180038036e-06,1.684366652658607e-06,0.017170202710680996,0.022232692182519945,0.01817640808863448,0.021259996069551396,360.784871076998,354.4039726978232,367.8524750332785,0.00915810261601947,0.013674153551348081,0.010152599243805705,0.013397985714039518,1.9098108245919423,1.8860993574599845,1.931149808891095,0.0077699679805275715,0.008651078641964358,0.007573567907491301,0.008009725990132159,1.9098108245919423,1.8860993574599845,1.931149808891095,0.0077699679805275715,0.008651078641964358,0.007573567907491301,0.008009725990132159,69.0,67.0,70.5,0.02148695652173913,0.020780582094740714,0.02148695652173913,0.027506863929202246,0.00028682616129951553,0.021607643325727323,0.021607643325727323,3.0840200074301936,0.1542010003715097,-18.68846895114633,-18.68846895114633,True,True,True,False,False,False,False
256,32,5,50,7.902664824318989e-05,7.563195953540653e-05,8.878266146510619e-05,0.03338293136100042,0.06406104600021528,0.03338293136100042,0.05778963750295769,0.016787035660511925,0.01639013960284751,0.01909102388383182,0.011644881858713143,0.06334664033085188,0.012559582466527604,0.05691371712281195,0.016787035660511925,0.01639013960284751,0.01909102388383182,0.011644881858713143,0.06334664033085188,0.012559582466527604,0.05691371712281195,215.02749616620315,211.40845231636888,216.6345945962235,0.007684902170248082,0.009633397136631378,0.007515459164459229,0.008718410725138898,215.02749616620315,211.40845231636888,216.6345945962235,0.007684902170248082,0.009633397136631378,0.007515459164459229,0.008718410725138898,1.3266231621891608e-06,1.239618375222227e-06,1.694951910500497e-06,0.048448822981916974,0.13129584903130895,0.0484488229819171,0.11825199913973727,1.3266231621891608e-06,1.239618375222227e-06,1.694951910500497e-06,0.048448822981916974,0.13129584903130895,0.0484488229819171,0.11825199913973727,424.5964209027623,377.9390192440641,443.65414047340323,0.03415294877539217,0.06015836228866747,0.03415294877539217,0.054259184972400294,1.998830089992002,1.7576025363635546,2.047232837124248,0.011553993766229393,0.05881763168140785,0.012560604058951328,0.05285900154088129,1.998830089992002,1.7576025363635546,2.047232837124248,0.011553993766229393,0.05881763168140785,0.012560604058951328,0.05285900154088129,65.0,62.5,69.0,0.04561846153846154,0.04179890984366365,0.04561846153846154,0.04967199664916313,0.00028682616129951553,0.021607643325727323,0.021607643325727323,3.629486605794808,0.11342145643108775,-22.309733609290472,-22.309733609290472,False,False,False,False,False,False,False
