STREAM | AMD Ryzen Threadripper 3970X 32-Core Processor | platform=AMD | session=stream_amd_20260721_095517_session3 | reps=10 | configs=81 | DRAM-RAPL=no
[STREAM] N=32000000 threads=16 rep=2 batches=103 time=1.008 s | package=126.699 J | dram=NA | total=126.699 J | power=125.6 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=16 rep=3 batches=103 time=1.008 s | package=126.611 J | dram=NA | total=126.611 J | power=125.6 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=16 rep=4 batches=103 time=1.008 s | package=126.625 J | dram=NA | total=126.625 J | power=125.6 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=16 rep=5 batches=103 time=1.008 s | package=126.507 J | dram=NA | total=126.507 J | power=125.5 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=16 rep=6 batches=103 time=1.009 s | package=126.645 J | dram=NA | total=126.645 J | power=125.6 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=16 rep=7 batches=103 time=1.009 s | package=126.701 J | dram=NA | total=126.701 J | power=125.6 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=16 rep=8 batches=103 time=1.009 s | package=126.668 J | dram=NA | total=126.668 J | power=125.6 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=16 rep=9 batches=103 time=1.009 s | package=126.687 J | dram=NA | total=126.687 J | power=125.6 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=16 rep=10 batches=103 time=1.008 s | package=126.591 J | dram=NA | total=126.591 J | power=125.6 W | runtime=in_range | checksum=OK
[OpenMP] requested=20 active=20
[STREAM] N=8000000 threads=20 rep=1 batches=1472 time=1.001 s | package=125.923 J | dram=NA | total=125.923 J | power=125.8 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=20 rep=2 batches=1472 time=1.001 s | package=125.910 J | dram=NA | total=125.910 J | power=125.8 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=20 rep=3 batches=1472 time=1.001 s | package=126.107 J | dram=NA | total=126.107 J | power=125.9 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=20 rep=4 batches=1472 time=1.003 s | package=126.108 J | dram=NA | total=126.108 J | power=125.8 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=20 rep=5 batches=1472 time=1.002 s | package=126.219 J | dram=NA | total=126.219 J | power=125.9 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=20 rep=6 batches=1472 time=1.002 s | package=126.114 J | dram=NA | total=126.114 J | power=125.9 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=20 rep=7 batches=1472 time=1.002 s | package=126.222 J | dram=NA | total=126.222 J | power=126.0 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=20 rep=8 batches=1472 time=1.003 s | package=126.366 J | dram=NA | total=126.366 J | power=126.0 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=20 rep=9 batches=1472 time=1.001 s | package=126.105 J | dram=NA | total=126.105 J | power=125.9 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=20 rep=10 batches=1472 time=1.001 s | package=126.195 J | dram=NA | total=126.195 J | power=126.0 W | runtime=in_range | checksum=OK
[OpenMP] requested=2 active=2
[STREAM] N=256000000 threads=2 rep=1 batches=12 time=1.058 s | package=86.469 J | dram=NA | total=86.469 J | power=81.7 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=2 rep=2 batches=12 time=1.056 s | package=87.008 J | dram=NA | total=87.008 J | power=82.4 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=2 rep=3 batches=12 time=1.057 s | package=86.997 J | dram=NA | total=86.997 J | power=82.3 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=2 rep=4 batches=12 time=1.059 s | package=87.120 J | dram=NA | total=87.120 J | power=82.3 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=2 rep=5 batches=12 time=1.057 s | package=86.893 J | dram=NA | total=86.893 J | power=82.2 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=2 rep=6 batches=12 time=1.058 s | package=87.122 J | dram=NA | total=87.122 J | power=82.3 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=2 rep=7 batches=12 time=1.057 s | package=86.766 J | dram=NA | total=86.766 J | power=82.1 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=2 rep=8 batches=12 time=1.057 s | package=86.930 J | dram=NA | total=86.930 J | power=82.2 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=2 rep=9 batches=12 time=1.058 s | package=86.865 J | dram=NA | total=86.865 J | power=82.1 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=2 rep=10 batches=12 time=1.057 s | package=86.807 J | dram=NA | total=86.807 J | power=82.1 W | runtime=in_range | checksum=OK
[OpenMP] requested=10 active=10
[STREAM] N=4000000 threads=10 rep=1 batches=16329 time=1.010 s | package=207.029 J | dram=NA | total=207.029 J | power=205.0 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=10 rep=2 batches=16329 time=1.007 s | package=206.779 J | dram=NA | total=206.779 J | power=205.3 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=10 rep=3 batches=16329 time=1.009 s | package=206.889 J | dram=NA | total=206.889 J | power=205.1 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=10 rep=4 batches=16329 time=1.010 s | package=207.403 J | dram=NA | total=207.403 J | power=205.4 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=10 rep=5 batches=16329 time=1.016 s | package=207.804 J | dram=NA | total=207.804 J | power=204.5 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=10 rep=6 batches=16329 time=1.021 s | package=209.111 J | dram=NA | total=209.111 J | power=204.8 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=10 rep=7 batches=16329 time=1.025 s | package=209.451 J | dram=NA | total=209.451 J | power=204.4 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=10 rep=8 batches=16329 time=1.014 s | package=208.110 J | dram=NA | total=208.110 J | power=205.2 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=10 rep=9 batches=16329 time=1.012 s | package=207.941 J | dram=NA | total=207.941 J | power=205.4 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=10 rep=10 batches=16329 time=1.020 s | package=208.206 J | dram=NA | total=208.206 J | power=204.0 W | runtime=in_range | checksum=OK
[OpenMP] requested=8 active=8
[STREAM] N=32000000 threads=8 rep=1 batches=104 time=1.001 s | package=110.456 J | dram=NA | total=110.456 J | power=110.4 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=8 rep=2 batches=104 time=1.001 s | package=110.138 J | dram=NA | total=110.138 J | power=110.1 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=8 rep=3 batches=104 time=1.000 s | package=109.911 J | dram=NA | total=109.911 J | power=109.9 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=8 rep=4 batches=104 time=1.000 s | package=109.986 J | dram=NA | total=109.986 J | power=109.9 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=8 rep=5 batches=104 time=1.000 s | package=109.765 J | dram=NA | total=109.765 J | power=109.7 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=8 rep=6 batches=104 time=1.000 s | package=109.672 J | dram=NA | total=109.672 J | power=109.7 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=8 rep=7 batches=104 time=1.000 s | package=109.779 J | dram=NA | total=109.779 J | power=109.7 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=8 rep=8 batches=104 time=1.000 s | package=109.688 J | dram=NA | total=109.688 J | power=109.7 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=8 rep=9 batches=104 time=1.000 s | package=109.748 J | dram=NA | total=109.748 J | power=109.7 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=8 rep=10 batches=104 time=1.000 s | package=109.834 J | dram=NA | total=109.834 J | power=109.8 W | runtime=in_range | checksum=OK
[OpenMP] requested=64 active=64
[STREAM] N=128000000 threads=64 rep=1 batches=26 time=1.025 s | package=162.875 J | dram=NA | total=162.875 J | power=158.8 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=64 rep=2 batches=26 time=1.026 s | package=162.716 J | dram=NA | total=162.716 J | power=158.6 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=64 rep=3 batches=26 time=1.026 s | package=162.797 J | dram=NA | total=162.797 J | power=158.7 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=64 rep=4 batches=26 time=1.026 s | package=162.870 J | dram=NA | total=162.870 J | power=158.7 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=64 rep=5 batches=26 time=1.026 s | package=162.938 J | dram=NA | total=162.938 J | power=158.8 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=64 rep=6 batches=26 time=1.026 s | package=163.137 J | dram=NA | total=163.137 J | power=159.1 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=64 rep=7 batches=26 time=1.026 s | package=163.240 J | dram=NA | total=163.240 J | power=159.1 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=64 rep=8 batches=26 time=1.026 s | package=163.456 J | dram=NA | total=163.456 J | power=159.4 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=64 rep=9 batches=26 time=1.025 s | package=163.402 J | dram=NA | total=163.402 J | power=159.3 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=64 rep=10 batches=26 time=1.026 s | package=163.540 J | dram=NA | total=163.540 J | power=159.4 W | runtime=in_range | checksum=OK
[OpenMP] requested=8 active=8
[STREAM] N=128000000 threads=8 rep=1 batches=27 time=1.013 s | package=128.032 J | dram=NA | total=128.032 J | power=126.4 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=8 rep=2 batches=27 time=1.013 s | package=127.921 J | dram=NA | total=127.921 J | power=126.3 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=8 rep=3 batches=27 time=1.013 s | package=127.975 J | dram=NA | total=127.975 J | power=126.3 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=8 rep=4 batches=27 time=1.012 s | package=127.577 J | dram=NA | total=127.577 J | power=126.0 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=8 rep=5 batches=27 time=1.013 s | package=127.636 J | dram=NA | total=127.636 J | power=126.0 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=8 rep=6 batches=27 time=1.014 s | package=127.684 J | dram=NA | total=127.684 J | power=126.0 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=8 rep=7 batches=27 time=1.012 s | package=128.030 J | dram=NA | total=128.030 J | power=126.5 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=8 rep=8 batches=27 time=1.013 s | package=127.483 J | dram=NA | total=127.483 J | power=125.9 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=8 rep=9 batches=27 time=1.012 s | package=127.416 J | dram=NA | total=127.416 J | power=125.8 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=8 rep=10 batches=27 time=1.013 s | package=127.502 J | dram=NA | total=127.502 J | power=125.9 W | runtime=in_range | checksum=OK
[OpenMP] requested=4 active=4
[STREAM] N=256000000 threads=4 rep=1 batches=14 time=1.028 s | package=95.241 J | dram=NA | total=95.241 J | power=92.7 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=4 rep=2 batches=14 time=1.028 s | package=95.286 J | dram=NA | total=95.286 J | power=92.7 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=4 rep=3 batches=14 time=1.028 s | package=95.308 J | dram=NA | total=95.308 J | power=92.7 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=4 rep=4 batches=14 time=1.028 s | package=95.242 J | dram=NA | total=95.242 J | power=92.7 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=4 rep=5 batches=14 time=1.028 s | package=95.209 J | dram=NA | total=95.209 J | power=92.6 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=4 rep=6 batches=14 time=1.029 s | package=95.282 J | dram=NA | total=95.282 J | power=92.6 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=4 rep=7 batches=14 time=1.028 s | package=95.223 J | dram=NA | total=95.223 J | power=92.6 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=4 rep=8 batches=14 time=1.029 s | package=95.154 J | dram=NA | total=95.154 J | power=92.5 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=4 rep=9 batches=14 time=1.029 s | package=95.220 J | dram=NA | total=95.220 J | power=92.6 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=4 rep=10 batches=14 time=1.029 s | package=95.174 J | dram=NA | total=95.174 J | power=92.5 W | runtime=in_range | checksum=OK
[OpenMP] requested=16 active=16
[STREAM] N=4000000 threads=16 rep=1 batches=21566 time=1.013 s | package=255.571 J | dram=NA | total=255.571 J | power=252.3 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=16 rep=2 batches=21566 time=1.015 s | package=255.715 J | dram=NA | total=255.715 J | power=252.0 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=16 rep=3 batches=21566 time=1.018 s | package=256.057 J | dram=NA | total=256.057 J | power=251.6 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=16 rep=4 batches=21566 time=1.011 s | package=255.638 J | dram=NA | total=255.638 J | power=252.9 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=16 rep=5 batches=21566 time=1.014 s | package=255.598 J | dram=NA | total=255.598 J | power=252.2 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=16 rep=6 batches=21566 time=1.008 s | package=254.885 J | dram=NA | total=254.885 J | power=252.9 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=16 rep=7 batches=21566 time=1.009 s | package=255.164 J | dram=NA | total=255.164 J | power=252.8 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=16 rep=8 batches=21566 time=1.025 s | package=256.917 J | dram=NA | total=256.917 J | power=250.7 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=16 rep=9 batches=21566 time=1.028 s | package=257.896 J | dram=NA | total=257.896 J | power=250.9 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=16 rep=10 batches=21566 time=1.015 s | package=255.909 J | dram=NA | total=255.909 J | power=252.1 W | runtime=in_range | checksum=OK
[OpenMP] requested=32 active=32
[STREAM] N=128000000 threads=32 rep=1 batches=26 time=1.011 s | package=156.124 J | dram=NA | total=156.124 J | power=154.4 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=32 rep=2 batches=26 time=1.012 s | package=155.765 J | dram=NA | total=155.765 J | power=153.9 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=32 rep=3 batches=26 time=1.012 s | package=155.519 J | dram=NA | total=155.519 J | power=153.7 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=32 rep=4 batches=26 time=1.012 s | package=155.221 J | dram=NA | total=155.221 J | power=153.4 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=32 rep=5 batches=26 time=1.012 s | package=155.141 J | dram=NA | total=155.141 J | power=153.2 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=32 rep=6 batches=26 time=1.012 s | package=154.943 J | dram=NA | total=154.943 J | power=153.0 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=32 rep=7 batches=26 time=1.012 s | package=154.836 J | dram=NA | total=154.836 J | power=153.0 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=32 rep=8 batches=26 time=1.012 s | package=154.848 J | dram=NA | total=154.848 J | power=153.0 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=32 rep=9 batches=26 time=1.012 s | package=154.985 J | dram=NA | total=154.985 J | power=153.1 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=32 rep=10 batches=26 time=1.012 s | package=154.906 J | dram=NA | total=154.906 J | power=153.0 W | runtime=in_range | checksum=OK
[OpenMP] requested=64 active=64
[STREAM] N=16000000 threads=64 rep=1 batches=256 time=1.003 s | package=161.143 J | dram=NA | total=161.143 J | power=160.6 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=64 rep=2 batches=256 time=1.002 s | package=161.024 J | dram=NA | total=161.024 J | power=160.6 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=64 rep=3 batches=256 time=1.003 s | package=161.231 J | dram=NA | total=161.231 J | power=160.8 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=64 rep=4 batches=256 time=1.004 s | package=161.460 J | dram=NA | total=161.460 J | power=160.8 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=64 rep=5 batches=256 time=1.003 s | package=161.301 J | dram=NA | total=161.301 J | power=160.9 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=64 rep=6 batches=256 time=1.003 s | package=161.335 J | dram=NA | total=161.335 J | power=160.8 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=64 rep=7 batches=256 time=1.002 s | package=161.407 J | dram=NA | total=161.407 J | power=161.0 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=64 rep=8 batches=256 time=1.002 s | package=161.257 J | dram=NA | total=161.257 J | power=160.9 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=64 rep=9 batches=256 time=1.003 s | package=161.405 J | dram=NA | total=161.405 J | power=161.0 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=64 rep=10 batches=256 time=1.004 s | package=161.508 J | dram=NA | total=161.508 J | power=160.9 W | runtime=in_range | checksum=OK
[OpenMP] requested=10 active=10
[STREAM] N=8000000 threads=10 rep=1 batches=1783 time=1.000 s | package=130.961 J | dram=NA | total=130.961 J | power=131.0 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=10 rep=2 batches=1783 time=1.001 s | package=129.969 J | dram=NA | total=129.969 J | power=129.9 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=10 rep=3 batches=1783 time=1.001 s | package=129.660 J | dram=NA | total=129.660 J | power=129.5 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=10 rep=4 batches=1783 time=1.001 s | package=129.548 J | dram=NA | total=129.548 J | power=129.4 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=10 rep=5 batches=1783 time=1.002 s | package=129.586 J | dram=NA | total=129.586 J | power=129.4 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=10 rep=6 batches=1783 time=1.001 s | package=129.403 J | dram=NA | total=129.403 J | power=129.2 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=10 rep=7 batches=1783 time=1.000 s | package=129.272 J | dram=NA | total=129.272 J | power=129.2 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=10 rep=8 batches=1783 time=1.000 s | package=129.125 J | dram=NA | total=129.125 J | power=129.1 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=10 rep=9 batches=1783 time=1.001 s | package=129.205 J | dram=NA | total=129.205 J | power=129.1 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=10 rep=10 batches=1783 time=1.000 s | package=128.692 J | dram=NA | total=128.692 J | power=128.7 W | runtime=in_range | checksum=OK
[OpenMP] requested=64 active=64
[STREAM] N=64000000 threads=64 rep=1 batches=51 time=1.012 s | package=160.363 J | dram=NA | total=160.363 J | power=158.4 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=64 rep=2 batches=51 time=1.012 s | package=160.458 J | dram=NA | total=160.458 J | power=158.5 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=64 rep=3 batches=51 time=1.013 s | package=160.678 J | dram=NA | total=160.678 J | power=158.7 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=64 rep=4 batches=51 time=1.013 s | package=160.761 J | dram=NA | total=160.761 J | power=158.7 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=64 rep=5 batches=51 time=1.012 s | package=160.757 J | dram=NA | total=160.757 J | power=158.8 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=64 rep=6 batches=51 time=1.013 s | package=160.973 J | dram=NA | total=160.973 J | power=158.9 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=64 rep=7 batches=51 time=1.012 s | package=161.000 J | dram=NA | total=161.000 J | power=159.0 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=64 rep=8 batches=51 time=1.013 s | package=161.120 J | dram=NA | total=161.120 J | power=159.1 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=64 rep=9 batches=51 time=1.012 s | package=161.099 J | dram=NA | total=161.099 J | power=159.2 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=64 rep=10 batches=51 time=1.012 s | package=160.988 J | dram=NA | total=160.988 J | power=159.1 W | runtime=in_range | checksum=OK
[OpenMP] requested=32 active=32
[STREAM] N=1000000 threads=32 rep=1 batches=33944 time=0.989 s | package=175.940 J | dram=NA | total=175.940 J | power=177.9 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=32 rep=2 batches=33944 time=0.996 s | package=176.910 J | dram=NA | total=176.910 J | power=177.7 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=32 rep=3 batches=33944 time=0.996 s | package=176.630 J | dram=NA | total=176.630 J | power=177.4 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=32 rep=4 batches=33944 time=0.993 s | package=176.349 J | dram=NA | total=176.349 J | power=177.6 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=32 rep=5 batches=33944 time=0.992 s | package=176.231 J | dram=NA | total=176.231 J | power=177.7 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=32 rep=6 batches=33944 time=1.000 s | package=177.269 J | dram=NA | total=177.269 J | power=177.3 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=32 rep=7 batches=33944 time=0.993 s | package=176.140 J | dram=NA | total=176.140 J | power=177.5 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=32 rep=8 batches=33944 time=1.002 s | package=177.461 J | dram=NA | total=177.461 J | power=177.2 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=32 rep=9 batches=33944 time=1.001 s | package=177.136 J | dram=NA | total=177.136 J | power=177.0 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=32 rep=10 batches=33944 time=0.997 s | package=176.623 J | dram=NA | total=176.623 J | power=177.1 W | runtime=in_range | checksum=OK
[OpenMP] requested=64 active=64
[STREAM] N=1000000 threads=64 rep=1 batches=17453 time=1.000 s | package=165.862 J | dram=NA | total=165.862 J | power=165.9 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=64 rep=2 batches=17453 time=1.000 s | package=165.809 J | dram=NA | total=165.809 J | power=165.7 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=64 rep=3 batches=17453 time=1.000 s | package=165.933 J | dram=NA | total=165.933 J | power=165.9 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=64 rep=4 batches=17453 time=1.001 s | package=165.931 J | dram=NA | total=165.931 J | power=165.8 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=64 rep=5 batches=17453 time=1.000 s | package=165.865 J | dram=NA | total=165.865 J | power=165.8 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=64 rep=6 batches=17453 time=1.000 s | package=165.855 J | dram=NA | total=165.855 J | power=165.9 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=64 rep=7 batches=17453 time=1.001 s | package=166.079 J | dram=NA | total=166.079 J | power=165.9 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=64 rep=8 batches=17453 time=1.002 s | package=166.024 J | dram=NA | total=166.024 J | power=165.6 W | runtime=in_range | checksum=OK
