STREAM | AMD Ryzen Threadripper 3970X 32-Core Processor | platform=AMD | session=stream_amd_20260721_095517_session5 | reps=10 | configs=81 | DRAM-RAPL=no
[STREAM] N=128000000 threads=16 rep=7 batches=27 time=1.035 s | package=129.812 J | dram=NA | total=129.812 J | power=125.4 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=16 rep=8 batches=27 time=1.035 s | package=129.786 J | dram=NA | total=129.786 J | power=125.4 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=16 rep=9 batches=27 time=1.034 s | package=129.813 J | dram=NA | total=129.813 J | power=125.5 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=16 rep=10 batches=27 time=1.034 s | package=129.762 J | dram=NA | total=129.762 J | power=125.5 W | runtime=in_range | checksum=OK
[OpenMP] requested=32 active=32
[STREAM] N=32000000 threads=32 rep=1 batches=102 time=1.004 s | package=153.842 J | dram=NA | total=153.842 J | power=153.2 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=32 rep=2 batches=102 time=1.004 s | package=153.862 J | dram=NA | total=153.862 J | power=153.2 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=32 rep=3 batches=102 time=1.005 s | package=153.934 J | dram=NA | total=153.934 J | power=153.2 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=32 rep=4 batches=102 time=1.005 s | package=153.705 J | dram=NA | total=153.705 J | power=153.0 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=32 rep=5 batches=102 time=1.005 s | package=154.656 J | dram=NA | total=154.656 J | power=153.9 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=32 rep=6 batches=102 time=1.005 s | package=153.673 J | dram=NA | total=153.673 J | power=153.0 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=32 rep=7 batches=102 time=1.004 s | package=153.493 J | dram=NA | total=153.493 J | power=152.8 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=32 rep=8 batches=102 time=1.005 s | package=153.505 J | dram=NA | total=153.505 J | power=152.7 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=32 rep=9 batches=102 time=1.005 s | package=153.623 J | dram=NA | total=153.623 J | power=152.9 W | runtime=in_range | checksum=OK
[STREAM] N=32000000 threads=32 rep=10 batches=102 time=1.005 s | package=153.722 J | dram=NA | total=153.722 J | power=153.0 W | runtime=in_range | checksum=OK
[OpenMP] requested=10 active=10
[STREAM] N=4000000 threads=10 rep=1 batches=16603 time=1.012 s | package=210.056 J | dram=NA | total=210.056 J | power=207.6 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=10 rep=2 batches=16603 time=1.007 s | package=209.288 J | dram=NA | total=209.288 J | power=207.9 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=10 rep=3 batches=16603 time=1.006 s | package=209.323 J | dram=NA | total=209.323 J | power=208.1 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=10 rep=4 batches=16603 time=1.012 s | package=209.892 J | dram=NA | total=209.892 J | power=207.3 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=10 rep=5 batches=16603 time=1.010 s | package=209.738 J | dram=NA | total=209.738 J | power=207.7 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=10 rep=6 batches=16603 time=1.014 s | package=209.979 J | dram=NA | total=209.979 J | power=207.1 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=10 rep=7 batches=16603 time=1.019 s | package=210.794 J | dram=NA | total=210.794 J | power=206.8 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=10 rep=8 batches=16603 time=1.023 s | package=210.963 J | dram=NA | total=210.963 J | power=206.3 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=10 rep=9 batches=16603 time=1.011 s | package=209.725 J | dram=NA | total=209.725 J | power=207.5 W | runtime=in_range | checksum=OK
[STREAM] N=4000000 threads=10 rep=10 batches=16603 time=1.019 s | package=209.983 J | dram=NA | total=209.983 J | power=206.0 W | runtime=in_range | checksum=OK
[OpenMP] requested=4 active=4
[STREAM] N=16000000 threads=4 rep=1 batches=208 time=1.001 s | package=93.663 J | dram=NA | total=93.663 J | power=93.6 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=4 rep=2 batches=208 time=1.002 s | package=93.462 J | dram=NA | total=93.462 J | power=93.3 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=4 rep=3 batches=208 time=1.001 s | package=93.160 J | dram=NA | total=93.160 J | power=93.1 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=4 rep=4 batches=208 time=1.002 s | package=92.867 J | dram=NA | total=92.867 J | power=92.7 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=4 rep=5 batches=208 time=1.001 s | package=92.655 J | dram=NA | total=92.655 J | power=92.5 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=4 rep=6 batches=208 time=1.001 s | package=92.638 J | dram=NA | total=92.638 J | power=92.6 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=4 rep=7 batches=208 time=1.002 s | package=92.898 J | dram=NA | total=92.898 J | power=92.8 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=4 rep=8 batches=208 time=1.002 s | package=92.836 J | dram=NA | total=92.836 J | power=92.6 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=4 rep=9 batches=208 time=1.002 s | package=92.676 J | dram=NA | total=92.676 J | power=92.5 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=4 rep=10 batches=208 time=1.000 s | package=92.470 J | dram=NA | total=92.470 J | power=92.5 W | runtime=in_range | checksum=OK
[OpenMP] requested=1 active=1
[STREAM] N=64000000 threads=1 rep=1 batches=28 time=1.014 s | package=72.596 J | dram=NA | total=72.596 J | power=71.6 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=1 rep=2 batches=28 time=1.015 s | package=72.646 J | dram=NA | total=72.646 J | power=71.6 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=1 rep=3 batches=28 time=1.017 s | package=72.796 J | dram=NA | total=72.796 J | power=71.6 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=1 rep=4 batches=28 time=1.017 s | package=73.029 J | dram=NA | total=73.029 J | power=71.8 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=1 rep=5 batches=28 time=1.017 s | package=72.743 J | dram=NA | total=72.743 J | power=71.5 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=1 rep=6 batches=28 time=1.018 s | package=72.704 J | dram=NA | total=72.704 J | power=71.4 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=1 rep=7 batches=28 time=1.016 s | package=72.567 J | dram=NA | total=72.567 J | power=71.4 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=1 rep=8 batches=28 time=1.019 s | package=72.728 J | dram=NA | total=72.728 J | power=71.4 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=1 rep=9 batches=28 time=1.023 s | package=72.986 J | dram=NA | total=72.986 J | power=71.3 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=1 rep=10 batches=28 time=1.018 s | package=72.683 J | dram=NA | total=72.683 J | power=71.4 W | runtime=in_range | checksum=OK
[OpenMP] requested=4 active=4
[STREAM] N=128000000 threads=4 rep=1 batches=27 time=1.003 s | package=89.400 J | dram=NA | total=89.400 J | power=89.1 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=4 rep=2 batches=27 time=1.004 s | package=89.509 J | dram=NA | total=89.509 J | power=89.2 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=4 rep=3 batches=27 time=1.003 s | package=89.453 J | dram=NA | total=89.453 J | power=89.2 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=4 rep=4 batches=27 time=1.004 s | package=89.674 J | dram=NA | total=89.674 J | power=89.3 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=4 rep=5 batches=27 time=1.002 s | package=90.368 J | dram=NA | total=90.368 J | power=90.2 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=4 rep=6 batches=27 time=1.004 s | package=90.513 J | dram=NA | total=90.513 J | power=90.1 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=4 rep=7 batches=27 time=1.003 s | package=90.533 J | dram=NA | total=90.533 J | power=90.2 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=4 rep=8 batches=27 time=1.004 s | package=90.542 J | dram=NA | total=90.542 J | power=90.2 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=4 rep=9 batches=27 time=1.005 s | package=90.593 J | dram=NA | total=90.593 J | power=90.2 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=4 rep=10 batches=27 time=1.004 s | package=90.598 J | dram=NA | total=90.598 J | power=90.3 W | runtime=in_range | checksum=OK
[OpenMP] requested=32 active=32
[STREAM] N=8000000 threads=32 rep=1 batches=12641 time=1.023 s | package=293.759 J | dram=NA | total=293.759 J | power=287.0 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=32 rep=2 batches=12641 time=1.020 s | package=291.724 J | dram=NA | total=291.724 J | power=286.1 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=32 rep=3 batches=12641 time=1.020 s | package=292.261 J | dram=NA | total=292.261 J | power=286.6 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=32 rep=4 batches=12641 time=1.023 s | package=293.468 J | dram=NA | total=293.468 J | power=286.8 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=32 rep=5 batches=12641 time=1.014 s | package=290.853 J | dram=NA | total=290.853 J | power=286.8 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=32 rep=6 batches=12641 time=1.015 s | package=291.362 J | dram=NA | total=291.362 J | power=287.0 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=32 rep=7 batches=12641 time=1.024 s | package=293.812 J | dram=NA | total=293.812 J | power=286.9 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=32 rep=8 batches=12641 time=1.016 s | package=291.468 J | dram=NA | total=291.468 J | power=286.9 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=32 rep=9 batches=12641 time=1.015 s | package=291.445 J | dram=NA | total=291.445 J | power=287.0 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=32 rep=10 batches=12641 time=1.015 s | package=291.087 J | dram=NA | total=291.087 J | power=286.7 W | runtime=in_range | checksum=OK
[OpenMP] requested=16 active=16
[STREAM] N=8000000 threads=16 rep=1 batches=6338 time=1.023 s | package=209.621 J | dram=NA | total=209.621 J | power=204.9 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=16 rep=2 batches=6338 time=1.028 s | package=209.492 J | dram=NA | total=209.492 J | power=203.8 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=16 rep=3 batches=6338 time=1.021 s | package=208.610 J | dram=NA | total=208.610 J | power=204.3 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=16 rep=4 batches=6338 time=1.034 s | package=209.761 J | dram=NA | total=209.761 J | power=202.9 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=16 rep=5 batches=6338 time=1.027 s | package=208.700 J | dram=NA | total=208.700 J | power=203.1 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=16 rep=6 batches=6338 time=1.032 s | package=209.533 J | dram=NA | total=209.533 J | power=203.1 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=16 rep=7 batches=6338 time=1.029 s | package=208.786 J | dram=NA | total=208.786 J | power=202.8 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=16 rep=8 batches=6338 time=1.021 s | package=206.969 J | dram=NA | total=206.969 J | power=202.7 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=16 rep=9 batches=6338 time=1.022 s | package=206.601 J | dram=NA | total=206.601 J | power=202.2 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=16 rep=10 batches=6338 time=1.021 s | package=206.861 J | dram=NA | total=206.861 J | power=202.6 W | runtime=in_range | checksum=OK
[OpenMP] requested=4 active=4
[STREAM] N=1000000 threads=4 rep=1 batches=26715 time=1.014 s | package=124.119 J | dram=NA | total=124.119 J | power=122.4 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=4 rep=2 batches=26715 time=0.997 s | package=122.884 J | dram=NA | total=122.884 J | power=123.2 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=4 rep=3 batches=26715 time=0.996 s | package=122.731 J | dram=NA | total=122.731 J | power=123.2 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=4 rep=4 batches=26715 time=0.993 s | package=122.556 J | dram=NA | total=122.556 J | power=123.4 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=4 rep=5 batches=26715 time=0.994 s | package=122.641 J | dram=NA | total=122.641 J | power=123.3 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=4 rep=6 batches=26715 time=0.996 s | package=122.560 J | dram=NA | total=122.560 J | power=123.0 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=4 rep=7 batches=26715 time=1.008 s | package=122.694 J | dram=NA | total=122.694 J | power=121.7 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=4 rep=8 batches=26715 time=1.003 s | package=122.279 J | dram=NA | total=122.279 J | power=122.0 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=4 rep=9 batches=26715 time=1.005 s | package=122.500 J | dram=NA | total=122.500 J | power=121.9 W | runtime=in_range | checksum=OK
[STREAM] N=1000000 threads=4 rep=10 batches=26715 time=0.990 s | package=121.274 J | dram=NA | total=121.274 J | power=122.5 W | runtime=in_range | checksum=OK
[OpenMP] requested=10 active=10
[STREAM] N=256000000 threads=10 rep=1 batches=14 time=1.058 s | package=113.975 J | dram=NA | total=113.975 J | power=107.8 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=10 rep=2 batches=14 time=1.058 s | package=115.620 J | dram=NA | total=115.620 J | power=109.3 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=10 rep=3 batches=14 time=1.058 s | package=118.412 J | dram=NA | total=118.412 J | power=112.0 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=10 rep=4 batches=14 time=1.058 s | package=118.410 J | dram=NA | total=118.410 J | power=112.0 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=10 rep=5 batches=14 time=1.057 s | package=118.295 J | dram=NA | total=118.295 J | power=111.9 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=10 rep=6 batches=14 time=1.057 s | package=118.369 J | dram=NA | total=118.369 J | power=112.0 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=10 rep=7 batches=14 time=1.057 s | package=118.406 J | dram=NA | total=118.406 J | power=112.0 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=10 rep=8 batches=14 time=1.057 s | package=118.376 J | dram=NA | total=118.376 J | power=112.0 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=10 rep=9 batches=14 time=1.057 s | package=118.412 J | dram=NA | total=118.412 J | power=112.0 W | runtime=in_range | checksum=OK
[STREAM] N=256000000 threads=10 rep=10 batches=14 time=1.058 s | package=118.541 J | dram=NA | total=118.541 J | power=112.1 W | runtime=in_range | checksum=OK
[OpenMP] requested=8 active=8
[STREAM] N=128000000 threads=8 rep=1 batches=27 time=1.015 s | package=108.053 J | dram=NA | total=108.053 J | power=106.5 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=8 rep=2 batches=27 time=1.015 s | package=108.086 J | dram=NA | total=108.086 J | power=106.5 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=8 rep=3 batches=27 time=1.015 s | package=108.113 J | dram=NA | total=108.113 J | power=106.5 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=8 rep=4 batches=27 time=1.015 s | package=108.089 J | dram=NA | total=108.089 J | power=106.4 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=8 rep=5 batches=27 time=1.016 s | package=108.053 J | dram=NA | total=108.053 J | power=106.4 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=8 rep=6 batches=27 time=1.015 s | package=108.040 J | dram=NA | total=108.040 J | power=106.5 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=8 rep=7 batches=27 time=1.015 s | package=108.163 J | dram=NA | total=108.163 J | power=106.5 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=8 rep=8 batches=27 time=1.016 s | package=108.113 J | dram=NA | total=108.113 J | power=106.4 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=8 rep=9 batches=27 time=1.015 s | package=108.005 J | dram=NA | total=108.005 J | power=106.4 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=8 rep=10 batches=27 time=1.015 s | package=108.031 J | dram=NA | total=108.031 J | power=106.4 W | runtime=in_range | checksum=OK
[OpenMP] requested=8 active=8
[STREAM] N=2000000 threads=8 rep=1 batches=25197 time=1.036 s | package=177.817 J | dram=NA | total=177.817 J | power=171.7 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=8 rep=2 batches=25197 time=1.036 s | package=178.319 J | dram=NA | total=178.319 J | power=172.2 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=8 rep=3 batches=25197 time=1.027 s | package=177.762 J | dram=NA | total=177.762 J | power=173.1 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=8 rep=4 batches=25197 time=1.035 s | package=178.344 J | dram=NA | total=178.344 J | power=172.3 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=8 rep=5 batches=25197 time=1.043 s | package=178.999 J | dram=NA | total=178.999 J | power=171.6 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=8 rep=6 batches=25197 time=1.039 s | package=178.729 J | dram=NA | total=178.729 J | power=172.1 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=8 rep=7 batches=25197 time=1.033 s | package=178.124 J | dram=NA | total=178.124 J | power=172.4 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=8 rep=8 batches=25197 time=1.028 s | package=177.376 J | dram=NA | total=177.376 J | power=172.6 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=8 rep=9 batches=25197 time=1.023 s | package=176.875 J | dram=NA | total=176.875 J | power=172.8 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=8 rep=10 batches=25197 time=1.033 s | package=177.541 J | dram=NA | total=177.541 J | power=171.9 W | runtime=in_range | checksum=OK
[OpenMP] requested=1 active=1
[STREAM] N=16000000 threads=1 rep=1 batches=110 time=1.005 s | package=73.599 J | dram=NA | total=73.599 J | power=73.2 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=1 rep=2 batches=110 time=1.007 s | package=73.493 J | dram=NA | total=73.493 J | power=73.0 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=1 rep=3 batches=110 time=1.007 s | package=73.369 J | dram=NA | total=73.369 J | power=72.9 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=1 rep=4 batches=110 time=1.010 s | package=73.408 J | dram=NA | total=73.408 J | power=72.7 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=1 rep=5 batches=110 time=1.009 s | package=73.292 J | dram=NA | total=73.292 J | power=72.6 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=1 rep=6 batches=110 time=1.007 s | package=73.059 J | dram=NA | total=73.059 J | power=72.6 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=1 rep=7 batches=110 time=1.010 s | package=73.299 J | dram=NA | total=73.299 J | power=72.6 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=1 rep=8 batches=110 time=1.010 s | package=73.246 J | dram=NA | total=73.246 J | power=72.5 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=1 rep=9 batches=110 time=1.009 s | package=73.148 J | dram=NA | total=73.148 J | power=72.5 W | runtime=in_range | checksum=OK
[STREAM] N=16000000 threads=1 rep=10 batches=110 time=1.006 s | package=73.057 J | dram=NA | total=73.057 J | power=72.6 W | runtime=in_range | checksum=OK
[OpenMP] requested=32 active=32
[STREAM] N=128000000 threads=32 rep=1 batches=26 time=1.011 s | package=153.990 J | dram=NA | total=153.990 J | power=152.3 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=32 rep=2 batches=26 time=1.011 s | package=154.176 J | dram=NA | total=154.176 J | power=152.4 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=32 rep=3 batches=26 time=1.012 s | package=154.774 J | dram=NA | total=154.774 J | power=153.0 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=32 rep=4 batches=26 time=1.012 s | package=154.896 J | dram=NA | total=154.896 J | power=153.1 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=32 rep=5 batches=26 time=1.011 s | package=155.120 J | dram=NA | total=155.120 J | power=153.4 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=32 rep=6 batches=26 time=1.011 s | package=155.260 J | dram=NA | total=155.260 J | power=153.5 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=32 rep=7 batches=26 time=1.012 s | package=155.275 J | dram=NA | total=155.275 J | power=153.5 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=32 rep=8 batches=26 time=1.011 s | package=155.232 J | dram=NA | total=155.232 J | power=153.5 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=32 rep=9 batches=26 time=1.012 s | package=155.061 J | dram=NA | total=155.061 J | power=153.3 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=32 rep=10 batches=26 time=1.011 s | package=155.056 J | dram=NA | total=155.056 J | power=153.3 W | runtime=in_range | checksum=OK
[OpenMP] requested=8 active=8
[STREAM] N=8000000 threads=8 rep=1 batches=4612 time=1.002 s | package=173.478 J | dram=NA | total=173.478 J | power=173.2 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=8 rep=2 batches=4612 time=1.008 s | package=174.024 J | dram=NA | total=174.024 J | power=172.6 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=8 rep=3 batches=4612 time=1.009 s | package=173.900 J | dram=NA | total=173.900 J | power=172.4 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=8 rep=4 batches=4612 time=1.002 s | package=173.093 J | dram=NA | total=173.093 J | power=172.8 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=8 rep=5 batches=4612 time=1.007 s | package=173.838 J | dram=NA | total=173.838 J | power=172.7 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=8 rep=6 batches=4612 time=1.003 s | package=173.282 J | dram=NA | total=173.282 J | power=172.8 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=8 rep=7 batches=4612 time=0.999 s | package=172.943 J | dram=NA | total=172.943 J | power=173.1 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=8 rep=8 batches=4612 time=1.002 s | package=173.629 J | dram=NA | total=173.629 J | power=173.2 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=8 rep=9 batches=4612 time=1.010 s | package=174.426 J | dram=NA | total=174.426 J | power=172.7 W | runtime=in_range | checksum=OK
[STREAM] N=8000000 threads=8 rep=10 batches=4612 time=1.015 s | package=174.820 J | dram=NA | total=174.820 J | power=172.2 W | runtime=in_range | checksum=OK
[OpenMP] requested=20 active=20
[STREAM] N=2000000 threads=20 rep=1 batches=33767 time=1.025 s | package=232.858 J | dram=NA | total=232.858 J | power=227.1 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=20 rep=2 batches=33767 time=1.019 s | package=231.951 J | dram=NA | total=231.951 J | power=227.7 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=20 rep=3 batches=33767 time=1.014 s | package=231.310 J | dram=NA | total=231.310 J | power=228.1 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=20 rep=4 batches=33767 time=1.010 s | package=230.856 J | dram=NA | total=230.856 J | power=228.6 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=20 rep=5 batches=33767 time=1.003 s | package=230.037 J | dram=NA | total=230.037 J | power=229.3 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=20 rep=6 batches=33767 time=1.008 s | package=230.678 J | dram=NA | total=230.678 J | power=228.9 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=20 rep=7 batches=33767 time=1.009 s | package=231.071 J | dram=NA | total=231.071 J | power=229.0 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=20 rep=8 batches=33767 time=1.007 s | package=230.615 J | dram=NA | total=230.615 J | power=229.1 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=20 rep=9 batches=33767 time=1.002 s | package=230.010 J | dram=NA | total=230.010 J | power=229.4 W | runtime=in_range | checksum=OK
[STREAM] N=2000000 threads=20 rep=10 batches=33767 time=1.003 s | package=229.846 J | dram=NA | total=229.846 J | power=229.2 W | runtime=in_range | checksum=OK
[OpenMP] requested=32 active=32
[STREAM] N=64000000 threads=32 rep=1 batches=52 time=1.017 s | package=156.915 J | dram=NA | total=156.915 J | power=154.3 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=32 rep=2 batches=52 time=1.017 s | package=156.554 J | dram=NA | total=156.554 J | power=153.9 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=32 rep=3 batches=52 time=1.017 s | package=156.331 J | dram=NA | total=156.331 J | power=153.7 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=32 rep=4 batches=52 time=1.017 s | package=156.477 J | dram=NA | total=156.477 J | power=153.8 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=32 rep=5 batches=52 time=1.017 s | package=156.273 J | dram=NA | total=156.273 J | power=153.6 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=32 rep=6 batches=52 time=1.018 s | package=156.352 J | dram=NA | total=156.352 J | power=153.6 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=32 rep=7 batches=52 time=1.018 s | package=156.222 J | dram=NA | total=156.222 J | power=153.5 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=32 rep=8 batches=52 time=1.017 s | package=156.047 J | dram=NA | total=156.047 J | power=153.4 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=32 rep=9 batches=52 time=1.018 s | package=156.055 J | dram=NA | total=156.055 J | power=153.3 W | runtime=in_range | checksum=OK
[STREAM] N=64000000 threads=32 rep=10 batches=52 time=1.017 s | package=156.149 J | dram=NA | total=156.149 J | power=153.5 W | runtime=in_range | checksum=OK
[OpenMP] requested=20 active=20
[STREAM] N=128000000 threads=20 rep=1 batches=24 time=1.024 s | package=137.583 J | dram=NA | total=137.583 J | power=134.4 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=20 rep=2 batches=24 time=1.024 s | package=137.554 J | dram=NA | total=137.554 J | power=134.3 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=20 rep=3 batches=24 time=1.024 s | package=137.472 J | dram=NA | total=137.472 J | power=134.2 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=20 rep=4 batches=24 time=1.024 s | package=137.527 J | dram=NA | total=137.527 J | power=134.3 W | runtime=in_range | checksum=OK
[STREAM] N=128000000 threads=20 rep=5 batches=24 time=1.025 s | package=137.495 J | dram=NA | total=137.495 J | power=134.2 W | runtime=in_range | checksum=OK
