campaign,files,rows,verdict,target_runtime_share_pct,n16384_above_target_rows,robust_outlier_rows,robust_outlier_share_pct,max_temperature_c,median_session_temperature_min_c,median_session_temperature_max_c,median_clock_decline_pct,serious_throttle_rows,session_median_throughput_min_gflops,session_median_throughput_max_gflops,session_median_throughput_span_pct,max_size_session_runtime_cv_pct,max_size_session_energy_cv_pct,max_run_runtime_cv_pct,max_run_energy_cv_pct
20260719_152731,5,450,PASS WITH WARNINGS,88.89,50,65,14.444444444444443,67.0,62.0,65.0,0.0,0,17721.907495,17760.910389,0.22008293413677826,0.4762355759742264,0.8803947535261403,0.4335816515373815,3.2082437817756797
