problem_size,runtime_ms_per_gemm,device_energy_per_op_j_median,throughput_tflops,avg_power_w_median,temp_c_median,sm_clock_mhz_median,gflop_per_j,energy_per_flop_j,run_runtime_cv_pct,run_energy_cv_pct,in_range_share,batch_median,runtime_per_op_s_ci95_low,runtime_per_op_s_ci95_high,device_energy_per_op_j_ci95_low,device_energy_per_op_j_ci95_high,gflops_per_s_ci95_low,gflops_per_s_ci95_high
64,0.005217029646225186,0.0008412728598968,0.10049677,161.272674,57.0,1965.0,0.6231481596194034,1.6046006391464234e-09,0.0748420642995796,2.756952025867979,1.0,191712.0,5.215406725472023e-06,5.224620282895767e-06,0.0008382078325822,0.0008424448040085,100.350511,100.528114
128,0.005161102740856931,0.0009229959547593,0.8126853599999999,178.839948,58.0,1965.0,4.544204855170277,2.2005938405020236e-10,0.2940034505771542,2.2003818260069177,1.0,193783.0,5.160498668703173e-06,5.183126736815811e-06,0.000913588911308,0.0009327962864666,809.2450455000001,812.779809
256,0.007180509782803805,0.0019915961861547,4.673116536,277.2113545,62.0,1965.0,16.857594251248464,5.935419160588682e-11,0.4335816515373815,2.101869901191053,1.0,139275.0,7.179988369087619e-06,7.2433070467004125e-06,0.0019802297612636,0.0020196103990151,4632.536404,4673.387565999999
512,0.022691674197921372,0.0072134093990058,11.8298695415,317.8530975,65.5,1822.0,37.218040769604265,2.6872044052950294e-11,0.2518595959289674,2.5432960983989426,1.0,44264.0,2.2619119707171586e-05,2.2763509849990964e-05,0.0071338785469004,0.007248085481284,11792.505084,11867.771779
1024,0.12099057953730001,0.0399124833676061,17.749372637500002,329.916699,64.0,1605.0,53.7995581651355,1.8585698384608187e-11,0.1101074785433431,2.185797930753421,1.0,8267.0,0.0001209120819195,0.0001211782387806,0.0395013713331743,0.0401171231216674,17721.907495,17760.910389
2048,0.7522031602708,0.250474416854778,22.839660757500003,332.7494845,64.0,1695.0,68.63920703534554,1.4579529923781404e-11,0.1113423463316625,1.7087007967860268,1.0,1329.0,0.000751848758465,0.0007534766741911,0.2480520989505247,0.2509823175319789,22801.1101255,22850.426692
4096,5.5513555555555,1.7184388888888886,24.758114836,309.6614715,64.0,1680.0,79.9521965586216,1.2503288518120015e-11,0.1472322127680266,2.4799289736132497,1.0,180.0,0.0055481767955801,0.0055656583333333,1.7094088397790057,1.7268555555555556,24694.4054045,24772.256441
8192,41.7390208333333,13.143166666666668,26.342880118500002,315.195922,64.0,1605.0,83.57620857321879,1.1953640447851892e-11,0.0945342238152497,2.4707308266834427,1.0,24.0,0.0417100624999999,0.0417959791666666,13.074854166666666,13.206083333333334,26307.033062,26361.1509355
16384,332.49424999999997,103.623875,26.455120476,311.1984275,63.0,1597.0,85.01045679609034,1.1780670661210024e-11,0.2162535491720978,3.2082437817756797,0.0,4.0,0.331504875,0.333069375,103.080375,104.2845,26409.4297065,26534.072383500003
