platform,platform_label,problem_size,configuration,metric,analysis_type,strided_median,dense_median,strided_over_dense_ratio,ci95_low,ci95_high,classification,probability_strided_lower,cliffs_delta_strided_minus_dense
INTEL,Intel CPU,1024,4T,edp_j_s,configuration_matched_independent_sessions,0.0010634172138548,0.0010622581686775,1.0010911143933523,0.9394525618793552,1.1278844166110245,practically_equivalent_or_uncertain,0.36,0.28
INTEL,Intel CPU,1024,4T,power_w,configuration_matched_independent_sessions,109.03304629122287,108.94600447810856,1.0007989445187206,0.9031417665644997,1.1058611333445871,practically_equivalent_or_uncertain,0.48,0.04
INTEL,Intel CPU,1024,8T,runtime_s,configuration_matched_independent_sessions,0.001775143738977,0.0017181529605263,1.033169793237293,0.9750386435077765,1.1410378122021638,uncertain_strided_higher,0.16,0.68
INTEL,Intel CPU,1024,8T,energy_j,configuration_matched_independent_sessions,0.2627173336594912,0.2641295251677852,0.9946534129139976,0.9457043303753446,1.0434443329407084,practically_equivalent_or_uncertain,0.52,-0.04
INTEL,Intel CPU,1024,8T,edp_j_s,configuration_matched_independent_sessions,0.0004816048394413,0.0004620644390444,1.0422893405026183,0.9585798942558686,1.145523912378096,uncertain_strided_higher,0.24,0.52
INTEL,Intel CPU,1024,8T,power_w,configuration_matched_independent_sessions,142.01829845567602,156.4861966323262,0.9075452117310807,0.8559457925969198,1.0170764030688997,uncertain_strided_lower,0.88,-0.76
INTEL,Intel CPU,2048,10T,runtime_s,configuration_matched_independent_sessions,0.0145303642857142,0.0144533591549295,1.0053278362461806,0.9420578976380212,1.062449432736663,practically_equivalent_or_uncertain,0.48,0.04
INTEL,Intel CPU,2048,10T,energy_j,configuration_matched_independent_sessions,2.379581867647059,2.3791204726027395,1.0001939351325975,0.954076627199546,1.0628228922648322,practically_equivalent_or_uncertain,0.44,0.12
INTEL,Intel CPU,2048,10T,edp_j_s,configuration_matched_independent_sessions,0.0355981195526643,0.034632164442403,1.0278918492624909,0.9418997283800293,1.0554577891140475,uncertain_strided_higher,0.4,0.2
INTEL,Intel CPU,2048,10T,power_w,configuration_matched_independent_sessions,161.01607352088115,166.3125842695094,0.968153277324792,0.9316040005732306,1.0975859810653577,uncertain_strided_lower,0.44,0.12
INTEL,Intel CPU,2048,16T,runtime_s,configuration_matched_independent_sessions,0.0155958828125,0.0156591171875,0.9959618173717688,0.9835174959403428,1.0383283101348206,practically_equivalent_or_uncertain,0.4,0.2
INTEL,Intel CPU,2048,16T,energy_j,configuration_matched_independent_sessions,2.630865984375,2.575794446969697,1.0213804084678,0.942992548216851,1.0612871600803624,uncertain_strided_higher,0.28,0.44
INTEL,Intel CPU,2048,16T,edp_j_s,configuration_matched_independent_sessions,0.0410213584045882,0.0396167662363668,1.0354544881286154,0.9472677960034458,1.091296701029444,uncertain_strided_higher,0.32,0.36
INTEL,Intel CPU,2048,16T,power_w,configuration_matched_independent_sessions,167.99531910317245,165.75059310777448,1.013542793140646,0.9485605669441022,1.0481752985624884,practically_equivalent_or_uncertain,0.36,0.28
INTEL,Intel CPU,2048,1T,runtime_s,configuration_matched_independent_sessions,0.0856545,0.086887625,0.9858078178566856,0.9422882231527085,1.0680472040969944,practically_equivalent_or_uncertain,0.48,0.04
INTEL,Intel CPU,2048,1T,energy_j,configuration_matched_independent_sessions,5.173842875,5.7682791818181816,0.8969473757976442,0.7460752284491253,1.108542701482121,uncertain_strided_lower,0.64,-0.28
INTEL,Intel CPU,2048,1T,edp_j_s,configuration_matched_independent_sessions,0.4429885505582395,0.5099783929609583,0.8686418026187882,0.7000603419426558,1.1477250372544527,uncertain_strided_lower,0.56,-0.12
INTEL,Intel CPU,2048,1T,power_w,configuration_matched_independent_sessions,60.42741198335104,64.90370214427105,0.9310318207893612,0.7992840988292632,1.083155729759827,uncertain_strided_lower,0.8,-0.6
INTEL,Intel CPU,2048,20T,runtime_s,configuration_matched_independent_sessions,0.0270654324324324,0.0273102027027027,0.9910374055830029,0.9554055784722408,1.012528532053466,practically_equivalent_or_uncertain,0.68,-0.36
INTEL,Intel CPU,2048,20T,energy_j,configuration_matched_independent_sessions,4.098357833333333,4.25093268918919,0.9641079106606699,0.9004611126123173,1.0408086917059658,uncertain_strided_lower,0.76,-0.52
INTEL,Intel CPU,2048,20T,edp_j_s,configuration_matched_independent_sessions,0.1124203446624894,0.1156714048764342,0.9718940025201758,0.8634632589505985,1.0383398615694668,uncertain_strided_lower,0.72,-0.44
INTEL,Intel CPU,2048,20T,power_w,configuration_matched_independent_sessions,154.05175786501914,156.20834336711613,0.9861941721190356,0.9193021152148272,1.045899543079562,practically_equivalent_or_uncertain,0.6,-0.2
INTEL,Intel CPU,2048,2T,runtime_s,configuration_matched_independent_sessions,0.0465862045454545,0.0465387954545454,1.0010187004293096,0.9404659434441422,1.066662456902712,practically_equivalent_or_uncertain,0.4,0.2
INTEL,Intel CPU,2048,2T,energy_j,configuration_matched_independent_sessions,3.9552787142857135,3.973443681818182,0.9954284069469542,0.906225366424234,1.1296846640211495,practically_equivalent_or_uncertain,0.52,-0.04
INTEL,Intel CPU,2048,2T,edp_j_s,configuration_matched_independent_sessions,0.185770449990844,0.1846312413549235,1.0061701834833605,0.8507379602465474,1.217799439587004,practically_equivalent_or_uncertain,0.4,0.2
INTEL,Intel CPU,2048,2T,power_w,configuration_matched_independent_sessions,82.58591087334946,84.33358456068012,0.9792766583273457,0.9450447739161965,1.0465763009134934,uncertain_strided_lower,0.56,-0.12
INTEL,Intel CPU,2048,4T,runtime_s,configuration_matched_independent_sessions,0.024326869047619,0.0235325119047619,1.0337557310529335,0.9447503050255515,1.0678449925660094,uncertain_strided_higher,0.44,0.12
INTEL,Intel CPU,2048,4T,energy_j,configuration_matched_independent_sessions,2.7898388837209303,2.718036035714285,1.0264171802960573,0.9163324847645709,1.087083026974812,uncertain_strided_higher,0.32,0.36
INTEL,Intel CPU,2048,4T,edp_j_s,configuration_matched_independent_sessions,0.0654723411178669,0.0653079603882035,1.0025170090856657,0.9292911975411853,1.127664483341981,practically_equivalent_or_uncertain,0.4,0.2
INTEL,Intel CPU,2048,4T,power_w,configuration_matched_independent_sessions,114.50379932613404,113.12881700558792,1.0121541297517342,0.891767918808416,1.0943408134856474,practically_equivalent_or_uncertain,0.36,0.28
INTEL,Intel CPU,2048,8T,runtime_s,configuration_matched_independent_sessions,0.013799102739726,0.0140407697368421,0.9827881945473417,0.9039426798977462,1.0682096192178492,practically_equivalent_or_uncertain,0.68,-0.36
INTEL,Intel CPU,2048,8T,energy_j,configuration_matched_independent_sessions,2.131461861842105,2.109212522058824,1.010548647682768,0.9783524408265064,1.0561933410216013,practically_equivalent_or_uncertain,0.32,0.36
INTEL,Intel CPU,2048,8T,edp_j_s,configuration_matched_independent_sessions,0.0290607425685601,0.0300952732327889,0.9656248123674891,0.9204126766103814,1.0830460436372447,uncertain_strided_lower,0.52,-0.04
INTEL,Intel CPU,2048,8T,power_w,configuration_matched_independent_sessions,152.3671673990279,151.15564354659324,1.0080150752165677,0.9521759255854858,1.150360431921505,practically_equivalent_or_uncertain,0.32,0.36
INTEL,Intel CPU,4096,10T,runtime_s,configuration_matched_independent_sessions,0.1056568,0.10153,1.0406461144489314,0.993782790840292,1.067100018070023,uncertain_strided_higher,0.12,0.76
INTEL,Intel CPU,4096,10T,energy_j,configuration_matched_independent_sessions,17.99624605,17.04769805,1.0556408259471723,1.0297566452906062,1.0794322979914102,clear_strided_higher,0.0,1.0
INTEL,Intel CPU,4096,10T,edp_j_s,configuration_matched_independent_sessions,1.90173232383973,1.75826401362441,1.081596568606088,1.0568572967193368,1.1217678028340492,clear_strided_higher,0.0,1.0
INTEL,Intel CPU,4096,10T,power_w,configuration_matched_independent_sessions,170.35020073840195,168.4850238739458,1.011070282815472,0.9712740984871726,1.08590966630642,practically_equivalent_or_uncertain,0.36,0.28
INTEL,Intel CPU,4096,16T,runtime_s,configuration_matched_independent_sessions,0.1391449375,0.1389341875,1.001516905261349,0.9887516017086084,1.0407044450741003,practically_equivalent_or_uncertain,0.36,0.28
INTEL,Intel CPU,4096,16T,energy_j,configuration_matched_independent_sessions,23.1460703125,22.459014625,1.030591533020118,0.9953871835327682,1.073988021615771,uncertain_strided_higher,0.16,0.68
INTEL,Intel CPU,4096,16T,edp_j_s,configuration_matched_independent_sessions,3.218961368644812,3.1330309153677502,1.0274272599276204,0.9864042340908206,1.1231893472651928,uncertain_strided_higher,0.16,0.68
INTEL,Intel CPU,4096,16T,power_w,configuration_matched_independent_sessions,163.8557388021021,162.45826745298598,1.0086020328237253,0.9954147386360861,1.0500271326180506,practically_equivalent_or_uncertain,0.12,0.76
INTEL,Intel CPU,4096,1T,runtime_s,configuration_matched_independent_sessions,0.67789975,0.66046725,1.0263941928990423,0.9469271384545508,1.089849200517009,uncertain_strided_higher,0.4,0.2
INTEL,Intel CPU,4096,1T,energy_j,configuration_matched_independent_sessions,43.8718205,40.030003,1.0959734502143303,0.8101569812834051,1.2926453578978596,uncertain_strided_higher,0.44,0.12
INTEL,Intel CPU,4096,1T,edp_j_s,configuration_matched_independent_sessions,29.7379042028115,26.44128274461537,1.1246770623814561,0.7458426967570463,1.3912572808833152,uncertain_strided_higher,0.4,0.2
INTEL,Intel CPU,4096,1T,power_w,configuration_matched_independent_sessions,64.36416879756636,60.60238085438132,1.062073269897169,0.8723129099748922,1.1990872918738882,uncertain_strided_higher,0.44,0.12
INTEL,Intel CPU,4096,20T,runtime_s,configuration_matched_independent_sessions,0.1779571666666666,0.1741685,1.021752881070151,0.9891981906656693,1.0419175115987578,uncertain_strided_higher,0.24,0.52
INTEL,Intel CPU,4096,20T,energy_j,configuration_matched_independent_sessions,28.81343333333333,28.261025916666668,1.0195466158339597,0.9574372257322306,1.0983893210218598,practically_equivalent_or_uncertain,0.2,0.6
INTEL,Intel CPU,4096,20T,edp_j_s,configuration_matched_independent_sessions,5.069088220734444,4.945549253500445,1.0249798274977362,0.9821792214941498,1.1315598980674435,uncertain_strided_higher,0.2,0.6
INTEL,Intel CPU,4096,20T,power_w,configuration_matched_independent_sessions,160.86830830110688,156.9116956341568,1.0252155369997085,0.960388197901439,1.0680939070329774,uncertain_strided_higher,0.52,-0.04
INTEL,Intel CPU,4096,2T,runtime_s,configuration_matched_independent_sessions,0.33901675,0.352799,0.9609345548031599,0.9078122234303487,1.0394710113501833,uncertain_strided_lower,0.76,-0.52
INTEL,Intel CPU,4096,2T,energy_j,configuration_matched_independent_sessions,27.52688425,30.534528833333333,0.9015002130948224,0.8565428228840473,1.020397697476833,uncertain_strided_lower,0.88,-0.76
INTEL,Intel CPU,4096,2T,edp_j_s,configuration_matched_independent_sessions,9.024209912173657,10.961058618134668,0.8232972951393065,0.8010064814037782,1.0148555579305802,uncertain_strided_lower,0.84,-0.68
INTEL,Intel CPU,4096,2T,power_w,configuration_matched_independent_sessions,81.44701757191493,85.26764939643559,0.9551924809518629,0.9004939837119781,1.0533723752312998,uncertain_strided_lower,0.76,-0.52
INTEL,Intel CPU,4096,4T,runtime_s,configuration_matched_independent_sessions,0.1875016666666666,0.19536975,0.959727218091166,0.8844005240635772,1.0515535731036858,uncertain_strided_lower,0.72,-0.44
INTEL,Intel CPU,4096,4T,energy_j,configuration_matched_independent_sessions,21.423178166666663,21.451971416666662,0.9986577807027269,0.925126613363278,1.1244369485550196,practically_equivalent_or_uncertain,0.4,0.2
INTEL,Intel CPU,4096,4T,edp_j_s,configuration_matched_independent_sessions,3.935084808336208,4.210620098087015,0.934561826207976,0.8376008165775152,1.1643689239691386,uncertain_strided_lower,0.48,0.04
INTEL,Intel CPU,4096,4T,power_w,configuration_matched_independent_sessions,113.47784291366804,104.69233719769434,1.0839173711384789,0.9802498350312785,1.1158650162890804,uncertain_strided_higher,0.16,0.68
INTEL,Intel CPU,4096,8T,runtime_s,configuration_matched_independent_sessions,0.1130478,0.1094632,1.0327470784702073,0.9461376571694202,1.1148693503082918,uncertain_strided_higher,0.28,0.44
INTEL,Intel CPU,4096,8T,energy_j,configuration_matched_independent_sessions,17.423373222222224,16.9457696,1.0281842391048575,0.9969174382934474,1.0801545230599876,uncertain_strided_higher,0.16,0.68
INTEL,Intel CPU,4096,8T,edp_j_s,configuration_matched_independent_sessions,2.031736144415568,1.885881462651435,1.0773403231606455,1.0015095789529698,1.1294976787288764,uncertain_strided_higher,0.08,0.84
INTEL,Intel CPU,4096,8T,power_w,configuration_matched_independent_sessions,156.7029542898807,155.78198028605811,1.0059119418185045,0.8926362375912639,1.1218285273510067,practically_equivalent_or_uncertain,0.48,0.04
INTEL,Intel CPU,8192,10T,runtime_s,configuration_matched_independent_sessions,0.92879425,0.755188,1.2298848101399917,1.1493240885866893,1.313296490410335,clear_strided_higher,0.0,1.0
INTEL,Intel CPU,8192,10T,energy_j,configuration_matched_independent_sessions,145.78261625,127.77964125,1.14089079311764,1.1029320287778535,1.1964800632902075,clear_strided_higher,0.0,1.0
INTEL,Intel CPU,8192,10T,edp_j_s,configuration_matched_independent_sessions,138.64133311603737,99.85258643626275,1.3884601096891365,1.3143562218367217,1.521377547052296,clear_strided_higher,0.0,1.0
INTEL,Intel CPU,8192,10T,power_w,configuration_matched_independent_sessions,154.47427256715193,170.38554036905856,0.9066160909696768,0.8585980810066569,1.0102635457180955,uncertain_strided_lower,0.84,-0.68
INTEL,Intel CPU,8192,16T,runtime_s,configuration_matched_independent_sessions,1.0362355,0.98306275,1.0540888666567827,1.0301091831604492,1.1229546176742924,clear_strided_higher,0.0,1.0
INTEL,Intel CPU,8192,16T,energy_j,configuration_matched_independent_sessions,176.2540045,166.11906625,1.0610100843857833,1.0133235757434018,1.1038983250966834,uncertain_strided_higher,0.08,0.84
INTEL,Intel CPU,8192,16T,edp_j_s,configuration_matched_independent_sessions,184.749495758964,164.47813855235324,1.1232465140050112,1.0695212384880999,1.1833444917636473,clear_strided_higher,0.0,1.0
INTEL,Intel CPU,8192,16T,power_w,configuration_matched_independent_sessions,170.10207644624228,170.78510021017604,0.996000682945449,0.9118241357206578,1.0397883256100025,practically_equivalent_or_uncertain,0.56,-0.12
INTEL,Intel CPU,8192,1T,runtime_s,configuration_matched_independent_sessions,5.433274,5.1445745,1.0561172746162,0.9995365134929831,1.101404084957028,uncertain_strided_higher,0.12,0.76
INTEL,Intel CPU,8192,1T,energy_j,configuration_matched_independent_sessions,366.7547675,338.347462,1.0839589732167105,0.8776354956077667,1.270721215623434,uncertain_strided_higher,0.24,0.52
INTEL,Intel CPU,8192,1T,edp_j_s,configuration_matched_independent_sessions,1987.832726586858,1740.6636431922643,1.141997039095561,0.8973876682616635,1.3639601649066904,uncertain_strided_higher,0.24,0.52
INTEL,Intel CPU,8192,1T,power_w,configuration_matched_independent_sessions,65.15226594110348,65.50541201185831,0.9946089023806017,0.8619469242754814,1.1385373099211358,practically_equivalent_or_uncertain,0.52,-0.04
INTEL,Intel CPU,8192,20T,runtime_s,configuration_matched_independent_sessions,1.243604,1.135975,1.0947459231057022,1.0527954948388998,1.109613487274493,clear_strided_higher,0.0,1.0
INTEL,Intel CPU,8192,20T,energy_j,configuration_matched_independent_sessions,201.3129,190.343049,1.057632002101637,1.027130386568516,1.0905242880710606,clear_strided_higher,0.0,1.0
INTEL,Intel CPU,8192,20T,edp_j_s,configuration_matched_independent_sessions,250.157539412622,216.38956720886,1.1560517572049536,1.0908576721853787,1.2079686810698507,clear_strided_higher,0.0,1.0
INTEL,Intel CPU,8192,20T,power_w,configuration_matched_independent_sessions,161.7947931263801,166.50690763842306,0.9717001860230597,0.9504713094750536,1.0032046100481045,uncertain_strided_lower,0.84,-0.68
INTEL,Intel CPU,8192,2T,runtime_s,configuration_matched_independent_sessions,2.9868135,2.651757,1.1263526409094045,1.0322132023538917,1.1803037407137154,clear_strided_higher,0.08,0.84
INTEL,Intel CPU,8192,2T,energy_j,configuration_matched_independent_sessions,249.3618495,215.619504,1.1564902287318126,1.039427364220936,1.1992304420723185,clear_strided_higher,0.04,0.92
INTEL,Intel CPU,8192,2T,edp_j_s,configuration_matched_independent_sessions,738.4902777225441,556.0322183929879,1.328142962393233,1.0836130306634735,1.3983566059053338,clear_strided_higher,0.04,0.92
INTEL,Intel CPU,8192,2T,power_w,configuration_matched_independent_sessions,84.84889946679496,83.53452693738168,1.015734482226715,0.9921745487485416,1.0814860604039989,practically_equivalent_or_uncertain,0.36,0.28
INTEL,Intel CPU,8192,4T,runtime_s,configuration_matched_independent_sessions,1.6059685,1.4417645,1.1138909995356385,1.0520765616726018,1.1949846871663161,clear_strided_higher,0.0,1.0
INTEL,Intel CPU,8192,4T,energy_j,configuration_matched_independent_sessions,180.10403150000002,169.3801815,1.0633123066998251,0.964233593054687,1.202526141062847,uncertain_strided_higher,0.12,0.76
INTEL,Intel CPU,8192,4T,edp_j_s,configuration_matched_independent_sessions,287.92069179107705,251.605561394105,1.1443335759184172,1.0230739631825603,1.3600357244652408,clear_strided_higher,0.04,0.92
INTEL,Intel CPU,8192,4T,power_w,configuration_matched_independent_sessions,111.6270709878943,112.26271602885636,0.9943378793650541,0.9009663131927482,1.0615832390422508,practically_equivalent_or_uncertain,0.72,-0.44
INTEL,Intel CPU,8192,8T,runtime_s,configuration_matched_independent_sessions,0.936769,0.867264,1.0801428400118072,1.0207237866313774,1.1864651549303027,clear_strided_higher,0.0,1.0
INTEL,Intel CPU,8192,8T,energy_j,configuration_matched_independent_sessions,144.80790275,127.089915,1.1394130112527026,1.0755572186825366,1.1775708699623693,clear_strided_higher,0.0,1.0
INTEL,Intel CPU,8192,8T,edp_j_s,configuration_matched_independent_sessions,140.08805713361073,109.9152517632865,1.2745097235031986,1.1488059665211408,1.384489890335515,clear_strided_higher,0.0,1.0
INTEL,Intel CPU,8192,8T,power_w,configuration_matched_independent_sessions,152.69591268098975,146.77398899650458,1.0403472285857558,0.9235646554108712,1.103353935207093,uncertain_strided_higher,0.28,0.44
INTEL,Intel CPU,16384,10T,runtime_s,configuration_matched_independent_sessions,7.504099,6.532229,1.1487807607479774,1.0729166942638981,1.1579777634334945,clear_strided_higher,0.0,1.0
INTEL,Intel CPU,16384,10T,energy_j,configuration_matched_independent_sessions,1227.1838395,1088.0854405,1.1278377541161484,1.1026777374301266,1.186522094548414,clear_strided_higher,0.0,1.0
INTEL,Intel CPU,16384,10T,edp_j_s,configuration_matched_independent_sessions,9197.00722903384,7227.848157785047,1.2724405698987782,1.2276976662211985,1.3411730392722676,clear_strided_higher,0.0,1.0
INTEL,Intel CPU,16384,10T,power_w,configuration_matched_independent_sessions,163.90029737046456,161.89787916859024,1.0123684029226172,0.9598897395876297,1.106967370089628,practically_equivalent_or_uncertain,0.4,0.2
INTEL,Intel CPU,16384,16T,runtime_s,configuration_matched_independent_sessions,8.4276515,8.0313155,1.0493488271006164,1.0206806499806809,1.1185991390156627,clear_strided_higher,0.0,1.0
INTEL,Intel CPU,16384,16T,energy_j,configuration_matched_independent_sessions,1435.3564635,1306.166456,1.0989077670051572,0.9917149737143287,1.1263556100578245,uncertain_strided_higher,0.2,0.6
INTEL,Intel CPU,16384,16T,edp_j_s,configuration_matched_independent_sessions,12134.29659057054,10545.2633238591,1.1506869215030586,1.0772308723764425,1.1605268214861593,clear_strided_higher,0.0,1.0
INTEL,Intel CPU,16384,16T,power_w,configuration_matched_independent_sessions,172.1993679289062,163.18583393517554,1.0552347821889445,0.8617892674401391,1.098330421493121,uncertain_strided_higher,0.64,-0.28
INTEL,Intel CPU,16384,1T,runtime_s,configuration_matched_independent_sessions,41.824983,40.210326,1.0401552825013158,1.0237463263197482,1.0758127029360567,clear_strided_higher,0.0,1.0
INTEL,Intel CPU,16384,1T,energy_j,configuration_matched_independent_sessions,2430.7323945,2262.0335765,1.0745783881161588,1.0343129655579808,1.1745977232669886,clear_strided_higher,0.0,1.0
INTEL,Intel CPU,16384,1T,edp_j_s,configuration_matched_independent_sessions,102099.05286727264,92071.01963987909,1.108916282958705,1.0611685185918927,1.229055646486014,clear_strided_higher,0.0,1.0
INTEL,Intel CPU,16384,1T,power_w,configuration_matched_independent_sessions,57.911406879796864,56.074379101964325,1.032760554949563,0.9890692468152923,1.1233129189385889,uncertain_strided_higher,0.2,0.6
INTEL,Intel CPU,16384,20T,runtime_s,configuration_matched_independent_sessions,9.545566,8.894534,1.0731946159292889,1.0536289044321978,1.0896942679990183,clear_strided_higher,0.0,1.0
INTEL,Intel CPU,16384,20T,energy_j,configuration_matched_independent_sessions,1504.830895,1469.7525855,1.0238668125819739,0.9774407394638328,1.0683489389504224,uncertain_strided_higher,0.24,0.52
INTEL,Intel CPU,16384,20T,edp_j_s,configuration_matched_independent_sessions,14358.010755974228,13057.263080412253,1.0996187078066368,1.0555177807786427,1.142766423502446,clear_strided_higher,0.0,1.0
INTEL,Intel CPU,16384,20T,power_w,configuration_matched_independent_sessions,155.34664067522223,165.26075294821055,0.9400092756681606,0.891331717994167,0.9996577475688326,uncertain_strided_lower,0.92,-0.84
INTEL,Intel CPU,16384,2T,runtime_s,configuration_matched_independent_sessions,22.3371685,21.9445555,1.0178911347737256,0.9859662457049996,1.0877892012895864,practically_equivalent_or_uncertain,0.24,0.52
INTEL,Intel CPU,16384,2T,energy_j,configuration_matched_independent_sessions,1872.6135835,1915.1377665,0.9777957577027396,0.9037647999930453,1.140313064899485,uncertain_strided_lower,0.4,0.2
INTEL,Intel CPU,16384,2T,edp_j_s,configuration_matched_independent_sessions,41646.85614362507,41695.095138320365,0.9988430534926166,0.8940326294448658,1.2113115521150728,practically_equivalent_or_uncertain,0.4,0.2
INTEL,Intel CPU,16384,2T,power_w,configuration_matched_independent_sessions,84.11290518091138,86.66629115858626,0.9705377264500386,0.9230263999452355,1.0852118809747344,uncertain_strided_lower,0.56,-0.12
INTEL,Intel CPU,16384,4T,runtime_s,configuration_matched_independent_sessions,12.8257665,12.2368555,1.0481260075351875,1.0087513087001803,1.077999662582088,uncertain_strided_higher,0.0,1.0
INTEL,Intel CPU,16384,4T,energy_j,configuration_matched_independent_sessions,1441.370242,1384.446468,1.04111663059261,0.9432361591318675,1.0840565493769196,uncertain_strided_higher,0.2,0.6
INTEL,Intel CPU,16384,4T,edp_j_s,configuration_matched_independent_sessions,18457.231268217954,16661.26349129864,1.1077930120880244,0.9694898595224419,1.1616374191112064,uncertain_strided_higher,0.2,0.6
INTEL,Intel CPU,16384,4T,power_w,configuration_matched_independent_sessions,112.27504779440773,113.08857842095208,0.9928062529576053,0.934310827799513,1.0264339203480213,practically_equivalent_or_uncertain,0.68,-0.36
INTEL,Intel CPU,16384,8T,runtime_s,configuration_matched_independent_sessions,7.7003385,7.072073,1.0888375303818272,1.0477510223328732,1.1438164103850696,clear_strided_higher,0.0,1.0
INTEL,Intel CPU,16384,8T,energy_j,configuration_matched_independent_sessions,1154.6073645,1081.9571905,1.0671469949438817,0.9597951856303135,1.128708479122408,uncertain_strided_higher,0.16,0.68
INTEL,Intel CPU,16384,8T,edp_j_s,configuration_matched_independent_sessions,8910.065139680819,7598.59318094877,1.172594048332549,1.0252517489146666,1.2557673549714763,clear_strided_higher,0.0,1.0
INTEL,Intel CPU,16384,8T,power_w,configuration_matched_independent_sessions,150.18631701991768,152.19881035028442,0.9867772072216925,0.9081471390258387,1.0537732176957069,practically_equivalent_or_uncertain,0.6,-0.2
AMD,AMD CPU,64,10T,runtime_s,configuration_matched_independent_sessions,6.151522048014172e-06,6.172419863974154e-06,0.9966143236493108,0.9940550573423017,1.0051250404245387,practically_equivalent_or_uncertain,0.64,-0.28
AMD,AMD CPU,64,10T,energy_j,configuration_matched_independent_sessions,0.0004418865183882,0.0004541538549446,0.9729885887286007,0.9663982836943296,0.9933786782576196,uncertain_strided_lower,0.96,-0.92
AMD,AMD CPU,64,10T,edp_j_s,configuration_matched_independent_sessions,2.71842656364284e-09,2.804459982261312e-09,0.9693226435168809,0.9606150173595239,0.997568626743814,uncertain_strided_lower,0.96,-0.92
AMD,AMD CPU,64,10T,power_w,configuration_matched_independent_sessions,71.83334552527677,73.44997515925976,0.9779900588056334,0.9721830607793098,0.9884592167865149,uncertain_strided_lower,1.0,-1.0
AMD,AMD CPU,64,16T,runtime_s,configuration_matched_independent_sessions,6.169918931156612e-06,6.1467178740935855e-06,1.0037745439986454,0.9972119528357754,1.0083116790843896,practically_equivalent_or_uncertain,0.16,0.68
AMD,AMD CPU,64,16T,energy_j,configuration_matched_independent_sessions,0.0004465363408288,0.0004476439363255,0.9975257221045107,0.9824187590308889,1.0045390107494123,practically_equivalent_or_uncertain,0.84,-0.68
AMD,AMD CPU,64,16T,edp_j_s,configuration_matched_independent_sessions,2.7560592340621167e-09,2.7529329016632667e-09,1.0011356369771893,0.979725120616339,1.0137197806030809,practically_equivalent_or_uncertain,0.52,-0.04
AMD,AMD CPU,64,16T,power_w,configuration_matched_independent_sessions,72.28168887112209,72.88295674166744,0.9917502267000975,0.983831912240276,0.9952459502100721,practically_equivalent_or_uncertain,1.0,-1.0
AMD,AMD CPU,64,1T,runtime_s,configuration_matched_independent_sessions,6.152481265919355e-06,6.141290389648509e-06,1.0018222353220276,0.9941622424310744,1.0076826541851513,practically_equivalent_or_uncertain,0.52,-0.04
AMD,AMD CPU,64,1T,energy_j,configuration_matched_independent_sessions,0.0004420068137912,0.0004489162576312,0.984608613026271,0.9712151291063338,1.0022685650589211,practically_equivalent_or_uncertain,0.84,-0.68
AMD,AMD CPU,64,1T,edp_j_s,configuration_matched_independent_sessions,2.7196551094582803e-09,2.7544620769462603e-09,0.9873634246848776,0.9654203638159399,1.0099325639344205,practically_equivalent_or_uncertain,0.8,-0.6
AMD,AMD CPU,64,1T,power_w,configuration_matched_independent_sessions,71.83632990412246,73.10533894163612,0.9826413630538424,0.9767172020341505,0.997080074570519,practically_equivalent_or_uncertain,0.92,-0.84
AMD,AMD CPU,64,20T,runtime_s,configuration_matched_independent_sessions,6.145887099257799e-06,6.173973482929481e-06,0.9954508415448595,0.9912428535382893,1.0032949997588407,practically_equivalent_or_uncertain,0.76,-0.52
AMD,AMD CPU,64,20T,energy_j,configuration_matched_independent_sessions,0.0004418442548735,0.0004533963301336,0.9745210216926635,0.9651735662486225,0.9900390072925586,uncertain_strided_lower,1.0,-1.0
AMD,AMD CPU,64,20T,edp_j_s,configuration_matched_independent_sessions,2.716481390584257e-09,2.799909293554025e-09,0.9702033551008826,0.9569106569079686,0.9933326183150565,uncertain_strided_lower,0.96,-0.92
AMD,AMD CPU,64,20T,power_w,configuration_matched_independent_sessions,71.88288325834057,73.33371377934698,0.9802160500779792,0.9729397561621347,0.9866805644166159,uncertain_strided_lower,1.0,-1.0
AMD,AMD CPU,64,2T,runtime_s,configuration_matched_independent_sessions,6.147713611058021e-06,6.159581298579428e-06,0.9980732963904309,0.9942456338090734,1.0082679507215542,practically_equivalent_or_uncertain,0.6,-0.2
AMD,AMD CPU,64,2T,energy_j,configuration_matched_independent_sessions,0.0004414509491427,0.000451306826107,0.978161471544055,0.9694484293455045,1.0039830086757293,uncertain_strided_lower,0.8,-0.6
AMD,AMD CPU,64,2T,edp_j_s,configuration_matched_independent_sessions,2.713308169894568e-09,2.7809819007266395e-09,0.9756655263328433,0.9642935322568197,1.011363257686116,uncertain_strided_lower,0.72,-0.44
AMD,AMD CPU,64,2T,power_w,configuration_matched_independent_sessions,71.79607037879714,73.31500632371731,0.979282059416139,0.9729415645727548,0.9951891313721593,uncertain_strided_lower,1.0,-1.0
AMD,AMD CPU,64,32T,runtime_s,configuration_matched_independent_sessions,6.154622143463655e-06,6.158818006621535e-06,0.9993187226585736,0.9954433423436846,1.0067388374230972,practically_equivalent_or_uncertain,0.52,-0.04
