session_number,problem_size,runtime_per_op_s,device_energy_per_op_j,throughput_gflops_exact,efficiency_gflop_per_j_exact,avg_power_w,temp_c,sm_clock_mhz,edp_j_s,kernel_fraction,clock_change_pct,temperature_rise_c,batches,gflops_per_s
1,64,9.745628561687204e-06,0.00033289172470897673,53.797249124316025,1.5749509721820405,34.146522,48.0,2797.0,3.2453365097150895e-09,0.9999930019314648,0.0,0.0,102655.0,53.797249124316025
1,128,9.768276010234174e-06,0.00043047499072283745,429.38018786578016,9.743537163343277,44.1777745,50.0,2790.0,4.194613587808226e-09,0.9999920057355172,0.0,0.0,102402.0,429.38018786578016
1,256,1.63740113641946e-05,0.0012462951743110254,2049.24936267875,26.9233542525905,76.1207115,56.0,2775.0,2.0405119531043698e-08,0.9999919969268127,0.0,0.0,61069.0,2049.24936267875
1,512,6.762039353573603e-05,0.007285516262086686,3969.741108685383,36.84514539818696,107.74175550000001,62.0,2767.0,4.926480052392131e-07,0.9999905002829913,0.0,0.0,14789.0,3969.741108685383
1,1024,0.0004482856827220503,0.05421608484312859,4790.436028747265,39.60980369840995,121.24678349999999,63.0,2746.5,2.4275268276344716e-05,0.9999911323846278,0.0,0.5,2263.0,4790.436028747265
1,2048,0.0035088663194444442,0.4697951388888889,4896.131006685477,36.56886353414618,133.89275600000002,66.0,2745.0,0.0016483896543029032,0.99999109383535,0.0,0.0,288.0,4896.131006685477
1,4096,0.02799472222222222,3.880527777777778,4909.459446718003,35.41764607056745,138.61771800000002,67.0,2745.0,0.10863322074151235,0.9999920618225262,0.0,0.0,36.0,4909.459446718003
1,8192,0.2233311,30.8585,4923.235625392003,35.63086613420381,138.1795705,66.5,2745.0,6.89137109238,0.9999919402106918,0.0,0.5,5.0,4923.235625392003
1,16384,1.791952,290.4395,4908.665534738997,30.285488043686144,162.070587,70.0,2730.0,520.4941150425,0.9999946928733425,0.0,0.0,1.0,4908.665534738997
2,64,9.841122870342216e-06,0.0003284797897070219,53.275260749583175,1.5961074962819777,33.4394035,48.0,2797.0,3.235826667882598e-09,0.9999920462106855,0.0,0.0,101953.0,53.275260749583175
2,128,9.844514270493177e-06,0.0004243214979824985,426.0549494704808,9.884754947789713,43.096408,51.0,2788.0,4.177338209321127e-09,0.9999924912701714,0.0,0.0,101363.0,426.0549494704808
